APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-x_p_w,APPVAL_RECS_bert-x_p_w,FOA_RECS_bert-x_p_w
8932781,m,w,"8821508,9322220,9110751,9300727,9322213","399000.0,375000.0,393000.0,375000.0,375000.0","RFA-NR-14-001,RFA-NR-14-001,RFA-NR-14-001,RFA-NR-14-001,RFA-NR-14-001"
9439855,m,w,"8312849,8318982,8311941,8311950,8413786","245000.0,245000.0,245000.0,245000.0,245000.0","RFA-MD-11-007,RFA-MD-11-007,RFA-MD-11-007,RFA-MD-11-007,RFA-MD-11-008"
9288166,f,w,"9036982,8829218,8721417,8723828,9068103","524000.0,532000.0,532000.0,532000.0,524000.0","RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008"
8724319,f,w,"9608524,9607667,9767106,9767671,9768422","250000.0,250000.0,246000.0,246000.0,246000.0","RFA-RM-17-028,RFA-RM-17-028,RFA-RM-17-028,RFA-RM-17-028,RFA-RM-17-028"
9749167,m,w,"9555786,9791025,10213593,10213650,10222501","875000.0,861000.0,812000.0,812000.0,812000.0","RFA-RM-17-005,RFA-RM-17-005,RFA-RM-17-005,RFA-RM-17-005,RFA-RM-17-005"
10589037,f,a,"7694380,8377838,8377842,8377832,7694387","109500.0,102750.0,102750.0,102750.0,109500.0","RFA-MD-08-002,RFA-MD-08-002,RFA-MD-08-002,RFA-MD-08-002,RFA-MD-08-002"
7940807,m,w,"7675361,7660406,7687367,7882658,8114154","1022000.0,1022000.0,365000.0,360000.0,350000.0","RFA-EB-07-001,RFA-EB-07-001,RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004"
8715807,m,w,"8897372,8711465,8711466,8711467,8624922","332500.0,332500.0,332500.0,332500.0,337500.0","RFA-ES-13-004,RFA-ES-13-004,RFA-ES-13-004,RFA-ES-13-004,RFA-ES-13-004"
9568046,m,w,"8729571,8925935,8640411,8640255,8640007","332500.0,332500.0,337500.0,337500.0,337500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
8546167,m,h,"7912360,7899346,7807182,7538900,7690330","1131500.0,1131500.0,1008000.0,1022000.0,1022000.0","RFA-RR-05-003,RFA-RR-05-003,RFA-RR-07-003,RFA-RR-07-003,RFA-RR-07-003"
10127561,m,w,"9707647,9707646,9707463,9707462,9707461","492000.0,492000.0,492000.0,492000.0,492000.0","RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044"
7680243,m,w,"8706767,8486379,7992670,8115993,8105084","1596000.0,1620000.0,1728000.0,1680000.0,1680000.0","RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030"
9325331,m,w,"9751872,9322406,8965581,8965638,8963190","861000.0,875000.0,931000.0,931000.0,931000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
9537980,m,a,"8055215,8055615,8055202,8067537,8010757","1440000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-AI-07-037,RFA-AI-07-037,RFA-AI-07-037,RFA-AI-07-037,RFA-AI-07-013"
8098142,m,w,"8268769,8838982,7878914,7878905,7878910","685000.0,3103332.89,3406666.18,3406666.18,3406666.18","RFA-RR-11-004,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002"
10613361,m,w,"9045575,9060252,9053444,9038310,9091423","196500.0,196500.0,196500.0,196500.0,196500.0","RFA-HS-14-010,RFA-HS-14-010,RFA-HS-14-010,RFA-HS-14-010,RFA-HS-14-010"
10688383,m,w,"10470390,10622542,10450145,10450851,10452676","267500.0,257500.0,267500.0,267500.0,267500.0","RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021"
8955305,m,a,"8316325,8133489,7654260,8484495,8061987","342500.0,350000.0,365000.0,350000.0,350000.0","RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005"
8536088,m,a,"9630126,10005249,9787403,9630125,9630122","1000000.0,984000.0,984000.0,1000000.0,1000000.0","RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033"
9780531,m,w,"8705557,8689129,8902236,9071533,8885862","598500.0,598500.0,598500.0,598500.0,598500.0","RFA-HD-12-203,RFA-HD-12-203,RFA-HD-12-203,RFA-HD-12-203,RFA-HD-12-203"
9552315,m,w,"9577581,9773226,10224900,9981830,9933610","625000.0,615000.0,580000.0,615000.0,369000.0","RFA-OD-17-004,RFA-OD-17-004,RFA-OD-17-004,RFA-OD-17-004,RFA-OD-19-011"
9702090,m,w,"9212420,9474635,9474639,9474640,9474632","1250000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-HD-16-002,RFA-HD-16-002,RFA-HD-16-002,RFA-HD-16-002,RFA-HD-16-002"
8130804,m,w,"7661539,7666797,7665450,7664494,7664492","365000.0,365000.0,365000.0,365000.0,365000.0","RFA-EB-06-003,RFA-EB-06-003,RFA-EB-06-003,RFA-EB-06-003,RFA-EB-06-003"
9557582,m,w,"8806614,8554393,8472329,8473040,8800580","266000.0,266000.0,274000.0,274000.0,266000.0","RFA-NS-12-010,RFA-NS-12-010,RFA-NS-12-010,RFA-NS-12-010,RFA-NS-12-010"
9519614,m,w,"9165581,9262604,8948928,9462114,9591217","982500.0,937500.0,997500.0,937500.0,922500.0","RFA-HL-15-008,RFA-HL-15-008,RFA-HL-15-008,RFA-HL-15-008,RFA-HL-15-008"
9321090,f,w,"9088238,9476203,9480665,9476192,9526395","1310000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
10248323,m,w,"9994219,9785374,10018668,10179960,10223195","307500.0,307500.0,307500.0,307500.0,290000.0","RFA-AT-18-003,RFA-AT-18-003,RFA-AT-18-003,RFA-AT-18-003,RFA-AT-18-003"
7669830,f,w,"8070332,7672070,7675900,7675903,7675905","432000.0,438000.0,438000.0,438000.0,438000.0","RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002"
10172832,m,w,"9081476,8495265,8681355,8680005,8691722","327500.0,337500.0,332500.0,332500.0,332500.0","RFA-AI-11-034,RFA-AI-11-034,RFA-AI-11-034,RFA-AI-11-034,RFA-AI-11-034"
8392987,m,h,"10706421,10706418,10597899,10597853,10597362","1030000.0,1030000.0,1070000.0,1070000.0,1070000.0","RFA-MD-22-007,RFA-MD-22-007,RFA-MD-22-007,RFA-MD-22-007,RFA-MD-22-007"
9546722,m,a,"7682983,7643794,7931241,10019696,9630167","292000.0,292000.0,292000.0,615000.0,625000.0","RFA-MH-08-060,RFA-MH-08-060,RFA-MH-08-060,RFA-MH-18-600,RFA-MH-18-600"
9494497,m,h,"8486390,8367174,8468641,8367125,8366528","405000.0,411000.00000000006,405000.0,411000.00000000006,411000.00000000006","RFA-AI-11-027,RFA-AI-11-027,RFA-AI-11-027,RFA-AI-11-027,RFA-AI-11-027"
10620819,m,h,"10396550,9731152,9901415,9903229,9916702","267500.0,307500.0,307500.0,307500.0,307500.0","RFA-AI-18-003,RFA-AI-18-003,RFA-AI-18-003,RFA-AI-18-003,RFA-AI-18-003"
9675108,f,w,"8468511,7906941,8472059,8468269,7673474","685000.0,720000.0,685000.0,685000.0,730000.0","RFA-HD-06-008,RFA-HD-06-008,RFA-HD-06-008,RFA-HD-06-008,RFA-HD-06-008"
9590470,m,a,"10429878,10677598,9102757,8915685,8731233","294250.0,283250.0,589500.0,598500.0,598500.0","RFA-HL-22-002,RFA-HL-22-002,RFA-DK-12-010,RFA-DK-12-010,RFA-DK-12-010"
9728829,m,w,"10493382,10687248,10340783,10264881,10670123","831390.0,800310.0,901320.0,174000.0,154500.0","RFA-AG-21-027,RFA-AG-21-027,RFA-AG-21-027,RFA-AG-20-031,RFA-AG-20-031"
8360217,m,w,"7626424,8056651,8076294,8103209,8065483","438000.0,420000.0,420000.0,420000.0,420000.0","RFA-AI-07-003,RFA-AI-07-003,RFA-AI-07-003,RFA-AI-07-003,RFA-AI-07-003"
9840936,f,w,"9838633,10224355,9963414,10239672,10611348","615000.0,580000.0,615000.0,869999.9999999999,772500.0","RFA-NS-18-034,RFA-NS-18-034,RFA-NS-18-034,RFA-NS-20-030,RFA-NS-20-030"
9600091,m,w,"8551298,8551603,8551297,8733305,8551301","1350000.0,1350000.0,1350000.0,1350000.0,1350000.0","RFA-NS-11-011,RFA-NS-11-011,RFA-NS-11-011,RFA-NS-11-011,RFA-NS-11-011"
10001657,m,w,"9186391,10135024,10115003,10129303,10129306","1965000.0,1739999.9999999998,1739999.9999999998,1739999.9999999998,1739999.9999999998","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
8200205,m,w,"10712556,10711811,10711018,10711001,10712618","360500.0,360500.0,360500.0,360500.0,360500.0","RFA-AA-22-003,RFA-AA-22-003,RFA-AA-22-003,RFA-AA-22-003,RFA-AA-22-003"
8459512,f,a,"9097820,8639766,8640456,8640411,8640255","327500.0,337500.0,337500.0,337500.0,337500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
9764272,f,a,"9788516,10696473,10696474,9968452,9977220","1353000.0,1177000.0,1177000.0,1353000.0,1353000.0","RFA-RM-17-019,RFA-RM-17-019,RFA-RM-17-019,RFA-RM-17-019,RFA-RM-17-019"
10473864,f,w,"8997972,8794405,9243950,9208120,9204380","1310000.0,1330000.0,1250000.0,1250000.0,1250000.0","RFA-AI-12-006,RFA-AI-12-006,RFA-AI-12-006,RFA-AI-12-006,RFA-AI-12-006"
9627115,m,w,"8382298,8912798,8729267,8713947,8724188","2055000.0,1995000.0,1995000.0,1995000.0,1995000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
8458625,f,h,"10675713,10470302,10285797,7916632,7741904","231750.0,240750.0,261000.0,324000.0,328500.0","RFA-MH-20-506,RFA-MH-20-506,RFA-MH-20-506,RFA-MH-08-011,RFA-MH-08-011"
8402557,m,w,"9391174,8782592,8554494,8975583,9828646","23125000.0,24605000.0,24605000.0,24235000.0,22755000.0","RFA-AI-12-011,RFA-AI-12-011,RFA-AI-12-011,RFA-AI-12-011,RFA-AI-12-011"
10701064,m,w,"7880027,7860521,8287682,7676680,7588955","360000.0,360000.0,342500.0,365000.0,365000.0","RFA-DA-08-016,RFA-DA-08-016,RFA-DA-08-016,RFA-DA-08-016,RFA-DA-08-016"
7631353,f,w,"9981830,10224900,9773226,9577581,10256798","615000.0,580000.0,615000.0,625000.0,406000.0","RFA-OD-17-004,RFA-OD-17-004,RFA-OD-17-004,RFA-OD-17-004,RFA-NR-20-001"
8145048,m,w,"8208878,8401177,7576134,7559639,7584204","274000.0,270000.0,292000.0,292000.0,292000.0","RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002"
9570634,m,w,"9468571,9467959,9552710,9995112,9994531","312500.0,312500.0,312500.0,307500.0,307500.0","RFA-AR-17-008,RFA-AR-17-008,RFA-AR-17-008,RFA-AR-17-008,RFA-AR-17-008"
8309790,m,w,"8921072,8309790,8307975,8119178,8121100","285950.0,294550.0,294550.0,301000.0,301000.0","RFA-HD-10-002,RFA-HD-10-002,RFA-HD-10-002,RFA-HD-10-002,RFA-HD-10-002"
10698151,m,a,"9882011,9876499,10552436,9968457,9282258","922500.0,430500.0,257500.0,196800.0,200000.0","RFA-HL-19-029,RFA-HL-19-028,RFA-NS-22-015,RFA-NS-16-016,RFA-NS-16-016"
9257881,m,w,"8758156,9277468,9778989,8910704,8910705","199500.0,187500.0,187500.0,199500.0,199500.0","RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010"
10271483,f,w,"9824546,9820712,10336440,9444378,9444784","369000.0,369000.0,321000.0,375000.0,375000.0","RFA-AI-16-079,RFA-AI-16-079,RFA-AI-16-079,RFA-AI-16-079,RFA-AI-16-079"
8901324,f,w,"7782591,7943004,7943002,7779493,7935205","219000.0,216000.0,216000.0,219000.0,216000.0","RFA-NS-09-003,RFA-NS-09-003,RFA-NS-09-003,RFA-NS-09-003,RFA-NS-09-003"
8373725,f,w,"9272309,9056967,9056966,9056986,9047222","312500.0,327500.0,327500.0,327500.0,327500.0","RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060"
7901210,m,h,"10727278,10725869,10726239,10726763,10727050","103000.0,103000.0,103000.0,103000.0,103000.0","RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030"
8757366,f,w,"8926918,9547782,9336278,9320618,8754747","331170.0,311250.0,311250.0,326190.0,331170.0","RFA-OD-13-016,RFA-OD-13-016,RFA-OD-13-016,RFA-OD-13-016,RFA-OD-13-016"
9039810,m,w,"9124872,9545377,9976648,9761519,9759920","458500.0,437500.0,430500.0,430500.0,430500.0","RFA-DK-14-004,RFA-DK-14-004,RFA-DK-14-004,RFA-DK-14-004,RFA-DK-14-004"
7942238,m,w,"8380943,8141176,7905959,8380939,7905958","1027500.0,1080000.0,1095000.0,1027500.0,1095000.0","RFA-HD-07-012,RFA-HD-07-012,RFA-HD-07-012,RFA-HD-07-012,RFA-HD-07-012"
8402101,m,h,"8785028,8549342,8368598,8976078,8976074","199500.0,205500.00000000003,205500.00000000003,196500.0,196500.0","RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020"
8914673,f,w,"8755467,8754464,8756970,9119642,9119620","299250.0,299250.0,299250.0,294750.0,294750.0","RFA-MH-14-102,RFA-MH-14-102,RFA-MH-14-102,RFA-MH-14-102,RFA-MH-14-102"
8132888,f,a,"9525284,9393866,9762886,9564864,9394525","625000.0,625000.0,615000.0,625000.0,625000.0","RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038"
8328777,m,w,"8906702,8327797,9324514,9324404,8231619","6783000.0,6987000.000000001,6681000.0,6681000.0,6987000.000000001","RFA-AA-11-006,RFA-AA-11-006,RFA-AA-11-006,RFA-AA-11-006,RFA-AA-11-006"
8539388,m,w,"8734648,8330246,8150047,7938718,8144938","1687500.0,1712500.0000000002,1800000.0,1800000.0,1800000.0","RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002"
8318269,m,w,"8292196,9330326,9087856,9130493,8317544","1507000.0000000002,1441000.0,1463000.0,1463000.0,1507000.0000000002","RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041"
7925613,f,w,"10493382,10340783,10687248,9753093,9753823","831390.0,901320.0,800310.0,1353000.0,1353000.0","RFA-AG-21-027,RFA-AG-21-027,RFA-AG-21-027,RFA-AG-16-018,RFA-AG-16-018"
8065704,m,w,"8846134,8576079,9061804,9066226,9061818","1103900.0,1120500.0,1087300.0,1087300.0,1087300.0","RFA-HL-13-014,RFA-HL-13-014,RFA-HL-13-014,RFA-HL-13-014,RFA-HL-13-014"
8714038,f,b,"8661333,8661454,8660774,9959375,8660415","202500.0,202500.0,202500.0,184500.0,202500.0","RFA-RM-13-001,RFA-RM-13-001,RFA-RM-13-001,RFA-RM-13-001,RFA-RM-13-001"
10556323,m,w,"7800252,7643493,7846721,7800254,7846152","324000.0,328500.0,324000.0,324000.0,324000.0","RFA-MH-09-021,RFA-MH-09-021,RFA-MH-09-021,RFA-MH-09-021,RFA-MH-09-021"
10696183,m,w,"9335110,8904623,9249190,9335075,8325002","2947500.0,2992500.0,2992500.0,2992500.0,3082500.0000000005","RFA-CA-10-016,RFA-CA-10-016,RFA-CA-10-016,RFA-CA-10-016,RFA-CA-10-016"
9926785,f,w,"9360740,9926785,9528438,9527729,9533360","312500.0,307500.0,312500.0,312500.0,312500.0","RFA-AG-17-009,RFA-AG-17-009,RFA-AG-17-009,RFA-AG-17-009,RFA-AG-17-009"
10196932,f,a,"10632827,10631274,9240583,9238648,9228496","669500.0,669500.0,375000.0,375000.0,393000.0","RFA-AI-22-010,RFA-AI-22-010,RFA-AI-13-019,RFA-AI-13-019,RFA-AI-13-019"
10062648,f,w,"9109463,9515571,9525613,9521395,9521384","412650.0,393750.0,393750.0,393750.0,393750.0","RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011"
10669056,m,h,"7835638,7812163,7586196,7614181,8692000","309600.0,309600.0,313900.0,313900.0,532000.0","RFA-HL-07-002,RFA-HL-07-002,RFA-HL-07-002,RFA-HL-07-002,RFA-HL-11-005"
10155543,m,a,"9040449,9514198,9763647,9763648,9763649","997500.0,937500.0,922500.0,922500.0,922500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
7942234,m,w,"8379762,8523940,8516541,8516545,8501601","1027500.0,1012500.0,1012500.0,1012500.0,1012500.0","RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012"
9229239,m,w,"8741738,8639766,9128454,9137753,9119111","332500.0,337500.0,327500.0,327500.0,327500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
9201319,m,w,"8066804,8637449,7630038,7587878,7826611","1050000.0,1012500.0,1095000.0,1095000.0,1080000.0","RFA-CA-08-011,RFA-CA-08-011,RFA-CA-08-011,RFA-CA-08-011,RFA-CA-08-011"
9733869,m,w,"10589556,10436562,10601083,9787504,10406325","515000.0,535000.0,515000.0,615000.0,535000.0","RFA-DK-21-004,RFA-DK-21-004,RFA-DK-21-004,RFA-DK-17-031,RFA-DK-17-031"
9663872,f,w,"9663871,10119234,10202467,9663870,9925763","430500.0,406000.0,406000.0,430500.0,430500.0","RFA-AI-17-001,RFA-AI-17-001,RFA-AI-17-001,RFA-AI-17-001,RFA-AI-17-001"
8657035,m,w,"8607541,7789337,8050090,8436322,8228170","665000.0,720000.0,700000.0,675000.0,685000.0","RFA-DK-08-009,RFA-DK-08-009,RFA-DK-08-009,RFA-DK-08-009,RFA-DK-08-009"
8673943,m,w,"9123487,9123491,9120741,8958982,9123506","98250.0,98250.0,98250.0,99750.0,98250.0","RFA-AG-15-007,RFA-AG-15-007,RFA-AG-15-007,RFA-AG-15-007,RFA-AG-15-007"
7939674,m,w,"9742869,9904614,10379951,10136592,8034226","615000.0,615000.0,535000.0,580000.0,868000.0","RFA-DK-17-028,RFA-DK-17-028,RFA-DK-17-028,RFA-DK-17-028,RFA-DK-08-504"
8787145,m,w,"10139007,10087166,9405597,9405595,9197929","580000.0,615000.0,287500.0,287500.0,287500.0","RFA-FD-20-005,RFA-FD-20-005,RFA-HL-12-001,RFA-HL-12-001,RFA-HL-12-001"
8461449,m,w,"8889415,8911170,8911172,8911171,8917763","399000.0,399000.0,399000.0,399000.0,399000.0","RFA-FD-13-006,RFA-FD-13-006,RFA-FD-13-006,RFA-FD-13-006,RFA-FD-13-006"
7993174,m,w,"9320875,9320925,9325331,9325329,9325314","875000.0,875000.0,875000.0,875000.0,875000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
8914613,m,w,"8730640,9136826,9136093,9143106,9136095","997500.0,982500.0,982500.0,982500.0,982500.0","RFA-DK-11-009,RFA-DK-11-009,RFA-DK-11-009,RFA-DK-11-009,RFA-DK-11-009"
7901583,m,w,"9108553,8812920,9328182,9340828,9108766","1330000.0,1330000.0,1310000.0,1310000.0,1310000.0","RFA-TW-11-001,RFA-TW-11-001,RFA-TW-11-001,RFA-TW-11-001,RFA-TW-11-001"
7895082,m,w,"8097516,7937764,7936813,8084200,8085901","315000.0,324000.0,324000.0,315000.0,315000.0","RFA-MH-09-160,RFA-MH-09-160,RFA-MH-09-160,RFA-MH-09-160,RFA-MH-09-160"
8544772,m,w,"10241206,10245863,10245780,10245416,10245406","348000.0,348000.0,348000.0,348000.0,348000.0","RFA-RM-20-012,RFA-RM-20-012,RFA-RM-20-012,RFA-RM-20-012,RFA-RM-20-012"
10626077,m,a,"10382284,10646143,10129363,10694229,10694224","1070000.0,1030000.0,1160000.0,1030000.0,1030000.0","RFA-DK-18-020,RFA-DK-18-020,RFA-DK-18-020,RFA-DK-18-020,RFA-DK-18-020"
9180272,m,w,"10331041,10559718,10172439,10172438,10112671","535000.0,515000.0,580000.0,580000.0,580000.0","RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002"
8278099,m,w,"8490541,8263509,7893177,8173750,8173749","3149999.5500000003,3266666.2,3359999.52,3359999.52,3359999.52","RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002"
8534738,m,b,"10491121,10289606,10265459,10286758,10286759","856000.0,928000.0,928000.0,928000.0,928000.0","RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034"
9677064,f,w,"10598566,10355531,10355532,10381734,9948263","772500.0,802500.0,802500.0,802500.0,922500.0","RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007"
10265521,f,w,"8318530,7656093,8049059,8126272,8033198","342500.0,365000.0,350000.0,350000.0,350000.0","RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005"
9288183,f,w,"9336278,8926918,9547782,9320618,8754747","311250.0,331170.0,311250.0,326190.0,331170.0","RFA-OD-13-016,RFA-OD-13-016,RFA-OD-13-016,RFA-OD-13-016,RFA-OD-13-016"
8501599,m,w,"10003047,9229200,9229240,9355669,9355678","984000.0,1048000.0,1048000.0,1000000.0,1000000.0","RFA-HD-16-013,RFA-HD-16-013,RFA-HD-16-013,RFA-HD-16-013,RFA-HD-16-013"
10592342,f,w,"10171852,9955598,10355532,10210397,10381734","869999.9999999999,922500.0,802500.0,869999.9999999999,802500.0","RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007"
9061068,m,w,"10430120,10430118,9814451,9814449,10176493","749000.0,749000.0,861000.0,861000.0,812000.0","RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013"
8121479,f,w,"9537617,10263329,10252074,10251229,10251215","312500.0,290000.0,290000.0,290000.0,290000.0","RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004"
10569080,f,h,"8536745,8033990,8027520,8034131,8034132","2025000.0,2160000.0,2160000.0,2160000.0,2160000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
9440349,f,w,"8829799,9247707,8842112,8839220,8829800","1596000.0,1500000.0,1596000.0,1596000.0,1596000.0","RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007"
9249640,m,w,"9462194,9077854,9899281,9462177,9462198","250000.0,262000.0,246000.0,250000.0,250000.0","RFA-HD-16-020,RFA-HD-16-020,RFA-HD-16-020,RFA-HD-16-020,RFA-HD-16-020"
10141198,m,w,"10395583,10462792,10642939,10614399,10614394","1070000.0,1070000.0,1030000.0,1030000.0,1030000.0","RFA-AI-20-009,RFA-AI-20-009,RFA-AI-20-009,RFA-AI-20-009,RFA-AI-20-009"
9562112,m,w,"9275679,9473789,9492585,9488036,9857691","937500.0,937500.0,937500.0,937500.0,937500.0","RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002"
9429344,m,h,"9674261,9784662,10037760,10037854,10037968","625000.0,625000.0,613770.0,613770.0,613770.0","RFA-AG-18-025,RFA-AG-18-025,RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004"
7937605,m,a,"10581160,10580155,10685659,10552436,10000022","535000.0,535000.0,515000.0,257500.0,1476000.0","RFA-TR-22-013,RFA-TR-22-013,RFA-TR-22-013,RFA-NS-22-015,RFA-NS-17-021"
10689720,f,w,"10436131,10437117,10650397,10415065,10204491","267500.0,267500.0,257500.0,5564000.0,6032000.0","RFA-AG-22-012,RFA-AG-22-012,RFA-AG-22-012,RFA-AG-21-014,RFA-AG-21-014"
10551227,m,w,"10087862,9979742,10326785,10449341,9486073","869999.9999999999,922500.0,802500.0,802500.0,937500.0","RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081"
10178881,m,w,"9734420,10166826,9514117,9734418,9390337","187500.0,174000.0,187500.0,187500.0,187500.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
7928723,m,w,"9994996,10234155,10470742,10470773,10470777","307500.0,290000.0,267500.0,267500.0,267500.0","RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509"
8705384,m,w,"9403567,9549142,9403965,9694731,9763656","281250.0,281250.0,281250.0,276750.0,276750.0","RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560"
9767653,m,w,"9532729,9226030,9442685,9233912,9212089","1875000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
8843483,m,w,"7743015,7536265,7736803,8204446,8196814","360000.0,365000.0,360000.0,342500.0,342500.0","RFA-HD-07-005,RFA-HD-07-005,RFA-HD-07-005,RFA-HD-07-005,RFA-HD-07-005"
7893562,m,w,"8535305,8534528,8823037,8650816,8823045","506250.00000000006,506250.00000000006,498750.0,498750.0,498750.0","RFA-DA-13-001,RFA-DA-13-001,RFA-DA-13-001,RFA-DA-13-001,RFA-DA-13-001"
10681292,f,w,"10532119,10676907,9197494,9353841,9341310","534998.93,514998.97,262000.0,250000.0,250000.0","RFA-HD-22-020,RFA-HD-22-020,RFA-HD-16-037,RFA-HD-16-037,RFA-HD-16-037"
9884815,m,w,"10057011,10449997,9925035,10056759,10197769","276750.0,240750.0,276750.0,276750.0,261000.0","RFA-MH-20-100,RFA-MH-20-100,RFA-MH-20-100,RFA-MH-20-100,RFA-MH-20-100"
8533654,m,w,"9024533,9455720,9980397,9440573,9655324","491250.0,468750.0,461250.0,468750.0,461250.0","RFA-ES-13-013,RFA-ES-13-013,RFA-ES-13-013,RFA-ES-13-013,RFA-ES-13-013"
10482348,m,w,"9545342,9332415,9142584,9137888,9141667","312500.0,312500.0,327500.0,327500.0,327500.0","RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003"
7683457,m,w,"7677984,7668684,7677989,7662466,7665031","219000.0,219000.0,219000.0,219000.0,219000.0","RFA-HL-07-007,RFA-HL-07-007,RFA-HL-07-007,RFA-HL-07-007,RFA-HL-07-007"
7911709,m,h,"7937570,7666180,7878872,8189006,8336846","1460000.0,1460000.0,1440000.0,1050000.0,1027500.0","RFA-CA-07-039,RFA-CA-07-039,RFA-CA-07-039,RFA-CA-10-013,RFA-CA-10-013"
