APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bluebert_o_w,APPVAL_RECS_bluebert_o_w,FOA_RECS_bluebert_o_w
8507252,f,w,"9307886,9308735,9301390,9304875,9314322","393750.0,393750.0,393750.0,393750.0,393750.0","RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011"
8650854,f,a,"8459602,8451532,8451546,8451543,8466327","1485000.0,1485000.0,1485000.0,1485000.0,1485000.0","RFA-ES-10-001,RFA-ES-10-001,RFA-ES-10-001,RFA-ES-10-001,RFA-ES-10-001"
8929424,m,w,"10560579,10413485,10645133,10670402,10697348","206000.0,214000.0,206000.0,206000.0,206000.0","RFA-CA-21-005,RFA-CA-21-005,RFA-CA-21-005,RFA-CA-21-005,RFA-CA-21-005"
8726574,m,w,"7930592,7794724,7791003,7794516,9073343","216000.0,219000.0,219000.0,219000.0,196500.0","RFA-HS-09-002,RFA-HS-09-002,RFA-HS-09-002,RFA-HS-09-002,RFA-HS-14-010"
7676781,m,w,"8069146,7676770,7924227,7807902,7924226","280000.0,292000.0,288000.0,288000.0,288000.0","RFA-NS-06-009,RFA-NS-06-009,RFA-NS-06-009,RFA-NS-06-009,RFA-NS-06-009"
7851422,m,a,"9440573,9455720,9980397,8799363,9024533","468750.0,468750.0,461250.0,498750.0,491250.0","RFA-ES-13-013,RFA-ES-13-013,RFA-ES-13-013,RFA-ES-13-013,RFA-ES-13-013"
9984183,m,w,"10252037,9972912,10460957,10460959,10460960","869999.9999999999,922500.0,802500.0,802500.0,802500.0","RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005"
9118593,m,w,"8365212,8365211,8365003,8365002,8365001","6650000.0,6650000.0,6650000.0,6650000.0,6650000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
9749013,m,w,"10622057,10622124,10622211,10622210,10622209","2472000.0,2472000.0,2472000.0,2472000.0,2472000.0","RFA-AI-22-003,RFA-AI-22-003,RFA-AI-22-003,RFA-AI-22-003,RFA-AI-22-003"
8035283,m,w,"8231620,8725255,8725259,8333982,8333992","700000.0,675000.0,675000.0,685000.0,685000.0","RFA-RM-10-004,RFA-RM-10-004,RFA-RM-10-004,RFA-RM-10-004,RFA-RM-10-004"
8605852,m,w,"8469996,8997973,8605841,8607879,8605852","1350000.0,1310000.0,1330000.0,1330000.0,1330000.0","RFA-AI-12-006,RFA-AI-12-006,RFA-AI-12-006,RFA-AI-12-006,RFA-AI-12-006"
10055998,m,a,"8703833,8551820,8706974,8351789,8351734","665000.0,675000.0,665000.0,685000.0,685000.0","RFA-RM-11-004,RFA-RM-11-004,RFA-RM-11-004,RFA-RM-11-004,RFA-RM-11-004"
10288652,f,w,"10662757,10662759,10413694,10524770,10907172","3914000.0,3914000.0,267500.0,257500.0,257500.0","RFA-OD-22-003,RFA-OD-22-003,RFA-FD-22-002,RFA-FD-22-002,RFA-FD-22-002"
9135690,m,w,"9435122,9717335,9629698,9429306,10093023","625000.0,625000.0,615000.0,625000.0,580000.0","RFA-DK-16-014,RFA-DK-16-014,RFA-DK-16-014,RFA-DK-16-014,RFA-DK-16-014"
7631241,m,w,"7676780,7848813,7837572,7812011,7631247","292000.0,288000.0,288000.0,288000.0,292000.0","RFA-NS-06-009,RFA-NS-06-009,RFA-NS-06-009,RFA-NS-06-009,RFA-NS-06-009"
9966726,m,w,"10211467,10352461,9525137,10447084,9970211","232000.0,214000.0,812500.0,695500.0,799500.0","RFA-DE-20-007,RFA-DE-20-007,RFA-DE-17-002,RFA-DE-17-002,RFA-DE-17-002"
7729467,f,w,"10256809,10663841,10045230,10450051,10549216","580000.0,515000.0,615000.0,535000.0,1070000.0","RFA-AG-20-006,RFA-AG-20-006,RFA-AG-20-006,RFA-AG-20-006,RFA-AG-22-030"
9560620,m,h,"9559432,9561916,8798212,8788887,8799294","312500.0,312500.0,332500.0,332500.0,332500.0","RFA-RM-13-009,RFA-RM-13-009,RFA-RM-13-009,RFA-RM-13-009,RFA-RM-13-009"
8375943,m,w,"7894647,8053883,8065423,8065425,8065428","1440000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014"
8588688,f,b,"9318572,9340236,9314608,9342998,8589069","1500000.0,1500000.0,1500000.0,1500000.0,1620000.0","RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016"
8053808,m,w,"7912418,8664185,8079051,7673872,7582243","365000.0,350000.0,350000.0,365000.0,365000.0","RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001"
10673069,f,w,"7933921,7676891,7676892,7936245,8032877","2160000.0,2190000.0,2190000.0,2160000.0,2160000.0","RFA-MH-06-007,RFA-MH-06-007,RFA-MH-06-007,RFA-MH-06-007,RFA-MH-06-007"
8215485,m,w,"7937001,7833647,7831055,7831862,7830131","1440000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
9447219,m,a,"8877436,8644874,9041010,8451833,8281251","465500.0,465500.0,458500.0,472500.00000000006,479500.00000000006","RFA-HL-12-007,RFA-HL-12-007,RFA-HL-12-007,RFA-HL-12-007,RFA-HL-12-007"
10480045,m,w,"8867051,8862198,9293133,9293135,8659859","465500.0,465500.0,437500.0,437500.0,472500.00000000006","RFA-NR-13-002,RFA-NR-13-002,RFA-NR-13-002,RFA-NR-13-002,RFA-NR-13-002"
10610660,f,w,"10415065,10624969,10204491,10006150,10250342","5564000.0,5356000.0,6032000.0,4305000.0,4060000.0","RFA-AG-21-014,RFA-AG-21-014,RFA-AG-21-014,RFA-AG-16-014,RFA-AG-16-014"
8541730,f,w,"8535667,8733598,8733611,8733608,8733605","2055000.0,2025000.0,2025000.0,2025000.0,2025000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
8660639,m,w,"8082436,7586542,8048626,8083495,7922872","1440000.0,1440000.0,1440000.0,1440000.0,1460000.0","RFA-AI-07-040,RFA-AI-07-040,RFA-AI-07-040,RFA-AI-07-040,RFA-AI-07-040"
9035341,m,w,"8378536,8707648,8516349,8502617,8511339","2123500.0,2092500.0,2092500.0,2092500.0,2092500.0","RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013"
7932579,m,w,"8740531,9337548,8588688,8588703,8588677","1596000.0,1572000.0,1620000.0,1620000.0,1620000.0","RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016"
9321532,m,w,"8889592,9276580,9276579,9316525,9276581","3990000.0,3750000.0,3750000.0,3750000.0,3750000.0","RFA-AI-13-023,RFA-AI-13-023,RFA-AI-13-023,RFA-AI-13-023,RFA-AI-13-023"
8606723,m,w,"7845599,8071037,7629804,7652440,7919244","360000.0,350000.0,365000.0,365000.0,360000.0","RFA-AA-07-007,RFA-AA-07-007,RFA-AA-07-007,RFA-AA-07-011,RFA-AA-07-011"
9592148,m,w,"9827572,9403217,9827576,9833527,9247354","492000.0,500000.0,492000.0,492000.0,524000.0","RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018"
9315142,m,w,"10015487,10640935,10634669,10634645,10632146","984000.0,824000.0,824000.0,824000.0,824000.0","RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501"
8339352,m,w,"8238375,8389606,8688051,8711543,8628867","342500.0,337500.0,332500.0,332500.0,332500.0","RFA-HL-10-024,RFA-HL-10-024,RFA-HL-10-024,RFA-HL-10-024,RFA-HL-10-024"
9676277,f,h,"9895789,10137937,9544223,9552838,9532178","2152500.0,2030000.0,2187500.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
7942900,m,w,"10799170,10799090,10799083,10797705,10796028","206000.0,206000.0,206000.0,206000.0,206000.0","RFA-PM-23-001,RFA-PM-23-001,RFA-PM-23-001,RFA-PM-23-001,RFA-PM-23-001"
10084689,m,b,"8929191,9128440,8926066,8936663,8926072","997500.0,982500.0,997500.0,997500.0,997500.0","RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010"
10474683,f,w,"9894581,10223255,9820428,10676110,10186872","492000.0,580000.0,615000.0,515000.0,615000.0","RFA-AT-19-007,RFA-DA-19-005,RFA-DA-19-005,RFA-DA-19-005,RFA-DA-19-005"
8528632,m,w,"7959966,7959604,7959602,7959600,7897994","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001"
9671890,f,w,"10120694,10335958,10335921,10335922,10335923","2030000.0,1872500.0,1872500.0,1872500.0,1872500.0","RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002"
10157320,f,w,"9970185,9553490,9762586,9393206,9464168","369000.0,375000.0,369000.0,375000.0,312500.0","RFA-AR-17-003,RFA-AR-17-003,RFA-AR-17-003,RFA-AR-17-003,RFA-AR-17-004"
10421400,m,w,"9323207,9254428,9123492,9123488,9123498","2250000.0,2250000.0,2358000.0,2358000.0,2358000.0","RFA-AA-13-001,RFA-AA-13-001,RFA-AA-13-001,RFA-AA-13-001,RFA-AA-13-001"
9781758,m,w,"10601679,10747623,10234201,10557164,10054488","360500.0,360500.0,406000.0,360500.0,430500.0","RFA-HL-23-011,RFA-HL-23-011,RFA-HL-20-027,RFA-HL-20-027,RFA-HL-20-027"
10223360,m,w,"9553402,9789711,10242097,10251895,10414840","875000.0,861000.0,812000.0,812000.0,812000.0","RFA-RM-17-005,RFA-RM-17-005,RFA-RM-17-005,RFA-RM-17-005,RFA-RM-17-005"
8912021,m,a,"10018647,10686330,10437794,10437795,10437796","1230000.0,1030000.0,1070000.0,1070000.0,1070000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
8176811,m,w,"7676186,8112688,7688117,7661364,7661369","3504000.0,3360000.0,3504000.0,3504000.0,3504000.0","RFA-GM-08-005,RFA-GM-08-005,RFA-GM-08-005,RFA-GM-08-005,RFA-GM-08-005"
8975957,f,w,"9320707,8736371,8846541,8846546,8846545","1250000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021"
8133714,f,a,"10206685,10821572,10359831,9668995,9870863","348000.0,309000.0,321000.0,430500.0,430500.0","RFA-AI-20-003,RFA-AI-20-003,RFA-AI-20-003,RFA-AI-15-005,RFA-AI-15-005"
9567935,m,w,"8391950,8530163,9119535,8784175,8914169","1260400.0,1242000.0,1205200.0,1223600.0,1223600.0","RFA-RM-11-008,RFA-RM-11-008,RFA-RM-11-008,RFA-RM-11-008,RFA-RM-11-008"
8681329,m,w,"10145591,10160820,10409801,10614646,10614651","2030000.0,2030000.0,1872500.0,1802500.0,1802500.0","RFA-AI-18-058,RFA-AI-18-058,RFA-AI-18-058,RFA-AI-18-058,RFA-AI-18-058"
8463264,m,w,"7848683,7996282,8842845,8911806,8640411","292000.0,288000.0,332500.0,332500.0,337500.0","RFA-EY-07-001,RFA-EY-07-001,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
7938198,f,w,"7794516,7930592,7794724,7791003,8015552","219000.0,216000.0,219000.0,219000.0,720000.0","RFA-HS-09-002,RFA-HS-09-002,RFA-HS-09-002,RFA-HS-09-002,RFA-HS-10-009"
10005457,m,w,"8376260,8069226,8054938,8054939,7858304","1370000.0,1400000.0,1440000.0,1440000.0,1440000.0","RFA-HD-08-001,RFA-HD-08-001,RFA-HD-08-001,RFA-HD-08-001,RFA-HD-08-001"
9893782,m,w,"9699422,8816766,9658362,8819856,9444338","615000.0,655000.0,615000.0,665000.0,625000.0","RFA-AI-14-001,RFA-AI-14-001,RFA-AI-14-001,RFA-AI-14-001,RFA-AI-14-001"
9171453,f,w,"8849113,8848728,9514736,9514752,9514751","1330000.0,1330000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
9256997,m,w,"8833286,8461584,9056492,9043076,9043078","2394000.0,2430000.0,2358000.0,2358000.0,2358000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
8144929,m,w,"7289315,7795921,7439053,9137642,9831153","365000.0,360000.0,365000.0,1310000.0,1230000.0","RFA-DA-06-002,RFA-DA-06-002,RFA-DA-06-002,RFA-DA-15-017,RFA-DA-15-017"
9332084,f,w,"10017652,10900159,10617940,10684552,10019329","307500.0,257500.0,267500.0,267500.0,307500.0","RFA-AR-19-013,RFA-AR-19-013,RFA-AR-19-013,RFA-AR-19-013,RFA-AR-19-013"
9069397,m,w,"8100355,8120921,7881462,7881461,7881460","720000.0,720000.0,730000.0,730000.0,730000.0","RFA-AA-07-001,RFA-AA-07-001,RFA-AA-07-001,RFA-AA-07-001,RFA-AA-07-001"
10672795,m,w,"10139027,10634300,9888512,9883402,9883401","869999.9999999999,802500.0,922500.0,922500.0,922500.0","RFA-DK-18-001,RFA-DK-18-001,RFA-DK-18-001,RFA-DK-18-001,RFA-DK-18-001"
9295038,f,w,"9814449,10176493,10430118,10430120,10015284","861000.0,812000.0,749000.0,749000.0,861000.0","RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013"
8715423,m,w,"7921908,7696352,7935037,7935141,8144822","720000.0,730000.0,432000.0,432000.0,420000.0","RFA-RM-08-020,RFA-RM-08-020,RFA-RM-09-006,RFA-RM-09-006,RFA-RM-09-006"
8566012,f,w,"8306671,8135057,8137460,8725249,8134497","274000.0,280000.0,350000.0,332500.0,350000.0","RFA-RR-10-004,RFA-RR-10-004,RFA-RR-10-005,RFA-RR-10-005,RFA-RR-10-005"
7832720,f,h,"8711927,8532796,8337696,8531822,8514718","1330000.0,675000.0,685000.0,675000.0,675000.0","RFA-MD-13-005,RFA-DA-11-003,RFA-DA-11-003,RFA-DA-11-003,RFA-DA-11-003"
10306992,m,w,"9308963,9518899,9520294,9786270,9527150","1562500.0,1562500.0,1562500.0,1562500.0,1562500.0","RFA-ES-14-002,RFA-ES-14-002,RFA-ES-14-002,RFA-ES-14-002,RFA-ES-14-002"
8929411,f,a,"7637904,7895738,7816784,7692133,7585966","1095000.0,360000.0,360000.0,365000.0,365000.0","RFA-CA-07-008,RFA-CA-08-008,RFA-CA-08-008,RFA-CA-08-008,RFA-CA-08-008"
9306751,m,w,"8897984,8508881,8681354,8681334,8681352","25270000.0,25650000.0,25270000.0,25270000.0,25270000.0","RFA-AI-11-002,RFA-AI-11-002,RFA-AI-11-002,RFA-AI-11-002,RFA-AI-11-002"
10134213,m,w,"8375628,8376126,8376117,8375944,8379027","1370000.0,1370000.0,1370000.0,1370000.0,1370000.0","RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014"
10465033,m,w,"7933840,8129577,8104031,7684831,7687572","1008000.0,980000.0,980000.0,1022000.0,1022000.0","RFA-CA-07-020,RFA-CA-07-020,RFA-CA-07-020,RFA-CA-07-020,RFA-CA-07-020"
8440456,f,w,"9706071,9088285,9280777,9293205,9265737","1230000.0,1310000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
8168336,m,w,"8360664,8360539,8359690,8359691,8359692","280000.0,280000.0,280000.0,280000.0,280000.0","RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001"
9999578,m,w,"9056202,9055507,9055905,9055423,9056050","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-EY-15-001,RFA-EY-15-001,RFA-EY-15-001,RFA-EY-15-001,RFA-EY-15-001"
10061656,m,w,"7936245,7676892,8032877,7933921,7676891","2160000.0,2190000.0,2160000.0,2160000.0,2190000.0","RFA-MH-06-007,RFA-MH-06-007,RFA-MH-06-007,RFA-MH-06-007,RFA-MH-06-007"
10220988,f,w,"9996718,10481929,10244905,10245166,10247518","307500.0,290000.0,290000.0,290000.0,290000.0","RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004"
10673823,f,w,"10001433,10020812,10019406,10019407,10019408","1230000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
10016269,m,w,"10289785,10476566,10470281,10470283,10476502","464000.0,428000.0,428000.0,428000.0,428000.0","RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002"
8688934,m,w,"10501614,10683379,8513153,8376486,8376181","909500.0,875500.0,2025000.0,2055000.0,2055000.0","RFA-CA-21-021,RFA-CA-21-021,RFA-CA-10-006,RFA-CA-10-006,RFA-CA-10-006"
8377682,m,w,"7802325,7900052,8136416,7914356,8104173","432000.0,432000.0,432000.0,432000.0,420000.0","RFA-AI-08-001,RFA-AI-08-001,RFA-AI-08-001,RFA-AI-08-001,RFA-AI-08-001"
9492681,f,w,"8727251,9283606,8729082,8728687,9057601","997500.0,937500.0,997500.0,997500.0,982500.0","RFA-HD-14-026,RFA-HD-14-026,RFA-HD-14-026,RFA-HD-14-026,RFA-HD-14-026"
9649397,f,w,"9494553,9520009,9335144,9319960,9283496","250000.0,250000.0,250000.0,250000.0,250000.0","RFA-CA-15-013,RFA-CA-15-013,RFA-CA-15-013,RFA-CA-15-013,RFA-CA-15-013"
8535671,m,h,"8538766,8143464,8027428,8033545,8033547","2055000.0,2100000.0,2160000.0,2160000.0,2160000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
8500377,m,w,"8111531,8151055,8698894,8145078,8152529","1008000.0,980000.0,931000.0,1008000.0,1008000.0","RFA-RM-08-012,RFA-RM-08-012,RFA-RM-08-012,RFA-RM-08-012,RFA-RM-08-012"
10426256,m,w,"9119008,9323437,8965394,8965636,8964640","917000.0,875000.0,931000.0,931000.0,931000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
9100131,m,w,"8896898,8889421,8889420,8889418,8896897","399000.0,399000.0,399000.0,399000.0,399000.0","RFA-FD-13-006,RFA-FD-13-006,RFA-FD-13-006,RFA-FD-13-006,RFA-FD-13-006"
8376996,m,w,"10441473,9940485,9941495,9941494,9941493","583150.0,670350.0,670350.0,670350.0,670350.0","RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001"
8702175,f,w,"9062179,9062030,9062051,9061070,9060057","10640000.0,10640000.0,10640000.0,10640000.0,10640000.0","RFA-ES-15-009,RFA-ES-15-009,RFA-ES-15-009,RFA-ES-15-009,RFA-ES-15-009"
10609541,m,h,"10056071,10544317,10056072,10056070,10056069","1450000.0,1287500.0,1450000.0,1450000.0,1450000.0","RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002"
9567476,m,w,"9739399,10240495,9739393,9736482,9736479","307500.0,290000.0,307500.0,307500.0,307500.0","RFA-RM-16-016,RFA-RM-16-016,RFA-RM-16-016,RFA-RM-16-016,RFA-RM-16-016"
9143778,m,h,"8742024,8639135,8640299,8640456,8640411","332500.0,337500.0,337500.0,337500.0,337500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
9332415,m,h,"9774264,9382232,9381545,9381121,9378817","307500.0,312500.0,312500.0,312500.0,312500.0","RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004"
9918898,m,w,"10588960,10588795,10588974,10588973,10588962","437750.0,437750.0,437750.0,437750.0,437750.0","RFA-DK-21-027,RFA-DK-21-027,RFA-DK-21-027,RFA-DK-21-027,RFA-DK-21-027"
10056417,m,a,"9612506,10067498,10067500,9393521,9393534","1537500.0,1450000.0,1450000.0,1562500.0,1562500.0","RFA-AA-17-002,RFA-AA-17-002,RFA-AA-17-002,RFA-AA-17-002,RFA-AA-17-002"
7905568,m,w,"9351543,9351552,8933650,8933663,8933651","6250000.0,6250000.0,6650000.0,6650000.0,6650000.0","RFA-GM-15-003,RFA-GM-15-003,RFA-GM-15-003,RFA-GM-15-003,RFA-GM-15-003"
10238874,m,w,"10758085,10758083,10757557,10757559,10757560","1339000.0,1339000.0,1339000.0,1339000.0,1339000.0","RFA-HD-23-022,RFA-HD-23-022,RFA-HD-23-022,RFA-HD-23-022,RFA-HD-23-022"
8519139,f,h,"7876729,7880880,7880874,7649264,7656710","1800000.0,1800000.0,1800000.0,1825000.0,1825000.0","RFA-MH-07-020,RFA-MH-07-020,RFA-MH-07-020,RFA-MH-07-020,RFA-MH-07-020"
9654673,m,w,"9223661,9223659,9637235,9637234,9637231","625000.0,625000.0,615000.0,615000.0,615000.0","RFA-AI-14-002,RFA-AI-14-002,RFA-AI-14-002,RFA-AI-14-002,RFA-AI-14-002"
8867050,m,w,"9099557,8867050,8471935,8554377,8690627","458500.0,465500.0,479500.00000000006,472500.00000000006,465500.0","RFA-NR-12-011,RFA-NR-12-011,RFA-NR-12-011,RFA-NR-12-011,RFA-NR-12-011"
10683044,f,w,"7759069,7886480,7759549,7759425,7759706","584000.0,576000.0,584000.0,584000.0,584000.0","RFA-MH-09-120,RFA-MH-09-120,RFA-MH-09-120,RFA-MH-09-120,RFA-MH-09-120"
8914480,m,w,"8124918,8124937,8124940,8380711,8318191","1120000.0,1152000.0,1152000.0,1096000.0,1096000.0","RFA-AG-10-003,RFA-AG-10-003,RFA-AG-10-003,RFA-AG-10-003,RFA-AG-10-003"
8539607,m,w,"8924248,8733166,8924283,9115575,9115603","665000.0,665000.0,665000.0,655000.0,655000.0","RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014"
10095390,f,w,"9928383,8593639,8897228,8728726,8726279","246000.0,270000.0,266000.0,266000.0,266000.0","RFA-AG-17-059,RFA-AG-13-012,RFA-AG-13-012,RFA-AG-13-012,RFA-AG-13-012"
7959774,f,a,"8167465,8056024,8359581,8359582,8129510","288000.0,280000.0,280000.0,280000.0,280000.0","RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001"
7625223,f,w,"8365181,8365179,8133865,8122327,8097983","70000.0,70000.0,70000.0,70000.0,70000.0","RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002"
9348608,m,w,"10251914,10016289,10251968,9902825,9903883","725000.0,768750.0,725000.0,768750.0,768750.0","RFA-HS-19-001,RFA-HS-19-001,RFA-HS-19-001,RFA-HS-19-001,RFA-HS-19-001"
9749189,m,w,"8588686,9342998,8895774,8889277,9313272","1620000.0,1500000.0,1596000.0,1596000.0,1500000.0","RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016"
8382576,m,w,"8097324,8104054,7892343,7892342,7892341","1080000.0,1080000.0,1095000.0,1095000.0,1095000.0","RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010"
10691216,f,w,"9567938,9752954,9277638,8903770,8860156","375000.0,369000.0,375000.0,399000.0,399000.0","RFA-CA-16-004,RFA-CA-16-004,RFA-CA-16-004,RFA-CA-13-004,RFA-CA-13-004"
8268506,f,h,"9515968,10152382,9625166,9287534,9692798","625000.0,535000.0,615000.0,625000.0,615000.0","RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300"
8896827,m,a,"8181189,8181683,8463264,8530968,8496113","1400000.0,1400000.0,1350000.0,1350000.0,1350000.0","RFA-RM-10-010,RFA-RM-10-010,RFA-RM-10-010,RFA-RM-10-010,RFA-RM-10-010"
9926819,m,w,"8638892,8632988,8283753,8452056,8459979","997500.0,997500.0,1027500.0,1012500.0,1012500.0","RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004"
8379078,m,w,"9479804,9774346,9769921,9769922,9774340","1500000.0,1476000.0,1476000.0,1476000.0,1476000.0","RFA-NS-17-021,RFA-NS-17-021,RFA-NS-17-021,RFA-NS-17-021,RFA-NS-17-021"
8111036,m,w,"9003024,9420513,8705776,8706563,8895833","655000.0,625000.0,665000.0,665000.0,665000.0","RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042"
10523509,f,w,"10164866,10649426,9933610,10393600,7893854","348000.0,309000.0,369000.0,321000.0,3456000.0","RFA-OD-19-011,RFA-OD-19-011,RFA-OD-19-011,RFA-OD-19-011,RFA-GM-08-005"
10221396,m,w,"10427336,9968942,10403593,10440593,10196938","909500.0,1045500.0,909500.0,986000.0,986000.0","RFA-AI-19-028,RFA-AI-19-028,RFA-AI-19-028,RFA-AI-19-028,RFA-AI-19-028"
9036866,m,a,"10137988,10007190,10050801,10051557,10148796","214000.0,246000.0,246000.0,246000.0,232000.0","RFA-HD-20-007,RFA-HD-20-007,RFA-HD-20-007,RFA-HD-20-007,RFA-HD-20-007"
9851219,m,w,"10475473,10707140,10680536,10680539,10705645","535000.0,515000.0,515000.0,515000.0,515000.0","RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002"
8417684,m,w,"7623454,7878673,7857556,8417684,7514974","1095000.0,1080000.0,1095000.0,1012500.0,1095000.0","RFA-DC-07-004,RFA-DC-07-004,RFA-DC-07-004,RFA-DC-08-002,RFA-DC-08-002"
9462861,f,a,"8467982,8672572,8460016,8460021,8013417","1050000.0,997500.0,1012500.0,1012500.0,1080000.0","RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001"
9750233,f,w,"8509732,8725986,8379374,8379378,8379375","1012500.0,997500.0,1027500.0,1027500.0,1027500.0","RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022"
7886453,f,a,"9774474,9982966,9783829,9036603,9144438","50000.0,49200.0,49200.0,66500.0,65500.0","RFA-ES-16-003,RFA-ES-16-003,RFA-ES-16-003,RFA-LM-15-002,RFA-LM-15-002"
10438739,m,w,"7848255,8067826,7865498,7859631,7631217","1080000.0,1050000.0,1095000.0,1095000.0,1095000.0","RFA-DK-06-017,RFA-DK-06-017,RFA-DK-06-017,RFA-DK-06-017,RFA-DK-06-017"
10103766,m,w,"10458654,10595572,10595569,10595568,10595567","1605000.0,1545000.0,1545000.0,1545000.0,1545000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
8360570,m,w,"8359657,7959804,7960414,7625980,7959549","280000.0,292000.0,292000.0,292000.0,292000.0","RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001"
