APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-x_o_w,APPVAL_RECS_bert-x_o_w,FOA_RECS_bert-x_o_w
8452197,m,a,"9293372,9116946,8797263,8794123,8796585","312500.0,327500.0,332500.0,332500.0,332500.0","RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214"
10225536,m,a,"10491885,10700072,10485231,10700075,10700141","267500.0,257500.0,267500.0,257500.0,257500.0","RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003"
9882694,m,w,"9882797,9882795,9882698,9882699,9882700","1414500.0,1414500.0,1414500.0,1414500.0,1414500.0","RFA-AA-19-004,RFA-AA-19-004,RFA-AA-19-004,RFA-AA-19-004,RFA-AA-19-004"
9119739,m,w,"8060524,8501253,8475544,8526353,8485521","1440000.0,1350000.0,1350000.0,1350000.0,1350000.0","RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014"
8830367,m,w,"8619335,9469496,8847713,8862490,8899537","1064000.0,1000000.0,1064000.0,1064000.0,1064000.0","RFA-ES-13-002,RFA-ES-13-002,RFA-ES-13-002,RFA-ES-13-002,RFA-ES-13-002"
7828742,m,w,"7816542,7944191,7824860,7817325,7821574","1460000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
7708096,m,w,"7938359,7940501,7939130,7941383,7941041","432000.0,432000.0,432000.0,432000.0,432000.0","RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007"
10060353,m,w,"8381020,8520041,8130845,8130846,8130836","959000.0,945000.0,980000.0,980000.0,980000.0","RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004"
9472296,m,a,"8125905,8122854,9658441,9526088,9524992","910000.0,910000.0,307500.0,312500.0,312500.0","RFA-AR-11-004,RFA-AR-11-004,RFA-AR-17-009,RFA-AR-17-009,RFA-AR-17-009"
10466939,f,w,"10706329,10706321,10044539,10683984,10683986","824000.0,824000.0,984000.0,824000.0,824000.0","RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034"
8829832,m,w,"8828188,8461587,8548350,8463188,8461577","2394000.0,2430000.0,2430000.0,2430000.0,2430000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
9593516,m,w,"9605303,9645306,9788106,10231198,9976616","430500.0,437500.0,430500.0,406000.0,430500.0","RFA-NS-17-002,RFA-NS-18-006,RFA-NS-18-006,RFA-NS-18-006,RFA-NS-18-006"
10134353,m,w,"10381525,9918018,10159272,10159271,10159270","1070000.0,1230000.0,1160000.0,1160000.0,1160000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
8827241,m,w,"8811403,9223655,9268705,9268706,9212085","1995000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
8377494,m,w,"8045678,8541876,8045893,8045892,8045891","3355200.0,3145500.0,3355200.0,3355200.0,3355200.0","RFA-RM-09-002,RFA-RM-09-002,RFA-RM-09-002,RFA-RM-09-002,RFA-RM-09-002"
10436229,f,w,"10673357,10672796,10672705,10672706,10672794","772500.0,772500.0,772500.0,772500.0,772500.0","RFA-DK-22-011,RFA-DK-22-011,RFA-DK-22-011,RFA-DK-22-011,RFA-DK-22-011"
9104230,m,w,"8731280,8239805,9103213,8539105,9308007","2327500.0,2450000.0,2292500.0,2362500.0,2187500.0","RFA-NS-11-009,RFA-NS-11-009,RFA-NS-11-009,RFA-NS-11-009,RFA-NS-11-009"
9520365,f,w,"9839930,10217466,9839928,9839927,9839929","1968000.0,1968000.0,1968000.0,1968000.0,1968000.0","RFA-CA-19-003,RFA-CA-19-003,RFA-CA-19-003,RFA-CA-19-003,RFA-CA-19-003"
8959582,m,a,"7894840,7822886,7877782,8073000,8116004","288000.0,288000.0,288000.0,280000.0,280000.0","RFA-AG-07-001,RFA-AG-07-001,RFA-AG-07-001,RFA-AG-07-001,RFA-AG-07-001"
7609082,f,b,"9542390,9549142,9763656,9694731,9403965","281250.0,281250.0,276750.0,276750.0,281250.0","RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560,RFA-MH-17-560"
8900971,m,w,"9519544,8912367,8754186,9101967,9293252","437500.0,465500.0,465500.0,458500.0,437500.0","RFA-AT-14-005,RFA-AT-14-005,RFA-AT-14-005,RFA-AT-14-005,RFA-AT-14-005"
9534499,m,w,"10441243,9965704,9965706,9965707,9976411","882750.0,1014750.0,1014750.0,1014750.0,1014750.0","RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007"
10573188,f,w,"10137961,9257878,9260363,9260368,9255144","2030000.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
8173836,m,w,"7625179,7625240,7625239,7625148,7625168","6935000.0,6935000.0,6935000.0,6935000.0,6935000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
8490528,m,w,"8287018,7625183,7625194,7625239,7625148","6507500.000000001,6935000.0,6935000.0,6935000.0,6935000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
8712343,m,w,"8492009,8380345,8683071,8712342,8712344","1485000.0,1507000.0000000002,1463000.0,1463000.0,1463000.0","RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041"
8136397,m,w,"8922219,9091395,9316394,9301403,9354251","66500.0,65500.0,62500.0,62500.0,62500.0","RFA-AG-14-004,RFA-AG-14-004,RFA-AG-14-004,RFA-AG-14-004,RFA-AG-14-004"
9720633,m,w,"10467998,10652514,10449313,10450866,10450867","4280000.0,4120000.0,4280000.0,4280000.0,4280000.0","RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006"
9991349,f,w,"10533148,10681441,10533142,10533143,10533141","417300.0,401700.0,417300.0,417300.0,417300.0","RFA-HD-22-005,RFA-HD-22-005,RFA-HD-22-005,RFA-HD-22-005,RFA-HD-22-005"
8381714,m,w,"7984058,8710042,8382359,8380717,8734339","4608000.0,4256000.0,4384000.0,4384000.0,4256000.0","RFA-CA-09-012,RFA-CA-09-012,RFA-CA-09-012,RFA-CA-09-012,RFA-CA-09-012"
9613367,f,w,"9350820,9350192,9350588,9350835,9350561","375000.0,375000.0,375000.0,375000.0,375000.0","RFA-RM-16-004,RFA-RM-16-004,RFA-RM-16-004,RFA-RM-16-004,RFA-RM-16-004"
8130630,m,w,"8098893,8033169,8021782,8078104,8072007","350000.0,350000.0,350000.0,350000.0,350000.0","RFA-HL-09-001,RFA-HL-09-001,RFA-HL-09-001,RFA-HL-09-001,RFA-HL-09-001"
9269859,m,w,"10611433,9918411,9918407,9918404,9918402","1030000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
8838126,m,w,"8659430,8659418,8908681,8659447,8659425","2394000.0,2394000.0,2394000.0,2394000.0,2394000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
8737041,m,w,"8722014,8209527,8532043,8517067,8514718","665000.0,700000.0,675000.0,675000.0,675000.0","RFA-DA-11-003,RFA-DA-11-003,RFA-DA-11-003,RFA-DA-11-003,RFA-DA-11-003"
8846134,m,w,"8576089,8723285,8576073,8577315,9061808","1120500.0,1103900.0,1120500.0,1120500.0,1087300.0","RFA-HL-13-014,RFA-HL-13-014,RFA-HL-13-014,RFA-HL-13-014,RFA-HL-13-014"
7798983,f,b,"8853001,8851786,8849086,8852388,8852457","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
10595345,m,w,"10708970,10707428,10596708,10708971,10595343","257500.0,257500.0,267500.0,257500.0,267500.0","RFA-DK-21-032,RFA-DK-21-032,RFA-DK-21-032,RFA-DK-21-032,RFA-DK-21-032"
8450808,f,w,"8849111,9514733,9514748,9514726,9514752","1330000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
7876945,m,w,"7868018,8067006,7930141,8062134,8065991","1460000.0,1440000.0,1460000.0,1400000.0,1400000.0","RFA-HD-06-005,RFA-HD-06-005,RFA-HD-06-005,RFA-HD-06-005,RFA-HD-06-005"
9098600,f,w,"9830832,9948580,10465071,9984270,10013126","369000.0,348000.0,321000.0,369000.0,369000.0","RFA-AR-19-006,RFA-AR-19-006,RFA-AR-19-006,RFA-AR-19-006,RFA-AR-19-006"
8360383,f,w,"8360667,8360666,8359698,8129471,8360538","280000.0,280000.0,280000.0,280000.0,280000.0","RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001"
10263332,m,w,"8528440,8013778,8477078,8319516,8318103","270000.0,288000.0,270000.0,274000.0,274000.0","RFA-AG-10-011,RFA-AG-10-011,RFA-AG-10-011,RFA-AG-10-011,RFA-AG-10-011"
9998682,m,w,"10262936,9568312,9568326,9568313,9570653","1160000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AR-17-001,RFA-AR-17-001,RFA-AR-17-001,RFA-AR-17-001,RFA-AR-17-001"
8381548,m,w,"8379361,8547014,8540376,8545561,8547021","4384000.0,4320000.0,4320000.0,4320000.0,4320000.0","RFA-CA-09-012,RFA-CA-09-012,RFA-CA-09-012,RFA-CA-09-012,RFA-CA-09-012"
8077438,m,h,"8876086,8875343,8876120,10800560,10809411","266000.0,266000.0,266000.0,257500.0,257500.0","RFA-MD-14-003,RFA-MD-14-003,RFA-MD-14-003,RFA-MD-23-001,RFA-MD-23-001"
9477578,m,h,"8009167,8139439,8268752,7994507,8139436","432000.0,432000.0,420000.0,432000.0,432000.0","RFA-DK-08-001,RFA-DK-08-001,RFA-DK-08-001,RFA-DK-08-001,RFA-DK-08-001"
10668163,m,w,"8382535,7939189,7941037,7941036,7941034","102750.0,109500.0,109500.0,109500.0,109500.0","RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001"
9353214,f,w,"10700809,10693809,10361890,10361888,10361887","1802500.0,1802500.0,1872500.0,1872500.0,1872500.0","RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014"
10646511,m,w,"9145768,9145725,9143591,9143594,9145096","982500.0,982500.0,982500.0,982500.0,982500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
8664964,m,w,"7961322,8092706,8365225,8365224,8365223","6935000.0,6650000.0,6650000.0,6650000.0,6650000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
7754913,f,w,"10592780,10709636,10471577,10683326,10156594","802500.0,772500.0,1160000.0,1030000.0,1230000.0","RFA-TR-22-012,RFA-TR-22-012,RFA-AT-20-004,RFA-AT-20-004,RFA-AT-20-004"
8467983,f,w,"9978555,9753093,9753823,9753822,9753821","1353000.0,1353000.0,1353000.0,1353000.0,1353000.0","RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018"
8434038,m,w,"8010096,8111149,8233429,8214671,8233452","1080000.0,1050000.0,1027500.0,1027500.0,1027500.0","RFA-DA-10-010,RFA-DA-10-010,RFA-DA-10-010,RFA-DA-10-010,RFA-DA-10-010"
8130769,m,w,"8541877,8737925,8149877,8150933,8145604","3145500.0,3098900.0,3262000.0,3262000.0,3262000.0","RFA-RM-09-002,RFA-RM-09-002,RFA-RM-09-002,RFA-RM-09-002,RFA-RM-09-002"
8462135,f,w,"8655462,8066377,7834884,7810445,7808931","332500.0,350000.0,365000.0,365000.0,365000.0","RFA-MD-09-004,RFA-MD-09-004,RFA-MD-09-004,RFA-MD-09-004,RFA-MD-09-004"
9839867,f,w,"10332725,10560549,10570882,10570880,10570870","1872500.0,1802500.0,1802500.0,1802500.0,1802500.0","RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002"
10457900,f,a,"7898679,7860470,8096653,8096654,8283030","1095000.0,1095000.0,1080000.0,1080000.0,1050000.0","RFA-DK-06-013,RFA-DK-06-013,RFA-DK-06-013,RFA-DK-06-013,RFA-DK-06-013"
9093031,m,w,"8469998,8605848,8817235,8817234,9035342","1350000.0,1330000.0,1330000.0,1330000.0,1310000.0","RFA-AI-12-006,RFA-AI-12-006,RFA-AI-12-006,RFA-AI-12-006,RFA-AI-12-006"
10487499,f,w,"8337379,8240639,8337273,8337275,8240260","274000.0,280000.0,274000.0,274000.0,280000.0","RFA-HG-11-004,RFA-HG-11-004,RFA-HG-11-004,RFA-HG-11-004,RFA-HG-11-004"
8377396,m,w,"9938624,9142818,9141087,9142948,9142822","307500.0,327500.0,327500.0,327500.0,327500.0","RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003"
9306171,m,w,"9313303,9309032,9334907,9312135,9306172","937500.0,937500.0,937500.0,937500.0,937500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
8897537,m,w,"8899249,9671346,9689073,9689068,9689065","1995000.0,1845000.0,1845000.0,1845000.0,1845000.0","RFA-AI-14-004,RFA-AI-14-004,RFA-AI-14-004,RFA-AI-14-004,RFA-AI-14-004"
10685497,m,w,"9820249,10307133,9156199,9161392,9153423","922500.0,802500.0,937500.0,937500.0,937500.0","RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001"
8774621,m,w,"8209130,8402155,8604168,8598919,8598484","548000.0,540000.0,532000.0,532000.0,532000.0","RFA-HD-10-007,RFA-HD-10-007,RFA-HD-10-007,RFA-HD-10-007,RFA-HD-10-007"
9095313,f,w,"8831618,8703642,8721367,8658061,8728792","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-CA-12-002,RFA-CA-12-002,RFA-CA-12-002,RFA-CA-12-002,RFA-CA-12-002"
10017864,f,w,"10224094,10689704,10417202,10417203,10445250","632200.0,561350.0,583150.0,583150.0,583150.0","RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002"
10017940,f,h,"8383608,8384553,8519390,8538910,8525362","274000.0,274000.0,270000.0,270000.0,270000.0","RFA-CA-11-012,RFA-CA-11-012,RFA-CA-11-012,RFA-CA-11-012,RFA-CA-11-012"
9564867,f,w,"10476577,10289787,10289785,10289784,10285670","428000.0,464000.0,464000.0,464000.0,464000.0","RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002"
9917785,m,w,"10205263,10137952,10000365,9996277,9979433","2152500.0,2030000.0,2152500.0,2152500.0,2152500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
8807923,m,w,"9146035,9275351,9506679,9476774,9729515","982500.0,937500.0,937500.0,937500.0,922500.0","RFA-AI-15-024,RFA-AI-15-024,RFA-AI-15-024,RFA-AI-15-024,RFA-AI-15-024"
9378133,m,w,"9748741,9229417,9229898,9229829,9229818","62500.0,65500.0,65500.0,65500.0,65500.0","RFA-CA-16-005,RFA-CA-16-005,RFA-CA-16-005,RFA-CA-16-005,RFA-CA-16-005"
8699034,m,w,"8496500,8699035,8699029,8289272,8289292","337500.0,332500.0,332500.0,342500.0,342500.0","RFA-FD-10-002,RFA-FD-10-002,RFA-FD-10-002,RFA-FD-10-002,RFA-FD-10-002"
8693893,m,w,"9737775,9965706,9976411,9976415,9978684","1014750.0,1014750.0,1014750.0,1014750.0,1014750.0","RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007"
10229522,f,w,"9020657,9017247,9018607,9020318,9020796","299250.0,299250.0,299250.0,299250.0,299250.0","RFA-HL-15-028,RFA-HL-15-028,RFA-HL-15-028,RFA-HL-15-028,RFA-HL-15-028"
8473773,m,w,"10625175,10625578,10625692,10625691,10625690","1030000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-AI-22-001,RFA-AI-22-001,RFA-AI-22-001,RFA-AI-22-001,RFA-AI-22-001"
8918517,m,b,"8512575,8281438,8376181,8382066,8382077","2025000.0,2055000.0,2055000.0,2055000.0,2055000.0","RFA-CA-10-006,RFA-CA-10-006,RFA-CA-10-006,RFA-CA-10-006,RFA-CA-10-006"
7814682,m,w,"7827285,7818695,7809029,7810977,7810401","1460000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
8475553,m,w,"9540796,9658417,9252099,9252098,9361621","625000.0,615000.0,625000.0,625000.0,625000.0","RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025"
10688232,f,a,"10433951,10609087,10380776,10380873,10380875","321000.0,309000.0,321000.0,321000.0,321000.0","RFA-AG-21-002,RFA-AG-21-002,RFA-AG-21-002,RFA-AG-21-002,RFA-AG-21-002"
7629572,f,a,"9654293,10091395,10584503,9880395,10335121","553500.0,522000.0,463500.0,553500.0,481500.0","RFA-AI-17-034,RFA-AI-17-034,RFA-AI-17-034,RFA-AI-17-034,RFA-AI-17-034"
10216220,m,w,"9721228,10216226,9389850,9389849,9389851","187500.0,174000.0,187500.0,187500.0,187500.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
10174682,m,a,"8528447,8534015,8521043,8522116,8516950","67500.0,67500.0,67500.0,67500.0,67500.0","RFA-AG-12-002,RFA-AG-12-002,RFA-AG-12-002,RFA-AG-12-002,RFA-AG-12-002"
9568441,f,h,"7858529,8077440,8074978,8074975,8074972","1387000.0,1368000.0,1368000.0,1368000.0,1368000.0","RFA-MD-06-003,RFA-MD-06-003,RFA-MD-06-003,RFA-MD-06-003,RFA-MD-06-003"
8740518,m,h,"8588627,9313272,8588615,8589069,9342998","1620000.0,1500000.0,1620000.0,1620000.0,1500000.0","RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016"
8308090,m,w,"7742615,8132158,8791757,8788082,8787202","288000.0,288000.0,266000.0,266000.0,266000.0","RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002"
7936844,m,w,"7944083,7810964,7818833,7829623,7831451","1440000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
7912899,f,w,"7893160,7893258,7893259,7724796,7728733","72000.0,72000.0,72000.0,73000.0,73000.0","RFA-HD-08-009,RFA-HD-08-009,RFA-HD-08-009,RFA-HD-08-009,RFA-HD-08-009"
9298523,m,w,"10449365,9925783,10163762,9737783,9580260","374500.0,430500.0,406000.0,430500.0,437500.0","RFA-AG-18-008,RFA-AG-18-008,RFA-AG-18-008,RFA-AG-18-008,RFA-AG-18-008"
8774009,f,w,"10669566,10634763,10640973,9827782,10647844","824000.0,824000.0,824000.0,984000.0,824000.0","RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501"
10020323,f,w,"8053206,8053133,8053213,8053227,8053191","2399040.0,2399040.0,2399040.0,2399040.0,2399040.0","RFA-HS-10-014,RFA-HS-10-014,RFA-HS-10-014,RFA-HS-10-014,RFA-HS-10-014"
10727993,f,w,"9928383,10658457,8748128,8919209,8757603","246000.0,412000.0,99750.0,99750.0,99750.0","RFA-AG-17-059,RFA-AG-23-005,RFA-AG-14-010,RFA-AG-14-010,RFA-AG-14-010"
9357604,m,a,"10319759,10318464,10319778,10692559,10692561","267500.0,267500.0,267500.0,257500.0,257500.0","RFA-DK-20-504,RFA-DK-20-504,RFA-DK-20-504,RFA-DK-20-504,RFA-DK-20-504"
8900265,m,w,"9102068,8441737,8617160,8635328,8635333","65500.0,68500.0,66500.0,66500.0,66500.0","RFA-DK-11-015,RFA-DK-11-015,RFA-DK-11-015,RFA-DK-11-015,RFA-DK-11-015"
9698989,f,w,"8206093,8440833,8206306,7800252,7846721","315000.0,303750.0,315000.0,324000.0,324000.0","RFA-MH-09-021,RFA-MH-09-021,RFA-MH-09-021,RFA-MH-09-021,RFA-MH-09-021"
8303447,m,a,"8298603,7881408,8090453,7694985,8298183","342500.0,360000.0,350000.0,365000.0,342500.0","RFA-MH-08-130,RFA-MH-08-130,RFA-MH-08-130,RFA-MH-08-130,RFA-MH-08-130"
7994527,m,w,"9536017,9534618,9535996,9534639,9540890","875000.0,875000.0,875000.0,875000.0,875000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
9769538,m,w,"9312135,9527858,9514198,9528656,9532269","937500.0,937500.0,937500.0,937500.0,937500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
9404937,m,w,"9882694,10613948,9882799,9882797,9882795","1414500.0,1184500.0,1414500.0,1414500.0,1414500.0","RFA-AA-19-004,RFA-AA-19-004,RFA-AA-19-004,RFA-AA-19-004,RFA-AA-19-004"
8107626,m,a,"7918868,8267857,7918869,7918867,7918866","1095000.0,1050000.0,1095000.0,1095000.0,1095000.0","RFA-NS-08-004,RFA-NS-08-004,RFA-NS-08-004,RFA-NS-08-004,RFA-NS-08-004"
9690259,f,w,"9066668,8922112,8702176,8690061,8678918","1572000.0,1596000.0,1596000.0,1596000.0,1596000.0","RFA-ES-12-001,RFA-ES-12-001,RFA-ES-12-001,RFA-ES-12-001,RFA-ES-12-001"
8796287,m,w,"9055268,9514729,8848724,8848722,9514751","1330000.0,1250000.0,1330000.0,1330000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
9658418,f,w,"9668031,9658412,9252098,9361621,9246424","615000.0,615000.0,625000.0,625000.0,625000.0","RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025"
8572656,m,w,"10044923,10675109,10425458,10425459,10434968","984000.0,824000.0,856000.0,856000.0,856000.0","RFA-AG-20-020,RFA-AG-20-020,RFA-AG-20-020,RFA-AG-20-020,RFA-AG-20-020"
10442670,f,w,"10219354,10683293,9959042,10514944,8929288","628720.0,558260.0,666660.0,579940.0,1662500.0","RFA-HL-20-014,RFA-HL-20-014,RFA-HL-20-014,RFA-HL-20-014,RFA-TR-13-002"
8440790,m,w,"7943686,7675178,7675170,7675169,7675064","438000.0,438000.0,438000.0,438000.0,438000.0","RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002"
8365156,m,w,"7961445,8173726,7961481,7961482,8173800","73000.0,72000.0,73000.0,73000.0,72000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
8895787,m,w,"10207420,10161623,9696246,10159132,10159133","1102000.0,1102000.0,1168500.0,1102000.0,1102000.0","RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005"
8840761,m,w,"8435565,8433395,8235145,8036079,8038321","95900.0,94500.0,98000.0,98000.0,98000.0","RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001"
9405263,f,w,"8846274,9134184,9341006,9340008,9349358","931000.0,917000.0,875000.0,875000.0,875000.0","RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016"
10438725,f,w,"9939006,9941539,10663259,10663323,10663325","670350.0,670350.0,561350.0,561350.0,561350.0","RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001"
10202410,m,w,"7798215,7645263,8058642,8133869,8134342","432000.0,438000.0,420000.0,420000.0,420000.0","RFA-AI-08-001,RFA-AI-08-001,RFA-AI-08-001,RFA-AI-08-001,RFA-AI-08-001"
9062194,m,a,"10543757,10307429,10307472,10307473,10307474","515000.0,535000.0,535000.0,535000.0,535000.0","RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001"
10213779,m,w,"10213068,10213067,10686387,10676157,10662330","4640000.0,4640000.0,4120000.0,4120000.0,4120000.0","RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006"
9242789,f,w,"10376829,10062086,10586083,10062404,10062403","1016500.0,1168500.0,978500.0,1168500.0,1168500.0","RFA-MD-20-001,RFA-MD-20-001,RFA-MD-20-001,RFA-MD-20-001,RFA-MD-20-001"
9127053,f,w,"10747205,10458344,10620256,10621377,10621371","123600.0,133750.0,128750.0,128750.0,128750.0","RFA-HD-23-027,RFA-HD-22-013,RFA-HD-22-013,RFA-HD-22-013,RFA-HD-22-013"
10474231,f,w,"8767346,8768204,8768959,8768514,8769006","1330000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-TW-13-002,RFA-TW-13-002,RFA-TW-13-002,RFA-TW-13-002,RFA-TW-13-002"
9527723,m,w,"8819920,9221246,9040080,8819763,8997444","665000.0,625000.0,655000.0,655000.0,655000.0","RFA-AI-14-001,RFA-AI-14-001,RFA-AI-14-001,RFA-AI-14-001,RFA-AI-14-001"
7676439,m,w,"7675856,7676462,7671866,7671861,7633898","438000.0,438000.0,438000.0,438000.0,438000.0","RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002"
9044574,m,w,"10430120,9814451,9814449,10176493,10176491","749000.0,861000.0,861000.0,812000.0,812000.0","RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013"
9677061,m,w,"9686382,9918177,9922296,9922293,9922291","1230000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
9881355,m,w,"10573542,10102469,10532210,10322028,10729187","231750.0,8119999.999999999,7210000.0,7490000.0,206000.0","RFA-MH-22-125,RFA-MH-20-226,RFA-MH-20-226,RFA-MH-20-226,RFA-MH-22-141"
9110573,f,w,"9135244,9768171,9767577,9767580,9767582","982500.0,922500.0,922500.0,922500.0,922500.0","RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021"
9123492,f,w,"8377414,7900540,7886888,7646419,7900544","685000.0,730000.0,730000.0,730000.0,730000.0","RFA-AA-07-001,RFA-AA-07-001,RFA-AA-07-001,RFA-AA-07-001,RFA-AA-07-001"
