APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_biomedbert_r_w,APPVAL_RECS_biomedbert_r_w,FOA_RECS_biomedbert_r_w
7808785,f,w,"8076391,8228107,7652297,7597225,7887267","350000.0,342500.0,365000.0,365000.0,365000.0","RFA-HD-06-004,RFA-HD-06-004,RFA-HD-06-004,RFA-HD-06-004,RFA-HD-06-004"
10599563,m,a,"9207247,9353200,9505777,9505770,9505775","2528300.0,2412500.0,2412500.0,2412500.0,2412500.0","RFA-HD-16-035,RFA-HD-16-035,RFA-HD-16-035,RFA-HD-16-035,RFA-HD-16-035"
7922467,m,b,"10469646,10221041,9842061,9804687,10478068","160500.0,174000.0,184500.0,184500.0,160500.0","RFA-HL-19-025,RFA-HL-19-025,RFA-HL-19-025,RFA-HL-19-025,RFA-HL-19-025"
9477697,m,w,"9532238,10229452,10229469,10231192,10234007","312500.0,290000.0,290000.0,290000.0,290000.0","RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004"
10227216,m,w,"8509733,8729887,8894535,8883214,8917064","1012500.0,997500.0,997500.0,997500.0,997500.0","RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022"
8053328,m,w,"10534402,10534922,10534002,10535173,10690530","214000.0,214000.0,214000.0,214000.0,206000.0","RFA-AI-21-041,RFA-AI-21-041,RFA-AI-21-041,RFA-AI-21-041,RFA-AI-21-041"
9924371,m,w,"10473958,10701728,10670913,10666482,10656417","535000.0,515000.0,515000.0,515000.0,515000.0","RFA-MD-21-004,RFA-MD-21-004,RFA-MD-21-004,RFA-MD-21-004,RFA-MD-21-004"
9989088,m,h,"10704630,10694182,10689798,10689801,10694176","309000.0,309000.0,309000.0,309000.0,309000.0","RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047"
9029356,f,w,"8838261,8641435,8494891,8495045,8495729","299250.0,299250.0,303750.0,303750.0,303750.0","RFA-MH-13-061,RFA-MH-13-061,RFA-MH-13-061,RFA-MH-13-061,RFA-MH-13-061"
8926944,m,w,"7691828,7893043,8509157,8064565,8064557","365000.0,360000.0,342500.0,360000.0,360000.0","RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040"
9898367,m,w,"9691325,9509443,9458728,9477729,9772444","1537500.0,1562500.0,1562500.0,1562500.0,1537500.0","RFA-DK-13-004,RFA-DK-13-004,RFA-DK-13-004,RFA-DK-13-004,RFA-DK-13-004"
10259800,f,w,"7677679,8499265,8538752,8538753,8538754","584000.0,540000.0,540000.0,540000.0,540000.0","RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002"
9537655,m,w,"8263930,8094388,8139039,8459232,7515974","350000.0,350000.0,350000.0,350000.0,365000.0","RFA-GM-08-002,RFA-GM-08-002,RFA-GM-08-002,RFA-GM-08-002,RFA-GM-08-002"
8459542,m,w,"9174878,9174428,9323439,9325005,10411887","982500.0,982500.0,937500.0,937500.0,869999.9999999999","RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010"
8066096,m,w,"7961335,7961834,7892139,7892130,7758859","6935000.0,6935000.0,6935000.0,6935000.0,6935000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
7960528,f,w,"8360399,7960516,7960514,7715119,7960571","280000.0,292000.0,292000.0,292000.0,292000.0","RFA-RR-08-007,RFA-RR-08-007,RFA-RR-08-007,RFA-RR-08-007,RFA-RR-08-007"
8173803,m,w,"8101321,9045749,8291599,8263885,8101330","7000000.0,6650000.0,7000000.0,7000000.0,7000000.0","RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004"
9333130,f,a,"10267723,10684730,10117747,10465187,10115995","464000.0,412000.0,492000.0,428000.0,492000.0","RFA-RM-20-006,RFA-RM-20-006,RFA-RM-20-006,RFA-RM-20-006,RFA-RM-20-005"
9263299,f,w,"9262546,9461960,9461972,9844437,9263379","412650.0,412650.0,412650.0,412650.0,412650.0","RFA-OD-16-001,RFA-OD-16-001,RFA-OD-16-001,RFA-OD-16-001,RFA-OD-16-001"
10726180,f,w,"9369272,9519844,9366382,9363731,9364332","93750.0,93750.0,93750.0,93750.0,93750.0","RFA-AG-17-012,RFA-AG-17-012,RFA-AG-17-012,RFA-AG-17-012,RFA-AG-17-012"
8131676,m,w,"7756325,8102994,8316181,8316179,8322627","2044000.0,1960000.0,1918000.0,1918000.0,1918000.0","RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007"
8622105,f,w,"8911315,9304233,9261266,8757425,8757218","465500.0,437500.0,465500.0,465500.0,465500.0","RFA-ES-13-006,RFA-ES-13-006,RFA-ES-13-006,RFA-ES-13-006,RFA-ES-13-006"
8720937,m,w,"8331028,7989762,8141564,8146720,8305846","280000.0,288000.0,288000.0,288000.0,280000.0","RFA-DK-09-503,RFA-DK-09-503,RFA-DK-09-503,RFA-DK-09-503,RFA-DK-09-503"
8464381,m,w,"8835161,8464381,8451329,8651958,8651959","1330000.0,1350000.0,1350000.0,1330000.0,1330000.0","RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003"
8173535,m,w,"8691912,8364946,8364943,8364941,8141171","997500.0,1050000.0,1050000.0,1050000.0,1050000.0","RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005"
10244938,m,w,"9334614,9769292,9767590,9767591,9767595","937500.0,937500.0,922500.0,922500.0,922500.0","RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021"
8743499,f,w,"9322434,9336779,9329368,9321810,9321858","150000.0,150000.0,150000.0,150000.0,150000.0","RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005"
8138826,m,w,"10598378,10598374,10598376,10598377,10598939","824000.0,824000.0,824000.0,824000.0,824000.0","RFA-CA-22-011,RFA-CA-22-011,RFA-CA-22-011,RFA-CA-22-011,RFA-CA-22-011"
7906681,f,w,"8112545,7924977,7905975,7905078,7916851","700000.0,730000.0,720000.0,720000.0,720000.0","RFA-GM-08-009,RFA-GM-08-009,RFA-GM-08-009,RFA-GM-08-009,RFA-GM-08-009"
10447235,m,w,"8916839,8894088,8639766,8640299,8640456","332500.0,332500.0,337500.0,337500.0,337500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
10260603,f,w,"9545379,9976648,9981069,9534601,9534602","437500.0,430500.0,430500.0,437500.0,437500.0","RFA-DK-14-004,RFA-DK-14-004,RFA-DK-14-004,RFA-DK-14-004,RFA-DK-14-004"
10693095,f,w,"8842994,9247940,8831668,8840232,9069263","199500.0,187500.0,199500.0,199500.0,199500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
8707379,f,a,"10704277,10704365,10704274,10704275,10704276","515000.0,515000.0,515000.0,515000.0,515000.0","RFA-AR-23-002,RFA-AR-23-002,RFA-AR-23-002,RFA-AR-23-002,RFA-AR-23-002"
8994395,f,w,"9281734,9270436,9281748,9281744,9318340","1250000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010"
10406334,m,w,"9524866,10147149,9949776,9949780,9949781","7450000.0,6913599.999999999,7330800.0,7330800.0,7330800.0","RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014"
7880088,m,w,"10335848,10551268,10092103,10329926,10088403","321000.0,309000.0,348000.0,321000.0,348000.0","RFA-AI-18-045,RFA-AI-18-045,RFA-AI-18-045,RFA-AI-18-045,RFA-AI-18-045"
8721367,m,w,"10369638,9927601,10152525,9788281,9591641","267500.0,307500.0,290000.0,307500.0,312500.0","RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031"
8929335,f,w,"9732842,9736060,10134373,9985132,9937762","307500.0,307500.0,290000.0,307500.0,307500.0","RFA-GM-18-002,RFA-GM-18-002,RFA-GM-18-002,RFA-GM-18-002,RFA-GM-18-002"
8819821,m,w,"7901277,8462512,8123253,8787984,8771268","720000.0,675000.0,700000.0,665000.0,665000.0","RFA-AI-09-010,RFA-AI-09-010,RFA-AI-09-010,RFA-AI-09-010,RFA-AI-09-010"
8128239,m,w,"8516401,8231753,8231598,8225837,9332664","6885000.0,6987000.000000001,6987000.000000001,7140000.0,6681000.0","RFA-AA-11-006,RFA-AA-11-006,RFA-AA-11-006,RFA-AA-11-006,RFA-AA-11-006"
9139905,f,b,"10146856,9270926,9270972,9491813,9270381","1160000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001"
7858532,m,w,"8495791,8035191,8391445,8288659,8035155","337500.0,360000.0,350000.0,342500.0,360000.0","RFA-MD-10-003,RFA-MD-10-003,RFA-MD-10-003,RFA-MD-10-003,RFA-MD-10-003"
9052706,m,h,"9952554,9751599,10465271,9889884,9523269","615000.0,615000.0,515000.0,615000.0,1250000.0","RFA-AI-18-017,RFA-AI-18-017,RFA-AI-18-017,RFA-AI-18-017,RFA-AI-16-028"
8158771,m,w,"8380609,8158771,8695291,8695292,8681150","548000.0,560000.0,532000.0,532000.0,532000.0","RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011"
7847273,m,w,"10708885,10371944,10372530,10551646,10551936","721000.0,749000.0,749000.0,749000.0,749000.0","RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051"
8132732,m,w,"7682305,7896943,8173803,8173802,8173801","73000.0,73000.0,72000.0,72000.0,72000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
9458748,f,w,"7858265,7849586,8072944,8144568,8135869","612000.0,612000.0,612000.0,612000.0,612000.0","RFA-ES-06-013,RFA-ES-06-013,RFA-ES-06-013,RFA-ES-06-013,RFA-ES-06-013"
8715432,m,w,"7692271,7862326,7555583,10746527,10746646","1460000.0,1440000.0,1460000.0,154500.0,154500.0","RFA-MH-08-111,RFA-MH-08-110,RFA-MH-08-110,RFA-DA-23-037,RFA-DA-23-037"
9146434,m,w,"10694022,10263369,10478056,10130130,8332244","1030000.0,1160000.0,1070000.0,1230000.0,1027500.0","RFA-RM-20-007,RFA-RM-20-007,RFA-RM-20-007,RFA-RM-20-007,RFA-CA-10-013"
10282962,m,w,"10468871,10168669,9716798,9713886,10247044","5350000.0,5350000.0,6150000.0,6150000.0,5800000.0","RFA-NS-18-018,RFA-NS-18-018,RFA-NS-18-018,RFA-NS-18-018,RFA-NS-18-018"
10590751,f,w,"10479093,10320714,10320642,10320527,10319313","401250.0,435000.0,435000.0,435000.0,435000.0","RFA-AT-21-003,RFA-AT-21-003,RFA-AT-21-003,RFA-AT-21-003,RFA-AT-21-003"
9738982,f,w,"10205959,10180829,10404992,10450686,9928881","3828000.0,3828000.0,3531000.0,3531000.0,4059000.0","RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021"
8990280,f,w,"9663312,9552471,9657775,10002218,9918374","246000.0,250000.0,246000.0,246000.0,232000.0","RFA-ES-16-005,RFA-ES-16-005,RFA-ES-16-005,RFA-ES-16-005,RFA-ES-16-005"
9275976,f,w,"7668684,7677989,7662466,7665031,7880349","219000.0,219000.0,219000.0,219000.0,219000.0","RFA-HL-07-007,RFA-HL-07-007,RFA-HL-07-007,RFA-HL-07-007,RFA-HL-07-007"
10698009,f,w,"8583621,8584670,8854085,8857464,8851592","540000.0,540000.0,532000.0,532000.0,532000.0","RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008"
9323180,m,w,"9673609,9433601,9223662,9022397,8892604","1230000.0,1250000.0,1250000.0,1310000.0,1330000.0","RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055"
10223225,f,w,"10733312,10733231,10732988,10732989,10732990","834300.0,834300.0,834300.0,834300.0,834300.0","RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012"
8743303,f,a,"8742026,9100731,9107526,9104056,9119111","332500.0,327500.0,327500.0,327500.0,327500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
9519714,m,w,"8690701,8491998,8796285,8494479,8494477","1130500.0,1147500.0,1147500.0,1147500.0,1147500.0","RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005"
9180682,m,w,"9486473,9970405,9486073,9486440,10326785","937500.0,922500.0,937500.0,937500.0,802500.0","RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081"
10407866,f,a,"8215127,8380024,8336868,8382414,8380023","280000.0,274000.0,274000.0,274000.0,274000.0","RFA-DK-10-009,RFA-DK-10-009,RFA-DK-10-009,RFA-DK-10-009,RFA-DK-10-009"
9520035,m,w,"9530644,9321458,9530650,9164853,9166919","250000.0,250000.0,250000.0,262000.0,262000.0","RFA-DK-15-013,RFA-DK-15-013,RFA-DK-15-013,RFA-DK-15-013,RFA-DK-15-013"
9123506,m,w,"10658457,10266123,10704748,10700147,10094836","412000.0,579998.84,514998.97,514998.97,614998.77","RFA-AG-23-005,RFA-AG-20-017,RFA-AG-20-017,RFA-AG-20-017,RFA-AG-20-017"
8535519,m,w,"9554219,8444002,9136767,9136766,9137500","500000.0,548000.0,524000.0,524000.0,524000.0","RFA-AR-12-002,RFA-AR-12-002,RFA-AR-12-002,RFA-AR-12-002,RFA-AR-12-002"
9253399,m,a,"9904647,9672316,9058296,9058202,9058404","1230000.0,1230000.0,1310000.0,1310000.0,1310000.0","RFA-ES-15-007,RFA-ES-15-007,RFA-ES-15-007,RFA-ES-15-007,RFA-ES-15-007"
7936852,m,w,"10749767,10748656,10756020,10756018,10748243","1802500.0,1802500.0,1802500.0,1802500.0,1802500.0","RFA-HD-23-035,RFA-HD-23-035,RFA-HD-23-035,RFA-HD-23-035,RFA-HD-23-035"
10009280,m,a,"10689048,10416695,10415314,9339764,9355035","489250.0,508250.00000000006,508250.00000000006,1310000.0,1250000.0","RFA-CA-21-030,RFA-CA-21-030,RFA-CA-21-030,RFA-CA-13-015,RFA-CA-13-015"
7821583,m,w,"8575713,8910764,8867258,8887351,8729504","168750.0,166250.0,166250.0,166250.0,166250.0","RFA-GM-13-010,RFA-GM-13-010,RFA-GM-13-010,RFA-GM-13-010,RFA-GM-13-010"
10578838,m,w,"8723136,8547684,8901076,8723135,8660665","399000.0,405000.0,399000.0,399000.0,399000.0","RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003"
9068123,f,w,"9242788,9244118,8994621,9493477,9540017","1310000.0,1310000.0,1330000.0,1250000.0,1250000.0","RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010"
9240604,f,w,"8668582,9037622,8839220,8842112,8829799","1596000.0,1572000.0,1596000.0,1596000.0,1596000.0","RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007"
10361235,f,w,"8036923,8485417,8147016,8147010,8147009","360000.0,337500.0,350000.0,350000.0,350000.0","RFA-MD-10-003,RFA-MD-10-003,RFA-MD-10-003,RFA-MD-10-003,RFA-MD-10-003"
9123499,m,w,"9340059,9339517,9264744,9337320,9339461","250000.0,250000.0,262000.0,250000.0,250000.0","RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009"
8315913,f,w,"8901204,8518404,8698769,8708890,8707492","332500.0,337500.0,332500.0,332500.0,332500.0","RFA-GM-12-002,RFA-GM-12-002,RFA-GM-12-002,RFA-GM-12-002,RFA-GM-12-002"
8708186,f,a,"8997390,9319794,9565173,9323560,9145766","332500.0,312500.0,312500.0,312500.0,327500.0","RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024"
8467802,m,w,"8100298,8467802,7884497,7919183,7664619","2450000.0,2397500.0,2520000.0,2555000.0,2555000.0","RFA-CA-07-503,RFA-CA-07-503,RFA-CA-07-503,RFA-CA-07-503,RFA-CA-07-503"
8541625,m,w,"8180844,8658488,8181655,8181683,8180714","1400000.0,1330000.0,1400000.0,1400000.0,1400000.0","RFA-RM-10-010,RFA-RM-10-010,RFA-RM-10-010,RFA-RM-10-010,RFA-RM-10-010"
8508754,m,w,"8600148,8327762,8231814,8231594,8601673","6987000.000000001,6987000.000000001,6987000.000000001,6987000.000000001,6783000.0","RFA-AA-11-006,RFA-AA-11-006,RFA-AA-11-006,RFA-AA-11-006,RFA-AA-11-006"
8224747,m,h,"9440897,9567470,9441559,9440911,9977188","250000.0,250000.0,250000.0,250000.0,246000.0","RFA-DK-16-025,RFA-DK-16-025,RFA-DK-16-025,RFA-DK-16-025,RFA-DK-16-025"
8721417,f,w,"8728236,8728858,8598612,8599113,8904013","266000.0,266000.0,270000.0,270000.0,266000.0","RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007"
10118047,m,w,"8326709,8508283,7759674,7759365,7759305","1370000.0,1350000.0,1460000.0,1460000.0,1460000.0","RFA-HL-08-013,RFA-HL-08-013,RFA-HL-08-013,RFA-HL-08-013,RFA-HL-08-013"
7923947,m,w,"8606966,8909180,9521498,9441834,9441831","498750.0,498750.0,468750.0,468750.0,468750.0","RFA-HL-13-027,RFA-HL-13-027,RFA-HL-13-027,RFA-HL-13-027,RFA-HL-13-027"
7798680,m,w,"7896634,8308497,8473230,7741943,8074433","1152000.0,1096000.0,1080000.0,1168000.0,1120000.0","RFA-HD-08-022,RFA-HD-08-022,RFA-HD-08-022,RFA-HD-08-022,RFA-HD-08-022"
8535529,f,a,"9118699,9139417,8926854,9117143,8919244","196500.0,196500.0,199500.0,199500.0,199500.0","RFA-AR-14-008,RFA-AR-14-008,RFA-AR-14-008,RFA-AR-14-008,RFA-AR-14-008"
8722464,m,w,"7795108,7586530,7692109,7799840,7848336","288000.0,292000.0,292000.0,288000.0,288000.0","RFA-CA-08-009,RFA-CA-08-009,RFA-CA-08-009,RFA-CA-08-009,RFA-CA-08-009"
8432097,f,w,"9330358,9707717,9468352,10174713,9925753","437500.0,430500.0,437500.0,406000.0,430500.0","RFA-AI-16-007,RFA-AI-16-007,RFA-AI-16-007,RFA-AI-16-007,RFA-AI-16-007"
10678906,m,w,"7736803,7931821,7743015,7736801,7747945","360000.0,365000.0,360000.0,360000.0,360000.0","RFA-HD-07-005,RFA-HD-07-005,RFA-HD-07-005,RFA-HD-07-005,RFA-HD-07-005"
10059764,m,w,"9324224,9015328,9146872,9144782,9146866","937500.0,997500.0,982500.0,982500.0,982500.0","RFA-DK-14-013,RFA-DK-14-013,RFA-DK-14-013,RFA-DK-14-013,RFA-DK-14-013"
8267908,m,w,"8494918,8790424,8607041,8608481,8725043","1012500.0,997500.0,997500.0,997500.0,997500.0","RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014"
9353886,m,w,"8641479,8642228,8642427,8642401,8642431","1330000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-OD-12-007,RFA-OD-12-007,RFA-OD-12-007,RFA-OD-12-007,RFA-OD-12-007"
10202429,f,w,"9962222,9544780,9170589,9169619,9169615","984000.0,1000000.0,1048000.0,1048000.0,1048000.0","RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011"
8572233,m,w,"10261430,10045536,10649644,10652347,10652360","928000.0,984000.0,824000.0,824000.0,824000.0","RFA-AG-20-020,RFA-AG-20-020,RFA-AG-20-020,RFA-AG-20-020,RFA-AG-20-020"
10058997,m,b,"9339899,9339963,9340044,9339893,9689449","250000.0,250000.0,250000.0,250000.0,246000.0","RFA-ES-16-006,RFA-ES-16-006,RFA-ES-16-006,RFA-ES-16-006,RFA-ES-17-004"
8515878,f,w,"8427901,8135610,8299395,8317722,8319663","350000.0,350000.0,342500.0,342500.0,342500.0","RFA-AA-09-003,RFA-AA-09-003,RFA-AA-09-003,RFA-AA-09-003,RFA-AA-09-003"
10727881,m,a,"9205914,9519819,9707686,9353269,9967926","655000.0,625000.0,615000.0,625000.0,615000.0","RFA-AG-16-022,RFA-AG-16-022,RFA-AG-16-022,RFA-AG-16-022,RFA-AG-16-022"
10215385,f,w,"8305570,8097274,7759359,8490259,8490261","685000.0,700000.0,730000.0,675000.0,675000.0","RFA-AG-09-013,RFA-AG-09-013,RFA-AG-09-013,RFA-AG-09-013,RFA-AG-09-013"
10037854,m,w,"10665204,10031380,10037760,10037854,10037968","206000.0,613770.0,613770.0,613770.0,613770.0","RFA-AG-23-011,RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004"
8932781,m,w,"8089240,7648048,7880574,8084193,7871400","420000.0,438000.0,432000.0,432000.0,432000.0","RFA-NR-07-004,RFA-NR-07-004,RFA-NR-07-004,RFA-NR-07-004,RFA-NR-07-004"
9439855,m,w,"10589160,10062399,10586092,10586089,10586087","978500.0,1168500.0,978500.0,978500.0,978500.0","RFA-MD-20-001,RFA-MD-20-001,RFA-MD-20-001,RFA-MD-20-001,RFA-MD-20-001"
9288166,f,w,"8743206,8691778,8723828,8721417,9036982","532000.0,532000.0,532000.0,532000.0,524000.0","RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008"
8724319,f,w,"9310056,9038007,9145742,8412898,8549100","1562500.0,1662500.0,1637500.0,685000.0,675000.0","RFA-RM-14-020,RFA-RM-14-020,RFA-RM-14-020,RFA-MH-12-130,RFA-MH-12-130"
9749167,m,w,"9749167,9577979,9577443,9702001,8620435","1845000.0,1875000.0,1875000.0,1845000.0,303750.0","RFA-ES-17-007,RFA-ES-17-007,RFA-ES-17-007,RFA-ES-17-007,RFA-ES-13-003"
10589037,f,a,"10556513,10707134,10556253,10556252,10707151","267500.0,257500.0,267500.0,267500.0,257500.0","RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002"
7940807,m,w,"8575280,8575674,8708167,8708168,8729504","168750.0,168750.0,166250.0,166250.0,166250.0","RFA-GM-13-010,RFA-GM-13-010,RFA-GM-13-010,RFA-GM-13-010,RFA-GM-13-010"
8715807,m,w,"10228390,10677866,10228432,10228262,10227333","290000.0,257500.0,290000.0,290000.0,290000.0","RFA-ES-20-011,RFA-ES-20-011,RFA-ES-20-011,RFA-ES-20-011,RFA-ES-20-011"
9568046,m,w,"8743297,8925935,8639741,8640775,8639854","332500.0,332500.0,337500.0,337500.0,337500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
8546167,m,h,"9340482,9335478,9335477,9334337,9334340","917000.0,875000.0,875000.0,875000.0,875000.0","RFA-TW-13-001,RFA-TW-13-001,RFA-TW-13-001,RFA-TW-13-001,RFA-TW-13-001"
10127561,m,w,"9707462,9707377,9707647,9707646,9707463","492000.0,492000.0,492000.0,492000.0,492000.0","RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044"
7680243,m,w,"8926197,8926038,10434817,9905213,10655369","299250.0,299250.0,642000.0,738000.0,618000.0","RFA-AT-15-003,RFA-AT-15-003,RFA-AT-19-002,RFA-AT-19-002,RFA-AT-19-002"
9325331,m,w,"10059963,10059300,10060353,10060352,10059964","861000.0,861000.0,861000.0,861000.0,861000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
9537980,m,a,"9087140,9060879,8843348,8370399,8370442","327500.0,327500.0,332500.0,342500.0,342500.0","RFA-AI-11-033,RFA-AI-11-033,RFA-AI-11-033,RFA-AI-11-033,RFA-AI-11-033"
8098142,m,w,"8174728,8066112,8174724,8066091,8173904","7200000.0,7200000.0,7200000.0,7200000.0,7200000.0","RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004"
10613361,m,w,"10683373,10447998,10293056,10653225,10492770","206000.0,214000.0,580000.0,515000.0,535000.0","RFA-HG-20-049,RFA-HG-20-049,RFA-HG-20-048,RFA-HG-20-048,RFA-HG-20-048"
10688383,m,w,"10688350,10222150,10855050,10855042,10855012","535000.0,615000.0,515000.0,515000.0,515000.0","RFA-CA-20-039,RFA-CA-20-039,RFA-CA-20-039,RFA-CA-20-039,RFA-CA-20-039"
8955305,m,a,"9351551,9351545,8933655,8933659,9351521","6250000.0,6250000.0,6650000.0,6650000.0,6250000.0","RFA-GM-15-003,RFA-GM-15-003,RFA-GM-15-003,RFA-GM-15-003,RFA-GM-15-003"
8536088,m,a,"8182473,7822112,7786725,7847145,7847147","396000.0,401500.0,401500.0,401500.0,401500.0","RFA-CA-09-501,RFA-CA-09-501,RFA-CA-09-501,RFA-CA-09-501,RFA-CA-09-501"
9780531,m,w,"8596827,8383448,8989130,8976765,9070488","1596000.0,1620000.0,1572000.0,1572000.0,1572000.0","RFA-HD-12-202,RFA-HD-12-202,RFA-HD-12-202,RFA-HD-12-202,RFA-HD-12-202"
9552315,m,w,"10224900,9773226,9981830,9577581,8181241","580000.0,615000.0,615000.0,625000.0,280000.0","RFA-OD-17-004,RFA-OD-17-004,RFA-OD-17-004,RFA-OD-17-004,RFA-RM-10-016"
9702090,m,w,"10475234,9784883,10475238,10475235,10011857","1284000.0,1476000.0,1284000.0,1284000.0,1476000.0","RFA-HD-18-012,RFA-HD-18-012,RFA-HD-18-012,RFA-HD-18-012,RFA-HD-18-012"
8130804,m,w,"8166119,8333950,8518485,8459881,8459027","350000.0,342500.0,337500.0,337500.0,337500.0","RFA-GM-11-003,RFA-GM-11-003,RFA-GM-11-003,RFA-GM-11-003,RFA-GM-11-003"
9557582,m,w,"9975609,9975573,9526215,9524950,7627999","307500.0,307500.0,281250.0,281250.0,365000.0","RFA-AR-20-003,RFA-AR-20-003,RFA-AR-18-005,RFA-AR-18-005,RFA-DE-06-004"
9519614,m,w,"8889709,8715846,8889711,8889710,8270456","1106028.0,1106028.0,1106028.0,1106028.0,1139292.0","RFA-HL-11-011,RFA-HL-11-011,RFA-HL-11-011,RFA-HL-11-011,RFA-HL-11-011"
9321090,f,w,"8909009,8293668,8295020,8174067,8295034","1130500.0,1190000.0,1190000.0,1190000.0,1190000.0","RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005"
10248323,m,w,"10692678,10512719,7932149,8688286,7932151","463500.0,481500.0,360000.0,332500.0,360000.0","RFA-DK-21-014,RFA-DK-21-014,RFA-HD-08-004,RFA-HD-08-004,RFA-HD-08-004"
