APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_deberta_r_w,APPVAL_RECS_deberta_r_w,FOA_RECS_deberta_r_w
10394258,f,w,"9655324,9774047,9024533,9980397,8799363","461250.0,461250.0,491250.0,461250.0,498750.0","RFA-ES-13-013,RFA-ES-13-013,RFA-ES-13-013,RFA-ES-13-013,RFA-ES-13-013"
7945309,m,w,"8708895,8513364,8502698,8546407,8511704","1995000.0,2025000.0,2025000.0,2025000.0,2025000.0","RFA-GM-10-007,RFA-GM-10-007,RFA-GM-10-007,RFA-GM-10-007,RFA-GM-10-007"
8659856,f,w,"9262857,9116602,7578322,8415562,8414815","250000.0,262000.0,292000.0,270000.0,270000.0","RFA-AI-15-021,RFA-AI-15-021,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002"
8890533,m,w,"8870486,8872760,8871620,8927475,8927474","299250.0,299250.0,299250.0,299250.0,299250.0","RFA-FD-14-004,RFA-FD-14-004,RFA-FD-14-004,RFA-FD-14-004,RFA-FD-14-004"
10625693,m,w,"9221920,9222222,9221080,9222665,9222517","375000.0,375000.0,375000.0,375000.0,375000.0","RFA-AI-15-054,RFA-AI-15-054,RFA-AI-15-054,RFA-AI-15-054,RFA-AI-15-054"
8848985,f,w,"9526965,9330047,9751701,9751687,9751685","1375000.0,1375000.0,1353000.0,1353000.0,1353000.0","RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018"
7536075,m,w,"9402296,9524848,9827576,9591340,9403217","1750000.0,1750000.0,492000.0,492000.0,500000.0","RFA-HD-17-023,RFA-HD-17-023,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018"
8375814,m,w,"9544769,9332089,9544767,8793021,8793020","9375000.0,9375000.0,9375000.0,9975000.0,9975000.0","RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001"
9356351,m,w,"10611826,10369292,10369502,10611827,9955371","824000.0,928000.0,928000.0,824000.0,615000.0","RFA-NS-21-005,RFA-NS-21-005,RFA-NS-21-005,RFA-NS-21-005,RFA-NS-16-021"
8475397,m,w,"8521361,8080747,8669806,8646983,8628867","337500.0,350000.0,332500.0,332500.0,332500.0","RFA-HL-10-024,RFA-HL-10-024,RFA-HL-10-024,RFA-HL-10-024,RFA-HL-10-024"
8843569,f,w,"10818740,10817423,9783884,9892890,10152378","772500.0,772500.0,430500.0,430500.0,406000.0","RFA-MD-23-008,RFA-MD-23-008,RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004"
8731165,f,w,"7683936,7687621,7523198,7522192,7835843","292000.0,292000.0,292000.0,292000.0,288000.0","RFA-AA-08-001,RFA-AA-08-001,RFA-AA-08-001,RFA-AA-08-001,RFA-AA-08-001"
8432093,f,w,"9591641,9788281,10152525,9927601,10369638","312500.0,307500.0,290000.0,307500.0,267500.0","RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031"
10153841,m,h,"9194247,9358335,10308249,10458759,10700037","262000.0,250000.0,1160000.0,1070000.0,1030000.0","RFA-HD-16-004,RFA-HD-16-004,RFA-HD-21-002,RFA-HD-21-002,RFA-HD-21-002"
9681484,f,b,"7900897,7900940,8316181,8316179,8322625","2016000.0,2016000.0,1918000.0,1918000.0,1918000.0","RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007"
8323614,f,a,"8729269,8380003,8528039,8534887,8528043","1995000.0,2055000.0,2055000.0,2055000.0,2055000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
9694683,m,w,"8335408,8229848,8229227,8514610,8514609","274000.0,280000.0,280000.0,270000.0,270000.0","RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005"
10435027,f,w,"9135527,9170622,10134820,10132398,10127502","524000.0,524000.0,464000.0,464000.0,464000.0","RFA-MH-15-600,RFA-MH-15-600,RFA-MH-15-600,RFA-MH-15-600,RFA-MH-15-600"
7930601,m,w,"7847630,7650409,7924510,8010072,7625207","432000.0,438000.0,432000.0,432000.0,438000.0","RFA-RM-07-004,RFA-RM-07-004,RFA-RM-07-004,RFA-RM-07-004,RFA-RM-07-004"
8900377,f,w,"9414391,9558600,9413012,9558641,9065464","4125000.0,4125000.0,4125000.0,4125000.0,65500.0","RFA-AG-17-057,RFA-AG-17-057,RFA-AG-17-057,RFA-AG-17-057,RFA-AG-13-014"
8676793,m,w,"8004551,8130824,8383591,8383590,8383589","1008000.0,980000.0,980000.0,980000.0,980000.0","RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004"
8476276,m,w,"8540075,8539883,8540020,8539193,8537724","270000.0,270000.0,270000.0,270000.0,270000.0","RFA-AI-12-033,RFA-AI-12-033,RFA-AI-12-033,RFA-AI-12-033,RFA-AI-12-033"
7814052,f,w,"9767127,9162750,9137717,9140088,9130099","861000.0,917000.0,917000.0,917000.0,917000.0","RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006"
8353100,m,w,"8536848,8122371,8288394,8328875,7994651","337500.0,350000.0,350000.0,350000.0,360000.0","RFA-GM-10-009,RFA-GM-10-009,RFA-GM-10-009,RFA-GM-10-009,RFA-GM-10-009"
10281597,f,b,"8785112,8909153,8662064,8661886,8661564","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-NS-13-014,RFA-NS-13-014,RFA-NS-13-014,RFA-NS-13-014,RFA-NS-13-014"
9514748,f,a,"9732984,9735601,9914194,9912697,9912695","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002"
9096722,m,w,"8090655,7929530,8130630,7938774,8519045","365000.0,360000.0,350000.0,360000.0,337500.0","RFA-AI-08-011,RFA-AI-08-011,RFA-AI-08-011,RFA-AI-08-011,RFA-AI-08-011"
7944022,m,w,"10458506,10465033,10004385,10005595,10186722","749000.0,749000.0,861000.0,861000.0,812000.0","RFA-CA-19-055,RFA-CA-19-055,RFA-CA-19-055,RFA-CA-19-055,RFA-CA-19-055"
9472915,f,w,"10375045,10375033,10374385,10570855,10570228","535000.0,535000.0,535000.0,515000.0,515000.0","RFA-MH-21-160,RFA-MH-21-160,RFA-MH-21-160,RFA-MH-21-160,RFA-MH-21-160"
8501202,m,w,"9172413,9320975,9330040,9320976,9330042","1441000.0,1375000.0,1375000.0,1375000.0,1375000.0","RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018"
7942971,m,w,"9529663,8990015,8802882,8802881,8791700","312500.0,327500.0,332500.0,332500.0,332500.0","RFA-GM-14-001,RFA-GM-14-001,RFA-GM-14-001,RFA-GM-14-001,RFA-GM-14-001"
9576145,f,a,"9739085,9567818,10251979,10254241,10254242","615000.0,625000.0,580000.0,580000.0,580000.0","RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002"
10641803,m,b,"9119008,9540887,9536561,9534640,9535997","917000.0,875000.0,875000.0,875000.0,875000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
9810433,m,w,"8554377,8690627,9099557,8471935,8867050","472500.00000000006,465500.0,458500.0,479500.00000000006,465500.0","RFA-NR-12-011,RFA-NR-12-011,RFA-NR-12-011,RFA-NR-12-011,RFA-NR-12-011"
7687207,f,h,"8209378,8540337,8535517,8540335,8528467","560000.0,540000.0,540000.0,540000.0,540000.0","RFA-AR-11-001,RFA-AR-11-001,RFA-AR-11-001,RFA-AR-11-001,RFA-AR-11-001"
9446576,m,w,"9446577,9444899,10250360,10250361,10250362","937500.0,937500.0,869999.9999999999,869999.9999999999,869999.9999999999","RFA-CA-17-009,RFA-CA-17-009,RFA-CA-17-009,RFA-CA-17-009,RFA-CA-17-009"
10335544,m,a,"8050542,7916899,8050547,8050546,8050544","720000.0,730000.0,700000.0,720000.0,720000.0","RFA-DA-05-009,RFA-DA-05-009,RFA-DA-05-009,RFA-DA-05-009,RFA-DA-05-009"
7743027,m,h,"9828646,8975583,9186941,9604763,9391174","22755000.0,24235000.0,23125000.0,22755000.0,23125000.0","RFA-AI-12-011,RFA-AI-12-011,RFA-AI-12-011,RFA-AI-12-011,RFA-AI-12-011"
10191937,m,h,"9089966,9532081,9090018,9089977,9088344","393000.0,375000.0,393000.0,393000.0,393000.0","RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015"
10223897,m,w,"9983262,10370410,10600094,10138992,9116602","307500.0,267500.0,257500.0,290000.0,262000.0","RFA-AI-19-023,RFA-AI-19-023,RFA-AI-19-023,RFA-AI-19-023,RFA-AI-15-021"
9571057,f,h,"8876120,8875343,8876086,9812531,10533818","266000.0,266000.0,266000.0,61500.0,51500.0","RFA-MD-14-003,RFA-MD-14-003,RFA-MD-14-003,RFA-MD-18-007,RFA-MD-18-007"
10020808,m,w,"10559603,9321934,9342653,9348662,9338313","309000.0,1562500.0,1562500.0,1562500.0,1562500.0","RFA-TR-21-008,RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002"
8847666,f,w,"10371944,10708885,10701777,10701074,10573294","749000.0,721000.0,721000.0,721000.0,721000.0","RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051"
9211085,m,w,"7686908,7911316,7692314,7686950,7684197","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-08-005,RFA-CA-08-005,RFA-CA-08-005,RFA-CA-08-005,RFA-CA-08-005"
8072524,f,w,"10080015,7931618,7931490,7931155,7931147","615000.0,486180.0,486180.0,486180.0,486180.0","RFA-CA-19-033,RFA-DP-05-071,RFA-DP-05-071,RFA-DP-05-071,RFA-DP-05-071"
7921179,m,w,"8264826,8662308,8658463,8662311,8661274","157550.0,152950.0,152950.0,152950.0,152950.0","RFA-HL-12-013,RFA-HL-12-013,RFA-HL-12-013,RFA-HL-12-013,RFA-HL-12-013"
10404929,m,w,"9785496,10071176,9980400,9980401,9980403","1230000.0,1160000.0,1230000.0,1230000.0,1230000.0","RFA-DK-16-020,RFA-DK-16-020,RFA-DK-16-020,RFA-DK-16-020,RFA-DK-16-020"
7908055,m,a,"9526628,8441177,9066640,9102059,9037657","62500.0,67500.0,65500.0,65500.0,65500.0","RFA-DK-11-015,RFA-DK-11-015,RFA-DK-11-015,RFA-DK-11-015,RFA-DK-11-015"
8787203,f,h,"8120588,8090039,8509734,8509731,8304912","9975000.0,10260000.0,9618750.0,9618750.0,9761250.0","RFA-HD-09-006,RFA-HD-09-006,RFA-HD-09-006,RFA-HD-09-006,RFA-HD-09-006"
8899514,f,b,"9984183,9750294,9750263,9750264,9750265","922500.0,922500.0,922500.0,922500.0,922500.0","RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005"
10707340,m,w,"9967850,10161621,10167770,10167769,10164622","1168500.0,1102000.0,1102000.0,1102000.0,1102000.0","RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005"
7833059,f,a,"9143637,9753034,9532753,9528441,9507756","917000.0,861000.0,875000.0,875000.0,875000.0","RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006"
8037618,f,w,"8867128,8914486,8839531,8892565,8839523","399000.0,399000.0,399000.0,399000.0,399000.0","RFA-AI-11-027,RFA-AI-11-027,RFA-AI-11-027,RFA-AI-11-027,RFA-AI-11-027"
10249169,f,a,"9869710,9870085,9870088,9870087,9869709","1230000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-CA-19-013,RFA-CA-19-013,RFA-CA-19-013,RFA-CA-19-013,RFA-CA-19-013"
9988355,f,w,"8486530,9250087,9029284,8661712,9647798","4887000.0,4525000.0,4742200.0,4814600.0,4525000.0","RFA-CA-12-503,RFA-CA-12-503,RFA-CA-12-503,RFA-CA-12-503,RFA-CA-12-503"
8696976,f,w,"9154487,9334045,9320966,9344529,9153169","262000.0,250000.0,250000.0,250000.0,262000.0","RFA-AG-16-013,RFA-AG-16-013,RFA-AG-16-013,RFA-AG-16-013,RFA-AG-16-013"
7651422,m,w,"7961428,8173838,7939162,7896903,7884795","73000.0,72000.0,73000.0,73000.0,73000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
9544222,f,a,"8833292,8717867,8461589,8461586,8461588","2394000.0,2430000.0,2430000.0,2430000.0,2430000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
9381424,f,w,"8269071,8274643,8272615,8274641,8111234","342500.0,342500.0,342500.0,342500.0,350000.0","RFA-RM-09-005,RFA-RM-09-005,RFA-RM-09-005,RFA-RM-09-005,RFA-RM-09-005"
9750019,m,w,"10685659,10581160,10580155,10449317,10208683","515000.0,535000.0,535000.0,2568000.0,2784000.0","RFA-TR-22-013,RFA-TR-22-013,RFA-TR-22-013,RFA-AI-19-041,RFA-AI-19-041"
10206112,m,a,"7942895,7942856,7942845,7742096,7742390","720000.0,720000.0,720000.0,730000.0,730000.0","RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004"
10225470,f,w,"7918932,8090908,8091253,8091224,7741997","360000.0,360000.0,350000.0,350000.0,365000.0","RFA-GM-09-007,RFA-GM-09-007,RFA-GM-09-007,RFA-GM-09-007,RFA-GM-09-007"
9900722,m,w,"10144825,9900723,9982776,9982775,9982774","1739999.9999999998,1845000.0,1845000.0,1845000.0,1845000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
10619616,f,w,"7851489,7816025,7849784,7879363,7880907","576000.0,584000.0,576000.0,576000.0,576000.0","RFA-ES-07-005,RFA-ES-07-005,RFA-ES-07-005,RFA-ES-07-005,RFA-ES-07-005"
9553831,m,a,"7938633,8537432,8327331,8113928,8113970","108000.0,101250.0,105000.0,105000.0,105000.0","RFA-DK-08-015,RFA-DK-08-015,RFA-DK-08-015,RFA-DK-08-015,RFA-DK-08-015"
8010072,f,w,"9623982,9747383,9935976,10743669,10744678","281250.0,276750.0,276750.0,1030000.0,1030000.0","RFA-MH-18-605,RFA-MH-18-605,RFA-MH-18-605,RFA-MH-22-190,RFA-MH-22-190"
8608518,f,w,"8852418,8852884,8850656,8853184,8851212","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
8304805,f,w,"7684744,8114154,7882658,7884268,7687367","365000.0,350000.0,360000.0,360000.0,365000.0","RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004"
8705987,m,w,"8787969,8722300,8789207,8788757,8911966","99750.0,99750.0,99750.0,99750.0,99750.0","RFA-FD-12-003,RFA-FD-12-003,RFA-FD-12-003,RFA-FD-12-003,RFA-FD-12-003"
8901870,m,w,"10663385,10697357,10489744,10480007,10655614","515000.0,515000.0,535000.0,535000.0,515000.0","RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011"
9036868,f,w,"10459080,10457740,8588677,8740520,8740532","274540.60000000003,274540.60000000003,1620000.0,1596000.0,1596000.0","RFA-HD-22-010,RFA-HD-22-010,RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016"
8899507,m,w,"10724522,10411190,10652496,10626493,10598494","515000.0,535000.0,515000.0,515000.0,515000.0","RFA-OD-22-013,RFA-OD-19-027,RFA-OD-19-027,RFA-OD-19-027,RFA-OD-19-027"
10019516,m,w,"10414805,9995466,10414798,9828299,9827718","802500.0,922500.0,802500.0,922500.0,922500.0","RFA-DK-18-503,RFA-DK-18-503,RFA-DK-18-503,RFA-DK-18-503,RFA-DK-18-503"
9967656,f,w,"10145749,10645011,9965073,10410360,7940017","579998.84,514998.97,614998.77,534998.93,4320000.0","RFA-HD-20-005,RFA-HD-20-005,RFA-HD-20-005,RFA-HD-20-005,RFA-HS-10-008"
9229202,f,w,"8137220,7907929,7663909,7907880,7907881","1080000.0,1095000.0,1095000.0,1095000.0,1095000.0","RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030"
10282001,m,w,"9569735,9775279,9479323,10194625,8032920","937500.0,922500.0,937500.0,869999.9999999999,648000.0","RFA-NS-17-022,RFA-NS-17-022,RFA-NS-17-022,RFA-NS-17-022,RFA-OD-10-008"
8451695,f,w,"8665910,8464070,8450725,8464064,8450718","199500.0,202500.0,202500.0,202500.0,202500.0","RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003"
10145677,f,w,"10361887,10687979,10349761,10349759,10349758","1872500.0,1802500.0,1872500.0,1872500.0,1872500.0","RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014"
9063146,f,w,"9063146,8846672,8845612,9231501,9231502","1015250.0,1030750.0,1030750.0,968750.0,968750.0","RFA-MH-13-070,RFA-MH-13-070,RFA-MH-13-070,RFA-MH-13-070,RFA-MH-13-070"
7667758,m,h,"8074318,8218414,10448106,10642813,8933663","72000.0,70000.0,428000.0,412000.0,6650000.0","RFA-FD-10-001,RFA-FD-10-001,RFA-TR-21-002,RFA-TR-21-002,RFA-GM-15-003"
9086187,m,w,"10192033,10465054,10208206,10197364,10390333","290000.0,267500.0,290000.0,290000.0,267500.0","RFA-AG-21-010,RFA-AG-21-010,RFA-AG-21-010,RFA-AG-21-010,RFA-AG-21-010"
8542844,f,w,"8711423,8414034,8517895,8544456,8550801","997500.0,1027500.0,1027500.0,1012500.0,1012500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
9557074,m,w,"10610484,10615850,10457670,10450573,10450471","772500.0,772500.0,802500.0,802500.0,802500.0","RFA-NS-21-020,RFA-NS-21-020,RFA-NS-21-020,RFA-NS-21-020,RFA-NS-21-020"
10003414,m,w,"10698151,10518290,9775279,10194625,9479323","4120000.0,4280000.0,922500.0,869999.9999999999,937500.0","RFA-OD-20-003,RFA-OD-20-003,RFA-NS-17-022,RFA-NS-17-022,RFA-NS-17-022"
9312784,f,h,"8432836,7667611,7945382,7848311,7828176","675000.0,730000.0,720000.0,720000.0,720000.0","RFA-HD-08-013,RFA-HD-08-013,RFA-HD-08-013,RFA-HD-08-013,RFA-HD-08-013"
8173806,m,w,"8232537,8437090,8639462,8104948,8232539","2366675.0,2332125.0,2297575.0,2418500.0,2366675.0","RFA-HS-11-001,RFA-HS-11-001,RFA-HS-11-001,RFA-HS-11-001,RFA-HS-11-001"
8323155,m,w,"8514955,8113132,8099764,8152767,7891155","877500.0,910000.0,910000.0,910000.0,936000.0","RFA-HL-08-003,RFA-HL-08-003,RFA-HL-08-003,RFA-HL-08-003,RFA-HL-08-003"
8168360,f,h,"10876922,10687330,10261386,10256724,10889043","412000.0,428000.0,464000.0,464000.0,412000.0","RFA-RM-20-001,RFA-RM-20-001,RFA-RM-20-001,RFA-RM-20-001,RFA-RM-20-001"
9551706,m,h,"9976621,10242056,10242058,9788111,9788112","1230000.0,1160000.0,1160000.0,1230000.0,1230000.0","RFA-NS-18-002,RFA-NS-18-002,RFA-NS-18-002,RFA-NS-18-002,RFA-NS-18-002"
10062818,f,w,"9385357,10579385,9494530,9534515,9748386","437500.0,374500.0,437500.0,437500.0,430500.0","RFA-AI-16-053,RFA-AI-16-053,RFA-AI-16-053,RFA-AI-16-053,RFA-AI-16-053"
8516922,m,h,"9989540,9165581,9462114,9591217,9262312","369000.0,982500.0,937500.0,922500.0,937500.0","RFA-FD-19-029,RFA-HL-15-008,RFA-HL-15-008,RFA-HL-15-008,RFA-HL-15-008"
8548110,m,a,"10694931,10528349,10705304,10707948,10707954","515000.0,535000.0,515000.0,515000.0,515000.0","RFA-DK-21-024,RFA-DK-21-024,RFA-DK-21-024,RFA-DK-21-024,RFA-DK-21-024"
10700830,f,h,"9815611,10320948,10159288,10135068,10127644","307500.0,267500.0,290000.0,290000.0,290000.0","RFA-ES-18-009,RFA-ES-18-009,RFA-ES-18-009,RFA-ES-18-009,RFA-ES-18-009"
10672416,f,w,"9772156,9772157,9562351,9340220,9562344","875000.0,875000.0,875000.0,875000.0,875000.0","RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009"
8380712,m,b,"8383590,8680949,8383591,8520036,8519424","980000.0,945000.0,980000.0,945000.0,945000.0","RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004"
9976185,f,w,"10441289,10663329,10657344,10657345,10657349","583150.0,561350.0,561350.0,561350.0,561350.0","RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001"
8757890,m,w,"8881515,8883055,9124604,8925805,8919250","266000.0,266000.0,262000.0,266000.0,266000.0","RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082"
10247669,m,w,"7912856,7886480,7892935,7759069,7759706","576000.0,576000.0,576000.0,584000.0,584000.0","RFA-MH-09-120,RFA-MH-09-120,RFA-MH-09-120,RFA-MH-09-120,RFA-MH-09-120"
9260052,m,a,"10447381,10447465,10546510,10552032,10845414","428000.0,428000.0,412000.0,412000.0,360500.0","RFA-OD-21-009,RFA-OD-21-009,RFA-OD-21-009,RFA-OD-21-009,RFA-OD-22-005"
8927122,f,w,"10168406,10665694,10017810,10017811,10017831","580000.0,515000.0,615000.0,615000.0,615000.0","RFA-AG-19-006,RFA-AG-19-006,RFA-AG-19-006,RFA-AG-19-006,RFA-AG-19-006"
9002168,m,w,"10426754,10282846,10104344,10594566,10590751","214000.0,232000.0,232000.0,206000.0,206000.0","RFA-MH-20-351,RFA-MH-20-351,RFA-MH-20-351,RFA-MH-20-351,RFA-MH-20-351"
8628753,m,w,"8884282,9267107,9267947,8883029,8884960","6650000.0,6250000.0,6250000.0,6650000.0,6650000.0","RFA-HS-14-008,RFA-HS-14-008,RFA-HS-14-008,RFA-HS-14-008,RFA-HS-14-008"
9670750,m,w,"9766839,9328000,9350739,9351149,9482410","1845000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
9461088,f,a,"9071820,9071033,9071839,9076109,9069470","982500.0,982500.0,982500.0,982500.0,982500.0","RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002"
8114220,m,w,"8608481,8496399,8607041,8725043,8649026","997500.0,1012500.0,997500.0,997500.0,997500.0","RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014"
7914844,f,w,"7591140,7575225,7572911,7609151,7619103","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-AI-07-015,RFA-AI-07-015,RFA-AI-07-015,RFA-AI-07-015,RFA-AI-07-015"
8308497,m,w,"8857732,9610660,8858282,8854932,10054276","228760.0,211560.0,228760.0,228760.0,211560.0","RFA-HD-14-022,RFA-HD-14-022,RFA-HD-14-022,RFA-HD-14-022,RFA-HD-14-022"
8461393,f,w,"8461738,8538326,8459817,8462092,8461756","205500.00000000003,202500.0,205500.00000000003,205500.00000000003,205500.00000000003","RFA-FD-12-008,RFA-FD-12-008,RFA-FD-12-008,RFA-FD-12-008,RFA-FD-12-008"
9562956,m,w,"8413975,8414034,8913107,8868954,8544456","1027500.0,1027500.0,997500.0,997500.0,1012500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
8414504,m,w,"10488409,10486197,10488978,10263628,10263653","267500.0,267500.0,267500.0,290000.0,290000.0","RFA-EB-20-002,RFA-EB-20-002,RFA-EB-20-002,RFA-EB-20-002,RFA-EB-20-002"
9146763,m,w,"8005977,7618247,7683921,7603122,7673450","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033"
10138971,f,a,"10326785,10087865,9485464,9486473,9767656","802500.0,869999.9999999999,937500.0,937500.0,922500.0","RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081"
8753251,f,w,"9131569,8731977,8705033,8706976,8735196","524000.0,532000.0,532000.0,532000.0,532000.0","RFA-MH-13-080,RFA-MH-13-080,RFA-MH-13-080,RFA-MH-13-080,RFA-MH-13-080"
7818012,f,w,"7938647,7936366,7939771,7935444,7936150","1440000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
8811917,m,w,"10318120,10544324,10686113,10064990,10066306","802500.0,772500.0,772500.0,869999.9999999999,869999.9999999999","RFA-AI-17-026,RFA-AI-17-026,RFA-AI-17-026,RFA-AI-17-026,RFA-AI-17-026"
9230544,m,a,"10051557,10137988,10007190,10050801,10148796","246000.0,214000.0,246000.0,246000.0,232000.0","RFA-HD-20-007,RFA-HD-20-007,RFA-HD-20-007,RFA-HD-20-007,RFA-HD-20-007"
9963302,m,w,"7691728,7695016,7691258,7691685,7695014","73000.0,73000.0,73000.0,73000.0,73000.0","RFA-OD-07-001,RFA-OD-07-001,RFA-OD-07-001,RFA-OD-07-001,RFA-OD-07-001"
9567540,m,w,"7688650,7932230,7688602,7688609,7689839","365000.0,360000.0,365000.0,365000.0,365000.0","RFA-DK-06-504,RFA-DK-06-504,RFA-DK-06-504,RFA-DK-06-504,RFA-DK-06-504"
8395435,f,w,"9315063,8966053,8965575,8965529,8966508","562500.0,598500.0,598500.0,598500.0,598500.0","RFA-AG-15-015,RFA-AG-15-015,RFA-AG-15-015,RFA-AG-15-015,RFA-AG-15-015"
10200770,f,w,"10176460,9710664,9710659,9710653,9710650","869999.9999999999,922500.0,922500.0,922500.0,922500.0","RFA-DK-16-019,RFA-DK-16-019,RFA-DK-16-019,RFA-DK-16-019,RFA-DK-16-019"
10748106,f,h,"10604912,9391182,9606073,9824459,10059242","515000.0,593750.0,584250.0,584250.0,551000.0","RFA-DC-23-002,RFA-DC-17-001,RFA-DC-17-001,RFA-DC-17-001,RFA-DC-17-001"
9733172,f,w,"7845392,7619303,7564116,7678375,7650221","365000.0,365000.0,365000.0,365000.0,365000.0","RFA-DA-06-004,RFA-DA-06-004,RFA-DA-06-004,RFA-DA-06-004,RFA-DA-06-004"
9506944,m,w,"10088137,9506944,9946863,9999273,10456284","33210000.0,33750000.0,33210000.0,33210000.0,1177000.0","RFA-DK-17-508,RFA-DK-17-508,RFA-DK-17-508,RFA-DK-17-508,RFA-DK-17-511"
8132413,m,w,"8626815,8897374,8627412,8897372,8624922","337500.0,332500.0,337500.0,332500.0,337500.0","RFA-ES-13-004,RFA-ES-13-004,RFA-ES-13-004,RFA-ES-13-004,RFA-ES-13-004"
