APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-base(para)_r_wi,APPVAL_RECS_bert-base(para)_r_wi,FOA_RECS_bert-base(para)_r_wi
10197904,m,a,"9552803,8813276,9352415,9336385,9081590","1250000.0,1330000.0,1310000.0,1310000.0,1310000.0","RFA-DK-13-013,RFA-DK-13-013,RFA-DK-13-013,RFA-DK-13-013,RFA-DK-13-013"
8520046,m,w,"9501559,9501560,9710361,9710358,9707606","875000.0,875000.0,861000.0,861000.0,861000.0","RFA-HD-16-017,RFA-HD-16-017,RFA-HD-16-017,RFA-HD-16-017,RFA-HD-16-017"
9332366,f,w,"9135746,9733426,9529788,9333357,9733443","299250.0,281250.0,281250.0,281250.0,281250.0","RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012"
8920545,m,w,"8920547,8627692,8717635,8717634,8729479","332500.0,337500.0,332500.0,332500.0,332500.0","RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003"
10013563,m,w,"10018175,9900560,9899532,10019836,9900258","276750.0,276750.0,276750.0,276750.0,276750.0","RFA-DA-19-036,RFA-DA-19-036,RFA-DA-19-036,RFA-DA-19-036,RFA-DA-19-029"
7778742,m,w,"7681689,7686303,7921151,7880319,7938434","365000.0,365000.0,365000.0,365000.0,365000.0","RFA-RM-07-003,RFA-RM-07-003,RFA-RM-07-003,RFA-RM-07-003,RFA-RM-07-003"
8849042,m,w,"9977076,9745509,9751712,9751711,9751710","1353000.0,1353000.0,1353000.0,1353000.0,1353000.0","RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018"
8879187,f,b,"7934849,7879718,8377254,8379824,8318831","360000.0,360000.0,342500.0,342500.0,342500.0","RFA-HL-10-003,RFA-HL-10-003,RFA-HL-10-003,RFA-HL-10-003,RFA-HL-10-003"
9612492,m,w,"10491117,10590650,10372511,10370506,10372433","535000.0,515000.0,535000.0,535000.0,535000.0","RFA-AA-21-001,RFA-AA-21-001,RFA-AA-21-001,RFA-AA-21-001,RFA-AA-21-001"
7903428,f,w,"7678455,8132417,7915187,7915186,7915185","1781200.0,1756800.0,1781200.0,1781200.0,1781200.0","RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002"
8920695,m,h,"9787407,9787401,9783761,9783760,9783759","984000.0,984000.0,984000.0,984000.0,984000.0","RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033"
10245896,m,a,"9812105,10470432,10483185,9975112,8549276","799500.0,754000.0,695500.0,799500.0,675000.0","RFA-RM-18-027,RFA-RM-18-027,RFA-RM-18-027,RFA-RM-18-027,RFA-RM-11-004"
7573426,m,w,"10731905,10399721,10615485,10616930,10669767","206000.0,214000.0,206000.0,206000.0,206000.0","RFA-EY-21-001,RFA-EY-21-001,RFA-EY-21-001,RFA-EY-21-001,RFA-EY-21-001"
7656696,m,h,"10630618,10701083,9044149,10405951,10404342","133750.0,128750.0,465500.0,802500.0,802500.0","RFA-LM-22-001,RFA-LM-22-001,RFA-HG-14-006,RFA-LM-21-001,RFA-LM-21-001"
8376563,m,w,"9985371,9987210,10128522,10249327,7677653","492000.0,492000.0,464000.0,464000.0,584000.0","RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020,RFA-AR-08-002"
9100656,m,h,"9625370,9847939,10451560,10113817,10009270","922500.0,922500.0,772500.0,922500.0,922500.0","RFA-AI-17-026,RFA-AI-17-026,RFA-AI-17-026,RFA-AI-17-026,RFA-AI-17-026"
9067860,m,w,"7851520,8136467,7860347,7936995,7938074","1440000.0,1400000.0,1440000.0,1440000.0,1440000.0","RFA-CA-08-021,RFA-CA-08-021,RFA-CA-08-021,RFA-CA-08-021,RFA-CA-08-021"
10439933,f,w,"9734456,9735794,9878086,9883763,9894773","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-CA-18-020,RFA-CA-18-020,RFA-CA-18-020,RFA-CA-18-020,RFA-CA-18-020"
9893850,f,w,"10131155,10596565,9893850,10378747,9765880","580000.0,515000.0,615000.0,535000.0,615000.0","RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013"
9852507,f,w,"9654469,9783891,10141077,10180770,9901363","562500.0,553500.0,522000.0,553500.0,553500.0","RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002"
7750586,m,w,"8127613,8775130,8269132,8269131,8385487","350000.0,332500.0,342500.0,342500.0,337500.0","RFA-DE-10-001,RFA-DE-10-001,RFA-DE-10-001,RFA-DE-10-001,RFA-DE-10-001"
9752514,m,w,"10169414,9539650,9728936,9728937,9734061","869999.9999999999,937500.0,922500.0,922500.0,922500.0","RFA-DK-16-031,RFA-DK-16-031,RFA-DK-16-031,RFA-DK-16-031,RFA-DK-16-031"
9547256,m,w,"7918037,8099459,7918035,7918036,7936074","1460000.0,1400000.0,1460000.0,1460000.0,1460000.0","RFA-AI-06-018,RFA-AI-06-018,RFA-AI-06-018,RFA-AI-06-018,RFA-AI-06-018"
10691911,m,w,"10709544,10486386,10488452,10488451,10488321","515000.0,535000.0,535000.0,535000.0,535000.0","RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002"
9989552,m,w,"10488225,10695223,10695227,10696181,10696183","321000.0,309000.0,309000.0,309000.0,309000.0","RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047"
8365163,m,w,"8257128,8255453,7961514,7878914,7961515","3196666.2100000004,3196666.2100000004,3406666.18,3406666.18,3406666.18","RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002"
7905197,m,w,"8144397,7868750,7930608,7930609,7930610","1728000.0,1752000.0,1752000.0,1752000.0,1752000.0","RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007"
9533996,f,w,"9283606,8848098,9057601,8728687,8729082","937500.0,997500.0,982500.0,997500.0,997500.0","RFA-HD-14-026,RFA-HD-14-026,RFA-HD-14-026,RFA-HD-14-026,RFA-HD-14-026"
8056801,f,w,"7793539,8375740,8375736,8375786,8375738","2160000.0,2055000.0,2055000.0,2055000.0,2055000.0","RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013"
9475082,f,w,"9953995,9670755,9685871,9685870,9685869","1845000.0,1845000.0,1845000.0,1845000.0,1845000.0","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
7797602,f,b,"10322699,9889177,9924369,9924368,9924366","535000.0,615000.0,615000.0,615000.0,615000.0","RFA-MD-17-006,RFA-MD-17-006,RFA-MD-17-006,RFA-MD-17-006,RFA-MD-17-006"
8691551,m,w,"8232540,8105558,8639467,8639466,8639470","2366675.0,2418500.0,2297575.0,2297575.0,2297575.0","RFA-HS-11-001,RFA-HS-11-001,RFA-HS-11-001,RFA-HS-11-001,RFA-HS-11-001"
7658237,m,w,"10316999,9246760,9394797,9646359,9246899","53500.0,62500.0,62500.0,61500.0,62500.0","RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011"
8375469,f,w,"9118065,9067917,8870282,8853788,8915035","393000.0,393000.0,399000.0,399000.0,399000.0","RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024"
9900325,f,h,"10018175,9900560,9899532,10019836,10015572","276750.0,276750.0,276750.0,276750.0,276750.0","RFA-DA-19-036,RFA-DA-19-036,RFA-DA-19-036,RFA-DA-19-036,RFA-DA-19-029"
8659423,m,w,"8913969,9070675,8925885,8910705,8910704","199500.0,196500.0,199500.0,199500.0,199500.0","RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010"
9978601,m,w,"9462699,8849039,8848511,8848714,8848984","1250000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
8399839,m,w,"10899817,10365645,10491225,10494214,10673719","309000.0,348000.0,321000.0,321000.0,309000.0","RFA-DK-20-013,RFA-DK-20-013,RFA-DK-20-013,RFA-DK-20-013,RFA-DK-20-013"
9565766,m,w,"10004913,10005011,10164781,10159909,10159261","61500.0,61500.0,57999.99999999999,57999.99999999999,57999.99999999999","RFA-ES-19-010,RFA-ES-19-010,RFA-ES-19-010,RFA-ES-19-010,RFA-ES-19-010"
9317706,f,w,"10595527,10469995,9884721,9884719,9884712","154500.0,160500.0,184500.0,184500.0,184500.0","RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040"
9514768,f,w,"10621613,9690524,10128356,9170587,9170589","437750.0,984000.0,928000.0,1048000.0,1048000.0","RFA-AG-23-006,RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011"
9550778,m,b,"10479177,10005899,10240520,9789242,9626529","454750.0,522750.0,493000.0,522750.0,531250.0","RFA-CA-17-052,RFA-CA-17-052,RFA-CA-17-052,RFA-CA-17-052,RFA-CA-17-052"
8066691,m,h,"10019714,9628229,10471285,10019696,10252840","615000.0,625000.0,535000.0,615000.0,580000.0","RFA-MH-18-600,RFA-MH-18-600,RFA-MH-18-600,RFA-MH-18-600,RFA-MH-18-600"
9414391,m,w,"10037968,10031380,10037854,10037760,10388131","613770.0,613770.0,613770.0,613770.0,535000.0","RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-AG-18-027"
9608711,m,w,"7676852,7683904,7673388,7656865,7599713","730000.0,730000.0,730000.0,730000.0,730000.0","RFA-DA-05-007,RFA-DA-05-007,RFA-DA-05-007,RFA-DA-05-007,RFA-DA-05-007"
10404437,m,w,"8733034,8309959,8705393,8382162,8381457","532000.0,548000.0,532000.0,548000.0,548000.0","RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010"
9522003,m,w,"10837481,10837461,9270571,10518290,10698151","412000.0,412000.0,187500.0,4280000.0,4120000.0","RFA-FD-23-028,RFA-FD-23-028,RFA-RM-15-004,RFA-OD-20-003,RFA-OD-20-003"
9263859,f,w,"9266784,9054067,9054070,9088209,9054068","1250000.0,1310000.0,1310000.0,1310000.0,1310000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
10525192,f,w,"8314113,8309338,7693834,7691805,8137663","548000.0,548000.0,584000.0,584000.0,560000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
8790574,m,h,"8548630,7842043,8103900,8311992,7649492","753500.0000000001,803000.0,770000.0,770000.0,803000.0","RFA-HL-07-008,RFA-HL-07-008,RFA-HL-07-008,RFA-HL-07-008,RFA-HL-07-008"
9644048,f,a,"10456915,9995018,10238128,9674154,9787503","535000.0,615000.0,580000.0,615000.0,615000.0","RFA-DK-17-038,RFA-DK-17-038,RFA-DK-17-038,RFA-DK-17-038,RFA-DK-17-038"
8461242,f,w,"7928795,7932428,7681554,10026444,10026443","1440000.0,1460000.0,1460000.0,492000.0,492000.0","RFA-GM-06-003,RFA-GM-06-003,RFA-GM-06-003,RFA-RM-17-025,RFA-RM-17-025"
9085450,m,w,"10744965,7658150,7882327,7882331,7649268","1339000.0,438000.0,432000.0,432000.0,438000.0","RFA-NS-22-030,RFA-DA-06-008,RFA-DA-06-008,RFA-DA-06-008,RFA-DA-06-008"
7941872,m,w,"10491914,10491933,10694159,10694161,10355559","321000.0,321000.0,309000.0,309000.0,348000.0","RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040"
8894056,m,w,"10296340,10631108,10473735,8443450,8112748","812000.0,721000.0,749000.0,1507000.0000000002,1540000.0","RFA-HG-20-043,RFA-HG-20-043,RFA-HG-20-043,RFA-HG-07-014,RFA-HG-07-014"
9052094,f,w,"9781466,9205078,10250341,10250342,10250343","4305000.0,4585000.0,4060000.0,4060000.0,4060000.0","RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014"
9985190,m,b,"10007884,10171877,9797669,9797631,9998035","1230000.0,1160000.0,1230000.0,1230000.0,1230000.0","RFA-RM-18-020,RFA-RM-18-020,RFA-RM-18-020,RFA-RM-18-020,RFA-RM-18-020"
9352740,m,w,"9462699,8849039,8848511,8848714,8848984","1250000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
8690906,m,w,"8132421,7903427,7915188,8119429,8119428","1708000.0,1781200.0,1756800.0,1756800.0,1756800.0","RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002"
9557571,f,w,"9497505,9345786,9346082,9492378,9696870","875000.0,875000.0,875000.0,875000.0,861000.0","RFA-HD-16-017,RFA-HD-16-017,RFA-HD-16-017,RFA-HD-16-017,RFA-HD-16-017"
8377944,m,w,"7796669,8664185,7640704,7673872,7912418","360000.0,350000.0,365000.0,365000.0,365000.0","RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001"
7856355,f,w,"8901076,8529942,8923170,8916648,8842104","399000.0,405000.0,399000.0,399000.0,399000.0","RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003"
8284352,m,h,"8551777,8831303,8675970,9145778,9068253","168750.0,166250.0,166250.0,163750.0,163750.0","RFA-NS-12-002,RFA-NS-12-002,RFA-NS-12-002,RFA-NS-12-002,RFA-NS-12-002"
7764313,f,w,"8137834,8519213,8529448,8525330,8527695","489600.0,459000.00000000006,459000.00000000006,459000.00000000006,459000.00000000006","RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
10499403,m,w,"8509874,8509878,9044759,9044757,9263378","202500.0,202500.0,196500.0,196500.0,196500.0","RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004"
8337273,m,w,"10831226,7875425,7940935,7940949,7875387","206000.0,10950000.0,10800000.0,10800000.0,10950000.0","RFA-EB-23-001,RFA-RR-09-009,RFA-RR-09-009,RFA-RR-09-009,RFA-RR-09-009"
8707989,f,w,"10487531,10492637,10690696,10700076,10330219","534998.93,534998.93,514998.97,514998.97,579998.84","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
8231456,m,h,"8852336,8851991,8849086,8852388,8852457","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
8642228,m,w,"9993465,9784894,9648009,9933108,9872847","61500.0,61500.0,62500.0,61500.0,61500.0","RFA-OD-18-001,RFA-OD-18-001,RFA-OD-18-001,RFA-OD-18-001,RFA-OD-18-001"
9096099,f,w,"10712610,10713757,10712608,10712609,10712611","1545000.0,1545000.0,1545000.0,1545000.0,1545000.0","RFA-OD-22-014,RFA-OD-22-014,RFA-OD-22-014,RFA-OD-22-014,RFA-OD-22-014"
9207637,f,w,"8729289,8150412,9134959,8068510,8548288","166250.0,175000.0,166250.0,180000.0,168750.0","RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503"
8440888,m,w,"9899912,9928392,9738982,9738727,9738635","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003"
10065441,m,w,"9755115,9923712,8990689,9105753,9323489","246000.0,246000.0,1463000.0,1441000.0,1375000.0","RFA-HD-19-018,RFA-HD-19-018,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027"
10622128,f,w,"8931049,8748733,8931041,8931045,8931043","1330000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-HL-14-001,RFA-HL-14-001,RFA-HL-14-001,RFA-HL-14-001,RFA-HL-14-001"
9815293,f,w,"10441432,10469319,10228319,10228509,9072104","856000.0,856000.0,928000.0,928000.0,655000.0","RFA-HG-20-037,RFA-HG-20-037,RFA-HG-20-037,RFA-HG-20-037,RFA-HG-13-013"
10003455,m,w,"9390168,9390391,10460520,10465255,10471285","625000.0,625000.0,535000.0,535000.0,535000.0","RFA-DA-17-009,RFA-DA-17-009,RFA-MH-18-600,RFA-MH-18-600,RFA-MH-18-600"
10700012,m,a,"7742455,7743153,7742945,7742809,7742096","730000.0,730000.0,730000.0,730000.0,730000.0","RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004"
9546849,m,w,"9750107,9166383,9137708,9111062,9766881","492000.0,524000.0,524000.0,524000.0,492000.0","RFA-MH-15-600,RFA-MH-15-600,RFA-MH-15-600,RFA-MH-15-600,RFA-MH-15-600"
10406901,f,w,"10473768,10006889,10686120,10686278,10250326","668750.0,768750.0,643750.0,643750.0,725000.0","RFA-CA-18-029,RFA-CA-18-029,RFA-CA-18-029,RFA-CA-18-029,RFA-CA-18-029"
8210201,m,w,"7851178,8085763,7880027,7851196,7860521","360000.0,350000.0,360000.0,360000.0,360000.0","RFA-DA-08-016,RFA-DA-08-016,RFA-DA-08-016,RFA-DA-08-016,RFA-DA-08-016"
10155547,m,w,"8494891,8495481,8821670,8838261,8495045","303750.0,303750.0,299250.0,299250.0,303750.0","RFA-MH-13-061,RFA-MH-13-061,RFA-MH-13-061,RFA-MH-13-061,RFA-MH-13-061"
10380652,f,w,"7682310,8137945,7919244,7652440,7869229","365000.0,350000.0,360000.0,365000.0,360000.0","RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011"
8328121,m,w,"10212458,10473847,10472584,10472585,10472587","1160000.0,1070000.0,1070000.0,1070000.0,1070000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
9728688,f,w,"10364969,10356728,10356730,10356731,10363478","85600.0,85600.0,85600.0,85600.0,85600.0","RFA-AI-20-056,RFA-AI-20-056,RFA-AI-20-056,RFA-AI-20-056,RFA-AI-20-056"
9762768,f,a,"10251983,10670236,10657606,10657603,10657602","580000.0,515000.0,515000.0,515000.0,515000.0","RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007"
10366039,m,w,"7989006,7989090,8320892,8476301,8520167","1440000.0,1440000.0,1370000.0,1370000.0,1350000.0","RFA-AI-09-029,RFA-AI-09-029,RFA-AI-09-029,RFA-AI-09-029,RFA-AI-09-029"
8525585,m,w,"8526075,8524956,8526102,8525940,8525901","675000.0,675000.0,675000.0,675000.0,675000.0","RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008"
9149219,m,w,"9353500,10012997,9562351,9769738,9771474","917000.0,861000.0,875000.0,861000.0,861000.0","RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009"
9546829,f,w,"10219339,9957191,9555026,9723180,9384724","311460.0,330255.0,335625.0,330255.0,335625.0","RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014"
10578760,m,w,"9668996,9240573,9870863,9890987,9897616","430500.0,437500.0,430500.0,430500.0,430500.0","RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005"
7942235,m,w,"9210946,9352350,9205327,9779086,8585138","1637500.0,1562500.0,1662500.0,1562500.0,1687500.0","RFA-HD-13-010,RFA-HD-13-010,RFA-HD-13-010,RFA-HD-13-010,RFA-HD-13-010"
10707158,m,w,"10707543,10518245,10707538,10707179,10707167","875500.0,909500.0,875500.0,875500.0,875500.0","RFA-CA-21-052,RFA-CA-21-052,RFA-CA-21-052,RFA-CA-21-052,RFA-CA-21-052"
7919773,m,w,"8173864,7896944,8173803,8173802,8173801","72000.0,73000.0,72000.0,72000.0,72000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
8527695,f,w,"10703789,10703733,7763580,7764313,7764316","515000.0,515000.0,496400.0,496400.0,496400.0","RFA-AI-22-034,RFA-AI-22-034,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
10351931,f,w,"8833292,8262912,8461594,8263077,8262932","2394000.0,2466000.0,2430000.0,2466000.0,2466000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
8119685,m,a,"8548630,7914836,8101977,8102087,8103959","753500.0000000001,803000.0,770000.0,770000.0,770000.0","RFA-HL-07-008,RFA-HL-07-008,RFA-HL-07-008,RFA-HL-07-008,RFA-HL-07-008"
8492194,m,w,"8829934,8207882,8207936,8227939,8441617","249375.0,256875.00000000003,256875.00000000003,256875.00000000003,253125.00000000003","RFA-RR-10-002,RFA-RR-10-002,RFA-RR-10-002,RFA-RR-10-002,RFA-RR-10-002"
8666752,m,w,"8928012,9550854,9331355,9096942,9132048","532000.0,500000.0,500000.0,540000.0,524000.0","RFA-OH-13-001,RFA-OH-13-001,RFA-OH-13-001,RFA-OH-13-001,RFA-OH-13-001"
7714604,m,w,"7668069,7665566,7900773,7913961,7879821","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-HG-06-016,RFA-HG-06-016,RFA-HG-06-016,RFA-HG-06-021,RFA-HG-06-021"
9854274,m,a,"8033447,8033584,8033599,8033543,8031017","191999.52,191999.52,191999.52,191999.52,191999.52","RFA-OD-10-003,RFA-OD-10-003,RFA-OD-10-003,RFA-OD-10-003,RFA-OD-10-003"
7637402,f,w,"8024556,8077992,7637402,7578235,7629572","700000.0,700000.0,730000.0,730000.0,730000.0","RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004"
9193285,m,w,"9828791,9645306,9788106,10231198,9822162","430500.0,437500.0,430500.0,406000.0,430500.0","RFA-NS-17-002,RFA-NS-18-006,RFA-NS-18-006,RFA-NS-18-006,RFA-NS-17-002"
8543632,f,w,"10251121,10251156,9747839,9741770,9345109","812000.0,812000.0,861000.0,861000.0,875000.0","RFA-RM-16-005,RFA-RM-16-005,RFA-RM-16-005,RFA-RM-16-005,RFA-RM-16-005"
9699505,m,w,"9277052,9346576,8129631,7845758,8274643","327500.0,312500.0,350000.0,360000.0,342500.0","RFA-FD-16-012,RFA-FD-16-012,RFA-RM-09-005,RFA-RM-09-005,RFA-RM-09-005"
10160883,f,w,"10661792,10690619,10290749,10290750,10290751","412000.0,412000.0,464000.0,464000.0,464000.0","RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002"
8851574,m,w,"8975330,9903551,9750763,9750764,9750765","199500.0,184500.0,184500.0,184500.0,184500.0","RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002"
9717295,m,w,"10481324,10479451,10252441,10265818,10007118","321000.0,321000.0,348000.0,348000.0,369000.0","RFA-EB-20-001,RFA-EB-20-001,RFA-EB-20-001,RFA-EB-20-001,RFA-EB-19-001"
8538309,m,a,"9306895,9249624,9052201,9116910,9320330","625000.0,625000.0,655000.0,655000.0,655000.0","RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013"
8663557,m,h,"9036696,9480886,9094206,9148067,9094234","262000.0,250000.0,262000.0,262000.0,262000.0","RFA-CA-15-002,RFA-CA-15-002,RFA-CA-15-002,RFA-CA-15-002,RFA-CA-15-002"
8659452,m,w,"8229848,8229227,8514610,8514609,8335408","280000.0,280000.0,270000.0,270000.0,274000.0","RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005"
8499148,f,w,"10206685,10821572,10359831,8498832,8499148","348000.0,309000.0,321000.0,1012500.0,1012500.0","RFA-AI-20-003,RFA-AI-20-003,RFA-AI-20-003,RFA-AI-12-014,RFA-AI-12-014"
10201577,m,a,"9134720,9317473,9135309,9125831,9118981","348460.0,332500.0,348460.0,348460.0,348460.0","RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011"
10090965,f,h,"10646448,10091665,10417250,10432077,10436348","257500.0,307500.0,267500.0,267500.0,267500.0","RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036"
9350668,f,a,"9789925,9678234,9985110,10249959,10455604","479700.0,487500.0,479700.0,452400.0,417300.0","RFA-RM-18-015,RFA-RM-18-015,RFA-RM-18-015,RFA-RM-18-015,RFA-RM-18-015"
9109284,m,w,"10003021,9768197,9519556,9769389,9519557","553500.0,553500.0,562500.0,562500.0,562500.0","RFA-FD-16-022,RFA-FD-16-022,RFA-FD-16-022,RFA-FD-16-022,RFA-FD-16-022"
10242081,m,w,"7841368,8002313,7930537,7940995,7938085","657000.0,648000.0,648000.0,648000.0,648000.0","RFA-MH-09-173,RFA-MH-09-173,RFA-MH-09-173,RFA-MH-09-173,RFA-MH-09-173"
7942791,m,w,"7936309,7831362,7839702,7828346,7828905","1440000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
9969469,m,h,"9043792,8935788,8830382,8829370,9149280","266000.0,266000.0,266000.0,266000.0,262000.0","RFA-HG-14-009,RFA-HG-14-009,RFA-HG-14-009,RFA-HG-14-009,RFA-HG-14-009"
7626596,m,w,"10687330,10687345,10118771,10119123,10876922","428000.0,428000.0,492000.0,492000.0,412000.0","RFA-RM-20-001,RFA-RM-20-001,RFA-RM-20-001,RFA-RM-20-001,RFA-RM-20-001"
10134824,f,w,"8382178,8721861,8541747,8379406,8033970","2055000.0,1995000.0,2055000.0,2055000.0,2160000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
9813755,m,a,"10064911,10655345,10064156,10062757,10453756","615000.0,515000.0,615000.0,615000.0,535000.0","RFA-DK-19-014,RFA-DK-19-014,RFA-DK-19-014,RFA-DK-19-014,RFA-DK-19-014"
7924597,m,w,"7692340,8186519,7860631,8278027,7691806","365000.0,350000.0,360000.0,342500.0,365000.0","RFA-AA-08-013,RFA-AA-08-013,RFA-AA-08-013,RFA-AA-08-013,RFA-AA-08-013"
7937028,m,w,"9583993,9390663,9389941,10026287,9861790","875000.0,875000.0,875000.0,369000.0,369000.0","RFA-MH-17-235,RFA-MH-17-235,RFA-MH-17-235,RFA-MH-19-400,RFA-MH-19-400"
10221177,f,w,"10650016,10823828,10709664,10701116,10438910","515000.0,515000.0,515000.0,535000.0,374500.0","RFA-HS-22-001,RFA-FD-23-010,RFA-NR-22-002,RFA-NR-22-002,RFA-NR-20-001"
