APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_roberta_p_wi,APPVAL_RECS_roberta_p_wi,FOA_RECS_roberta_p_wi
10727993,f,w,"10512948,10703453,9970999,10433227,10263907","535000.0,515000.0,246000.0,232000.0,232000.0","RFA-AG-22-024,RFA-AG-22-024,RFA-AG-20-014,RFA-AG-20-014,RFA-AG-20-014"
9357604,m,a,"9554886,9554919,9783789,9783774,9783772","312500.0,312500.0,307500.0,307500.0,307500.0","RFA-DK-16-010,RFA-DK-16-010,RFA-DK-16-010,RFA-DK-16-010,RFA-DK-16-010"
8900265,m,w,"7677986,7668684,7677984,7677989,7662466","219000.0,219000.0,219000.0,219000.0,219000.0","RFA-HL-07-007,RFA-HL-07-007,RFA-HL-07-007,RFA-HL-07-007,RFA-HL-07-007"
9698989,f,w,"9315924,9095908,8894620,8875062,9113698","500000.0,524000.0,532000.0,532000.0,532000.0","RFA-MH-13-110,RFA-MH-13-110,RFA-MH-13-110,RFA-MH-13-110,RFA-MH-13-110"
8303447,m,a,"7693814,7872857,7841795,7841790,7849721","365000.0,360000.0,360000.0,360000.0,350000.0","RFA-MH-08-090,RFA-MH-08-090,RFA-MH-08-090,RFA-MH-08-090,RFA-MH-08-090"
7994527,m,w,"10240726,10640197,10633297,10633298,10633307","812000.0,721000.0,721000.0,721000.0,721000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
9769538,m,w,"9740941,9322574,9736733,9736731,9736729","922500.0,937500.0,922500.0,922500.0,922500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
9404937,m,w,"10056550,10549782,10425224,10425225,10425226","1334000.0,1184500.0,1230500.0,1230500.0,1230500.0","RFA-AA-20-001,RFA-AA-20-001,RFA-AA-20-001,RFA-AA-20-001,RFA-AA-20-001"
8107626,m,a,"7761263,7847080,8118649,8105727,7796711","288000.0,292000.0,288000.0,288000.0,288000.0","RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006"
9690259,f,w,"9812381,10413850,10006880,10626760,10194494","861000.0,749000.0,861000.0,721000.0,812000.0","RFA-ES-18-010,RFA-ES-18-010,RFA-ES-18-010,RFA-ES-18-010,RFA-ES-18-010"
8796287,m,w,"8849113,9514733,9514748,9514726,9514736","1330000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
9658418,f,w,"9361623,9252101,9668030,9246424,9251760","625000.0,625000.0,615000.0,625000.0,625000.0","RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025"
8572656,m,w,"9069718,9085186,8851498,8853239,8878151","262000.0,262000.0,266000.0,266000.0,266000.0","RFA-AG-13-007,RFA-AG-13-007,RFA-AG-13-007,RFA-AG-13-007,RFA-AG-13-007"
10442670,f,w,"10711291,10727050,10724796,10724896,10725259","103000.0,103000.0,103000.0,103000.0,103000.0","RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030"
8440790,m,w,"10318950,9625370,9625472,9625479,10544324","802500.0,922500.0,922500.0,922500.0,772500.0","RFA-AI-17-026,RFA-AI-17-026,RFA-AI-17-026,RFA-AI-17-026,RFA-AI-17-026"
8365156,m,w,"8535006,8327291,8526686,8711647,8736082","548000.0,548000.0,548000.0,540000.0,540000.0","RFA-RM-08-024,RFA-RM-08-024,RFA-RM-08-024,RFA-RM-08-024,RFA-RM-08-024"
8895787,m,w,"9691056,9451958,9451946,9696254,9696253","1845000.0,1875000.0,1875000.0,1845000.0,1845000.0","RFA-MD-15-013,RFA-MD-15-013,RFA-MD-15-013,RFA-MD-15-013,RFA-MD-15-013"
8840761,m,w,"7687143,8233411,8233407,7687233,8435565","102200.0,95900.0,95900.0,102200.0,95900.0","RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001"
9405263,f,w,"8846190,9133162,9340013,9340010,9349356","931000.0,917000.0,875000.0,875000.0,875000.0","RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016"
10438725,f,w,"10215380,9939981,9941252,9941251,9941250","632200.0,670350.0,670350.0,670350.0,670350.0","RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001"
10202410,m,w,"8302453,8099426,7939372,7940773,7940614","411000.00000000006,420000.0,432000.0,432000.0,432000.0","RFA-AI-09-028,RFA-AI-09-028,RFA-AI-09-028,RFA-AI-09-028,RFA-AI-09-028"
9062194,m,a,"10350839,10463110,9565591,9552843,9762106","348000.0,348000.0,375000.0,375000.0,369000.0","RFA-ES-16-007,RFA-ES-16-007,RFA-ES-16-007,RFA-ES-16-007,RFA-ES-16-007"
10213779,m,w,"10254298,10242850,10037910,10037863,10475730","290000.0,290000.0,307500.0,307500.0,267500.0","RFA-RM-19-003,RFA-RM-19-003,RFA-RM-19-003,RFA-RM-19-003,RFA-RM-19-003"
9242789,f,w,"8826120,8791686,8605677,8605752,8606033","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009"
9127053,f,w,"8368596,8974731,8607054,8368605,8976076","205500.00000000003,196500.0,199500.0,205500.00000000003,196500.0","RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020"
10474231,f,w,"9918028,10709866,10475828,10475829,10475830","11992500.0,10042500.0,10432500.0,10432500.0,10432500.0","RFA-NS-19-012,RFA-NS-19-012,RFA-NS-19-012,RFA-NS-19-012,RFA-NS-19-012"
9527723,m,w,"9677596,9511733,9897624,9471794,9497756","615000.0,625000.0,615000.0,625000.0,625000.0","RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002"
7676439,m,w,"8711622,8811407,9024442,9024425,9024434","1995000.0,1995000.0,1965000.0,1965000.0,1965000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
9044574,m,w,"10598566,10171851,10355532,10381734,9948263","772500.0,869999.9999999999,802500.0,802500.0,922500.0","RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007"
9677061,m,w,"8904013,8599113,8598612,8728236,8728858","266000.0,270000.0,270000.0,266000.0,266000.0","RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007"
9881355,m,w,"9493555,9313019,9929040,9929041,9940875","750000.0,750000.0,738000.0,738000.0,738000.0","RFA-MH-17-350,RFA-MH-17-350,RFA-MH-17-350,RFA-MH-17-350,RFA-MH-17-350"
9110573,f,w,"9769503,9519556,9769389,9519557,10003019","553500.0,562500.0,562500.0,562500.0,553500.0","RFA-FD-16-022,RFA-FD-16-022,RFA-FD-16-022,RFA-FD-16-022,RFA-FD-16-022"
9123492,f,w,"8120916,8308777,7900543,7900542,7900541","720000.0,700000.0,730000.0,730000.0,730000.0","RFA-AA-07-001,RFA-AA-07-001,RFA-AA-07-001,RFA-AA-07-001,RFA-AA-07-001"
8068021,m,w,"9555026,9723180,9384724,10219339,9957191","335625.0,330255.0,335625.0,311460.0,330255.0","RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014"
8573792,f,w,"9985200,9823404,9826629,9824222,10016163","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511"
7903662,m,w,"9301575,9522828,9514445,9518443,9517965","393750.0,393750.0,393750.0,393750.0,393750.0","RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011"
10460076,m,w,"8882257,8766909,8768636,8768731,8874104","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038"
8554927,m,h,"9420368,9420111,9420764,9568766,9568754","375000.0,375000.0,375000.0,375000.0,375000.0","RFA-EB-17-001,RFA-EB-17-001,RFA-EB-17-001,RFA-EB-17-001,RFA-EB-17-001"
9888512,m,w,"8611914,8474132,8611913,8637972,8611916","997500.0,1012500.0,997500.0,997500.0,997500.0","RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022"
8167975,m,w,"8123169,8113418,8133477,8009479,8071591","175000.0,175000.0,175000.0,175000.0,175000.0","RFA-RR-09-001,RFA-RR-09-001,RFA-RR-09-001,RFA-RR-09-001,RFA-RR-09-001"
9693721,f,w,"8145186,8043433,8486608,8149864,8150960","280000.0,288000.0,280000.0,280000.0,280000.0","RFA-DK-10-002,RFA-DK-10-002,RFA-DK-10-002,RFA-DK-10-002,RFA-DK-10-002"
8410036,m,w,"10267764,10263368,10263262,10261519,10126385","232000.0,232000.0,232000.0,232000.0,246000.0","RFA-MD-20-005,RFA-MD-20-005,RFA-MD-20-005,RFA-MD-20-005,RFA-MD-20-005"
8141176,m,h,"7570377,7572008,7570504,7937155,7574747","219000.0,219000.0,219000.0,219000.0,219000.0","RFA-HD-07-021,RFA-HD-07-021,RFA-HD-07-021,RFA-HD-07-021,RFA-HD-07-021"
10212851,m,w,"8435565,8824769,8432476,8825205,8033582","95900.0,93100.0,94500.0,93100.0,100800.0","RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001"
7936981,f,w,"10548751,10447429,10544758,10544753,10447530","772500.0,802500.0,772500.0,772500.0,802500.0","RFA-OD-21-008,RFA-OD-21-008,RFA-OD-21-008,RFA-OD-21-008,RFA-OD-21-008"
10488746,m,w,"8928948,9551755,9248530,8928961,8928707","665000.0,625000.0,665000.0,665000.0,665000.0","RFA-CA-14-010,RFA-CA-14-010,RFA-CA-14-010,RFA-CA-14-010,RFA-CA-14-010"
9129437,f,h,"8875343,8876086,8876120,10299607,9705211","266000.0,266000.0,266000.0,535000.0,615000.0","RFA-MD-14-003,RFA-MD-14-003,RFA-MD-14-003,RFA-MD-18-005,RFA-MD-18-005"
9673713,f,w,"7665378,7914797,7610959,7683056,7568255","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006"
10727503,m,w,"9086004,9553870,9771778,9744849,9321208","1330000.0,1250000.0,1250000.0,1230000.0,1250000.0","RFA-NS-15-009,RFA-NS-15-009,RFA-NS-15-009,RFA-NS-15-009,RFA-NS-15-009"
9771325,f,w,"9187756,9348645,9188495,9554612,9552161","393000.0,375000.0,393000.0,375000.0,375000.0","RFA-ES-15-013,RFA-ES-15-013,RFA-ES-15-013,RFA-ES-15-013,RFA-ES-15-013"
8705607,m,a,"10479872,10690762,10263942,10260641,10260510","267500.0,257500.0,290000.0,290000.0,290000.0","RFA-RM-19-008,RFA-RM-19-008,RFA-RM-19-008,RFA-RM-19-008,RFA-RM-19-008"
8378811,m,w,"8137460,8843059,8137493,8134497,8661328","350000.0,332500.0,350000.0,350000.0,332500.0","RFA-RR-10-005,RFA-RR-10-005,RFA-RR-10-005,RFA-RR-10-005,RFA-RR-10-005"
8659449,m,w,"8756564,9778989,8758202,8757453,9068107","199500.0,187500.0,199500.0,199500.0,196500.0","RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010"
9098766,m,w,"9930352,10256617,10137942,9930827,9930759","184500.0,174000.0,174000.0,184500.0,184500.0","RFA-ES-19-002,RFA-ES-19-002,RFA-ES-19-002,RFA-ES-19-002,RFA-ES-19-002"
8723736,m,w,"9088128,8551727,8680060,9087039,8551728","458500.0,472500.00000000006,465500.0,458500.0,472500.00000000006","RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010"
10213703,m,w,"10213705,9567470,9566872,9566868,9767989","214000.0,250000.0,250000.0,250000.0,250000.0","RFA-DK-16-025,RFA-DK-16-025,RFA-DK-16-025,RFA-DK-16-025,RFA-DK-16-025"
10003183,m,w,"7692869,8906816,8923170,8722504,8901076","1095000.0,399000.0,399000.0,399000.0,399000.0","RFA-CA-07-041,RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003"
8694876,f,w,"10821572,10359831,10206685,8496399,9205480","309000.0,321000.0,348000.0,1012500.0,937500.0","RFA-AI-20-003,RFA-AI-20-003,RFA-AI-20-003,RFA-AI-12-014,RFA-AI-12-014"
8607479,m,w,"7837680,7828104,7637293,7840427,7840428","1368000.0,1387000.0,1387000.0,1387000.0,1387000.0","RFA-MD-06-002,RFA-MD-06-002,RFA-MD-06-002,RFA-MD-06-002,RFA-MD-06-002"
10002120,f,b,"9957191,10219339,9384724,9723180,9555026","330255.0,311460.0,335625.0,330255.0,335625.0","RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014"
8468491,m,w,"8453238,9750891,9037573,9038223,9037572","1890000.0,1750000.0,1834000.0,1834000.0,1834000.0","RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013"
8513359,m,w,"7663788,7682224,8138246,7931242,7673312","328500.0,328500.0,324000.0,328500.0,328500.0","RFA-GM-07-003,RFA-GM-07-003,RFA-GM-07-003,RFA-GM-07-003,RFA-GM-07-003"
9455787,m,a,"10694859,10320527,10479039,10479040,10479093","386250.0,435000.0,401250.0,401250.0,401250.0","RFA-AT-21-003,RFA-AT-21-003,RFA-AT-21-003,RFA-AT-21-003,RFA-AT-21-003"
9605470,f,w,"7991894,8128700,7687610,7928986,10746928","576000.0,560000.0,584000.0,576000.0,947600.0","RFA-HD-09-008,RFA-HD-09-008,RFA-HD-05-040,RFA-HD-05-040,RFA-HD-23-012"
8915901,m,w,"7912889,7691229,8048323,8107527,7892383","936000.0,949000.0,936000.0,910000.0,936000.0","RFA-HL-08-003,RFA-HL-08-003,RFA-HL-08-003,RFA-HL-08-003,RFA-HL-08-003"
9565980,m,w,"9987331,9593805,9783777,10215266,10454343","307500.0,312500.0,307500.0,290000.0,267500.0","RFA-DK-17-034,RFA-DK-17-034,RFA-DK-17-034,RFA-DK-17-034,RFA-DK-17-034"
9375911,m,w,"10551944,10552842,10684865,10684900,8550848","535000.0,535000.0,515000.0,515000.0,337500.0","RFA-RM-22-005,RFA-RM-22-005,RFA-RM-22-005,RFA-RM-22-005,RFA-RM-11-007"
10707371,m,a,"7692869,7849683,7649476,7632259,7614367","1095000.0,360000.0,365000.0,365000.0,365000.0","RFA-CA-07-041,RFA-CA-07-036,RFA-CA-07-036,RFA-CA-07-036,RFA-CA-07-036"
8449134,m,w,"9291406,8847623,9065464,8605381,10031380","62500.0,66500.0,65500.0,66500.0,613770.0","RFA-AG-13-014,RFA-AG-13-014,RFA-AG-13-014,RFA-AG-13-014,RFA-NS-20-004"
8380242,f,w,"8782607,8552185,9828042,9829067,8975603","6960332.890000001,6960332.890000001,6436999.59,6436999.59,6855666.23","RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008"
8294455,f,b,"8208998,8075931,8706704,8310798,8306593","342500.0,360000.0,332500.0,342500.0,342500.0","RFA-MD-10-005,RFA-MD-10-005,RFA-MD-10-005,RFA-MD-10-005,RFA-MD-10-005"
8664391,m,w,"9022630,9198965,9873964,9390795,9441650","622250.0,593750.0,584250.0,593750.0,593750.0","RFA-ES-15-003,RFA-ES-15-003,RFA-ES-15-003,RFA-ES-15-003,RFA-ES-15-003"
8448146,f,w,"9692618,8847071,8849256,8850278,9483587","1230000.0,1330000.0,1330000.0,1330000.0,1250000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
8626073,m,w,"9534224,9256463,8670647,8670526,8669558","1500000.0,1500000.0,1596000.0,1596000.0,1596000.0","RFA-DK-13-005,RFA-DK-13-005,RFA-DK-13-005,RFA-DK-13-005,RFA-DK-13-005"
10921909,f,w,"8774782,9733444,9548217,9548219,9548214","299250.0,281250.0,281250.0,281250.0,281250.0","RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012"
9901508,m,w,"8060640,7813882,7857001,7922385,7626351","1050000.0,1080000.0,1095000.0,1095000.0,1095000.0","RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001"
7961408,m,w,"8490519,8269721,9085468,8636506,8490516","2700000.0,2740000.0,2620000.0,2660000.0,2700000.0","RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001"
9932869,m,w,"10405083,10404609,9674675,9675060,9789168","374500.0,374500.0,437500.0,437500.0,430500.0","RFA-AG-18-026,RFA-AG-18-026,RFA-AG-18-026,RFA-AG-18-026,RFA-AG-18-026"
7959851,m,w,"10479044,10309098,10746327,10745889,10693955","214000.0,232000.0,206000.0,206000.0,206000.0","RFA-ES-20-015,RFA-ES-20-015,RFA-ES-20-015,RFA-ES-20-015,RFA-ES-20-015"
10913910,f,b,"7623192,8454664,10469898,10740765,7668498","219000.0,205500.00000000003,277785.91000000003,515000.0,474500.0","RFA-DA-06-001,RFA-DA-06-001,RFA-DA-22-001,RFA-DA-23-028,RFA-RM-06-006"
7933884,m,w,"8625332,8456893,8802889,8805847,8286508","172900.0,175500.0,172900.0,172900.0,178100.0","RFA-HL-12-009,RFA-HL-12-009,RFA-HL-12-009,RFA-HL-12-009,RFA-HL-12-009"
8656788,m,w,"10580530,10581009,10581161,8875973,9095500","1030000.0,1030000.0,1030000.0,1330000.0,1310000.0","RFA-HL-23-008,RFA-HL-23-009,RFA-HL-23-009,RFA-HL-14-012,RFA-HL-14-012"
10264100,f,w,"9741953,10114279,9857598,8251698,8251834","430500.0,406000.0,430500.0,70000.0,70000.0","RFA-DK-17-019,RFA-DK-17-019,RFA-DK-17-019,RFA-DK-11-007,RFA-DK-11-007"
8543040,f,w,"9783372,9783397,8618291,8618274,8620276","276750.0,276750.0,303750.0,303750.0,303750.0","RFA-ES-18-008,RFA-ES-18-008,RFA-ES-13-003,RFA-ES-13-003,RFA-ES-13-003"
9928487,m,a,"8111877,9303517,8317544,9130492,9130493","1540000.0,1441000.0,1507000.0000000002,1463000.0,1463000.0","RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041"
8725931,m,w,"8725927,8444042,9554220,9543603,9543601","532000.0,548000.0,500000.0,500000.0,500000.0","RFA-AR-12-002,RFA-AR-12-002,RFA-AR-12-002,RFA-AR-12-002,RFA-AR-12-002"
7935209,m,w,"9420513,9229518,9024447,9003024,8705776","625000.0,625000.0,655000.0,655000.0,665000.0","RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042"
8663601,m,w,"9778989,9068107,8925885,8913969,8910705","187500.0,196500.0,199500.0,199500.0,199500.0","RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010"
7929915,f,w,"9517021,9303345,9318512,9520035,9530644","250000.0,250000.0,250000.0,250000.0,250000.0","RFA-DK-15-013,RFA-DK-15-013,RFA-DK-15-013,RFA-DK-15-013,RFA-DK-15-013"
9782986,f,w,"7936971,7888661,7887230,7936966,8282062","540000.0,547500.0,547500.0,540000.0,342500.0","RFA-MD-09-006,RFA-MD-09-006,RFA-MD-09-006,RFA-MD-09-006,RFA-MD-12-001"
8413862,m,w,"9605108,9186491,8782594,9392124,9389475","6436999.59,6541666.25,6960332.890000001,6541666.25,6541666.25","RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008"
9404695,m,a,"9833527,9591340,9827572,9827576,9055179","492000.0,492000.0,492000.0,492000.0,524000.0","RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018"
10113371,f,w,"9037282,9313725,9037332,9147638,9148241","266000.0,250000.0,266000.0,262000.0,262000.0","RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215"
7626248,f,w,"8555495,8381604,8568025,8534737,8728763","171250.0,171250.0,168750.0,168750.0,168750.0","RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001"
8693901,m,w,"10456188,10300711,10450710,10450854,10455032","107000.0,116000.0,107000.0,107000.0,107000.0","RFA-AG-21-023,RFA-AG-21-023,RFA-AG-21-023,RFA-AG-21-023,RFA-AG-21-023"
10556716,m,b,"7936971,7936966,7887230,7888661,9451945","540000.0,540000.0,547500.0,547500.0,1875000.0","RFA-MD-09-006,RFA-MD-09-006,RFA-MD-09-006,RFA-MD-09-006,RFA-MD-15-013"
8204482,m,w,"8401900,8197412,8204482,8204667,8197211","249750.00000000003,253450.00000000003,253450.00000000003,253450.00000000003,253450.00000000003","RFA-HD-08-025,RFA-HD-08-025,RFA-HD-08-025,RFA-HD-08-025,RFA-HD-08-025"
10454365,f,w,"10223411,9751962,10216322,9988920,9986881","290000.0,307500.0,290000.0,307500.0,307500.0","RFA-HL-17-009,RFA-HL-17-009,RFA-HL-17-009,RFA-HL-17-009,RFA-HL-17-009"
9336886,m,w,"8477030,8049197,8242875,8245210,8242841","1046250.0,1085000.0,1061750.0,1061750.0,1061750.0","RFA-DK-07-504,RFA-DK-07-504,RFA-DK-07-504,RFA-DK-07-504,RFA-DK-07-504"
8846763,m,w,"9644737,10407966,10153614,10437950,10170194","625000.0,535000.0,580000.0,535000.0,580000.0","RFA-AG-18-023,RFA-AG-18-023,RFA-AG-18-023,RFA-AG-18-023,RFA-AG-18-023"
9739101,f,a,"9741770,9751141,9341423,9343478,9343397","861000.0,861000.0,875000.0,875000.0,875000.0","RFA-RM-16-005,RFA-RM-16-005,RFA-RM-16-005,RFA-RM-16-005,RFA-RM-16-005"
10242367,m,w,"10662146,10188501,10650153,9741972,10347687","257500.0,3712000.0,3296000.0,3936000.0,3712000.0","RFA-DE-23-001,RFA-DE-19-001,RFA-DE-19-001,RFA-DE-19-001,RFA-DE-19-001"
10610207,m,w,"9729486,10612382,9738912,10382421,10397027","922500.0,772500.0,922500.0,802500.0,802500.0","RFA-ES-18-004,RFA-ES-18-004,RFA-ES-18-004,RFA-ES-18-004,RFA-ES-18-004"
8322678,f,w,"7936388,8146127,7688622,7688644,7688654","365000.0,350000.0,365000.0,365000.0,365000.0","RFA-DK-06-504,RFA-DK-06-504,RFA-DK-06-504,RFA-DK-06-504,RFA-DK-06-504"
8381867,m,w,"8877784,9069905,9031830,9098759,9098768","199500.0,196500.0,196500.0,196500.0,196500.0","RFA-RM-14-005,RFA-RM-14-005,RFA-RM-14-005,RFA-RM-14-005,RFA-RM-14-005"
8765706,f,w,"8554310,8433794,8433290,8434398,8433688","1350000.0,1370000.0,1370000.0,1370000.0,1370000.0","RFA-HD-12-210,RFA-HD-12-210,RFA-HD-12-210,RFA-HD-12-210,RFA-HD-12-210"
8601381,f,w,"10470383,9918124,10019446,10687817,10241399","374500.0,430500.0,430500.0,360500.0,406000.0","RFA-AA-19-006,RFA-AA-19-006,RFA-AA-19-006,RFA-AA-19-006,RFA-AA-19-006"
8063556,f,h,"8450155,8056668,8637907,8277428,8244370","675000.0,700000.0,665000.0,685000.0,685000.0","RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016"
9474479,f,h,"10731695,10328020,10328173,10327920,10686097","154500.0,261000.0,261000.0,261000.0,231750.0","RFA-OD-22-015,RFA-MH-21-150,RFA-MH-21-150,RFA-MH-21-150,RFA-MH-21-150"
9248352,m,w,"10696217,10529816,10703511,10659250,10528596","1854000.0,1926000.0,1854000.0,1854000.0,1926000.0","RFA-DE-22-004,RFA-DE-22-004,RFA-DE-22-003,RFA-DE-22-003,RFA-DE-22-003"
9380694,f,w,"7681127,7790635,7666974,7591711,7569019","365000.0,360000.0,365000.0,365000.0,365000.0","RFA-HL-05-019,RFA-HL-05-019,RFA-HL-05-019,RFA-HL-05-019,RFA-HL-05-019"
9194005,m,w,"8865708,8526591,9293376,9293391,9288227","266000.0,270000.0,250000.0,250000.0,250000.0","RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008"
8378844,m,w,"7599190,7796711,7610959,7683056,7568255","292000.0,288000.0,292000.0,292000.0,292000.0","RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006"
9744629,m,w,"10330219,10690696,10330342,10492637,10487531","579998.84,514998.97,579998.84,534998.93,534998.93","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
9064040,m,w,"10037854,10037968,10031380,10037760,8464336","613770.0,613770.0,613770.0,613770.0,1027500.0","RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-OD-12-004"
9020613,m,w,"9591641,9788281,10152525,9927601,10369638","312500.0,307500.0,290000.0,307500.0,267500.0","RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031"
9989215,f,w,"8451287,8851581,8565065,8451292,8451288","1012500.0,997500.0,1012500.0,1012500.0,1012500.0","RFA-DK-11-004,RFA-DK-11-004,RFA-DK-11-004,RFA-DK-11-004,RFA-DK-11-004"
10559544,f,w,"8229848,8229227,8514610,8514609,8335408","280000.0,280000.0,270000.0,270000.0,274000.0","RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005"
8068355,m,w,"10479039,10320714,10479040,10479093,10479136","401250.0,435000.0,401250.0,401250.0,401250.0","RFA-AT-21-003,RFA-AT-21-003,RFA-AT-21-003,RFA-AT-21-003,RFA-AT-21-003"
8468489,m,w,"10089400,10348654,10397134,9859033,9862438","348000.0,321000.0,321000.0,369000.0,369000.0","RFA-AI-18-042,RFA-AI-18-042,RFA-AI-18-042,RFA-AI-18-042,RFA-AI-18-042"
10222437,m,h,"10319220,10626025,10319735,10319713,10319695","290000.0,257500.0,290000.0,290000.0,290000.0","RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021"
9973053,f,w,"10207461,9986603,9986606,9986609,9986610","2610000.0,2767500.0,2767500.0,2767500.0,2767500.0","RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002"
9323220,m,w,"9429344,9428316,9429378,10085704,9429474","625000.0,625000.0,625000.0,625000.0,625000.0","RFA-AG-17-055,RFA-AG-17-055,RFA-AG-17-055,RFA-AG-17-055,RFA-AG-17-055"
10450034,m,w,"9430880,9429358,9569726,9568823,10094515","62500.0,62500.0,62500.0,62500.0,615000.0","RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-AG-20-033"
8889316,m,w,"8326195,8137172,8535733,8535734,8326110","685000.0,700000.0,675000.0,675000.0,685000.0","RFA-DK-08-012,RFA-DK-08-012,RFA-DK-08-012,RFA-DK-08-012,RFA-DK-08-012"
