APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-base(para)_r_w,APPVAL_RECS_bert-base(para)_r_w,FOA_RECS_bert-base(para)_r_w
9973053,f,w,"10301286,10302989,10669855,10669873,10671993","1160000.0,1160000.0,1070000.0,1070000.0,1070000.0","RFA-AG-21-025,RFA-AG-21-025,RFA-AG-21-025,RFA-AG-21-025,RFA-AG-21-025"
9323220,m,w,"8851500,9057934,9471780,8867993,9242535","299250.0,294750.0,281250.0,299250.0,281250.0","RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002"
10450034,m,w,"10003929,10250343,9562023,9548539,9562020","4305000.0,4060000.0,4375000.0,4375000.0,4375000.0","RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014"
8889316,m,w,"8045219,8045197,8046269,8043877,8045301","576000.0,576000.0,576000.0,576000.0,576000.0","RFA-OD-10-010,RFA-OD-10-010,RFA-OD-10-010,RFA-OD-10-010,RFA-OD-10-010"
9672435,m,w,"9903302,9672443,9677068,9677067,9677065","1230000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-ES-17-003,RFA-ES-17-003,RFA-ES-17-003,RFA-ES-17-003,RFA-ES-17-003"
7929534,m,h,"8819101,9229518,8895833,8820238,9433510","665000.0,625000.0,665000.0,665000.0,625000.0","RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042"
9745244,f,w,"10398878,10463545,10615691,10613364,10613361","1070000.0,1070000.0,1030000.0,1030000.0,1030000.0","RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012"
10691324,f,w,"10234021,9405712,10019311,10020294,10020295","290000.0,312500.0,307500.0,307500.0,307500.0","RFA-AA-17-015,RFA-AA-17-015,RFA-AA-17-015,RFA-AA-17-015,RFA-AA-17-015"
9542215,m,w,"10455092,10232691,10676779,10676780,10676785","535000.0,580000.0,515000.0,515000.0,515000.0","RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003"
10203749,m,w,"8289724,8304597,8331004,8331005,8331006","350000.0,350000.0,350000.0,350000.0,350000.0","RFA-AI-05-026,RFA-AI-05-026,RFA-AI-05-026,RFA-AI-05-026,RFA-AI-05-026"
7770832,m,w,"9928385,9421907,9695908,9565384,9264682","430500.0,437500.0,430500.0,437500.0,458500.0","RFA-AG-17-002,RFA-AG-17-002,RFA-AG-17-002,RFA-AG-17-002,RFA-AG-16-005"
8033409,f,w,"8743405,8141178,7670295,7905960,7905959","1012500.0,1080000.0,1095000.0,1095000.0,1095000.0","RFA-HD-07-012,RFA-HD-07-012,RFA-HD-07-012,RFA-HD-07-012,RFA-HD-07-012"
7687462,f,w,"10066711,10231234,10391545,10410437,10066724","369000.0,348000.0,321000.0,321000.0,369000.0","RFA-ES-20-003,RFA-ES-20-003,RFA-ES-20-003,RFA-ES-20-003,RFA-ES-20-003"
9464396,m,w,"9734505,10260437,10153840,10137295,10137294","1476000.0,1284000.0,1392000.0,1392000.0,1392000.0","RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017"
9350342,m,w,"8106424,7935462,7814834,10020962,10018015","210000.0,216000.0,219000.0,615000.0,615000.0","RFA-HS-09-001,RFA-HS-09-001,RFA-HS-09-001,RFA-HS-19-003,RFA-HS-19-003"
8748717,m,a,"8975055,9126612,8004820,8423807,8005774","665000.0,655000.0,576000.0,540000.0,576000.0","RFA-MH-15-850,RFA-MH-15-850,RFA-MH-10-060,RFA-MH-10-060,RFA-MH-10-060"
9916276,f,w,"9264661,9264681,9264670,9264682,9264452","458500.0,458500.0,458500.0,458500.0,62500.0","RFA-AG-16-005,RFA-AG-16-005,RFA-AG-16-005,RFA-AG-16-005,RFA-AG-16-003"
9321515,f,b,"9657920,9657326,9782991,9781759,9765391","437500.0,437500.0,430500.0,430500.0,430500.0","RFA-MD-18-003,RFA-MD-18-003,RFA-MD-18-003,RFA-MD-18-003,RFA-MD-18-003"
10615675,m,w,"10379613,10378934,10377742,10379210,8412815","274540.60000000003,274540.60000000003,274540.60000000003,274540.60000000003,548000.0","RFA-ES-21-002,RFA-ES-21-002,RFA-ES-21-002,RFA-ES-21-003,RFA-ES-09-007"
7660318,f,w,"8666913,8282198,8451885,8459979,8452056","1012500.0,1027500.0,1012500.0,1012500.0,1012500.0","RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004"
9732555,f,w,"8517895,9108891,8868954,8913107,8414034","1027500.0,982500.0,997500.0,997500.0,1027500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
8033712,m,w,"8849086,8850656,8853001,8852336,8853116","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
8842991,m,w,"8649938,9926425,9921556,9921557,9921559","199500.0,184500.0,184500.0,184500.0,184500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
8036016,m,w,"8301247,9058482,9087130,9067917,8839869","411000.00000000006,393000.0,393000.0,393000.0,399000.0","RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024"
9514114,m,w,"7626351,7922385,7857001,8060640,7813882","1095000.0,1095000.0,1095000.0,1050000.0,1080000.0","RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001"
7696523,m,w,"9045566,9475155,9682439,9682437,9475560","157200.0,150000.0,147600.0,147600.0,150000.0","RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028"
8382101,f,a,"10197344,9658441,9526088,9524992,10267729","307500.0,307500.0,312500.0,312500.0,290000.0","RFA-AR-17-009,RFA-AR-17-009,RFA-AR-17-009,RFA-AR-17-009,RFA-AR-19-013"
10377360,f,h,"9344670,9015857,9755478,9151629,9546829","187500.0,199500.0,184500.0,196500.0,187500.0","RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031"
8791171,m,w,"9674261,9784662,9928881,9787108,10432056","625000.0,625000.0,4059000.0,4059000.0,3531000.0","RFA-AG-18-025,RFA-AG-18-025,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021"
10610939,m,w,"9827576,9833527,9403217,9389516,9392920","492000.0,492000.0,500000.0,500000.0,500000.0","RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018"
10207300,f,w,"10639682,10878229,10633534,10638169,10639980","535000.0,515000.0,535000.0,535000.0,535000.0","RFA-FD-22-005,RFA-FD-22-005,RFA-FD-22-005,RFA-FD-22-005,RFA-FD-22-005"
9988327,m,a,"9784662,9674261,8847623,8605381,9065464","625000.0,625000.0,66500.0,66500.0,65500.0","RFA-AG-18-025,RFA-AG-18-025,RFA-AG-13-014,RFA-AG-13-014,RFA-AG-13-014"
8573090,m,w,"9857767,10438814,10218053,10887661,10670069","307500.0,267500.0,290000.0,257500.0,257500.0","RFA-AG-19-015,RFA-AG-19-015,RFA-AG-19-015,RFA-AG-19-015,RFA-AG-19-015"
8132958,m,a,"7928722,8085746,7693772,7693776,7693767","720000.0,720000.0,730000.0,730000.0,730000.0","RFA-DK-07-012,RFA-DK-07-012,RFA-DK-07-012,RFA-DK-07-012,RFA-DK-07-012"
8913893,f,w,"10722943,8756563,8900971,9120351,9096087","772500.0,665000.0,665000.0,655000.0,655000.0","RFA-DA-23-041,RFA-AT-14-003,RFA-AT-14-003,RFA-AT-14-003,RFA-AT-14-003"
9811922,f,w,"10413034,9597601,9753104,10165449,9927973","749000.0,875000.0,861000.0,812000.0,861000.0","RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016"
9544165,f,w,"9146308,8984656,8982779,9544148,9544165","1572000.0,1596000.0,1596000.0,1500000.0,1500000.0","RFA-DE-15-006,RFA-DE-15-006,RFA-DE-15-006,RFA-DE-15-006,RFA-DE-15-006"
9279195,m,b,"8925805,8883055,8881515,9124602,9124604","266000.0,266000.0,266000.0,262000.0,262000.0","RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082"
8726256,f,a,"7619020,7825428,7894840,7822886,7877782","292000.0,288000.0,288000.0,288000.0,288000.0","RFA-AG-07-001,RFA-AG-07-001,RFA-AG-07-001,RFA-AG-07-001,RFA-AG-07-001"
10494227,f,w,"9614806,9303201,9392722,9356785,9148196","430500.0,437500.0,437500.0,458500.0,458500.0","RFA-MD-15-001,RFA-MD-15-001,RFA-MD-15-001,RFA-MD-15-001,RFA-MD-15-001"
9353754,m,w,"10285797,10675713,10470302,10094004,10116490","261000.0,231750.0,240750.0,261000.0,261000.0","RFA-MH-20-506,RFA-MH-20-506,RFA-MH-20-506,RFA-MH-18-706,RFA-MH-18-706"
9036863,f,w,"10615696,10463545,10613364,10613361,10613359","1030000.0,1070000.0,1030000.0,1030000.0,1030000.0","RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012"
8829105,m,w,"8849315,9756274,9756277,9756279,9756281","1330000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
10165939,f,w,"10403984,10137237,10606502,10606501,10602540","1070000.0,1160000.0,1030000.0,1030000.0,1030000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
8706184,m,a,"8913107,8550801,8868954,8414034,8413975","997500.0,1012500.0,997500.0,1027500.0,1027500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
8443130,f,w,"8606248,8589013,8443565,8443130,8443625","232750.0,232750.0,236250.00000000003,236250.00000000003,236250.00000000003","RFA-MH-13-021,RFA-MH-13-021,RFA-MH-13-021,RFA-MH-13-021,RFA-MH-13-021"
9242660,m,w,"9605415,10374021,10133693,10133114,10133113","1500000.0,1284000.0,1392000.0,1392000.0,1392000.0","RFA-HD-18-008,RFA-HD-18-008,RFA-HD-18-008,RFA-HD-18-008,RFA-HD-18-008"
7665190,f,w,"8851212,8853184,8849086,8852388,8852457","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
9706905,f,w,"8300801,8206410,8472537,8210130,8320113","274000.0,280000.0,675000.0,700000.0,685000.0","RFA-MH-11-081,RFA-MH-11-081,RFA-MH-11-080,RFA-MH-11-080,RFA-MH-11-080"
9492746,f,a,"8729741,9492746,8853813,8896067,8885907","299250.0,625000.0,665000.0,665000.0,665000.0","RFA-MH-14-182,RFA-MH-14-180,RFA-MH-14-180,RFA-MH-14-180,RFA-MH-14-180"
9111775,m,h,"8688129,9407092,8395502,8395547,8395435","532000.0,500000.0,548000.0,548000.0,548000.0","RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012"
10045458,f,w,"8367997,8548223,9555305,10492015,10272338","274000.0,270000.0,375000.0,695500.0,754000.0","RFA-AG-12-003,RFA-AG-12-003,RFA-AG-17-056,RFA-AG-21-018,RFA-AG-21-018"
9828762,m,w,"7904946,7586877,7691362,7919325,8127673","360000.0,365000.0,365000.0,360000.0,350000.0","RFA-AA-08-008,RFA-AA-08-008,RFA-AA-08-008,RFA-AA-08-007,RFA-AA-08-007"
10187890,f,w,"7869504,7911439,9113665,8797263,9321144","292000.0,292000.0,327500.0,332500.0,312500.0","RFA-NS-07-004,RFA-NS-07-004,RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214"
8392954,m,w,"7559639,8414863,8717181,8415476,8389844","292000.0,270000.0,270000.0,270000.0,270000.0","RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002"
8624691,f,w,"10581922,10708941,8822291,8624691,9015436","214000.0,206000.0,53200.0,53200.0,52400.0","RFA-DK-21-018,RFA-DK-21-018,RFA-DK-12-005,RFA-DK-12-005,RFA-DK-12-005"
7960554,m,w,"10738667,7932548,7618823,7618822,7581080","772500.0,252000.0,255500.0,255500.0,255500.0","RFA-DE-23-006,RFA-DE-07-005,RFA-DE-07-005,RFA-DE-07-005,RFA-DE-07-005"
9962210,m,w,"7817072,8448161,8448148,8458084,8460029","1440000.0,1350000.0,1350000.0,1350000.0,1350000.0","RFA-AG-09-001,RFA-AG-09-001,RFA-AG-09-001,RFA-AG-09-001,RFA-AG-09-001"
9905213,m,w,"7687367,7882658,7884268,8114154,7684744","365000.0,360000.0,360000.0,350000.0,365000.0","RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004"
8103915,f,w,"8917864,8883116,8729394,8878029,8704880","199500.0,199500.0,199500.0,199500.0,199500.0","RFA-AR-13-004,RFA-AR-13-004,RFA-AR-13-004,RFA-AR-13-004,RFA-AR-13-004"
8507250,m,w,"8381136,8508980,8508976,8501587,8134789","1027500.0,1012500.0,1012500.0,1012500.0,1080000.0","RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016"
9329432,f,w,"9769090,8992423,9349357,9329432,9330198","430500.0,465500.0,437500.0,437500.0,437500.0","RFA-OD-15-001,RFA-OD-15-001,RFA-OD-15-001,RFA-OD-15-001,RFA-OD-15-001"
8127832,m,a,"8651877,9037574,8442253,8453240,8453235","1862000.0,1834000.0,1890000.0,1890000.0,1890000.0","RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013"
8382518,m,w,"9277183,9277129,9276457,9277018,9275763","937500.0,937500.0,937500.0,937500.0,937500.0","RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002"
8465052,m,w,"7599120,8221187,8465052,7672344,7897724","584000.0,576000.0,548000.0,584000.0,576000.0","RFA-DC-07-002,RFA-DC-07-002,RFA-DC-07-002,RFA-DC-07-002,RFA-DC-07-002"
10458695,m,w,"10692573,10451783,10689726,10445251,10692577","561350.0,583150.0,561350.0,583150.0,561350.0","RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002"
10623276,f,w,"9145096,9145769,9143587,9145258,9143595","982500.0,982500.0,982500.0,982500.0,982500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
9381585,f,w,"8290541,8310258,8537085,8150476,8150462","479500.00000000006,479500.00000000006,479500.00000000006,490000.0,490000.0","RFA-RM-09-020,RFA-RM-09-020,RFA-RM-09-020,RFA-RM-09-020,RFA-RM-09-020"
8441094,m,a,"9751714,9753822,9754733,9754731,9754724","1353000.0,1353000.0,1353000.0,1353000.0,1353000.0","RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018"
9486002,f,b,"8874272,8368195,9534826,8724107,8550814","332500.0,342500.0,312500.0,337500.0,337500.0","RFA-HL-12-032,RFA-HL-12-032,RFA-HL-12-032,RFA-HL-12-032,RFA-HL-12-032"
7922150,m,w,"8137739,7777068,7681186,7681819,7681181","274000.0,292000.0,292000.0,292000.0,292000.0","RFA-HL-06-108,RFA-HL-06-108,RFA-HL-06-108,RFA-HL-06-108,RFA-HL-06-108"
9743096,f,w,"10455092,10463723,10463725,10477227,10477228","535000.0,535000.0,535000.0,535000.0,535000.0","RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003"
8516950,f,w,"10165449,10413034,9927973,9753104,9597601","812000.0,749000.0,861000.0,861000.0,875000.0","RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016"
8314067,f,b,"10588240,9729365,9729363,9729362,9729361","1545000.0,1845000.0,1845000.0,1845000.0,1845000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
8261207,f,w,"9789854,9565694,9983644,10492705,8712163","4428000.0,4500000.0,4428000.0,3852000.0,4615100.0","RFA-CA-17-027,RFA-CA-17-027,RFA-CA-17-027,RFA-CA-17-027,RFA-CA-12-502"
9900762,f,w,"9483217,9482979,9482608,10293808,10294555","406250.0,406250.0,406250.0,290000.0,290000.0","RFA-CA-17-023,RFA-CA-17-023,RFA-CA-17-023,RFA-CA-20-044,RFA-CA-20-044"
9565667,m,w,"7693713,7692252,7693697,7693814,7693696","365000.0,365000.0,365000.0,365000.0,365000.0","RFA-MH-08-090,RFA-MH-08-090,RFA-MH-08-090,RFA-MH-08-090,RFA-MH-08-090"
8893066,m,w,"7846289,8074397,7872789,7846859,8075512","1095000.0,1050000.0,1080000.0,1080000.0,1080000.0","RFA-DK-06-007,RFA-DK-06-007,RFA-DK-06-007,RFA-DK-06-007,RFA-DK-06-007"
8054192,m,w,"8055766,8145275,8054192,7682628,7681427","288000.0,280000.0,700000.0,730000.0,730000.0","RFA-DA-10-007,RFA-DA-10-007,RFA-DA-09-006,RFA-DA-09-006,RFA-DA-09-006"
7555189,f,w,"8508767,8702054,8307287,8499172,8702056","675000.0,665000.0,685000.0,675000.0,665000.0","RFA-AA-11-002,RFA-AA-11-002,RFA-AA-11-002,RFA-AA-11-002,RFA-AA-11-002"
10725821,m,w,"8352005,8351930,8725604,9095252,9123576","479500.00000000006,479500.00000000006,465500.0,458500.0,458500.0","RFA-CA-11-009,RFA-CA-11-009,RFA-CA-11-009,RFA-CA-11-009,RFA-CA-11-009"
8037613,m,w,"9024425,9226030,9223649,9223655,9268701","1965000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
8522175,f,w,"8600323,8653989,8443545,8443625,8443130","232750.0,232750.0,236250.00000000003,236250.00000000003,236250.00000000003","RFA-MH-13-021,RFA-MH-13-021,RFA-MH-13-021,RFA-MH-13-021,RFA-MH-13-021"
10481868,f,b,"10740765,8826956,8975120,8827590,8920538","515000.0,266000.0,266000.0,266000.0,266000.0","RFA-DA-23-028,RFA-CA-14-009,RFA-CA-14-009,RFA-CA-14-009,RFA-CA-14-009"
8111775,m,w,"8338454,8338455,8545885,8221472,8222946","3562000.0000000005,3562000.0000000005,3510000.0,3640000.0,3640000.0","RFA-RM-10-017,RFA-RM-10-017,RFA-RM-10-017,RFA-RM-10-017,RFA-RM-10-017"
9756283,m,h,"8829118,9248858,9248863,9527243,9261439","1330000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-13-019,RFA-AG-13-019,RFA-AG-13-019,RFA-AG-13-019,RFA-AG-13-019"
8737794,m,w,"8428900,8428385,8546294,8546293,9238635","2700000.0,2740000.0,2700000.0,2700000.0,2500000.0","RFA-AA-12-007,RFA-AA-12-007,RFA-AA-12-007,RFA-AA-12-007,RFA-AA-12-007"
8137136,m,w,"8292341,7903509,8092691,8365084,8365085","6650000.0,6935000.0,6650000.0,6650000.0,6650000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
10526301,m,a,"10006889,10473768,9824374,10250326,10686278","768750.0,668750.0,768750.0,725000.0,643750.0","RFA-CA-18-029,RFA-CA-18-029,RFA-CA-18-029,RFA-CA-18-029,RFA-CA-18-029"
9244654,m,w,"8662328,8727061,8330793,8468762,8518485","332500.0,332500.0,342500.0,337500.0,337500.0","RFA-GM-11-003,RFA-GM-11-003,RFA-GM-11-003,RFA-GM-11-003,RFA-GM-11-003"
9645310,f,b,"9626155,9626031,9624711,9998014,9789357","375000.0,375000.0,375000.0,369000.0,369000.0","RFA-HL-18-024,RFA-HL-18-024,RFA-HL-18-024,RFA-HL-18-024,RFA-HL-18-024"
8053610,m,w,"9514739,9514748,9514736,9514752,9514751","1250000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
8840568,m,a,"10580910,8211908,9034620,8481564,8211903","515000.0,5950000.0,5567500.0,5652500.0,5950000.0","RFA-DK-21-025,RFA-HD-10-001,RFA-HD-10-001,RFA-HD-10-001,RFA-HD-10-001"
9839866,m,w,"9841259,9841177,9841117,9841118,10335876","2152500.0,2152500.0,2152500.0,2152500.0,1872500.0","RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002"
9143829,m,h,"9001684,9145617,9145624,9276547,9282384","332500.0,327500.0,327500.0,312500.0,312500.0","RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008"
9479911,m,w,"8339352,8339338,8526228,8521389,8258932","411000.00000000006,411000.00000000006,405000.0,405000.0,420000.0","RFA-NR-11-003,RFA-NR-11-003,RFA-NR-11-003,RFA-NR-11-003,RFA-NR-11-003"
9522144,m,a,"9522141,9735220,9725977,9351172,9351174","250000.0,246000.0,246000.0,250000.0,250000.0","RFA-DK-15-014,RFA-DK-15-014,RFA-DK-15-014,RFA-DK-15-014,RFA-DK-15-014"
9533890,m,w,"9533890,9114642,8951512,9747330,9324029","336250.0,352390.0,357770.0,330870.0,336250.0","RFA-HL-15-012,RFA-HL-15-012,RFA-HL-15-012,RFA-HL-15-012,RFA-HL-15-012"
8037941,m,a,"10466941,10044539,10491121,10491124,10491131","856000.0,984000.0,856000.0,856000.0,856000.0","RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034"
10631873,m,h,"9147636,9037332,9148241,9313725,9303447","262000.0,266000.0,262000.0,250000.0,250000.0","RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215"
10085601,m,w,"8501593,8508964,7931823,7931246,7903507","1012500.0,1012500.0,1095000.0,1095000.0,1095000.0","RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016"
9355686,m,w,"10678937,10455679,10678896,10678894,10451568","824000.0,856000.0,824000.0,824000.0,856000.0","RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009"
8899539,m,w,"10606502,10606573,10606501,10606503,10606504","1030000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
7773862,m,h,"7777218,7772423,7917485,7918029,8083148","292000.0,292000.0,288000.0,288000.0,288000.0","RFA-DA-09-009,RFA-DA-09-009,RFA-DA-09-009,RFA-DA-09-009,RFA-DA-09-009"
9728689,m,w,"9874512,10070073,10534123,10533339,10533316","492000.0,464000.0,412000.0,412000.0,412000.0","RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046"
8160643,m,a,"8332244,8336846,8189006,9532104,9147972","1027500.0,1027500.0,1050000.0,375000.0,393000.0","RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-013,RFA-CA-15-003,RFA-CA-15-003"
9118997,m,w,"10641808,10059148,10059012,10059011,10058997","721000.0,861000.0,861000.0,861000.0,861000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
8910705,m,w,"8910704,9070730,8913969,8925885,8910705","199500.0,196500.0,199500.0,199500.0,199500.0","RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010"
8397669,m,b,"8036067,8423800,8208984,8232163,8208003","93800.0,90450.0,91790.0,91790.0,91790.0","RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006"
7819610,m,w,"10188345,10241457,9563212,9567083,9756258","290000.0,290000.0,312500.0,312500.0,307500.0","RFA-AA-17-016,RFA-AA-17-016,RFA-AA-17-016,RFA-AA-17-016,RFA-AA-17-016"
10136373,m,w,"10531132,9892558,10304132,10076786,10064126","514998.97,614998.77,534998.93,579998.84,579998.84","RFA-AI-18-053,RFA-AI-18-053,RFA-AI-18-053,RFA-AI-18-053,RFA-AI-18-053"
9276839,m,w,"10244881,9751316,9750775,9750112,9750099","290000.0,307500.0,307500.0,307500.0,307500.0","RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004"
7905553,m,w,"8725993,8222946,8221472,8545885,8338455","3458000.0,3640000.0,3640000.0,3510000.0,3562000.0000000005","RFA-RM-10-017,RFA-RM-10-017,RFA-RM-10-017,RFA-RM-10-017,RFA-RM-10-017"
9205193,m,w,"10515457,10515569,10673857,10698166,10509428","533930.0,533930.0,513970.0,513970.0,533930.0","RFA-NS-22-006,RFA-NS-22-006,RFA-NS-22-006,RFA-NS-22-006,RFA-NS-22-006"
8516963,m,w,"8316181,8102994,7900897,7900940,7900938","1918000.0,1960000.0,2016000.0,2016000.0,2016000.0","RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007"
7910673,f,w,"8660269,8471645,8660270,8378677,8378683","1596000.0,1620000.0,1596000.0,1644000.0000000002,1644000.0000000002","RFA-AI-08-057,RFA-AI-08-057,RFA-AI-08-057,RFA-AI-08-057,RFA-AI-08-057"
9999951,m,w,"10894477,10893673,10569646,10543559,10539325","256470.0,256470.0,256470.0,256470.0,256470.0","RFA-CA-20-056,RFA-CA-20-056,RFA-CA-20-056,RFA-CA-20-056,RFA-CA-20-056"
8437252,f,a,"10089400,10613911,10348654,10397134,9859033","348000.0,309000.0,321000.0,321000.0,369000.0","RFA-AI-18-042,RFA-AI-18-042,RFA-AI-18-042,RFA-AI-18-042,RFA-AI-18-042"
8132830,m,w,"8132844,8132836,8132838,8132839,8132840","2160000.0,2160000.0,2160000.0,2160000.0,2160000.0","RFA-NS-06-003,RFA-NS-06-003,RFA-NS-06-003,RFA-NS-06-003,RFA-NS-06-003"
9686546,f,w,"9781466,9782697,9562023,9548539,9548545","4305000.0,4305000.0,4375000.0,4375000.0,4375000.0","RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014"
8308480,m,w,"8110559,7919259,7660331,8119452,7683010","700000.0,720000.0,730000.0,700000.0,730000.0","RFA-RM-07-005,RFA-RM-07-005,RFA-RM-07-005,RFA-RM-07-005,RFA-RM-07-005"
9932374,m,w,"7759549,7912856,7886480,7892935,7759069","584000.0,576000.0,576000.0,576000.0,584000.0","RFA-MH-09-120,RFA-MH-09-120,RFA-MH-09-120,RFA-MH-09-120,RFA-MH-09-120"
9125784,m,a,"8336846,8189006,8332244,10487531,10492637","1027500.0,1050000.0,1027500.0,534998.93,534998.93","RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-013,RFA-CA-20-054,RFA-CA-20-054"
7687685,f,a,"10559603,10730230,10861608,10862054,10730209","309000.0,257500.0,257500.0,257500.0,257500.0","RFA-TR-21-008,RFA-FD-23-001,RFA-FD-23-001,RFA-FD-23-001,RFA-FD-23-001"
