APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_albert_r_wi,APPVAL_RECS_albert_r_wi,FOA_RECS_albert_r_wi
8397669,m,b,"9198032,8787005,8600722,8600721,8588993","287500.0,305900.0,305900.0,305900.0,305900.0","RFA-HL-12-001,RFA-HL-12-001,RFA-HL-12-001,RFA-HL-12-001,RFA-HL-12-001"
7819610,m,w,"8063269,7845609,8314139,7693755,7693672","365000.0,360000.0,342500.0,365000.0,365000.0","RFA-AA-08-007,RFA-AA-08-007,RFA-AA-08-007,RFA-AA-08-007,RFA-AA-08-007"
10136373,m,w,"8705776,9024447,8819101,8820238,9433510","665000.0,655000.0,665000.0,665000.0,625000.0","RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042"
9276839,m,w,"10677057,9986920,10486041,10479001,9811952","695500.0,799500.0,695500.0,695500.0,799500.0","RFA-RM-18-028,RFA-RM-18-028,RFA-RM-18-028,RFA-RM-18-028,RFA-RM-18-028"
7905553,m,w,"8129592,7845758,8111234,8129631,8115914","350000.0,360000.0,350000.0,350000.0,350000.0","RFA-RM-09-005,RFA-RM-09-005,RFA-RM-09-005,RFA-RM-09-005,RFA-RM-09-005"
9205193,m,w,"10037968,10037854,10037760,10031380,9269130","613770.0,613770.0,613770.0,613770.0,281250.0","RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-AG-14-002"
8516963,m,w,"7756236,7903201,8102994,7756325,8322627","2044000.0,2016000.0,1960000.0,2044000.0,1918000.0","RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007"
7910673,f,w,"9038344,8458527,9185247,8828647,8829213","851500.0,877500.0,864500.0,864500.0,864500.0","RFA-DA-12-009,RFA-DA-12-009,RFA-DA-12-009,RFA-DA-12-009,RFA-DA-12-009"
9999951,m,w,"7918510,7790611,7908083,7618024,7618247","365000.0,360000.0,365000.0,365000.0,292000.0","RFA-CA-07-034,RFA-CA-07-034,RFA-CA-07-034,RFA-CA-07-034,RFA-CA-07-033"
8437252,f,a,"9965720,9950980,9522096,9502903,9543960","922500.0,922500.0,937500.0,937500.0,937500.0","RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047"
8132830,m,w,"9358698,9245839,10001483,9358696,9316774","187500.0,196500.0,184500.0,187500.0,196500.0","RFA-DA-16-009,RFA-DA-16-009,RFA-DA-16-009,RFA-DA-16-009,RFA-DA-16-009"
9686546,f,w,"8014441,8014564,8014513,8014514,8014515","1440000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002"
8308480,m,w,"7742809,7942840,7942862,7942895,7942848","730000.0,720000.0,720000.0,720000.0,720000.0","RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004"
9932374,m,w,"7853987,7861654,8786468,7852558,7855371","438000.0,438000.0,399000.0,438000.0,438000.0","RFA-RM-09-003,RFA-RM-09-003,RFA-RM-09-003,RFA-RM-09-003,RFA-RM-09-003"
9125784,m,a,"7613514,7682236,7618247,7683921,7603122","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033"
7687685,f,a,"10695883,10403253,10403255,10403256,10404412","1030000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-AR-22-001,RFA-AR-22-001,RFA-AR-22-001,RFA-AR-22-001,RFA-AR-22-001"
8724857,m,w,"8815431,8034702,8824769,8435565,8233407","93100.0,98000.0,93100.0,95900.0,95900.0","RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001"
8425082,m,h,"9778695,9970377,10200611,9971336,10207406","492000.0,492000.0,464000.0,492000.0,464000.0","RFA-AA-18-007,RFA-AA-18-007,RFA-AA-18-007,RFA-AA-18-007,RFA-AA-18-007"
10465271,m,h,"9420513,9024447,8705776,8688737,8706563","625000.0,655000.0,665000.0,665000.0,665000.0","RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042"
9332664,m,w,"8424255,8327747,8516401,8526288,8426102","6885000.0,6987000.000000001,6885000.0,6885000.0,6885000.0","RFA-AA-11-006,RFA-AA-11-006,RFA-AA-11-006,RFA-AA-11-006,RFA-AA-11-006"
9250815,m,w,"9852507,10163917,10610403,9986038,10401852","614998.77,579998.84,514998.97,614998.77,534998.93","RFA-MH-19-412,RFA-MH-19-412,RFA-MH-19-412,RFA-MH-19-412,RFA-MH-19-412"
8458494,m,w,"8813609,9211357,9010966,8607976,8551682","664998.67,624998.75,654998.6900000001,664998.67,664998.67","RFA-HD-12-206,RFA-HD-12-206,RFA-HD-12-206,RFA-HD-12-206,RFA-HD-12-206"
9605038,m,w,"10608957,10048896,10049112,10049114,10049115","772500.0,869999.9999999999,869999.9999999999,869999.9999999999,869999.9999999999","RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004"
9067247,m,w,"8477319,8133364,8032811,8032821,7989616","1350000.0,1400000.0,1440000.0,1440000.0,1440000.0","RFA-HD-09-027,RFA-HD-09-027,RFA-HD-09-027,RFA-HD-09-027,RFA-HD-09-027"
8462049,f,w,"9554591,9477238,9478418,9478462,9479576","375000.0,375000.0,375000.0,375000.0,375000.0","RFA-FD-17-010,RFA-FD-17-010,RFA-FD-17-010,RFA-FD-17-010,RFA-FD-17-010"
7677676,m,h,"9352780,9087708,10000026,10000027,10000028","625000.0,655000.0,615000.0,615000.0,615000.0","RFA-AR-16-003,RFA-AR-16-003,RFA-AR-16-003,RFA-AR-16-003,RFA-AR-16-003"
8662246,f,w,"8129648,8334396,7780924,8327083,7944139","1400000.0,1370000.0,1460000.0,1370000.0,1440000.0","RFA-RM-08-023,RFA-RM-08-023,RFA-RM-08-023,RFA-RM-08-023,RFA-RM-08-023"
7878744,m,w,"7904946,7586877,7691362,8900880,8307287","360000.0,365000.0,365000.0,665000.0,685000.0","RFA-AA-08-008,RFA-AA-08-008,RFA-AA-08-008,RFA-AA-11-002,RFA-AA-11-002"
7856109,m,w,"7598961,7790548,8052771,8052772,8052773","1095000.0,1080000.0,1080000.0,1080000.0,1080000.0","RFA-DK-04-020,RFA-DK-04-020,RFA-DK-04-020,RFA-DK-04-020,RFA-DK-04-020"
7905771,m,w,"8812920,8641002,9333732,9108766,9340828","1330000.0,1330000.0,1310000.0,1310000.0,1310000.0","RFA-TW-11-001,RFA-TW-11-001,RFA-TW-11-001,RFA-TW-11-001,RFA-TW-11-001"
8508802,m,w,"10655674,10655239,9526792,9257270,9257275","515000.0,515000.0,1875000.0,1875000.0,1875000.0","RFA-AI-22-020,RFA-AI-22-020,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
9728367,m,w,"7907725,7622684,8441232,8605558,8606247","1152000.0,1168000.0,5400000.0,5320000.0,5320000.0","RFA-MH-07-041,RFA-MH-07-041,RFA-MH-13-010,RFA-MH-13-010,RFA-MH-13-010"
9370388,m,w,"10242702,10468863,10465071,9830832,9759248","348000.0,321000.0,321000.0,369000.0,369000.0","RFA-AR-19-006,RFA-AR-19-006,RFA-AR-19-006,RFA-AR-19-006,RFA-AR-19-006"
10063779,m,b,"10738107,10738710,10738105,10738106,10738132","772500.0,772500.0,772500.0,772500.0,772500.0","RFA-CA-22-019,RFA-CA-22-019,RFA-CA-22-019,RFA-CA-22-019,RFA-CA-22-019"
9533675,f,b,"10514944,9959042,10683293,10219354,9906733","579940.0,666660.0,558260.0,628720.0,1230000.0","RFA-HL-20-014,RFA-HL-20-014,RFA-HL-20-014,RFA-HL-20-014,RFA-FD-19-014"
9547566,m,w,"8332942,8920687,8733162,8928168,8337730","1050000.0,997500.0,997500.0,997500.0,1027500.0","RFA-DK-10-503,RFA-DK-10-503,RFA-DK-10-503,RFA-DK-10-503,RFA-DK-10-503"
9291486,m,w,"8129826,8377944,8473901,8473891,8473898","1400000.0,1370000.0,1350000.0,1350000.0,1350000.0","RFA-HD-09-027,RFA-HD-09-027,RFA-HD-09-027,RFA-HD-09-027,RFA-HD-09-027"
8681331,m,w,"8843779,9263887,9038249,8705846,8892766","199500.0,187500.0,196500.0,199500.0,199500.0","RFA-AI-13-007,RFA-AI-13-007,RFA-AI-13-007,RFA-AI-13-007,RFA-AI-14-006"
8535754,m,h,"9827576,9220846,9403217,9389516,9392920","492000.0,500000.0,500000.0,500000.0,500000.0","RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018"
9741496,f,h,"10599746,9889817,10164621,10215248,10215247","267401.39,1168500.0,1102000.0,1102000.0,1102000.0","RFA-MD-22-003,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005"
8724343,m,w,"10462624,10214771,10683143,9898052,9897929","428000.0,492000.0,412000.0,492000.0,492000.0","RFA-AR-19-028,RFA-AR-19-028,RFA-AR-19-028,RFA-AR-19-028,RFA-AR-19-028"
8469386,m,w,"8277871,7746212,7746284,7746281,7679755","2055000.0,2190000.0,2190000.0,2190000.0,2190000.0","RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013"
8533634,f,w,"10744467,10744468,10744469,9900516,10017367","14420000.0,14420000.0,14420000.0,276750.0,276750.0","RFA-OD-22-021,RFA-OD-22-021,RFA-OD-22-021,RFA-DA-19-029,RFA-DA-19-029"
8137222,m,h,"9988544,9765427,9613003,9612683,9609872","492000.0,492000.0,500000.0,500000.0,500000.0","RFA-NS-18-003,RFA-NS-18-003,RFA-NS-18-003,RFA-NS-18-003,RFA-NS-18-003"
9542219,f,h,"8186756,8381418,8380609,8380605,8380612","560000.0,548000.0,548000.0,548000.0,548000.0","RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011"
9931063,m,h,"8727232,9468254,8850887,8829877,8726695","266000.0,250000.0,266000.0,266000.0,266000.0","RFA-HD-14-023,RFA-HD-14-023,RFA-HD-14-023,RFA-HD-14-023,RFA-HD-14-023"
9869416,f,b,"9894581,10588504,10479208,10492010,10662567","492000.0,321000.0,348000.0,321000.0,309000.0","RFA-AT-19-007,RFA-AT-19-006,RFA-AT-19-006,RFA-AT-19-006,RFA-AT-19-006"
9343464,m,w,"9118611,9119327,10224920,10633298,10633313","262000.0,262000.0,812000.0,721000.0,721000.0","RFA-ES-15-008,RFA-ES-15-008,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
8173669,f,w,"8365133,8173909,8173915,8173914,8173913","7000000.0,7200000.0,7200000.0,7200000.0,7200000.0","RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004"
10493217,f,a,"7935043,7935811,7935157,7934944,7934884","1440000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-RR-09-007,RFA-RR-09-007,RFA-RR-09-007,RFA-RR-09-007,RFA-RR-09-007"
8395388,m,w,"8906711,8395550,8534674,8534673,8374285","532000.0,548000.0,548000.0,548000.0,548000.0","RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012"
8381765,f,w,"10203525,10701948,10494788,10692646,10692642","232000.0,123600.0,128400.0,123600.0,123600.0","RFA-RM-19-004,RFA-RM-21-025,RFA-RM-21-025,RFA-RM-21-025,RFA-RM-21-025"
7824652,f,w,"10724522,10456523,10556907,10206288,10332199","515000.0,580000.0,515000.0,580000.0,535000.0","RFA-OD-22-013,RFA-OD-19-027,RFA-OD-19-027,RFA-OD-19-027,RFA-OD-19-027"
7626008,m,w,"8391950,8919722,8530163,9119535,8784175","1260400.0,1223600.0,1242000.0,1205200.0,1223600.0","RFA-RM-11-008,RFA-RM-11-008,RFA-RM-11-008,RFA-RM-11-008,RFA-RM-11-008"
9900304,f,w,"8828160,8722290,8845185,8828159,8792844","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-DA-14-006,RFA-DA-14-006,RFA-DA-14-006,RFA-DA-14-006,RFA-DA-14-006"
7800263,m,w,"8926915,9352561,8843631,9131580,9131581","665000.0,655000.0,665000.0,294750.0,294750.0","RFA-FD-14-007,RFA-FD-14-007,RFA-FD-14-007,RFA-HD-16-028,RFA-HD-16-028"
10672245,f,h,"10689336,10687274,10276393,10276391,10276390","2575000.0,2575000.0,2900000.0,2900000.0,2900000.0","RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015"
7809634,m,w,"10491257,10663893,10428378,10437840,10063724","321000.0,309000.0,321000.0,321000.0,369000.0","RFA-AR-20-001,RFA-AR-20-001,RFA-AR-20-001,RFA-AR-20-001,RFA-AR-20-001"
8533563,f,a,"8379207,8309794,8381471,8724928,8541623","376750.00000000006,376750.00000000006,376750.00000000006,371250.0,376750.00000000006","RFA-CA-09-501,RFA-CA-09-501,RFA-CA-09-501,RFA-CA-09-501,RFA-CA-09-501"
9306216,f,w,"7917472,8128558,7932344,7932575,7684829","1460000.0,1440000.0,1460000.0,1460000.0,1460000.0","RFA-NS-08-002,RFA-NS-08-002,RFA-NS-08-002,RFA-NS-08-002,RFA-NS-08-002"
8572250,m,w,"8316187,8100947,8701169,8701174,8700275","1096000.0,1152000.0,1064000.0,1064000.0,1064000.0","RFA-AG-10-009,RFA-AG-10-009,RFA-AG-10-009,RFA-AG-10-009,RFA-AG-10-009"
7860706,m,w,"8498701,8777011,8782555,8820835,8777890","337500.0,332500.0,332500.0,332500.0,332500.0","RFA-MD-12-006,RFA-MD-12-006,RFA-MD-12-006,RFA-MD-12-006,RFA-MD-12-006"
8757385,f,a,"8710281,8337690,8508325,8541855,8541057","665000.0,685000.0,675000.0,675000.0,675000.0","RFA-RM-10-008,RFA-RM-10-008,RFA-RM-10-008,RFA-RM-10-008,RFA-RM-10-008"
9122292,f,w,"8534677,8395550,8534650,8535598,9113997","540000.0,548000.0,540000.0,540000.0,524000.0","RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012"
8534198,m,w,"7886480,7912856,7892935,7759069,7759706","576000.0,576000.0,576000.0,584000.0,584000.0","RFA-MH-09-120,RFA-MH-09-120,RFA-MH-09-120,RFA-MH-09-120,RFA-MH-09-120"
8132461,m,w,"10491974,10374361,9528438,9926785,9926786","802500.0,869999.9999999999,312500.0,307500.0,307500.0","RFA-AG-21-033,RFA-AG-21-033,RFA-AG-17-009,RFA-AG-17-009,RFA-AG-17-009"
9690526,m,a,"8459405,8459403,8459410,8534662,8534666","1080000.0,1080000.0,1080000.0,1080000.0,1080000.0","RFA-AG-11-002,RFA-AG-11-002,RFA-AG-11-002,RFA-AG-11-002,RFA-AG-11-002"
7852689,m,w,"10428680,9316364,9472952,10499289,10496255","428000.0,1250000.0,1250000.0,214000.0,214000.0","RFA-HG-21-008,RFA-HG-15-039,RFA-HG-15-039,RFA-HG-21-002,RFA-HG-21-002"
7762460,f,b,"8527687,8379417,7762452,7728461,8379415","459000.00000000006,465800.00000000006,496400.0,496400.0,465800.00000000006","RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
9444338,m,w,"10435039,10435215,10599216,10599210,10599207","1070000.0,1070000.0,1030000.0,1030000.0,1030000.0","RFA-AI-20-078,RFA-AI-20-078,RFA-AI-20-078,RFA-AI-20-078,RFA-AI-20-078"
9154523,f,w,"9823878,9406293,9388981,9620023,9604799","492000.0,500000.0,500000.0,492000.0,492000.0","RFA-DC-14-001,RFA-DC-14-001,RFA-DC-14-001,RFA-DC-14-001,RFA-DC-14-001"
8141164,m,h,"7907886,7932047,7931483,7885416,7885417","1095000.0,1095000.0,1095000.0,1095000.0,1095000.0","RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030"
8695281,m,w,"8302155,8301968,9094594,8301242,8301236","411000.00000000006,411000.00000000006,393000.0,411000.00000000006,411000.00000000006","RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024"
9745509,m,w,"10426470,10434342,10434464,10434552,10434599","535000.0,535000.0,535000.0,535000.0,535000.0","RFA-AG-22-006,RFA-AG-22-006,RFA-AG-22-006,RFA-AG-22-006,RFA-AG-22-006"
9022512,f,h,"8825531,9245732,9022512,8604915,10221177","3192000.0,3000000.0,3144000.0,3192000.0,430500.0","RFA-HL-13-013,RFA-HL-13-013,RFA-HL-13-013,RFA-HL-13-013,RFA-NR-20-001"
7686391,m,w,"8490517,8365252,8490522,8473932,8490518","2700000.0,2800000.0,2700000.0,2700000.0,2700000.0","RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001"
8874376,f,h,"9354446,9354443,9186886,9186195,9186361","312500.0,312500.0,327500.0,327500.0,327500.0","RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003"
8367393,f,w,"10126385,10127489,10128110,10261519,10263262","246000.0,246000.0,246000.0,232000.0,232000.0","RFA-MD-20-005,RFA-MD-20-005,RFA-MD-20-005,RFA-MD-20-005,RFA-MD-20-005"
10021452,m,w,"8377947,8473897,8129826,8543518,8377944","1370000.0,1350000.0,1400000.0,1350000.0,1370000.0","RFA-HD-09-027,RFA-HD-09-027,RFA-HD-09-027,RFA-HD-09-027,RFA-HD-09-027"
7571124,f,w,"8100412,7870533,8274632,8302285,8278512","342500.0,365000.0,342500.0,342500.0,342500.0","RFA-GM-06-005,RFA-GM-06-005,RFA-GM-06-005,RFA-GM-06-005,RFA-GM-06-005"
9145725,f,a,"8919827,8918703,8384740,8722990,8721461","798000.0,798000.0,822000.0000000001,798000.0,798000.0","RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208"
10558689,m,w,"10208054,10559817,10049619,10531974,10497336","232000.0,214000.0,246000.0,214000.0,214000.0","RFA-ES-19-011,RFA-ES-19-011,RFA-ES-19-011,RFA-ES-19-011,RFA-ES-19-011"
9693083,m,w,"9657920,9765391,9657390,9657326,9782991","437500.0,430500.0,437500.0,437500.0,430500.0","RFA-MD-18-003,RFA-MD-18-003,RFA-MD-18-003,RFA-MD-18-003,RFA-MD-18-003"
8885020,m,w,"9279139,9778989,8758156,8756564,8758202","187500.0,187500.0,199500.0,199500.0,199500.0","RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010"
7797766,m,w,"10641509,10445249,9730528,10248371,9372637","772500.0,802500.0,922500.0,869999.9999999999,937500.0","RFA-ES-22-002,RFA-ES-16-008,RFA-ES-16-008,RFA-ES-16-008,RFA-ES-16-008"
10218046,f,h,"9502978,9702662,9280946,9318339,9702656","1250000.0,1230000.0,1250000.0,1250000.0,1230000.0","RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010"
7928810,m,w,"8514952,7931910,7932083,7932149,7936219","337500.0,360000.0,360000.0,360000.0,360000.0","RFA-HD-08-004,RFA-HD-08-004,RFA-HD-08-004,RFA-HD-08-004,RFA-HD-08-004"
8366089,f,w,"8490525,8365137,8102026,8365149,8365150","6750000.0,7000000.0,7000000.0,7000000.0,7000000.0","RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004"
9985221,f,a,"8477023,8242875,7787001,7787118,7787424","1046250.0,1061750.0,1116000.0,1116000.0,1116000.0","RFA-DK-07-504,RFA-DK-07-504,RFA-DK-07-504,RFA-DK-07-504,RFA-DK-07-504"
8081728,f,w,"10674797,9940402,10433954,10194345,8382366","257500.0,307500.0,267500.0,290000.0,719250.0","RFA-AG-20-003,RFA-AG-20-003,RFA-AG-20-003,RFA-AG-20-003,RFA-AG-09-005"
8887115,f,w,"8728236,8728858,8598612,8599113,8904013","266000.0,266000.0,270000.0,270000.0,266000.0","RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007"
8136684,m,w,"8132367,7929603,8135623,8135624,8323002","1872000.0,1898000.0,1872000.0,1872000.0,1820000.0","RFA-CA-08-002,RFA-CA-08-002,RFA-CA-08-002,RFA-CA-08-002,RFA-CA-08-002"
8568549,m,w,"8382374,8382376,8337404,8337302,8727618","2260500.0,2260500.0,1370000.0,1370000.0,1330000.0","RFA-RM-10-003,RFA-RM-10-003,RFA-RM-10-010,RFA-RM-10-010,RFA-RM-10-010"
7586366,m,w,"10690696,10492637,10700076,10330219,10330342","514998.97,534998.93,514998.97,579998.84,579998.84","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
10460117,f,w,"10613274,9173667,9224996,9434991,10401904","1070000.0,1244500.0,1187500.0,1187500.0,10700000.0","RFA-FD-22-024,RFA-FD-16-005,RFA-FD-16-005,RFA-FD-16-005,RFA-FD-21-028"
10018960,m,a,"9536939,9545519,9557069,9752941,9784008","1562500.0,1562500.0,1562500.0,1562500.0,1562500.0","RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002"
8469004,m,w,"8518071,8706706,8149893,8149882,8149895","337500.0,332500.0,350000.0,350000.0,350000.0","RFA-MD-10-005,RFA-MD-10-005,RFA-MD-10-005,RFA-MD-10-005,RFA-MD-10-005"
10615091,f,b,"10103768,9900727,9900720,9900721,9900722","1739999.9999999998,1845000.0,1845000.0,1845000.0,1845000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
9502004,f,w,"10213169,9789184,9789171,9789174,9789178","1160000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004"
10319430,f,w,"10319758,10641777,10427448,10450145,10450851","290000.0,257500.0,267500.0,267500.0,267500.0","RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021"
10703463,m,w,"10815392,10815147,8617399,8600063,8599509","206000.0,206000.0,202500.0,202500.0,202500.0","RFA-MH-23-116,RFA-MH-23-116,RFA-LM-12-002,RFA-LM-12-002,RFA-LM-12-002"
10224633,m,w,"9383153,9749012,9383154,9383155,9115988","1572000.0,1476000.0,1572000.0,1572000.0,1572000.0","RFA-AI-14-047,RFA-AI-14-047,RFA-AI-14-047,RFA-AI-14-047,RFA-AI-14-047"
10475234,f,w,"10672012,10672015,10672634,10672633,10672632","1133000.0,1133000.0,1133000.0,1133000.0,1133000.0","RFA-HD-23-007,RFA-HD-23-007,RFA-HD-23-007,RFA-HD-23-007,RFA-HD-23-007"
10129467,m,w,"8740515,8895774,8740531,8740521,8740518","1596000.0,1596000.0,1596000.0,1596000.0,1596000.0","RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016"
10017232,f,a,"8067977,7982922,8294796,8288249,8316405","350000.0,360000.0,342500.0,342500.0,342500.0","RFA-HD-07-022,RFA-HD-07-022,RFA-HD-07-022,RFA-HD-07-022,RFA-HD-07-022"
9123353,f,b,"8843059,8725249,8661328,8134497,8137460","332500.0,332500.0,332500.0,350000.0,350000.0","RFA-RR-10-005,RFA-RR-10-005,RFA-RR-10-005,RFA-RR-10-005,RFA-RR-10-005"
7658743,m,w,"8382374,8382376,8710289,8708167,8887351","2260500.0,2260500.0,166250.0,166250.0,166250.0","RFA-RM-10-003,RFA-RM-10-003,RFA-GM-13-010,RFA-GM-13-010,RFA-GM-13-010"
8712334,f,w,"10456245,10261952,10261159,10261158,10261157","535000.0,580000.0,580000.0,580000.0,580000.0","RFA-AI-20-007,RFA-AI-20-007,RFA-AI-20-007,RFA-AI-20-007,RFA-AI-20-007"
10200808,m,w,"7883706,8112545,7694283,7694357,7694286","730000.0,700000.0,730000.0,730000.0,730000.0","RFA-GM-08-009,RFA-GM-08-009,RFA-GM-08-009,RFA-GM-08-009,RFA-GM-08-009"
8749196,f,w,"8620276,8618291,8618274,8620435,8617527","303750.0,303750.0,303750.0,303750.0,303750.0","RFA-ES-13-003,RFA-ES-13-003,RFA-ES-13-003,RFA-ES-13-003,RFA-ES-13-003"
8533927,m,w,"9308334,9446881,10569102,10569513,10579324","2250000.0,2250000.0,1854000.0,1854000.0,1854000.0","RFA-AI-15-051,RFA-AI-15-051,RFA-AI-15-051,RFA-AI-15-051,RFA-AI-15-051"
9990719,m,w,"10487531,10492637,10690696,10700076,10330219","534998.93,534998.93,514998.97,514998.97,579998.84","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
7936830,m,w,"8179432,8333950,8468762,8518485,8459881","350000.0,342500.0,337500.0,337500.0,337500.0","RFA-GM-11-003,RFA-GM-11-003,RFA-GM-11-003,RFA-GM-11-003,RFA-GM-11-003"
7670247,m,w,"10330342,10487531,10492637,10690696,10700076","579998.84,534998.93,534998.93,514998.97,514998.97","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
9147605,f,a,"10477356,10704060,10305480,7925851,7926879","642000.0,618000.0,696000.0,1440000.0,1440000.0","RFA-CA-20-009,RFA-CA-20-009,RFA-CA-20-009,RFA-OD-09-008,RFA-OD-09-008"
10709608,m,w,"9206965,9706901,9706904,9207387,9206968","2528300.0,2373900.0,2373900.0,2528300.0,2528300.0","RFA-HD-16-035,RFA-HD-16-035,RFA-HD-16-035,RFA-HD-16-035,RFA-HD-16-035"
10198224,f,w,"10017222,10219251,9831503,10421390,10630529","246000.0,232000.0,246000.0,535000.0,535000.0","RFA-AG-19-023,RFA-AG-19-023,RFA-AG-19-023,RFA-AG-19-022,RFA-AG-19-022"
7694282,m,a,"9912571,9912570,10019531,10019536,10019538","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-DK-18-028,RFA-DK-18-028,RFA-DK-18-028,RFA-DK-18-028,RFA-DK-18-028"
10526306,f,h,"8320328,8676643,8292223,8508841,8486379","1644000.0000000002,1596000.0,1644000.0000000002,1620000.0,1620000.0","RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030"
8432836,f,b,"10372917,10152378,10381616,10402255,9883639","374500.0,406000.0,374500.0,374500.0,430500.0","RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004"
9412461,f,w,"7780422,8034319,8039087,8034317,8034831","216000.0,210000.0,210000.0,210000.0,210000.0","RFA-TW-06-004,RFA-TW-06-004,RFA-TW-06-004,RFA-TW-06-004,RFA-TW-06-004"
10228544,m,w,"9778776,9356354,9746780,9775215,9783744","215250.0,218750.0,215250.0,215250.0,215250.0","RFA-AG-16-020,RFA-AG-16-020,RFA-AG-16-020,RFA-AG-16-020,RFA-AG-16-020"
9837108,m,w,"10812890,10812798,10812062,10810953,10701905","772500.0,772500.0,772500.0,772500.0,396550.0","RFA-DA-23-053,RFA-DA-23-053,RFA-DA-23-053,RFA-DA-23-054,RFA-HL-20-031"
7943045,m,w,"7682236,7694362,7623951,7614543,7613514","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033"
