APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-s_p_wi,APPVAL_RECS_bert-s_p_wi,FOA_RECS_bert-s_p_wi
8626073,m,w,"10391534,10649421,10228524,9534225,9534224","1230500.0,1184500.0,1334000.0,1500000.0,1500000.0","RFA-DK-20-010,RFA-DK-20-010,RFA-DK-20-010,RFA-DK-13-005,RFA-DK-13-005"
10921909,f,w,"9530854,9733426,9733443,9733435,9548214","281250.0,281250.0,281250.0,281250.0,281250.0","RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012"
9901508,m,w,"9085262,9118950,9085265,9118951,9132755","196500.0,196500.0,196500.0,196500.0,196500.0","RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012"
7961408,m,w,"8364950,8364961,8364946,8364944,8364943","1050000.0,1050000.0,1050000.0,1050000.0,1050000.0","RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005"
9932869,m,w,"9001462,9001756,9512632,9699998,9323220","665000.0,665000.0,625000.0,615000.0,625000.0","RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018"
7959851,m,w,"9778989,8757453,8913969,8925885,8910705","187500.0,199500.0,199500.0,199500.0,199500.0","RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010"
10913910,f,b,"10740237,10740570,10469898,10650016,10684535","721000.0,721000.0,277785.91000000003,515000.0,231750.0","RFA-DA-23-026,RFA-DA-23-026,RFA-DA-22-001,RFA-HS-22-001,RFA-DA-23-010"
7933884,m,w,"8454479,8816127,8625826,8617296,8701040","175500.0,172900.0,172900.0,172900.0,172900.0","RFA-HL-12-009,RFA-HL-12-009,RFA-HL-12-009,RFA-HL-12-009,RFA-HL-12-009"
8656788,m,w,"10744597,10594793,10594865,10669829,10669968","257500.0,257500.0,257500.0,257500.0,257500.0","RFA-HL-23-013,RFA-HL-23-013,RFA-HL-23-013,RFA-HL-23-013,RFA-HL-23-013"
10264100,f,w,"10502788,10398120,9993519,10406325,9689765","642000.0,642000.0,615000.0,535000.0,625000.0","RFA-DK-18-005,RFA-DK-18-005,RFA-DK-17-031,RFA-DK-17-031,RFA-DK-17-031"
8543040,f,w,"9565591,10463110,9564947,9552843,9762106","375000.0,348000.0,375000.0,375000.0,369000.0","RFA-ES-16-007,RFA-ES-16-007,RFA-ES-16-007,RFA-ES-16-007,RFA-ES-16-007"
9928487,m,a,"8712343,9304463,9087856,9130493,8317544","1463000.0,1441000.0,1463000.0,1463000.0,1507000.0000000002","RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041"
8725931,m,w,"9136764,8535607,8536205,8535611,8535610","524000.0,540000.0,540000.0,540000.0,540000.0","RFA-AR-12-002,RFA-AR-12-002,RFA-AR-12-002,RFA-AR-12-002,RFA-AR-12-002"
7935209,m,w,"10156146,10138398,10136988,10136373,10308105","232000.0,232000.0,232000.0,232000.0,214000.0","RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072"
8663601,m,w,"8229848,8514610,8229227,8335406,8335408","280000.0,270000.0,280000.0,274000.0,274000.0","RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005"
7929915,f,w,"10188522,9785563,9696976,8925789,9352579","580000.0,615000.0,625000.0,665000.0,655000.0","RFA-DK-17-025,RFA-DK-17-025,RFA-DK-17-025,RFA-FD-14-022,RFA-FD-14-022"
9782986,f,w,"9873836,9129349,9292375,9360570,9266822","430500.0,458500.0,437500.0,437500.0,437500.0","RFA-MD-15-010,RFA-MD-15-010,RFA-MD-15-010,RFA-MD-15-010,RFA-MD-15-010"
8413862,m,w,"8518042,8127758,7761157,7760837,8476707","202500.0,210000.0,219000.0,219000.0,210000.0","RFA-AI-08-053,RFA-AI-08-053,RFA-AI-08-053,RFA-AI-08-053,RFA-AI-08-053"
9404695,m,a,"9827576,9827572,9389516,9403217,9595396","492000.0,492000.0,500000.0,500000.0,492000.0","RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018"
10113371,f,w,"9982445,10093134,9851000,10152382,9287534","615000.0,580000.0,615000.0,535000.0,625000.0","RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300"
7626248,f,w,"8871986,8150412,8537386,8548287,8548288","166250.0,175000.0,168750.0,168750.0,168750.0","RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503"
8693901,m,w,"10621613,7895795,7908066,7664374,9153169","437750.0,2592000.0,2628000.0,2628000.0,262000.0","RFA-AG-23-006,RFA-AG-07-003,RFA-AG-07-003,RFA-AG-07-003,RFA-AG-16-013"
10556716,m,b,"9451949,9457245,9356869,9972755,9921227","1875000.0,1875000.0,1875000.0,1845000.0,1845000.0","RFA-MD-15-013,RFA-MD-15-013,RFA-MD-15-013,RFA-MD-15-013,RFA-MD-15-013"
8204482,m,w,"7798773,8010170,8601308,8197412,8204482","266400.0,259000.0,246050.0,253450.00000000003,253450.00000000003","RFA-HD-08-025,RFA-HD-08-025,RFA-HD-08-025,RFA-HD-08-025,RFA-HD-08-025"
10454365,f,w,"9988920,10455084,10223411,9406430,9405804","307500.0,267500.0,290000.0,312500.0,312500.0","RFA-HL-17-009,RFA-HL-17-009,RFA-HL-17-009,RFA-HL-17-009,RFA-HL-17-009"
9336886,m,w,"8528573,8151073,8722538,8728827,8722549","5737500.0,5950000.0,5652500.0,5652500.0,5652500.0","RFA-DK-09-007,RFA-DK-09-007,RFA-DK-09-007,RFA-DK-09-007,RFA-DK-09-007"
8846763,m,w,"9735446,9540496,9705804,10169501,10162653","615000.0,625000.0,615000.0,580000.0,580000.0","RFA-HL-18-007,RFA-HL-18-007,RFA-HL-18-007,RFA-HL-18-007,RFA-HL-18-007"
9739101,f,a,"7915186,8132421,8132418,8132417,7915188","1781200.0,1708000.0,1756800.0,1756800.0,1756800.0","RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002"
10242367,m,w,"10347687,10188501,10418825,10418826,9948631","3712000.0,3712000.0,3424000.0,3424000.0,3936000.0","RFA-DE-19-001,RFA-DE-19-001,RFA-DE-19-001,RFA-DE-19-001,RFA-DE-19-001"
10610207,m,w,"9044563,9044558,9052183,9059080,9052187","1441000.0,1441000.0,1441000.0,1441000.0,1441000.0","RFA-ES-12-002,RFA-ES-12-002,RFA-ES-12-002,RFA-ES-12-002,RFA-ES-12-002"
8322678,f,w,"8266494,8085933,8333457,8380571,7644619","5822500.0,5950000.0,5822500.0,5822500.0,6205000.0","RFA-RM-08-001,RFA-RM-08-001,RFA-RM-08-001,RFA-RM-08-001,RFA-RM-08-001"
8381867,m,w,"8820923,8470935,8601083,8609038,8661188","399000.0,405000.0,399000.0,399000.0,399000.0","RFA-EY-10-001,RFA-EY-10-001,RFA-EY-10-001,RFA-EY-10-001,RFA-EY-10-001"
8765706,f,w,"7750586,7896949,7766247,8208234,7586673","360000.0,365000.0,360000.0,342500.0,365000.0","RFA-DE-08-003,RFA-DE-08-003,RFA-DE-08-003,RFA-DE-08-003,RFA-DE-08-003"
8601381,f,w,"7586877,7904946,7691362,8314139,7919250","365000.0,360000.0,365000.0,342500.0,360000.0","RFA-AA-08-008,RFA-AA-08-008,RFA-AA-08-008,RFA-AA-08-007,RFA-AA-08-007"
8063556,f,h,"9386954,9095213,9089860,9090014,9089945","393000.0,393000.0,393000.0,393000.0,393000.0","RFA-AI-14-026,RFA-AI-14-026,RFA-AI-14-026,RFA-AI-14-026,RFA-AI-14-026"
9474479,f,h,"10235566,10227320,10584495,10472519,10375585","261000.0,261000.0,231750.0,240750.0,240750.0","RFA-DA-21-001,RFA-DA-21-001,RFA-DA-21-001,RFA-DA-21-001,RFA-DA-21-001"
9248352,m,w,"8706563,8895833,8819101,8820238,9433510","665000.0,665000.0,665000.0,665000.0,625000.0","RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042"
9380694,f,w,"9376249,9376270,8917804,8550843,8550839","281250.0,281250.0,332500.0,337500.0,337500.0","RFA-AR-17-005,RFA-AR-17-005,RFA-RM-11-007,RFA-RM-11-007,RFA-RM-11-007"
9194005,m,w,"7907544,7907542,7686229,7685335,7686168","216000.0,216000.0,219000.0,219000.0,219000.0","RFA-DA-06-010,RFA-DA-06-010,RFA-DA-06-010,RFA-DA-06-010,RFA-DA-06-010"
8378844,m,w,"8711465,8897374,8711466,8711467,8624922","332500.0,332500.0,332500.0,332500.0,337500.0","RFA-ES-13-004,RFA-ES-13-004,RFA-ES-13-004,RFA-ES-13-004,RFA-ES-13-004"
9744629,m,w,"10330342,10330219,10700076,10690696,10492637","579998.84,579998.84,514998.97,514998.97,534998.93","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
9064040,m,w,"9823404,9896487,9985200,10016163,9824222","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511"
9020613,m,w,"9927601,10369638,10152525,9788281,9591641","307500.0,267500.0,290000.0,307500.0,312500.0","RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031"
9989215,f,w,"8685241,8705743,8320682,8320610,8320579","997500.0,1012500.0,1027500.0,1027500.0,1027500.0","RFA-DK-11-004,RFA-DK-11-004,RFA-DK-11-004,RFA-DK-11-004,RFA-DK-11-004"
10559544,f,w,"9693927,10000585,9706229,9706228,9461547","187500.0,184500.0,187500.0,187500.0,187500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
8068355,m,w,"9982445,10093134,10152382,9851000,9515968","615000.0,580000.0,535000.0,615000.0,625000.0","RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300"
8468489,m,w,"8822810,9037574,8453240,8453235,8453239","1862000.0,1834000.0,1890000.0,1890000.0,1890000.0","RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013"
10222437,m,h,"8711224,8009656,8514498,8514497,8514496","1596000.0,1728000.0,1620000.0,1620000.0,1620000.0","RFA-AI-09-035,RFA-AI-09-035,RFA-AI-09-035,RFA-AI-09-035,RFA-AI-09-035"
9973053,f,w,"10654946,10691570,10701062,10690701,10684333","1070000.0,1070000.0,1030000.0,1030000.0,1030000.0","RFA-AG-21-025,RFA-AG-21-025,RFA-AG-21-025,RFA-AG-21-025,RFA-AG-21-025"
9323220,m,w,"9555305,9934086,10205959,9791149,9654628","375000.0,4059000.0,3828000.0,4059000.0,4125000.0","RFA-AG-17-056,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021"
10450034,m,w,"8501184,8691622,8688105,8690718,8688111","1147500.0,1130500.0,1130500.0,1130500.0,1130500.0","RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005"
8889316,m,w,"7939689,7794230,8142014,7939928,8535734","288000.0,292000.0,700000.0,720000.0,675000.0","RFA-DK-08-013,RFA-DK-08-013,RFA-DK-08-012,RFA-DK-08-012,RFA-DK-08-012"
9672435,m,w,"9669041,9459899,9044776,9044778,9247185","114813.12,116680.0,122280.64,122280.64,116680.0","RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004"
7929534,m,h,"9116592,9117672,9117861,9274154,9266296","196500.0,196500.0,196500.0,187500.0,187500.0","RFA-AI-15-019,RFA-AI-15-019,RFA-AI-15-019,RFA-AI-15-019,RFA-AI-15-019"
9745244,f,w,"8064738,7683526,7628842,7684929,7684930","1440000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-HD-08-001,RFA-HD-08-001,RFA-HD-08-001,RFA-HD-08-001,RFA-HD-08-001"
10691324,f,w,"9917260,10534679,10310689,10310690,10310692","1476000.0,1236000.0,1284000.0,1284000.0,1284000.0","RFA-AA-19-003,RFA-AA-19-003,RFA-AA-19-003,RFA-AA-19-003,RFA-AA-19-003"
9542215,m,w,"8538748,8103046,8091325,8091326,8091329","540000.0,560000.0,576000.0,576000.0,576000.0","RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002"
10203749,m,w,"8289724,8331007,8330511,8330512,7890853","350000.0,350000.0,350000.0,350000.0,365000.0","RFA-AI-05-026,RFA-AI-05-026,RFA-AI-05-026,RFA-AI-05-026,RFA-AI-05-026"
7770832,m,w,"9902280,9748396,10383697,10392963,10406885","307500.0,307500.0,267500.0,267500.0,267500.0","RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009"
8033409,f,w,"8141175,8380939,7908736,7908737,7908738","1080000.0,1027500.0,1095000.0,1095000.0,1095000.0","RFA-HD-07-012,RFA-HD-07-012,RFA-HD-07-012,RFA-HD-07-012,RFA-HD-07-012"
7687462,f,w,"10391545,10066711,10626886,10620639,10231234","321000.0,369000.0,309000.0,309000.0,348000.0","RFA-ES-20-003,RFA-ES-20-003,RFA-ES-20-003,RFA-ES-20-003,RFA-ES-20-003"
9464396,m,w,"7624339,7847085,7624328,7595816,8150719","365000.0,365000.0,365000.0,365000.0,360000.0","RFA-AG-05-008,RFA-AG-05-008,RFA-AG-05-008,RFA-AG-05-008,RFA-AG-05-008"
9350342,m,w,"9564071,9059858,9062724,9353307,9059908","1250000.0,1330000.0,1330000.0,1250000.0,1330000.0","RFA-HS-15-001,RFA-HS-15-001,RFA-HS-15-001,RFA-HS-15-001,RFA-HS-15-001"
8748717,m,a,"8634875,8066575,8067722,8151084,8151153","270000.0,576000.0,576000.0,560000.0,560000.0","RFA-MH-13-140,RFA-RM-10-002,RFA-RM-10-002,RFA-RM-10-002,RFA-RM-10-002"
9916276,f,w,"10200687,9916524,9916276,9916275,9916273","1392000.0,1476000.0,1476000.0,1476000.0,1476000.0","RFA-OD-19-001,RFA-OD-19-001,RFA-OD-19-001,RFA-OD-19-001,RFA-OD-19-001"
9321515,f,b,"10381616,9658129,9657864,9658384,9783884","374500.0,437500.0,437500.0,437500.0,430500.0","RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004"
10615675,m,w,"8829218,8721417,8582263,8857464,8854085","532000.0,532000.0,540000.0,532000.0,532000.0","RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008"
7660318,f,w,"8338454,8338455,8545885,8221472,8222946","3562000.0000000005,3562000.0000000005,3510000.0,3640000.0,3640000.0","RFA-RM-10-017,RFA-RM-10-017,RFA-RM-10-017,RFA-RM-10-017,RFA-RM-10-017"
9732555,f,w,"7690330,7807182,7538900,7875387,7875425","1022000.0,1008000.0,1022000.0,10950000.0,10950000.0","RFA-RR-07-003,RFA-RR-07-003,RFA-RR-07-003,RFA-RR-09-009,RFA-RR-09-009"
8033712,m,w,"7939689,7794230,8137258,8325919,7939934","288000.0,292000.0,700000.0,685000.0,720000.0","RFA-DK-08-013,RFA-DK-08-013,RFA-DK-08-012,RFA-DK-08-012,RFA-DK-08-012"
8842991,m,w,"8831684,9033911,9039601,9041617,9045625","199500.0,196500.0,196500.0,196500.0,196500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
8036016,m,w,"8620607,8721525,8511042,8510985,8511238","399000.0,405000.0,405000.0,405000.0,405000.0","RFA-AI-12-020,RFA-AI-12-020,RFA-AI-12-020,RFA-AI-12-020,RFA-AI-12-020"
9514114,m,w,"8892152,9085265,9132760,9118947,9085260","199500.0,196500.0,196500.0,196500.0,196500.0","RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012"
7696523,m,w,"10307160,9873594,10533316,10533275,10533270","428000.0,492000.0,412000.0,412000.0,412000.0","RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046"
8382101,f,a,"8198896,8304852,8530969,8735608,8198746","280000.0,274000.0,337500.0,332500.0,350000.0","RFA-AR-11-013,RFA-AR-11-013,RFA-AR-11-012,RFA-AR-11-012,RFA-AR-11-012"
10377360,f,h,"8277278,7675119,8060539,8052745,8051548","145562.5,155125.0,148750.0,148750.0,148750.0","RFA-HL-08-016,RFA-HL-08-016,RFA-HL-08-016,RFA-HL-08-016,RFA-HL-08-016"
8791171,m,w,"8367889,8369767,8758050,9915838,9672786","274000.0,274000.0,332500.0,615000.0,625000.0","RFA-AG-12-008,RFA-AG-12-008,RFA-AG-14-012,RFA-AG-18-027,RFA-AG-18-027"
10610939,m,w,"9053028,9222031,9055118,9220846,9247354","524000.0,500000.0,524000.0,500000.0,524000.0","RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018"
10207300,f,w,"8720556,8895784,8247686,8311702,8514956","312550.0,312550.0,321950.0,321950.0,317250.0","RFA-OD-10-014,RFA-OD-10-014,RFA-OD-10-014,RFA-OD-10-014,RFA-OD-10-014"
9988327,m,a,"8758050,9975082,9915838,10390460,10388131","332500.0,615000.0,615000.0,535000.0,535000.0","RFA-AG-14-012,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027"
8573090,m,w,"8796484,8929147,8929142,8929138,8929131","133000.0,133000.0,133000.0,133000.0,133000.0","RFA-AG-14-008,RFA-AG-14-008,RFA-AG-14-008,RFA-AG-14-008,RFA-AG-14-008"
8132958,m,a,"8920545,8627692,8920547,8920543,8920548","332500.0,337500.0,332500.0,332500.0,332500.0","RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003"
8913893,f,w,"8756563,9517764,9684774,9324172,9294003","665000.0,625000.0,625000.0,625000.0,625000.0","RFA-AT-14-003,RFA-AT-14-003,RFA-AT-14-003,RFA-AT-14-003,RFA-AT-14-003"
9811922,f,w,"9753104,10165449,9927973,10413034,9597601","861000.0,812000.0,861000.0,749000.0,875000.0","RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016"
9544165,f,w,"9146308,9750208,9146312,8984656,9146309","1572000.0,1476000.0,1572000.0,1596000.0,1572000.0","RFA-DE-15-006,RFA-DE-15-006,RFA-DE-15-006,RFA-DE-15-006,RFA-DE-15-006"
9279195,m,b,"9246899,10316999,9832193,10129530,10070100","62500.0,53500.0,61500.0,61500.0,57999.99999999999","RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011"
8726256,f,a,"7622586,7877782,7629758,7662322,7619020","292000.0,288000.0,292000.0,292000.0,292000.0","RFA-AG-07-001,RFA-AG-07-001,RFA-AG-07-001,RFA-AG-07-001,RFA-AG-07-001"
10494227,f,w,"8473911,8080395,8507524,8471757,8473267","143437.5,148750.0,143437.5,143437.5,143437.5","RFA-HL-10-013,RFA-HL-10-013,RFA-HL-10-013,RFA-HL-10-013,RFA-HL-10-013"
9353754,m,w,"9869524,10492010,9869416,9867903,9867305","369000.0,321000.0,369000.0,369000.0,369000.0","RFA-AT-19-006,RFA-AT-19-006,RFA-AT-19-006,RFA-AT-19-006,RFA-AT-19-006"
9036863,f,w,"8054935,8449986,7683522,7683516,7683513","1440000.0,1350000.0,1460000.0,1460000.0,1460000.0","RFA-HD-08-001,RFA-HD-08-001,RFA-HD-08-001,RFA-HD-08-001,RFA-HD-08-001"
8829105,m,w,"9205078,9205191,10003928,10003929,10003930","4585000.0,4375000.0,4305000.0,4305000.0,4305000.0","RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014"
10165939,f,w,"8912671,9669066,8913586,8913347,9459899","124147.52,114813.12,124147.52,124147.52,116680.0","RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004"
8706184,m,a,"9108891,8868954,8693975,8711423,9133333","982500.0,997500.0,997500.0,997500.0,982500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
8443130,f,w,"8443625,8589013,8443608,8443566,8443510","236250.00000000003,232750.0,236250.00000000003,236250.00000000003,236250.00000000003","RFA-MH-13-021,RFA-MH-13-021,RFA-MH-13-021,RFA-MH-13-021,RFA-MH-13-021"
9242660,m,w,"9675134,9322885,9675132,9675123,9675119","1476000.0,1500000.0,1476000.0,1476000.0,1476000.0","RFA-HD-16-010,RFA-HD-16-010,RFA-HD-16-010,RFA-HD-16-010,RFA-HD-16-010"
7665190,f,w,"7794230,7939689,7939683,7791684,7939934","292000.0,288000.0,720000.0,730000.0,720000.0","RFA-DK-08-013,RFA-DK-08-013,RFA-DK-08-012,RFA-DK-08-012,RFA-DK-08-012"
9706905,f,w,"8991043,9734012,9312784,9265136,9127926","332500.0,307500.0,312500.0,312500.0,327500.0","RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017,RFA-HD-15-017"
9492746,f,a,"8729741,8728432,8729755,8729765,9054935","299250.0,665000.0,665000.0,665000.0,655000.0","RFA-MH-14-182,RFA-MH-14-180,RFA-MH-14-180,RFA-MH-14-180,RFA-MH-14-180"
9111775,m,h,"10582012,10583024,10583235,10583849,10584259","412000.0,412000.0,412000.0,412000.0,412000.0","RFA-AG-23-004,RFA-AG-23-004,RFA-AG-23-004,RFA-AG-23-004,RFA-AG-23-004"
10045458,f,w,"9276547,9001539,9697743,9282384,9145624","312500.0,332500.0,307500.0,312500.0,327500.0","RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008"
9828762,m,w,"10019446,10687817,10241399,9918124,10470383","430500.0,360500.0,406000.0,430500.0,374500.0","RFA-AA-19-006,RFA-AA-19-006,RFA-AA-19-006,RFA-AA-19-006,RFA-AA-19-006"
10187890,f,w,"10031380,10037968,10037854,10037760,9022388","613770.0,613770.0,613770.0,613770.0,294750.0","RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-AG-14-002"
8392954,m,w,"7683259,8008814,7994796,8009879,7994799","292000.0,280000.0,280000.0,280000.0,280000.0","RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002"
8624691,f,w,"9648147,9329857,9857592,9859384,9864064","49200.0,50000.0,49200.0,49200.0,49200.0","RFA-DK-16-021,RFA-DK-16-021,RFA-DK-16-021,RFA-DK-16-021,RFA-DK-16-021"
7960554,m,w,"7777536,7691720,8360227,7959603,7959602","1752000.0,1752000.0,280000.0,292000.0,292000.0","RFA-RM-06-007,RFA-RM-06-007,RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001"
9962210,m,w,"9692533,9088236,9753832,9753814,9728832","1230000.0,1310000.0,1230000.0,1230000.0,1230000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
9905213,m,w,"9117803,8926197,8926038,8713327,8711698","294750.0,299250.0,299250.0,299250.0,299250.0","RFA-AT-16-003,RFA-AT-15-003,RFA-AT-15-003,RFA-AT-14-001,RFA-AT-14-001"
8103915,f,w,"10356642,10461825,8917864,8878029,8883116","290000.0,267500.0,199500.0,199500.0,199500.0","RFA-FD-21-013,RFA-FD-21-013,RFA-AR-13-004,RFA-AR-13-004,RFA-AR-13-004"
8507250,m,w,"8382143,8505513,8507255,8509729,8505517","1027500.0,1012500.0,1012500.0,1012500.0,1012500.0","RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022"
9329432,f,w,"9996351,9365944,9367498,9369225,9369130","615000.0,625000.0,625000.0,625000.0,625000.0","RFA-OD-16-013,RFA-OD-16-013,RFA-OD-16-013,RFA-OD-16-013,RFA-OD-16-013"
8127832,m,a,"8102843,7918436,7901046,7901044,7901043","1368000.0,1387000.0,1387000.0,1387000.0,1387000.0","RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027"
8382518,m,w,"9912169,9690134,9690762,9690761,9690163","922500.0,922500.0,922500.0,922500.0,922500.0","RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002"
8465052,m,w,"7897724,7744760,7671411,8039221,8221187","576000.0,584000.0,584000.0,560000.0,576000.0","RFA-DC-07-002,RFA-DC-07-002,RFA-DC-07-002,RFA-DC-07-002,RFA-DC-07-002"
10458695,m,w,"10493382,10687248,10340783,10093953,10094515","831390.0,800310.0,901320.0,615000.0,615000.0","RFA-AG-21-027,RFA-AG-21-027,RFA-AG-21-027,RFA-AG-20-033,RFA-AG-20-033"
10623276,f,w,"8919827,8722990,9126574,9134823,8539809","798000.0,798000.0,786000.0,786000.0,810000.0","RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208"
9381585,f,w,"8758248,8749196,8034144,7938209,7923473","299250.0,299250.0,1080000.0,1095000.0,1095000.0","RFA-ES-13-009,RFA-ES-13-009,RFA-HG-06-033,RFA-HG-06-033,RFA-HG-06-033"
8441094,m,a,"8676352,9054052,9261444,9342602,9248858","1330000.0,1310000.0,1250000.0,1250000.0,1250000.0","RFA-AG-13-019,RFA-AG-13-019,RFA-AG-13-019,RFA-AG-13-019,RFA-AG-13-019"
9486002,f,b,"7654129,7631353,7896848,7901634,9245732","730000.0,730000.0,720000.0,720000.0,3000000.0","RFA-HL-06-002,RFA-HL-06-002,RFA-HL-06-002,RFA-HL-06-002,RFA-HL-13-013"
7922150,m,w,"8536350,8669798,8670765,8670764,8662295","499500.00000000006,492100.0,492100.0,492100.0,492100.0","RFA-HL-12-005,RFA-HL-12-005,RFA-HL-12-005,RFA-HL-12-005,RFA-HL-12-005"
9743096,f,w,"8309959,8382160,8499258,8526374,8526375","548000.0,548000.0,540000.0,540000.0,540000.0","RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010"
8516950,f,w,"9597601,9753104,10165449,9927973,10413034","875000.0,861000.0,812000.0,861000.0,749000.0","RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016"
8314067,f,b,"10378141,10113807,10146939,9656960,9455243","321000.0,369000.0,348000.0,369000.0,375000.0","RFA-AI-16-085,RFA-AI-16-085,RFA-AI-16-085,RFA-AI-16-085,RFA-AI-16-085"
8261207,f,w,"10213480,10437534,10437469,10045655,10398180","290000.0,267500.0,267500.0,307500.0,321000.0","RFA-CA-19-049,RFA-CA-19-049,RFA-CA-19-049,RFA-CA-19-053,RFA-CA-20-020"
9900762,f,w,"9949389,9530598,9759458,9669905,9533510","1845000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
