APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-xxxxx_p_w,APPVAL_RECS_bert-xxxxx_p_w,FOA_RECS_bert-xxxxx_p_w
8920545,m,w,"10831117,10064152,9924195,10292992,10519810","515000.0,580000.0,615000.0,535000.0,107000.0","RFA-MH-20-110,RFA-MH-20-110,RFA-MH-20-110,RFA-MH-20-110,RFA-OD-20-006"
10013563,m,w,"9967926,9353269,9205914,9519819,9707686","615000.0,625000.0,655000.0,625000.0,615000.0","RFA-AG-16-022,RFA-AG-16-022,RFA-AG-16-022,RFA-AG-16-022,RFA-AG-16-022"
7778742,m,w,"8759484,8584670,9068103,8582263,8851592","540000.0,540000.0,524000.0,540000.0,532000.0","RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008"
8849042,m,w,"9926797,9156542,9546463,9691088,9346002","153750.0,163750.0,156250.0,153750.0,156250.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
8879187,f,b,"8833707,9546671,9147608,9146883,9336296","1330000.0,625000.0,655000.0,655000.0,625000.0","RFA-DK-13-027,RFA-DK-14-019,RFA-DK-14-019,RFA-DK-14-019,RFA-DK-14-019"
9612492,m,w,"10701083,10630618,10673074,10874947,9377240","128750.0,133750.0,772500.0,772500.0,937500.0","RFA-LM-22-001,RFA-LM-22-001,RFA-ES-16-008,RFA-ES-16-008,RFA-ES-16-008"
7903428,f,w,"9744560,9575577,10177832,10392963,10406885","307500.0,312500.0,290000.0,267500.0,267500.0","RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009"
8920695,m,h,"9546463,9691088,9346002,9156542,9926797","156250.0,153750.0,156250.0,163750.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
10245896,m,a,"8758050,10144440,10186749,10330584,10376779","332500.0,290000.0,290000.0,267500.0,267500.0","RFA-AG-14-012,RFA-ES-19-001,RFA-ES-19-001,RFA-ES-19-001,RFA-ES-19-001"
7573426,m,w,"10645964,10645746,10645719,10645467,9674162","515000.0,515000.0,515000.0,515000.0,625000.0","RFA-AG-23-009,RFA-AG-23-009,RFA-AG-23-009,RFA-AG-23-009,RFA-AG-18-022"
7656696,m,h,"9926797,9156542,9346002,9691088,9546463","153750.0,163750.0,156250.0,153750.0,156250.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
8376563,m,w,"9576864,9936066,9962481,10178079,10208941","437500.0,430500.0,430500.0,406000.0,406000.0","RFA-HL-18-022,RFA-HL-18-022,RFA-HL-18-022,RFA-HL-18-022,RFA-HL-18-022"
9100656,m,h,"9767010,9380823,9523363,9524798,9547759","246000.0,250000.0,250000.0,250000.0,250000.0","RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050"
9067860,m,w,"8833707,9313927,9477768,9509503,9089463","1330000.0,562500.0,562500.0,562500.0,589500.0","RFA-DK-13-027,RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001"
10439933,f,w,"9565384,9695908,9421907,9928385,8758050","437500.0,430500.0,437500.0,430500.0,332500.0","RFA-AG-17-002,RFA-AG-17-002,RFA-AG-17-002,RFA-AG-17-002,RFA-AG-14-012"
9893850,f,w,"8758050,9024423,9112848,9024436,9067907","332500.0,1965000.0,1965000.0,1965000.0,1965000.0","RFA-AG-14-012,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
9852507,f,w,"9130634,8519139,8258577,8339363,8698651","458500.0,472500.00000000006,490000.0,479500.00000000006,465500.0","RFA-NR-11-007,RFA-NR-11-007,RFA-NR-11-007,RFA-NR-11-007,RFA-NR-11-007"
7750586,m,w,"9544179,9771459,9050296,9049750,9050007","625000.0,615000.0,665000.0,665000.0,665000.0","RFA-DK-14-019,RFA-DK-14-019,RFA-DK-14-019,RFA-DK-14-019,RFA-DK-14-019"
9752514,m,w,"10419022,10492007,10638756,10681249,10469402","580000.0,535000.0,749000.0,721000.0,749000.0","RFA-AG-21-035,RFA-AG-21-035,RFA-FD-19-013,RFA-FD-19-013,RFA-FD-19-013"
9547256,m,w,"9936066,9576864,9768539,9767857,10435711","430500.0,437500.0,430500.0,430500.0,406000.0","RFA-HL-18-022,RFA-HL-18-022,RFA-HL-18-022,RFA-HL-18-022,RFA-HL-18-022"
10691911,m,w,"10457740,10459080,8851500,8867993,9471780","274540.60000000003,274540.60000000003,299250.0,299250.0,281250.0","RFA-HD-22-010,RFA-HD-22-010,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002"
9989552,m,w,"10199016,10221262,9948979,9920772,10485193","562600.0,596550.0,596550.0,596550.0,518950.00000000006","RFA-HL-19-014,RFA-HL-19-014,RFA-HL-19-014,RFA-HL-19-014,RFA-HL-19-014"
8365163,m,w,"9546463,9926797,9156542,9346002,9691088","156250.0,153750.0,163750.0,156250.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
7905197,m,w,"8925805,8883055,8881515,9124602,9124604","266000.0,266000.0,266000.0,262000.0,262000.0","RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082"
9533996,f,w,"9237256,9237258,9248352,9237257,9464008","1250000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003"
8056801,f,w,"9937625,9748396,10131734,9575577,9784921","307500.0,307500.0,290000.0,312500.0,312500.0","RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009"
9475082,f,w,"9156542,9926797,9546463,9691088,9346002","163750.0,153750.0,156250.0,153750.0,156250.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
7797602,f,b,"10624351,10436554,10437135,10617370,9899532","515000.0,535000.0,535000.0,515000.0,276750.0","RFA-AG-22-020,RFA-AG-22-020,RFA-AG-22-020,RFA-AG-22-020,RFA-DA-19-036"
8691551,m,w,"10457740,10459080,10259671,9937535,10013216","274540.60000000003,274540.60000000003,773140.0,819795.0,819795.0","RFA-HD-22-010,RFA-HD-22-010,RFA-HS-19-002,RFA-HS-19-002,RFA-HS-19-002"
7658237,m,w,"10491848,10372447,10670680,9710156,9984969","267500.0,290000.0,257500.0,175000.0,172200.0","RFA-FD-21-018,RFA-FD-21-018,RFA-FD-21-018,RFA-FD-18-020,RFA-FD-18-020"
8375469,f,w,"10642813,10448106,9434989,9882883,9432431","412000.0,428000.0,1250000.0,1230000.0,1250000.0","RFA-TR-21-002,RFA-TR-21-002,RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003"
9900325,f,h,"9967926,9205914,9353269,9707686,9519819","615000.0,655000.0,625000.0,615000.0,625000.0","RFA-AG-16-022,RFA-AG-16-022,RFA-AG-16-022,RFA-AG-16-022,RFA-AG-16-022"
8659423,m,w,"8550129,8411660,8876775,8689156,8833707","540000.0,548000.0,532000.0,532000.0,1330000.0","RFA-HL-12-035,RFA-HL-12-035,RFA-HL-12-035,RFA-HL-12-035,RFA-DK-13-027"
9978601,m,w,"9926797,9156542,9346002,9691088,9546463","153750.0,163750.0,156250.0,153750.0,156250.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
8399839,m,w,"9951035,9173599,9316605,9517023,9697814","553500.0,589500.0,562500.0,562500.0,553500.0","RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017"
9565766,m,w,"8862475,8727814,8239654,8239656,8239659","1596000.0,1620000.0,1680000.0,1680000.0,1680000.0","RFA-ES-11-006,RFA-ES-11-006,RFA-ES-11-006,RFA-ES-11-006,RFA-ES-11-006"
9317706,f,w,"8820487,9300738,9322218,8932801,8932790","399000.0,375000.0,375000.0,399000.0,399000.0","RFA-NR-14-001,RFA-NR-14-001,RFA-NR-14-001,RFA-NR-14-001,RFA-NR-14-001"
9514768,f,w,"9273255,9351279,8235263,8237072,8701328","327500.0,312500.0,1027500.0,1027500.0,997500.0","RFA-FD-16-026,RFA-FD-16-026,RFA-HG-10-018,RFA-HG-10-018,RFA-HG-10-018"
9550778,m,b,"9787288,9932869,9674724,9674162,10425329","615000.0,615000.0,625000.0,625000.0,535000.0","RFA-AG-18-022,RFA-AG-18-022,RFA-AG-18-022,RFA-AG-18-022,RFA-AG-18-022"
8066691,m,h,"9555305,9654633,10180829,10404992,10432056","375000.0,4125000.0,3828000.0,3531000.0,3531000.0","RFA-AG-17-056,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021"
9414391,m,w,"8758050,8369767,8367889,10645467,10645719","332500.0,274000.0,274000.0,515000.0,515000.0","RFA-AG-14-012,RFA-AG-12-008,RFA-AG-12-008,RFA-AG-23-009,RFA-AG-23-009"
9608711,m,w,"9291402,9146268,8996081,10645964,10645719","375000.0,393000.0,399000.0,515000.0,515000.0","RFA-AG-15-004,RFA-AG-15-004,RFA-AG-15-004,RFA-AG-23-009,RFA-AG-23-009"
10404437,m,w,"8721417,9068103,8829218,8854085,8857464","532000.0,524000.0,532000.0,532000.0,532000.0","RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008"
9522003,m,w,"8996081,9291402,9146268,10645719,10645746","399000.0,375000.0,393000.0,515000.0,515000.0","RFA-AG-15-004,RFA-AG-15-004,RFA-AG-15-004,RFA-AG-23-009,RFA-AG-23-009"
9263859,f,w,"9691088,9346002,9156542,9926797,9546463","153750.0,156250.0,163750.0,153750.0,156250.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
10525192,f,w,"10689928,10528845,8758050,9787281,10425329","515000.0,535000.0,332500.0,615000.0,535000.0","RFA-DA-22-009,RFA-DA-22-009,RFA-AG-14-012,RFA-AG-18-022,RFA-AG-18-022"
8790574,m,h,"9336296,9147580,9771460,9771459,9755239","625000.0,655000.0,615000.0,615000.0,615000.0","RFA-DK-14-019,RFA-DK-14-019,RFA-DK-14-019,RFA-DK-14-019,RFA-DK-14-019"
9644048,f,a,"10426961,10618316,8385821,9517668,9517666","556400.0,535600.0,26030000.000000004,23750000.0,23750000.0","RFA-HL-22-007,RFA-HL-22-007,RFA-AI-11-002,RFA-AI-11-002,RFA-AI-11-002"
8461242,f,w,"9089463,9090775,9313927,9335971,9509503","589500.0,589500.0,562500.0,562500.0,562500.0","RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001"
9085450,m,w,"10519810,10108166,10294846,10700064,10829180","107000.0,123000.0,116000.0,103000.0,206000.0","RFA-OD-20-006,RFA-OD-20-006,RFA-OD-20-006,RFA-OD-20-006,RFA-DE-23-014"
7941872,m,w,"9349629,9248089,9353278,9930703,10597055","524000.0,524000.0,500000.0,307500.0,257500.0","RFA-AG-16-012,RFA-AG-16-012,RFA-AG-16-012,RFA-ES-19-001,RFA-ES-19-001"
8894056,m,w,"8883055,8881515,9124602,9124604,8925805","266000.0,266000.0,262000.0,262000.0,266000.0","RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082"
9052094,f,w,"9124606,8886572,8919254,10173765,10021661","262000.0,266000.0,266000.0,290000.0,290000.0","RFA-FD-14-083,RFA-FD-14-083,RFA-FD-14-083,RFA-EB-18-002,RFA-EB-18-002"
9985190,m,b,"9654290,9791149,9787307,9787108,10205959","4125000.0,4059000.0,4059000.0,4059000.0,3828000.0","RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021"
9352740,m,w,"9926797,9156542,9346002,9691088,9546463","153750.0,163750.0,156250.0,153750.0,156250.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
8690906,m,w,"10435711,9962481,9936066,10208941,9576667","406000.0,430500.0,430500.0,406000.0,437500.0","RFA-HL-18-022,RFA-HL-18-022,RFA-HL-18-022,RFA-HL-18-022,RFA-HL-18-022"
9557571,f,w,"9926797,9156542,9346002,9691088,9546463","153750.0,163750.0,156250.0,153750.0,156250.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
8377944,m,w,"9565384,9695908,9421907,9928385,8758050","437500.0,430500.0,437500.0,430500.0,332500.0","RFA-AG-17-002,RFA-AG-17-002,RFA-AG-17-002,RFA-AG-17-002,RFA-AG-14-012"
7856355,f,w,"9477768,9509503,9335971,9313927,9089463","562500.0,562500.0,562500.0,562500.0,589500.0","RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001"
8284352,m,h,"10689928,10528845,9699998,9001462,9323220","515000.0,535000.0,615000.0,665000.0,625000.0","RFA-DA-22-009,RFA-DA-22-009,RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018"
7764313,f,w,"8689156,8550129,8411660,8876775,9975082","532000.0,540000.0,548000.0,532000.0,615000.0","RFA-HL-12-035,RFA-HL-12-035,RFA-HL-12-035,RFA-HL-12-035,RFA-AG-18-027"
10499403,m,w,"10454243,10372315,9085186,8851498,8721317","321000.0,348000.0,262000.0,266000.0,266000.0","RFA-FD-21-012,RFA-FD-21-012,RFA-AG-13-007,RFA-AG-13-007,RFA-AG-13-007"
8337273,m,w,"8996081,9146268,9291402,10492036,10493337","399000.0,393000.0,375000.0,1284000.0,1284000.0","RFA-AG-15-004,RFA-AG-15-004,RFA-AG-15-004,RFA-CA-20-029,RFA-CA-20-029"
8707989,f,w,"9068923,9745607,9063076,9058544,9056630","491250.0,461250.0,491250.0,491250.0,491250.0","RFA-ES-14-006,RFA-ES-14-006,RFA-ES-14-006,RFA-ES-14-006,RFA-ES-14-006"
8231456,m,h,"9517023,9951035,9173599,9316605,9697814","562500.0,553500.0,589500.0,562500.0,553500.0","RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017"
8642228,m,w,"9132017,8924792,8857569,9340993,9542097","327500.0,332500.0,332500.0,312500.0,312500.0","RFA-FD-14-010,RFA-FD-14-010,RFA-FD-14-010,RFA-FD-14-010,RFA-FD-14-010"
9096099,f,w,"10241274,10469402,10638756,9999522,10110060","812000.0,749000.0,749000.0,861000.0,861000.0","RFA-FD-19-013,RFA-FD-19-013,RFA-FD-19-013,RFA-FD-19-013,RFA-FD-19-013"
9207637,f,w,"8990838,8605677,8791901,8889677,8826120","262000.0,266000.0,266000.0,266000.0,266000.0","RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009"
8440888,m,w,"9932295,10173608,9654290,9654633,9787108","4059000.0,3828000.0,4125000.0,4125000.0,4059000.0","RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021,RFA-AG-18-021"
10065441,m,w,"9546463,9346002,9691088,9156542,9926797","156250.0,156250.0,153750.0,163750.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
10622128,f,w,"8833707,9747903,9148259,9056078,9544180","1330000.0,615000.0,655000.0,665000.0,625000.0","RFA-DK-13-027,RFA-DK-14-025,RFA-DK-14-025,RFA-DK-14-025,RFA-DK-14-025"
9815293,f,w,"10837481,10837461,10459080,10457740,9787307","412000.0,412000.0,274540.60000000003,274540.60000000003,4059000.0","RFA-FD-23-028,RFA-FD-23-028,RFA-HD-22-010,RFA-HD-22-010,RFA-AG-18-021"
10003455,m,w,"9529618,9376394,10178079,9767857,10435711","250000.0,250000.0,406000.0,430500.0,406000.0","RFA-DE-17-005,RFA-DE-17-005,RFA-HL-18-022,RFA-HL-18-022,RFA-HL-18-022"
10700012,m,a,"8925837,9509428,9279075,9340022,9294936","665000.0,625000.0,625000.0,625000.0,625000.0","RFA-HS-14-004,RFA-HS-14-004,RFA-HS-14-004,RFA-HS-14-004,RFA-HS-14-004"
9546849,m,w,"9697814,9316605,9173599,9951035,9517023","553500.0,562500.0,589500.0,553500.0,562500.0","RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017"
10406901,f,w,"9546463,9926797,9156542,9346002,9691088","156250.0,153750.0,163750.0,156250.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
8210201,m,w,"9291402,8996081,9146268,8770165,9061041","375000.0,399000.0,393000.0,266000.0,266000.0","RFA-AG-15-004,RFA-AG-15-004,RFA-AG-15-004,RFA-ES-13-011,RFA-ES-13-011"
10155547,m,w,"9546463,9691088,9346002,9156542,9926797","156250.0,153750.0,156250.0,163750.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
10380652,f,w,"10528845,10689928,9266776,9260968,9135690","535000.0,515000.0,655000.0,665000.0,665000.0","RFA-DA-22-009,RFA-DA-22-009,RFA-DK-14-023,RFA-DK-14-023,RFA-DK-14-023"
8328121,m,w,"9291402,8996081,9146268,10645964,10645467","375000.0,399000.0,393000.0,515000.0,515000.0","RFA-AG-15-004,RFA-AG-15-004,RFA-AG-15-004,RFA-AG-23-009,RFA-AG-23-009"
9728688,f,w,"10588717,10578468,10578526,10578579,10578616","535000.0,515000.0,515000.0,515000.0,515000.0","RFA-HG-21-041,RFA-HG-21-041,RFA-HG-21-041,RFA-HG-21-041,RFA-HG-21-041"
9762768,f,a,"9471780,9433593,8711845,8712256,8712022","281250.0,281250.0,299250.0,299250.0,299250.0","RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002"
10366039,m,w,"9146268,9291402,8996081,10449341,10228691","393000.0,375000.0,399000.0,802500.0,869999.9999999999","RFA-AG-15-004,RFA-AG-15-004,RFA-AG-15-004,RFA-AI-16-081,RFA-AI-16-081"
8525585,m,w,"9059311,9567106,9557463,9331449,9355590","1330000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-HS-15-001,RFA-HS-15-001,RFA-HS-15-001,RFA-HS-15-001,RFA-HS-15-001"
9149219,m,w,"10701083,10630618,9926797,9546463,9691088","128750.0,133750.0,153750.0,156250.0,153750.0","RFA-LM-22-001,RFA-LM-22-001,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
9546829,f,w,"9081920,8776024,9048049,9564665,10000630","1330000.0,1330000.0,1330000.0,1250000.0,1230000.0","RFA-RM-13-012,RFA-RM-13-012,RFA-RM-13-012,RFA-RM-13-012,RFA-RM-13-012"
10578760,m,w,"9928385,9695908,9421907,9565384,10372447","430500.0,430500.0,437500.0,437500.0,290000.0","RFA-AG-17-002,RFA-AG-17-002,RFA-AG-17-002,RFA-AG-17-002,RFA-FD-21-018"
7942235,m,w,"10665204,10598724,10597790,10598312,10596875","206000.0,214000.0,214000.0,214000.0,214000.0","RFA-AG-23-011,RFA-DE-22-011,RFA-DE-22-011,RFA-DE-22-011,RFA-DE-22-011"
10707158,m,w,"9114441,9534195,8821507,8820487,8821506","393000.0,375000.0,399000.0,399000.0,399000.0","RFA-NR-14-001,RFA-NR-14-001,RFA-NR-14-001,RFA-NR-14-001,RFA-NR-14-001"
7919773,m,w,"9358696,9245839,9358698,9762066,9762068","187500.0,196500.0,187500.0,184500.0,184500.0","RFA-DA-16-009,RFA-DA-16-009,RFA-DA-16-009,RFA-DA-16-009,RFA-DA-16-009"
8527695,f,w,"9640405,9767656,10449341,10451579,9841903","922500.0,922500.0,802500.0,802500.0,922500.0","RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081"
10351931,f,w,"7859818,7932676,7901249,7890855,7870089","1460000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-AI-07-013,RFA-AI-07-013,RFA-AI-07-013,RFA-AI-07-013,RFA-AI-07-013"
8119685,m,a,"9146883,9755239,9048061,9544179,9550971","655000.0,615000.0,665000.0,625000.0,625000.0","RFA-DK-14-019,RFA-DK-14-019,RFA-DK-14-019,RFA-DK-14-019,RFA-DK-14-019"
8492194,m,w,"8451329,8272075,8651959,8651958,8837075","1350000.0,1370000.0,1330000.0,1330000.0,1330000.0","RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003"
8666752,m,w,"10786889,8609905,10669218,9882763,10262927","257500.0,675000.0,257500.0,307500.0,290000.0","RFA-FD-23-016,RFA-HS-13-001,RFA-EB-18-002,RFA-EB-18-002,RFA-EB-18-002"
7714604,m,w,"8883055,8919250,8925805,9124604,9124602","266000.0,266000.0,266000.0,262000.0,262000.0","RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082"
9854274,m,a,"10630618,10701083,9926797,9156542,9346002","133750.0,128750.0,153750.0,163750.0,156250.0","RFA-LM-22-001,RFA-LM-22-001,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
7637402,f,w,"9283243,9730232,9624358,9624757,9627971","1250000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003"
9193285,m,w,"10685497,10669760,10698165,10489488,10489500","206000.0,206000.0,206000.0,214000.0,214000.0","RFA-DA-22-008,RFA-DA-22-008,RFA-DA-22-008,RFA-DA-22-008,RFA-DA-22-008"
8543632,f,w,"9672786,9788258,10390460,10388131,10150811","625000.0,615000.0,535000.0,535000.0,580000.0","RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027"
9699505,m,w,"8459979,8460462,8828065,8283415,8448066","1012500.0,1012500.0,997500.0,1027500.0,1012500.0","RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004"
10160883,f,w,"10630618,10701083,9926797,9156542,9346002","133750.0,128750.0,153750.0,163750.0,156250.0","RFA-LM-22-001,RFA-LM-22-001,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
8851574,m,w,"9705957,9770847,10670680,10491848,10372447","312500.0,307500.0,257500.0,267500.0,290000.0","RFA-FD-18-017,RFA-FD-18-017,RFA-FD-21-018,RFA-FD-21-018,RFA-FD-21-018"
9717295,m,w,"8711845,8851500,8712256,8712022,9057934","299250.0,299250.0,299250.0,299250.0,294750.0","RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002,RFA-AG-14-002"
8538309,m,a,"8758050,9353278,9248089,9349629,8759484","332500.0,500000.0,524000.0,524000.0,540000.0","RFA-AG-14-012,RFA-AG-16-012,RFA-AG-16-012,RFA-AG-16-012,RFA-ES-12-008"
8663557,m,h,"10372447,10670680,10491848,8758050,9695908","290000.0,257500.0,267500.0,332500.0,430500.0","RFA-FD-21-018,RFA-FD-21-018,RFA-FD-21-018,RFA-AG-14-012,RFA-AG-17-002"
8659452,m,w,"8759484,9068103,8829218,8854085,8857464","540000.0,524000.0,532000.0,532000.0,532000.0","RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008"
8499148,f,w,"10228691,9640405,10326787,10449341,10451579","869999.9999999999,922500.0,802500.0,802500.0,802500.0","RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081"
10201577,m,a,"9173599,9316605,9697814,9517023,9951035","589500.0,562500.0,553500.0,562500.0,553500.0","RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017"
10090965,f,h,"9564694,9736785,9454132,10178077,9955301","625000.0,615000.0,625000.0,580000.0,615000.0","RFA-HL-17-020,RFA-HL-17-020,RFA-HL-17-020,RFA-HL-17-020,RFA-HL-17-020"
9350668,f,a,"10749781,10382408,10662102,9974269,10610343","515000.0,1926000.0,1926000.0,2214000.0,1854000.0","RFA-HG-22-027,RFA-AI-19-014,RFA-AI-19-014,RFA-AI-19-014,RFA-AI-19-014"
9109284,m,w,"9334608,9334597,9769257,9540703,9540696","937500.0,937500.0,937500.0,937500.0,937500.0","RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021"
10242081,m,w,"10645964,10645746,10645719,10645467,10665204","515000.0,515000.0,515000.0,515000.0,206000.0","RFA-AG-23-009,RFA-AG-23-009,RFA-AG-23-009,RFA-AG-23-009,RFA-AG-23-011"
7942791,m,w,"8833707,10147840,9672786,9788258,10150811","1330000.0,580000.0,625000.0,615000.0,580000.0","RFA-DK-13-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027"
9969469,m,h,"10630618,10701083,9156542,9346002,9691088","133750.0,128750.0,163750.0,156250.0,153750.0","RFA-LM-22-001,RFA-LM-22-001,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
7626596,m,w,"8881515,8883055,9124602,9124604,8919250","266000.0,266000.0,262000.0,262000.0,266000.0","RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082"
10134824,f,w,"9546463,9691088,9346002,9156542,9926797","156250.0,153750.0,156250.0,163750.0,153750.0","RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010,RFA-AG-16-010"
9813755,m,a,"8833707,8369767,8367889,8758050,9056078","1330000.0,274000.0,274000.0,332500.0,665000.0","RFA-DK-13-027,RFA-AG-12-008,RFA-AG-12-008,RFA-AG-14-012,RFA-DK-14-025"
7924597,m,w,"10689928,10528845,10170222,10380759,9918856","515000.0,535000.0,869999.9999999999,802500.0,922500.0","RFA-DA-22-009,RFA-DA-22-009,RFA-AI-17-017,RFA-AI-17-017,RFA-AI-17-017"
7937028,m,w,"9340202,9205998,9547441,8528611,8663551","625000.0,655000.0,625000.0,337500.0,332500.0","RFA-EY-15-002,RFA-EY-15-002,RFA-EY-15-002,RFA-EY-11-001,RFA-EY-11-001"
10221177,f,w,"10259671,9937535,10013216,8339363,8258577","773140.0,819795.0,819795.0,479500.00000000006,490000.0","RFA-HS-19-002,RFA-HS-19-002,RFA-HS-19-002,RFA-NR-11-007,RFA-NR-11-007"
9998690,f,w,"10645467,10645719,10645964,10645746,10407966","515000.0,515000.0,515000.0,515000.0,535000.0","RFA-AG-23-009,RFA-AG-23-009,RFA-AG-23-009,RFA-AG-23-009,RFA-AG-18-023"
8880326,f,w,"8822145,8643294,9034456,8546118,9248811","465500.0,465500.0,458500.0,472500.00000000006,437500.0","RFA-NR-13-001,RFA-NR-13-001,RFA-NR-13-001,RFA-NR-13-001,RFA-NR-13-001"
7656865,m,w,"9316605,9697814,9517023,9173599,9951035","562500.0,553500.0,562500.0,589500.0,553500.0","RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017,RFA-DK-15-017"
7928107,m,w,"9247185,9670111,8913347,9459899,9457435","116680.0,114813.12,124147.52,116680.0,116680.0","RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004"
