APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-xxxxx_o_w,APPVAL_RECS_bert-xxxxx_o_w,FOA_RECS_bert-xxxxx_o_w
8926984,m,w,"8627293,8626530,8627734,8627453,10487558","337500.0,337500.0,337500.0,337500.0,433350.0","RFA-DK-12-025,RFA-DK-12-025,RFA-DK-12-025,RFA-DK-12-025,RFA-HL-20-030"
7767080,m,a,"8412666,8545668,8878147,8898256,8782509","1370000.0,1350000.0,1330000.0,1330000.0,1330000.0","RFA-RM-11-006,RFA-RM-11-006,RFA-RM-11-006,RFA-RM-11-006,RFA-RM-11-006"
7873833,m,w,"10680502,10686983,10514949,10706936,8381716","412000.0,412000.0,428000.0,412000.0,3082500.0000000005","RFA-CA-21-020,RFA-CA-21-020,RFA-CA-21-020,RFA-CA-21-020,RFA-CA-09-009"
8643283,f,w,"9462183,9077252,9252485,9248404,10348106","250000.0,262000.0,250000.0,250000.0,232000.0","RFA-HD-16-020,RFA-HD-16-020,RFA-HD-16-020,RFA-HD-16-020,RFA-HD-16-020"
9132759,m,a,"8116575,7922268,8116576,7860471,7860470","1080000.0,1095000.0,1080000.0,1095000.0,1095000.0","RFA-DK-06-013,RFA-DK-06-013,RFA-DK-06-013,RFA-DK-06-013,RFA-DK-06-013"
10198235,m,w,"7784269,8085944,8078957,7691929,8128463","1460000.0,1400000.0,1400000.0,1460000.0,1400000.0","RFA-CA-08-021,RFA-CA-08-021,RFA-CA-08-021,RFA-CA-08-021,RFA-CA-08-021"
10000069,m,w,"10355559,10694161,10694159,10491933,10491914","348000.0,309000.0,309000.0,321000.0,321000.0","RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040"
8204570,m,h,"8071411,8149960,8150388,8548290,8548294","180000.0,175000.0,175000.0,168750.0,168750.0","RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503"
9282541,m,w,"10168406,10003136,10003141,10017794,10017799","580000.0,615000.0,615000.0,615000.0,615000.0","RFA-AG-19-006,RFA-AG-19-006,RFA-AG-19-006,RFA-AG-19-006,RFA-AG-19-006"
9637312,m,a,"7846463,7919077,8089413,8008766,8011453","292000.0,292000.0,420000.0,420000.0,420000.0","RFA-AI-06-021,RFA-AI-06-021,RFA-AI-08-055,RFA-AI-08-055,RFA-AI-08-055"
10701890,f,h,"9896487,9897091,9985200,10016163,9823404","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511"
9146576,m,w,"10307140,10059273,9156199,9161392,9153423","802500.0,869999.9999999999,937500.0,937500.0,937500.0","RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001"
10476579,f,w,"10604394,10436133,10016262,9353764,9353767","231750.0,240750.0,307500.0,312500.0,312500.0","RFA-DK-20-032,RFA-DK-20-032,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003"
9316532,m,b,"8125905,8122854,9376249,9376270,8892703","910000.0,910000.0,281250.0,281250.0,133000.0","RFA-AR-11-004,RFA-AR-11-004,RFA-AR-17-005,RFA-AR-17-005,RFA-AR-13-003"
8846190,m,w,"9206379,9939533,9345790,9346084,9345786","917000.0,861000.0,875000.0,875000.0,875000.0","RFA-HD-16-017,RFA-HD-16-017,RFA-HD-16-017,RFA-HD-16-017,RFA-HD-16-017"
8090857,m,w,"10394476,10610092,10610090,10610082,10610079","1070000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006"
9971432,m,b,"9829072,9231219,9813820,9813821,9813824","369000.0,375000.0,369000.0,369000.0,369000.0","RFA-AI-15-054,RFA-AI-15-054,RFA-AI-15-054,RFA-AI-15-054,RFA-AI-15-054"
8263509,f,w,"7690402,7692225,10381612,10271683,10617650","4920200.0,4920200.0,652700.0,707600.0,628300.0","RFA-RM-05-016,RFA-RM-05-016,RFA-LM-20-002,RFA-LM-20-002,RFA-LM-20-002"
8061599,m,h,"9728511,10617210,10402544,9920102,9920104","307500.0,257500.0,290000.0,307500.0,307500.0","RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002"
8118485,f,b,"8804026,8804167,7910620,8321526,7895839","997500.0,997500.0,360000.0,342500.0,360000.0","RFA-HL-14-026,RFA-HL-14-026,RFA-HL-08-002,RFA-HL-08-002,RFA-HL-08-002"
8722088,f,w,"8929385,8664432,8849505,8320113,8472537","665000.0,665000.0,665000.0,685000.0,675000.0","RFA-MH-11-080,RFA-MH-11-080,RFA-MH-11-080,RFA-MH-11-080,RFA-MH-11-080"
9843641,m,w,"9404940,9617183,9228310,9198863,9228309","2250000.0,2214000.0,2250000.0,2250000.0,2250000.0","RFA-AA-15-001,RFA-AA-15-001,RFA-AA-15-001,RFA-AA-15-001,RFA-AA-15-001"
8073945,m,b,"8885883,9320021,8489410,9128040,8725226","1263500.0,1187500.0,1282500.0,1244500.0,1263500.0","RFA-HL-13-011,RFA-HL-13-011,RFA-HL-13-011,RFA-HL-13-011,RFA-HL-13-011"
9497749,m,h,"8977313,9614841,9201285,9201287,9201284","9694000.0,9102000.0,9250000.0,9250000.0,9250000.0","RFA-AA-15-002,RFA-AA-15-002,RFA-AA-15-002,RFA-AA-15-002,RFA-AA-15-002"
9783800,f,w,"9354442,9186640,9186886,9186195,9186361","312500.0,327500.0,327500.0,327500.0,327500.0","RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003"
10162635,m,w,"9548712,9970598,9732558,9391514,9969511","625000.0,615000.0,615000.0,625000.0,615000.0","RFA-RM-16-020,RFA-RM-16-020,RFA-RM-16-020,RFA-RM-16-020,RFA-RM-16-020"
8620607,m,w,"9805684,10044028,9438173,9434044,10246412","92250.0,92250.0,93750.0,93750.0,87000.0","RFA-HL-17-022,RFA-HL-17-022,RFA-HL-17-022,RFA-HL-17-022,RFA-HL-17-022"
9693823,f,w,"9111546,9478357,9547519,9111535,9111483","655000.0,615000.0,625000.0,655000.0,655000.0","RFA-MH-16-350,RFA-MH-16-350,RFA-MH-16-350,RFA-MH-16-350,RFA-MH-16-350"
9061791,m,w,"10488079,10023258,10662510,10465297,9870148","535000.0,615000.0,515000.0,580000.0,615000.0","RFA-CA-19-012,RFA-CA-19-012,RFA-CA-19-012,RFA-CA-19-012,RFA-CA-19-012"
9554595,m,w,"8461029,9129507,8798446,8730480,8730487","205500.00000000003,196500.0,199500.0,199500.0,199500.0","RFA-FD-12-008,RFA-FD-12-008,RFA-FD-12-008,RFA-FD-12-008,RFA-FD-12-008"
9124645,f,h,"8326713,8331391,7883947,7883976,8135559","1027500.0,1050000.0,1095000.0,1095000.0,1050000.0","RFA-DK-07-002,RFA-DK-07-002,RFA-DK-07-002,RFA-DK-07-002,RFA-DK-07-002"
9488507,m,w,"8923275,8815480,8815813,8814095,8928618","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-RM-14-001,RFA-RM-14-001,RFA-RM-14-001,RFA-RM-14-001,RFA-RM-14-001"
7908682,f,w,"9902839,9902788,9902838,9306535,9305689","184500.0,184500.0,184500.0,187500.0,187500.0","RFA-CA-19-025,RFA-CA-19-025,RFA-CA-19-025,RFA-CA-16-010,RFA-CA-16-010"
10307473,f,w,"10307399,10307277,10307430,10307472,10307473","535000.0,535000.0,535000.0,535000.0,535000.0","RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001"
10419022,f,w,"8209501,8514717,8901120,8906517,8210117","700000.0,675000.0,665000.0,665000.0,700000.0","RFA-DA-11-003,RFA-DA-11-003,RFA-DA-11-003,RFA-DA-11-003,RFA-DA-11-003"
10703511,f,w,"10021618,10469355,10690034,10690033,10690031","1845000.0,1605000.0,1545000.0,1545000.0,1545000.0","RFA-CA-18-018,RFA-CA-18-018,RFA-CA-18-018,RFA-CA-18-018,RFA-CA-18-018"
10153843,m,w,"8537894,8446031,8443710,8539592,10252958","270000.0,274000.0,274000.0,270000.0,406000.0","RFA-DE-12-012,RFA-DE-12-012,RFA-DE-12-012,RFA-DE-12-012,RFA-CA-17-001"
10451849,m,w,"10136007,9520086,9554904,9520147,9707161","2030000.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
8386571,m,w,"8708915,8707502,8033404,8033408,8033409","997500.0,997500.0,1080000.0,1080000.0,1080000.0","RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012"
9266784,m,w,"9810794,10250422,10017885,10657602,10657603","615000.0,580000.0,615000.0,515000.0,515000.0","RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007"
8544504,m,w,"7686303,7683733,7921151,7880319,7939044","365000.0,365000.0,365000.0,365000.0,365000.0","RFA-RM-07-003,RFA-RM-07-003,RFA-RM-07-003,RFA-RM-07-003,RFA-RM-07-003"
9922320,m,w,"9529679,9307934,9249624,9491864,9535440","625000.0,625000.0,625000.0,625000.0,625000.0","RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013"
10512187,m,w,"9094795,9461059,9721081,9462084,9514137","196500.0,187500.0,187500.0,187500.0,187500.0","RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002"
9548475,m,w,"7884362,7904295,7877933,7882597,7939165","1168000.0,1152000.0,1168000.0,1168000.0,1168000.0","RFA-DK-07-503,RFA-DK-07-503,RFA-DK-07-503,RFA-DK-07-503,RFA-DK-07-503"
7600401,m,w,"8464718,8464117,8554435,8464108,8464720","1485000.0,1485000.0,1485000.0,1485000.0,1485000.0","RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001"
8828856,f,b,"8450083,8812524,8839183,8843772,8897975","405000.0,399000.0,399000.0,399000.0,399000.0","RFA-AI-11-016,RFA-AI-11-016,RFA-AI-11-016,RFA-AI-11-016,RFA-AI-11-016"
9090014,f,w,"7668410,7911729,8132947,8076285,8098086","438000.0,432000.0,420000.0,420000.0,420000.0","RFA-AI-06-022,RFA-AI-06-022,RFA-AI-06-022,RFA-AI-06-022,RFA-AI-06-022"
9108830,f,h,"9047225,9266361,9474052,9461944,9473739","327500.0,312500.0,312500.0,312500.0,312500.0","RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060"
8132428,m,w,"7586542,8048626,8082436,8083495,7922872","1440000.0,1440000.0,1440000.0,1440000.0,1460000.0","RFA-AI-07-040,RFA-AI-07-040,RFA-AI-07-040,RFA-AI-07-040,RFA-AI-07-040"
8014442,m,w,"10657373,10689710,10222556,10222555,10222554","561350.0,561350.0,632200.0,632200.0,632200.0","RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002"
9831035,f,w,"7980361,8117309,8381970,8381572,8381972","288000.0,280000.0,274000.0,274000.0,274000.0","RFA-AA-10-001,RFA-AA-10-001,RFA-AA-10-001,RFA-AA-10-001,RFA-AA-10-001"
10480853,m,w,"8304852,8198896,8090655,8138725,7911685","274000.0,280000.0,365000.0,360000.0,360000.0","RFA-AR-11-013,RFA-AR-11-013,RFA-AI-08-011,RFA-AI-08-011,RFA-AI-08-011"
10007909,m,w,"9814449,9814451,10176493,10176491,10646279","861000.0,861000.0,812000.0,812000.0,721000.0","RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013"
7586092,m,w,"8539731,8544962,8692619,8693887,8693886","675000.0,675000.0,665000.0,665000.0,665000.0","RFA-AA-12-006,RFA-AA-12-006,RFA-AA-12-006,RFA-AA-12-006,RFA-AA-12-006"
9771465,f,w,"10436133,10604394,8851211,8852388,8851806","240750.0,231750.0,532000.0,532000.0,532000.0","RFA-DK-20-032,RFA-DK-20-032,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
8381865,m,w,"7620003,7842565,7840430,7840429,7840428","1387000.0,1387000.0,1387000.0,1387000.0,1387000.0","RFA-MD-06-002,RFA-MD-06-002,RFA-MD-06-002,RFA-MD-06-002,RFA-MD-06-002"
9646351,m,a,"9972970,9921573,9531467,9053720,9146709","1160000.0,1230000.0,1250000.0,1330000.0,1250000.0","RFA-NS-15-006,RFA-NS-15-006,RFA-NS-15-006,RFA-NS-15-006,RFA-NS-15-006"
10701808,f,w,"7880086,8287458,8287460,8286746,8286025","720000.0,685000.0,685000.0,685000.0,685000.0","RFA-HS-08-001,RFA-HS-08-001,RFA-HS-08-001,RFA-HS-08-001,RFA-HS-08-001"
8368503,m,w,"10405083,9674675,9925791,9988327,10171751","374500.0,437500.0,430500.0,430500.0,406000.0","RFA-AG-18-026,RFA-AG-18-026,RFA-AG-18-026,RFA-AG-18-026,RFA-AG-18-026"
8686820,m,w,"9389848,9749147,9515931,10000638,10000637","187500.0,184500.0,187500.0,184500.0,184500.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
10651389,m,a,"10447235,10445419,10446346,10446697,10524286","240750.0,240750.0,240750.0,240750.0,240750.0","RFA-NS-21-014,RFA-NS-21-014,RFA-NS-21-014,RFA-NS-21-014,RFA-NS-21-014"
8712344,m,w,"9236973,9352457,9999273,9946863,10088137","28820000.0,28820000.0,33210000.0,33210000.0,33210000.0","RFA-DK-15-506,RFA-DK-15-506,RFA-DK-17-508,RFA-DK-17-508,RFA-DK-17-508"
10615613,f,a,"9932968,9515931,10000637,9938144,9930943","184500.0,187500.0,184500.0,184500.0,184500.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
7687587,m,w,"8756251,8752056,8754322,8926440,8916722","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007,RFA-ES-13-007"
8897975,f,b,"8828856,9038219,8450083,8449582,8265057","405000.0,393000.0,405000.0,405000.0,411000.00000000006","RFA-AI-11-016,RFA-AI-11-016,RFA-AI-11-016,RFA-AI-11-016,RFA-AI-11-016"
8309959,m,w,"9324131,9969346,9743087,9318445,9352776","625000.0,615000.0,615000.0,625000.0,625000.0","RFA-AR-16-003,RFA-AR-16-003,RFA-AR-16-003,RFA-AR-16-003,RFA-AR-16-003"
9432737,m,w,"9032546,8803822,8662921,9043209,8662909","458500.0,465500.0,465500.0,458500.0,465500.0","RFA-NS-13-009,RFA-NS-13-009,RFA-NS-13-009,RFA-NS-13-009,RFA-NS-13-009"
9052188,m,w,"9607987,9670831,9670834,9670835,9670836","1250000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-ES-15-007,RFA-ES-15-007,RFA-ES-15-007,RFA-ES-15-007,RFA-ES-15-007"
9058980,m,w,"8068565,8071786,8476331,8306244,8306245","360000.0,360000.0,342500.0,342500.0,342500.0","RFA-AI-07-039,RFA-AI-07-039,RFA-AI-07-039,RFA-AI-07-039,RFA-AI-07-039"
9925073,m,w,"9870339,10020356,10693844,10693843,10021640","738000.0,738000.0,618000.0,618000.0,738000.0","RFA-CA-19-005,RFA-CA-19-005,RFA-CA-19-005,RFA-CA-19-005,RFA-CA-19-005"
9692771,m,w,"9949781,10227917,10406900,10406336,10406335","7330800.0,6913599.999999999,6377200.0,6377200.0,6377200.0","RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014"
9203505,m,w,"10491933,10355559,10694159,10491914,10694161","321000.0,348000.0,309000.0,321000.0,309000.0","RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040"
9167306,m,a,"8189006,8336846,8332244,10707321,10498859","1050000.0,1027500.0,1027500.0,515000.0,535000.0","RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-013,RFA-HG-21-001,RFA-HG-21-001"
9119880,m,w,"8827925,8828404,8935951,8935952,8935948","399000.0,399000.0,399000.0,399000.0,399000.0","RFA-MH-14-217,RFA-MH-14-217,RFA-MH-14-217,RFA-MH-14-217,RFA-MH-14-217"
9350737,m,b,"8786482,8661894,8661414,8786480,8456201","66500.0,66500.0,66500.0,66500.0,337500.0","RFA-NS-13-015,RFA-NS-13-015,RFA-NS-13-015,RFA-NS-13-015,RFA-MH-11-040"
10359841,m,w,"8913586,9669041,9044776,9044778,9247185","124147.52,114813.12,122280.64,122280.64,116680.0","RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004"
8241289,m,w,"10744965,8241338,9293375,9284540,9285881","1339000.0,280000.0,250000.0,250000.0,250000.0","RFA-NS-22-030,RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008"
9242631,m,a,"8972390,8971178,8970591,8969780,8970590","982500.0,982500.0,982500.0,982500.0,982500.0","RFA-DK-14-012,RFA-DK-14-012,RFA-DK-14-012,RFA-DK-14-012,RFA-DK-14-012"
8306245,m,w,"9494530,10062818,10213610,9385453,9385357","437500.0,406000.0,406000.0,437500.0,437500.0","RFA-AI-16-053,RFA-AI-16-053,RFA-AI-16-053,RFA-AI-16-053,RFA-AI-16-053"
7688953,m,w,"9067802,9059012,9056967,9047220,9047225","327500.0,327500.0,327500.0,327500.0,327500.0","RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060"
9128433,m,w,"9494553,9335144,9649397,9520009,9127765","250000.0,250000.0,250000.0,250000.0,262000.0","RFA-CA-15-013,RFA-CA-15-013,RFA-CA-15-013,RFA-CA-15-013,RFA-CA-15-013"
9741771,f,b,"8743231,9136225,8576339,8908033,10748106","465500.0,458500.0,472500.00000000006,465500.0,515000.0","RFA-RM-12-007,RFA-RM-12-007,RFA-RM-12-007,RFA-RM-12-007,RFA-DC-23-001"
10729446,f,w,"10647805,10643965,10415066,10421064,10425350","1030000.0,1030000.0,1070000.0,1070000.0,1070000.0","RFA-MH-19-242,RFA-MH-19-242,RFA-MH-19-242,RFA-MH-19-242,RFA-MH-19-242"
9844366,m,w,"10610041,10849939,10829011,10829020,10829101","62060.0,59740.0,59740.0,59740.0,59740.0","RFA-NS-21-012,RFA-NS-21-012,RFA-NS-21-012,RFA-NS-21-012,RFA-NS-21-012"
8138504,m,a,"8412666,8545668,8878147,8898256,8782509","1370000.0,1350000.0,1330000.0,1330000.0,1330000.0","RFA-RM-11-006,RFA-RM-11-006,RFA-RM-11-006,RFA-RM-11-006,RFA-RM-11-006"
7779493,f,a,"8904645,8703654,9110917,8515985,8431599","1330000.0,1330000.0,1310000.0,1350000.0,1370000.0","RFA-DA-12-010,RFA-DA-12-010,RFA-DA-12-010,RFA-DA-12-010,RFA-DA-12-010"
9783777,m,w,"9593805,9783777,10215266,9987331,10454343","312500.0,307500.0,290000.0,307500.0,267500.0","RFA-DK-17-034,RFA-DK-17-034,RFA-DK-17-034,RFA-DK-17-034,RFA-DK-17-034"
7625150,m,w,"8066120,8066114,8173917,8173916,8173915","7200000.0,7200000.0,7200000.0,7200000.0,7200000.0","RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004"
7940940,f,w,"8321243,8219293,8466112,8310001,8316270","350000.0,350000.0,342500.0,342500.0,342500.0","RFA-GM-10-008,RFA-GM-10-008,RFA-GM-10-008,RFA-GM-10-008,RFA-GM-10-008"
10800507,m,a,"10747205,9741503,9568438,9569284,9568427","123600.0,615000.0,625000.0,625000.0,625000.0","RFA-HD-23-027,RFA-MD-17-003,RFA-MD-17-003,RFA-MD-17-003,RFA-MD-17-003"
8293717,m,w,"8837726,8042601,8234664,8287760,8235181","93100.0,98000.0,98000.0,98000.0,98000.0","RFA-NS-10-002,RFA-NS-10-002,RFA-NS-10-002,RFA-NS-10-002,RFA-NS-10-002"
8360531,m,w,"7959639,8360339,8360346,8109994,8360491","292000.0,280000.0,280000.0,280000.0,280000.0","RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001"
9277346,m,w,"9780719,9566389,9301415,9549198,9282541","62500.0,62500.0,62500.0,62500.0,62500.0","RFA-AG-14-004,RFA-AG-14-004,RFA-AG-14-004,RFA-AG-14-004,RFA-AG-14-004"
7942068,m,w,"9515571,8990195,9525613,9303425,9522828","393750.0,418950.0,393750.0,393750.0,393750.0","RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011"
8402640,f,w,"10656299,10429287,10680471,10284797,10653997","231750.0,240750.0,231750.0,261000.0,231750.0","RFA-MH-20-500,RFA-MH-20-500,RFA-MH-20-500,RFA-MH-20-500,RFA-MH-20-500"
9351194,m,w,"9024533,8799363,9756578,9774047,9655324","491250.0,498750.0,468750.0,461250.0,461250.0","RFA-ES-13-013,RFA-ES-13-013,RFA-ES-13-013,RFA-ES-13-013,RFA-ES-13-013"
8724190,f,w,"8534734,8918271,8728763,8534735,8568029","168750.0,166250.0,168750.0,168750.0,168750.0","RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001"
7935226,f,w,"8044661,8044411,8044354,7918936,7676166","3988800.0,3988800.0,3988800.0,3456000.0,3504000.0","RFA-HS-10-015,RFA-HS-10-015,RFA-HS-10-015,RFA-GM-07-005,RFA-GM-07-005"
10494162,m,h,"9889176,10167774,10167776,10167777,9615208","615000.0,580000.0,580000.0,580000.0,615000.0","RFA-MD-17-006,RFA-MD-17-006,RFA-MD-17-006,RFA-MD-17-006,RFA-MD-17-006"
10301870,m,w,"10265545,10095390,10091228,10461867,10729771","464000.0,492000.0,492000.0,428000.0,206000.0","RFA-AG-20-037,RFA-AG-20-037,RFA-AG-20-037,RFA-AG-20-037,RFA-AG-23-023"
9932830,m,w,"10256798,10254418,10636807,10221177,10213963","406000.0,406000.0,360500.0,430500.0,430500.0","RFA-NR-20-001,RFA-NR-20-001,RFA-NR-20-001,RFA-NR-20-001,RFA-NR-20-001"
7795752,m,w,"8851796,8852884,8851786,8852336,8852418","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
8288226,m,w,"7683038,7672271,7617895,7673736,8008766","365000.0,365000.0,365000.0,365000.0,420000.0","RFA-AI-05-028,RFA-AI-05-028,RFA-AI-05-028,RFA-AI-05-028,RFA-AI-08-055"
8052894,m,w,"7895839,7691281,8307828,8321526,8307476","360000.0,365000.0,342500.0,342500.0,342500.0","RFA-HL-08-002,RFA-HL-08-002,RFA-HL-08-002,RFA-HL-08-002,RFA-HL-08-002"
9809019,f,w,"8338442,8550153,8234288,10216372,9989198","411000.00000000006,405000.0,420000.0,377000.0,399750.0","RFA-NS-11-006,RFA-NS-11-006,RFA-NS-11-006,RFA-NS-18-033,RFA-NS-18-033"
8090447,m,w,"8689858,9113997,8537081,8534652,8534653","532000.0,524000.0,540000.0,540000.0,540000.0","RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012"
8433425,m,w,"7778835,8499301,7643588,7643555,7643595","720000.0,675000.0,730000.0,730000.0,730000.0","RFA-EB-08-003,RFA-EB-08-003,RFA-EB-08-003,RFA-EB-08-003,RFA-EB-08-003"
8683138,m,w,"10021459,10475174,10246425,10241442,10181082","307500.0,267500.0,290000.0,290000.0,290000.0","RFA-NS-19-008,RFA-NS-19-008,RFA-NS-19-008,RFA-NS-19-008,RFA-NS-19-008"
9736568,m,h,"7901544,7657324,7649516,7645736,7649262","576000.0,584000.0,584000.0,584000.0,584000.0","RFA-HL-05-013,RFA-HL-05-013,RFA-HL-05-013,RFA-HL-05-013,RFA-HL-05-013"
8900547,m,w,"9921556,9041620,8650442,8649940,8649396","184500.0,196500.0,199500.0,199500.0,199500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
7886742,m,b,"8036052,7679892,7680402,7680432,7679337","70000.0,73000.0,73000.0,73000.0,73000.0","RFA-MD-08-006,RFA-MD-08-006,RFA-MD-08-006,RFA-MD-08-006,RFA-MD-08-006"
9742869,f,w,"9904614,10379951,10136592,9742869,7794230","615000.0,535000.0,580000.0,615000.0,292000.0","RFA-DK-17-028,RFA-DK-17-028,RFA-DK-17-028,RFA-DK-17-028,RFA-DK-08-013"
8513254,m,w,"9362124,10168437,9546495,9515790,9492796","937500.0,869999.9999999999,937500.0,937500.0,937500.0","RFA-AI-16-034,RFA-AI-16-034,RFA-AI-16-034,RFA-AI-16-034,RFA-AI-16-034"
10120692,f,a,"8461219,8450239,8451497,8450232,8451495","2430000.0,2430000.0,2430000.0,2430000.0,2430000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
8309520,m,w,"8318169,8109216,7842432,7839761,7841512","685000.0,700000.0,730000.0,730000.0,730000.0","RFA-RM-09-001,RFA-RM-09-001,RFA-RM-09-001,RFA-RM-09-001,RFA-RM-09-001"
9453871,m,w,"8326734,8525392,8717636,8010002,8121183","6850000.000000001,6750000.0,6650000.0,7200000.0,7200000.0","RFA-DK-09-504,RFA-DK-09-504,RFA-DK-09-504,RFA-DK-09-504,RFA-DK-09-504"
9980408,m,w,"8926397,8734406,8436395,8545842,9136088","66500.0,66500.0,68500.0,67500.0,65500.0","RFA-DK-11-028,RFA-DK-11-028,RFA-DK-11-028,RFA-DK-11-028,RFA-DK-11-028"
7675504,m,w,"8089288,8459420,8474685,8474686,8509575","2160000.0,2025000.0,2025000.0,2025000.0,2025000.0","RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013"
9445413,m,w,"7878872,7937570,7666180,8311650,8079819","1440000.0,1460000.0,1460000.0,411000.00000000006,420000.0","RFA-CA-07-039,RFA-CA-07-039,RFA-CA-07-039,RFA-CA-10-002,RFA-CA-10-002"
10037512,f,w,"8555493,8918271,8918266,8730575,8730572","171250.0,166250.0,166250.0,166250.0,166250.0","RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001"
9474831,m,w,"9379210,9377855,9379211,9530594,9254512","187500.0,187500.0,187500.0,250000.0,250000.0","RFA-CA-16-012,RFA-CA-16-012,RFA-CA-16-012,RFA-CA-15-002,RFA-CA-15-002"
8074160,f,h,"8107508,7879442,8305064,7691751,9222148","525000.0,540000.0,513750.00000000006,547500.0,250000.0","RFA-CA-08-017,RFA-CA-08-017,RFA-CA-08-017,RFA-CA-08-017,RFA-ES-15-017"
9491814,m,a,"8388796,8391285,8387978,8390349,8389240","274000.0,274000.0,274000.0,274000.0,274000.0","RFA-ES-11-010,RFA-ES-11-010,RFA-ES-11-010,RFA-ES-11-010,RFA-ES-11-010"
8701239,f,w,"8055197,8054688,8015844,10828982,10830011","5760000.0,5760000.0,1915200.0,515000.0,515000.0","RFA-HS-10-020,RFA-HS-10-020,RFA-HS-10-006,RFA-HS-23-010,RFA-HS-23-010"
