APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-xxxxx_o_w,APPVAL_RECS_bert-xxxxx_o_w,FOA_RECS_bert-xxxxx_o_w
8539388,m,w,"7849041,7912258,7627999,7657333,7617881","360000.0,365000.0,365000.0,365000.0,365000.0","RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004"
8318269,m,w,"8804026,8804167,9985711,9755324,9323657","997500.0,997500.0,369000.0,369000.0,375000.0","RFA-HL-14-026,RFA-HL-14-026,RFA-AI-16-001,RFA-AI-16-001,RFA-AI-16-001"
7925613,f,w,"9753088,9755283,9753081,9753080,9753078","1353000.0,1353000.0,1353000.0,1353000.0,1353000.0","RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018"
8065704,m,w,"8016853,8653603,8146167,8319431,8065704","5903998.56,5452998.67,5739998.6,5534998.65,720000.0","RFA-HL-10-008,RFA-HL-10-008,RFA-HL-10-008,RFA-HL-10-008,RFA-HL-10-018"
8714038,f,b,"7935371,7884725,7884853,7883974,7883988","180000.0,182500.0,182500.0,182500.0,182500.0","RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008"
10556323,m,w,"9205825,9969202,9974595,9205860,9957124","917000.0,861000.0,861000.0,917000.0,861000.0","RFA-MH-16-750,RFA-MH-16-750,RFA-MH-16-750,RFA-MH-16-750,RFA-MH-16-750"
10696183,m,w,"10488079,10023258,10662510,10465297,9870148","535000.0,615000.0,515000.0,580000.0,615000.0","RFA-CA-19-012,RFA-CA-19-012,RFA-CA-19-012,RFA-CA-19-012,RFA-CA-19-012"
9926785,f,w,"10153611,9692599,9904310,9528438,10153610","290000.0,307500.0,307500.0,312500.0,290000.0","RFA-AG-17-009,RFA-AG-17-009,RFA-AG-17-009,RFA-AG-17-009,RFA-AG-17-009"
10196932,f,a,"7846463,7919077,9727895,10196932,9577408","292000.0,292000.0,922500.0,802500.0,937500.0","RFA-AI-06-021,RFA-AI-06-021,RFA-AI-17-014,RFA-AI-17-014,RFA-AI-17-014"
10062648,f,w,"9522828,9733025,9521395,9521384,9514196","393750.0,387450.0,393750.0,393750.0,393750.0","RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011"
10669056,m,h,"8328742,8016924,8015937,8017845,8015704","342500.0,360000.0,360000.0,360000.0,360000.0","RFA-RM-09-022,RFA-RM-09-022,RFA-RM-09-022,RFA-RM-09-022,RFA-RM-09-022"
10155543,m,a,"9126574,8919827,8918703,8384740,8385088","786000.0,798000.0,798000.0,822000.0000000001,822000.0000000001","RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208"
7942234,m,w,"8311698,7931284,7942242,7942240,7942238","1027500.0,1095000.0,1095000.0,1095000.0,1095000.0","RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016"
9229239,m,w,"8121583,7942234,8501590,8508973,8501588","1080000.0,1095000.0,1012500.0,1012500.0,1012500.0","RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016"
9201319,m,w,"8929528,8929882,9000677,9135274,9130911","266000.0,266000.0,262000.0,262000.0,262000.0","RFA-CA-14-005,RFA-CA-14-005,RFA-CA-14-005,RFA-CA-14-005,RFA-CA-14-005"
9733869,m,w,"8970229,9749010,9383154,9383155,9115988","1596000.0,1476000.0,1572000.0,1572000.0,1572000.0","RFA-AI-14-047,RFA-AI-14-047,RFA-AI-14-047,RFA-AI-14-047,RFA-AI-14-047"
9663872,f,w,"7922872,8083495,8082436,8048626,7586542","1460000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-AI-07-040,RFA-AI-07-040,RFA-AI-07-040,RFA-AI-07-040,RFA-AI-07-040"
8657035,m,w,"7924099,8134003,7925701,7925700,7925699","2190000.0,2160000.0,2190000.0,2190000.0,2190000.0","RFA-NS-06-003,RFA-NS-06-003,RFA-NS-06-003,RFA-NS-06-003,RFA-NS-06-003"
8673943,m,w,"10515763,10670378,8677630,8692445,8580730","214000.0,206000.0,638400.0,638400.0,648000.0","RFA-AG-22-028,RFA-AG-22-028,RFA-NR-12-006,RFA-NR-12-006,RFA-NR-12-006"
7939674,m,w,"8386593,7992853,8123379,8264973,8043877","540000.0,576000.0,576000.0,548000.0,576000.0","RFA-DK-09-012,RFA-DK-09-012,RFA-DK-09-012,RFA-DK-09-012,RFA-OD-10-010"
8787145,m,w,"7860827,7867014,8311976,8010649,8014913","719998.5599999999,719998.5599999999,699998.6,699998.6,699998.6","RFA-HL-10-001,RFA-HL-10-001,RFA-HL-10-001,RFA-HL-10-001,RFA-HL-10-001"
8461449,m,w,"9933416,9932087,9931772,9930709,9930496","369000.0,369000.0,369000.0,369000.0,369000.0","RFA-FD-19-018,RFA-FD-19-018,RFA-FD-19-018,RFA-FD-19-018,RFA-FD-19-018"
7993174,m,w,"8965646,9756380,9763354,9763355,10002715","931000.0,861000.0,861000.0,861000.0,861000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
8914613,m,w,"9115575,9310235,8913960,9130457,9130477","655000.0,625000.0,665000.0,665000.0,665000.0","RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014"
7901583,m,w,"8812920,8641002,9108553,9328182,9340828","1330000.0,1330000.0,1330000.0,1310000.0,1310000.0","RFA-TW-11-001,RFA-TW-11-001,RFA-TW-11-001,RFA-TW-11-001,RFA-TW-11-001"
7895082,m,w,"7911439,7869504,8443447,8509323,7652417","292000.0,292000.0,1068600.0,1068600.0,1138800.0","RFA-NS-07-004,RFA-NS-07-004,RFA-HG-07-015,RFA-HG-07-015,RFA-HG-07-015"
8544772,m,w,"8128561,8126358,8126360,8141268,8126361","1400000.0,1440000.0,1440000.0,1400000.0,1400000.0","RFA-NS-08-002,RFA-NS-08-002,RFA-NS-08-002,RFA-NS-08-002,RFA-NS-08-002"
10626077,m,a,"10690618,10289787,10290746,10290674,10290456","412000.0,464000.0,464000.0,464000.0,464000.0","RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002"
9180272,m,w,"8971761,9540701,9987199,9750688,9342869","1330000.0,1250000.0,1230000.0,1230000.0,1250000.0","RFA-DK-14-001,RFA-DK-14-001,RFA-DK-14-001,RFA-DK-14-001,RFA-DK-14-001"
8278099,m,w,"8284450,8365138,8365149,8365150,8365151","6850000.000000001,7000000.0,7000000.0,7000000.0,7000000.0","RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004"
8534738,m,b,"8379207,8309794,8182494,8182461,8182478","376750.00000000006,376750.00000000006,396000.0,396000.0,396000.0","RFA-CA-09-501,RFA-CA-09-501,RFA-CA-09-501,RFA-CA-09-501,RFA-CA-09-501"
9677064,f,w,"10015282,10015284,10430120,10430118,10646279","861000.0,861000.0,749000.0,749000.0,721000.0","RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013"
10265521,f,w,"10696706,10702050,10702117,10702214,10702222","721000.0,721000.0,721000.0,721000.0,721000.0","RFA-RM-22-018,RFA-RM-22-018,RFA-RM-22-018,RFA-RM-22-018,RFA-RM-22-018"
9288183,f,w,"10744468,10744467,10744469,7992457,7845330","14420000.0,14420000.0,14420000.0,77000.0,80300.0","RFA-OD-22-021,RFA-OD-22-021,RFA-OD-22-021,RFA-ES-06-009,RFA-ES-06-009"
8501599,m,w,"8916415,8379437,8380415,8379372,8381883","997500.0,1027500.0,1027500.0,1027500.0,1027500.0","RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022"
10592342,f,w,"10306992,10307483,10543757,10543752,10543748","535000.0,535000.0,515000.0,515000.0,515000.0","RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001"
9061068,m,w,"9060558,9308964,9527150,9308965,9341300","4389000.0,1562500.0,1562500.0,1562500.0,1562500.0","RFA-ES-15-011,RFA-ES-14-002,RFA-ES-14-002,RFA-ES-14-002,RFA-ES-14-002"
8121479,f,w,"8725993,8222946,8221472,8545885,8338455","3458000.0,3640000.0,3640000.0,3510000.0,3562000.0000000005","RFA-RM-10-017,RFA-RM-10-017,RFA-RM-10-017,RFA-RM-10-017,RFA-RM-10-017"
10569080,f,h,"9788358,9627383,9627674,9630126,9627008","984000.0,1000000.0,1000000.0,1000000.0,1000000.0","RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033"
9440349,f,w,"10260591,10672210,10665002,10447021,10217061","696000.0,618000.0,618000.0,642000.0,696000.0","RFA-CA-19-040,RFA-CA-19-040,RFA-CA-19-040,RFA-CA-19-040,RFA-CA-19-040"
9249640,m,w,"7799869,7803556,7608718,7863989,7799160","259200.0,259200.0,262800.0,262800.0,259200.0","RFA-HD-04-010,RFA-HD-04-010,RFA-HD-04-010,RFA-HD-04-010,RFA-HD-04-010"
10141198,m,w,"9731085,9919484,9915896,9915897,9915899","92250.0,92250.0,92250.0,92250.0,92250.0","RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004"
9562112,m,w,"8138246,7931242,7673312,7663289,7683856","324000.0,328500.0,328500.0,328500.0,328500.0","RFA-GM-07-003,RFA-GM-07-003,RFA-GM-07-003,RFA-GM-07-003,RFA-GM-07-003"
9429344,m,h,"10667123,10666871,10666025,10171751,9788245","515000.0,515000.0,515000.0,406000.0,430500.0","RFA-AG-23-010,RFA-AG-23-010,RFA-AG-23-010,RFA-AG-18-026,RFA-AG-18-026"
7937605,m,a,"9755187,9062519,9244683,8896199,9458247","437500.0,458500.0,437500.0,465500.0,437500.0","RFA-NR-15-001,RFA-NR-15-001,RFA-NR-15-001,RFA-NR-15-001,RFA-NR-15-001"
10689720,f,w,"10204491,10624969,10415065,9531971,9986620","6032000.0,5356000.0,5564000.0,2812500.0,2767500.0","RFA-AG-21-014,RFA-AG-21-014,RFA-AG-21-014,RFA-AG-18-002,RFA-AG-18-002"
10551227,m,w,"9625434,10073474,10064990,10686113,10551227","922500.0,869999.9999999999,869999.9999999999,772500.0,772500.0","RFA-AI-17-026,RFA-AI-17-026,RFA-AI-17-026,RFA-AI-17-026,RFA-AI-17-026"
10178881,m,w,"9110264,9461060,9729136,9462083,9514131","196500.0,187500.0,187500.0,187500.0,187500.0","RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002"
7928723,m,w,"9608084,10470777,10234154,10234116,9998934","312500.0,267500.0,290000.0,290000.0,307500.0","RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509"
8705384,m,w,"8517782,8554312,8433794,8433290,8434398","540000.0,1350000.0,1370000.0,1370000.0,1370000.0","RFA-HD-10-017,RFA-HD-12-210,RFA-HD-12-210,RFA-HD-12-210,RFA-HD-12-210"
9767653,m,w,"8377003,8508816,8652555,8474685,8474686","2055000.0,2025000.0,2025000.0,2025000.0,2025000.0","RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013"
8843483,m,w,"7535432,7535124,8399096,8399097,7931821","365000.0,365000.0,337500.0,337500.0,365000.0","RFA-HD-07-005,RFA-HD-07-005,RFA-HD-07-005,RFA-HD-07-005,RFA-HD-07-005"
7893562,m,w,"8535365,8836996,8823037,8823040,9057491","506250.00000000006,498750.0,498750.0,498750.0,491250.0","RFA-DA-13-001,RFA-DA-13-001,RFA-DA-13-001,RFA-DA-13-001,RFA-DA-13-001"
10681292,f,w,"8890180,8536036,8531341,8732790,8336923","665000.0,685000.0,675000.0,675000.0,685000.0","RFA-DK-10-014,RFA-DK-10-014,RFA-DK-10-014,RFA-DK-10-014,RFA-DK-10-014"
9884815,m,w,"9812311,9177874,9319816,9706654,9494700","3000000.0,3144000.0,3000000.0,2952000.0,3000000.0","RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600,RFA-MH-16-600"
8533654,m,w,"8904013,8728236,8728858,8598612,8599113","266000.0,266000.0,266000.0,270000.0,270000.0","RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007"
10482348,m,w,"9150320,9321208,9744849,9771778,9553870","1310000.0,1250000.0,1230000.0,1250000.0,1250000.0","RFA-NS-15-009,RFA-NS-15-009,RFA-NS-15-009,RFA-NS-15-009,RFA-NS-15-009"
7683457,m,w,"7918129,7922066,7929915,8134761,8134762","1095000.0,1080000.0,1080000.0,1080000.0,1080000.0","RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003"
7911709,m,h,"9316562,9982474,9527049,9185890,9347018","937500.0,922500.0,937500.0,982500.0,982500.0","RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015"
9291533,m,w,"8887181,8711574,8573940,8585165,8574241","1330000.0,1330000.0,1350000.0,1350000.0,1350000.0","RFA-NS-13-004,RFA-NS-13-004,RFA-NS-13-004,RFA-NS-13-004,RFA-NS-13-004"
9259581,f,w,"7879442,8107508,7691751,8305064,10458734","540000.0,525000.0,547500.0,513750.00000000006,4280000.0","RFA-CA-08-017,RFA-CA-08-017,RFA-CA-08-017,RFA-CA-08-017,RFA-CA-20-033"
8053246,m,w,"9338197,10088417,9786680,9772390,9539986","625000.0,580000.0,615000.0,615000.0,615000.0","RFA-CA-15-011,RFA-CA-15-011,RFA-CA-15-011,RFA-CA-15-011,RFA-CA-15-011"
8929191,m,w,"9269976,9475557,9264984,9249913,9264987","150000.0,150000.0,150000.0,150000.0,150000.0","RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028"
9020439,m,w,"9591641,9788281,10152525,9927601,10369638","312500.0,307500.0,290000.0,307500.0,267500.0","RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031"
9086676,m,w,"9720386,10700041,10700038,10643966,10643963","615000.0,515000.0,515000.0,515000.0,515000.0","RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001"
10343839,m,w,"9973063,9814544,9813609,10203887,10187532","393600.0,393600.0,393600.0,371200.0,371200.0","RFA-RM-18-036,RFA-RM-18-036,RFA-RM-18-036,RFA-RM-18-036,RFA-RM-18-036"
9385963,m,w,"9721086,9514135,9748501,9748500,9702805","187500.0,187500.0,184500.0,184500.0,184500.0","RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002"
8656315,m,a,"9004613,9221293,8809724,7937570,7666180","393000.0,375000.0,399000.0,1460000.0,1460000.0","RFA-CA-14-006,RFA-CA-14-006,RFA-CA-14-006,RFA-CA-07-039,RFA-CA-07-039"
8718939,f,w,"8180686,8337674,8180228,8181259,8180751","280000.0,274000.0,280000.0,280000.0,280000.0","RFA-RM-10-015,RFA-RM-10-015,RFA-RM-10-015,RFA-RM-10-015,RFA-RM-10-015"
10215201,m,w,"9905886,10762656,9969342,10650914,9225145","615000.0,515000.0,615000.0,535000.0,982500.0","RFA-FD-19-002,RFA-FD-19-002,RFA-FD-19-002,RFA-FD-19-002,RFA-HL-15-030"
8597683,m,w,"10700049,8626530,8627734,8627293,8627453","824000.0,337500.0,337500.0,337500.0,337500.0","RFA-DK-18-511,RFA-DK-12-025,RFA-DK-12-025,RFA-DK-12-025,RFA-DK-12-025"
10645172,f,w,"10499404,10657791,10631216,10631221,10657774","160500.0,154500.0,154500.0,154500.0,154500.0","RFA-DK-21-015,RFA-DK-21-015,RFA-DK-21-015,RFA-DK-21-015,RFA-DK-21-015"
8448229,m,w,"7799669,8055909,8055916,8055946,8055944","1460000.0,1440000.0,1400000.0,1440000.0,1440000.0","RFA-ES-05-008,RFA-ES-05-008,RFA-ES-05-008,RFA-ES-05-008,RFA-ES-05-008"
10393005,m,w,"10396087,10600115,10390405,10393005,10393013","321000.0,309000.0,321000.0,321000.0,321000.0","RFA-AI-19-073,RFA-AI-19-073,RFA-AI-19-073,RFA-AI-19-073,RFA-AI-19-073"
8734390,m,w,"8151073,8722538,8722549,8915000,8913615","5950000.0,5652500.0,5652500.0,5652500.0,5652500.0","RFA-DK-09-007,RFA-DK-09-007,RFA-DK-09-007,RFA-DK-09-007,RFA-DK-09-007"
8774929,f,w,"8974745,8776332,8774633,8775695,8968190","327500.0,332500.0,332500.0,332500.0,327500.0","RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002"
8471054,m,w,"7803663,8070392,7746171,8063501,8063502","2160000.0,2160000.0,2190000.0,2160000.0,2160000.0","RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013"
7943860,m,w,"10119123,10261386,10256724,10889043,10876922","492000.0,464000.0,464000.0,412000.0,412000.0","RFA-RM-20-001,RFA-RM-20-001,RFA-RM-20-001,RFA-RM-20-001,RFA-RM-20-001"
10686920,f,h,"8199821,8088725,8088935,8685107,8601956","350000.0,350000.0,360000.0,332500.0,332500.0","RFA-AI-10-014,RFA-AI-10-014,RFA-AI-10-014,RFA-AI-10-014,RFA-AI-10-014"
8378288,m,w,"9706083,9054070,9514726,9054069,9088207","1230000.0,1310000.0,1250000.0,1310000.0,1310000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
10595344,m,w,"10264946,10700949,10149118,10481844,8931986","174000.0,154500.0,184500.0,160500.0,1330000.0","RFA-DK-19-034,RFA-DK-19-034,RFA-DK-19-034,RFA-DK-19-034,RFA-DK-13-020"
9970279,m,w,"7939044,7921151,7880319,7938434,7683100","365000.0,365000.0,365000.0,365000.0,365000.0","RFA-RM-07-003,RFA-RM-07-003,RFA-RM-07-003,RFA-RM-07-003,RFA-RM-07-003"
8364939,m,w,"8167985,8360282,8168034,8168035,8168036","288000.0,280000.0,288000.0,288000.0,288000.0","RFA-RR-06-002,RFA-RR-06-002,RFA-RR-06-002,RFA-RR-06-002,RFA-RR-06-002"
8378013,f,w,"8546178,8379402,8546170,8546173,8546181","376750.00000000006,376750.00000000006,376750.00000000006,376750.00000000006,376750.00000000006","RFA-CA-08-001,RFA-CA-08-001,RFA-CA-08-001,RFA-CA-08-001,RFA-CA-08-001"
10459314,f,w,"9274534,9344536,10828079,10830141,10827609","393000.0,375000.0,370800.0,370800.0,370800.0","RFA-FD-16-032,RFA-FD-16-032,RFA-FD-23-019,RFA-FD-23-019,RFA-FD-23-019"
9150629,m,w,"9733757,9406036,9406037,9406043,9406035","615000.0,625000.0,625000.0,625000.0,625000.0","RFA-HD-17-007,RFA-HD-17-007,RFA-HD-17-007,RFA-HD-17-007,RFA-HD-17-007"
10360921,f,w,"8898456,9066148,8898627,10350448,10350001","266000.0,262000.0,266000.0,374500.0,374500.0","RFA-ES-14-003,RFA-ES-14-003,RFA-ES-14-003,RFA-ES-20-013,RFA-ES-20-013"
9850249,f,w,"10331040,10627104,10629795,10629794,10629793","535000.0,535000.0,515000.0,515000.0,515000.0","RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002,RFA-OD-20-002"
8056651,m,w,"8848027,8629881,8535603,8715948,8537599","997500.0,1027500.0,1012500.0,1012500.0,1027500.0","RFA-AI-11-014,RFA-AI-11-014,RFA-AI-11-014,RFA-AI-11-014,RFA-AI-11-014"
7672297,m,w,"10381616,9765394,10402255,9883639,9892890","374500.0,430500.0,374500.0,430500.0,430500.0","RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004"
7858205,m,h,"9868826,9655243,9655245,9655247,9674239","1845000.0,1845000.0,1845000.0,1845000.0,1845000.0","RFA-MD-15-014,RFA-MD-15-014,RFA-MD-15-014,RFA-MD-15-014,RFA-MD-15-014"
9523407,m,w,"9272111,9356351,9768242,9545928,9989676","982500.0,937500.0,922500.0,937500.0,922500.0","RFA-NS-16-020,RFA-NS-16-020,RFA-NS-16-020,RFA-NS-16-020,RFA-NS-16-020"
9497758,m,a,"10565802,10564073,10563243,10562309,9813830","515000.0,515000.0,515000.0,515000.0,369000.0","RFA-AI-21-075,RFA-AI-21-075,RFA-AI-21-075,RFA-AI-21-075,RFA-AI-15-054"
9321528,m,w,"9615440,10132457,10167776,10167775,10167774","625000.0,580000.0,580000.0,580000.0,580000.0","RFA-MD-17-006,RFA-MD-17-006,RFA-MD-17-006,RFA-MD-17-006,RFA-MD-17-006"
8735867,m,w,"10242185,9994968,9994970,9999538,9999540","2610000.0,2767500.0,2767500.0,2767500.0,2767500.0","RFA-CA-17-034,RFA-CA-17-034,RFA-CA-17-034,RFA-CA-17-034,RFA-CA-17-034"
10676787,m,w,"8915953,9117296,9127000,9117292,9096096","997500.0,982500.0,982500.0,982500.0,982500.0","RFA-OD-11-003,RFA-OD-11-003,RFA-OD-11-003,RFA-OD-11-003,RFA-OD-11-003"
8711442,m,w,"10426183,10633241,10223475,10633168,10633169","749000.0,721000.0,861000.0,721000.0,721000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
8173895,m,w,"8167967,8122277,7630532,7892164,8360480","288000.0,280000.0,292000.0,292000.0,280000.0","RFA-RR-06-002,RFA-RR-06-002,RFA-RR-06-002,RFA-RR-06-002,RFA-RR-06-002"
8260384,m,w,"9473738,9267443,9265798,9268699,9269135","312500.0,312500.0,312500.0,312500.0,312500.0","RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060,RFA-AI-12-060"
9691125,f,w,"9731061,10608163,9903229,9901415,10398218","307500.0,257500.0,307500.0,307500.0,267500.0","RFA-AI-18-003,RFA-AI-18-003,RFA-AI-18-003,RFA-AI-18-003,RFA-AI-18-003"
8527645,m,w,"8618602,8619743,8619124,8619699,8617892","135000.0,135000.0,135000.0,135000.0,135000.0","RFA-AG-13-009,RFA-AG-13-009,RFA-AG-13-009,RFA-AG-13-009,RFA-AG-13-009"
9569595,m,w,"10472620,10472583,10216519,10216546,10258046","214000.0,214000.0,246000.0,246000.0,246000.0","RFA-AR-19-029,RFA-AR-19-029,RFA-AR-19-029,RFA-AR-19-029,RFA-AR-19-029"
7789568,m,w,"7896939,7895625,7664608,7892950,7675307","730000.0,720000.0,730000.0,720000.0,730000.0","RFA-RR-06-003,RFA-RR-06-003,RFA-RR-06-003,RFA-RR-06-003,RFA-RR-06-003"
10724152,m,w,"8463320,8718632,8463321,8231178,8231623","342500.0,337500.0,342500.0,350000.0,350000.0","RFA-RM-10-005,RFA-RM-10-005,RFA-RM-10-005,RFA-RM-10-005,RFA-RM-10-005"
8510633,m,w,"8504842,8500683,9434991,9224996,9173667","685000.0,685000.0,1187500.0,1187500.0,1244500.0","RFA-FD-12-014,RFA-FD-12-014,RFA-FD-16-005,RFA-FD-16-005,RFA-FD-16-005"
9198798,m,w,"7741904,8075482,7916632,8922059,9137719","328500.0,315000.0,324000.0,299250.0,281250.0","RFA-MH-08-011,RFA-MH-08-011,RFA-MH-08-011,RFA-MH-14-212,RFA-MH-14-212"
9057934,f,h,"9768308,10405478,10461040,9930056,9934181","615000.0,535000.0,535000.0,615000.0,615000.0","RFA-AG-18-017,RFA-AG-18-017,RFA-AG-18-017,RFA-AG-18-017,RFA-AG-18-017"
8301496,m,w,"8078981,8078176,8080259,7845716,8090495","1368000.0,1368000.0,1368000.0,1368000.0,1368000.0","RFA-MD-06-002,RFA-MD-06-002,RFA-MD-06-002,RFA-MD-06-002,RFA-MD-06-002"
8441158,f,h,"8549871,8549872,8869784,8876849,8549865","67500.0,67500.0,66500.0,66500.0,67500.0","RFA-TW-12-001,RFA-TW-12-001,RFA-TW-12-001,RFA-TW-12-001,RFA-TW-12-001"
8840235,f,a,"7932180,8391026,7840740,7838126,7935432","1008000.0,959000.0,1022000.0,1022000.0,1008000.0","RFA-ES-09-005,RFA-ES-09-005,RFA-ES-09-005,RFA-ES-09-005,RFA-ES-09-005"
10599995,f,w,"9707463,9707462,9707646,9707647,9707379","492000.0,492000.0,492000.0,492000.0,492000.0","RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044"
7960757,m,w,"8380750,8528673,8450007,8528670,8450012","205500.00000000003,202500.0,202500.0,202500.0,202500.0","RFA-HG-09-003,RFA-HG-09-003,RFA-HG-09-003,RFA-HG-09-003,RFA-HG-09-003"
8912699,m,w,"8572590,8572234,8700275,8701174,8701169","1080000.0,1096000.0,1064000.0,1064000.0,1064000.0","RFA-AG-10-009,RFA-AG-10-009,RFA-AG-10-009,RFA-AG-10-009,RFA-AG-10-009"
9067904,m,w,"9242600,9242591,9242598,9242597,9233914","1875000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
9726443,m,w,"9017247,9020796,9020657,9018607,9020318","299250.0,299250.0,299250.0,299250.0,299250.0","RFA-HL-15-028,RFA-HL-15-028,RFA-HL-15-028,RFA-HL-15-028,RFA-HL-15-028"
8606518,m,h,"7713292,7713471,7713208,7941943,7941948","292000.0,292000.0,292000.0,288000.0,288000.0","RFA-DA-09-004,RFA-DA-09-004,RFA-DA-09-004,RFA-DA-09-004,RFA-DA-09-004"
9848611,m,w,"8380695,8380704,8130769,8119034,7715174","2740000.0,2740000.0,2800000.0,2800000.0,2920000.0","RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009"
7932234,m,w,"9277052,9346576,8919250,8883055,8881515","327500.0,312500.0,266000.0,266000.0,266000.0","RFA-FD-16-012,RFA-FD-16-012,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082"
8832733,m,w,"8482279,8664378,9257402,9253397,9257398","1485000.0,1463000.0,1375000.0,1375000.0,1375000.0","RFA-ES-12-002,RFA-ES-12-002,RFA-ES-12-002,RFA-ES-12-002,RFA-ES-12-002"
8507791,m,w,"10240005,10678894,10237681,10237680,10237679","928000.0,824000.0,928000.0,928000.0,928000.0","RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009"
9737805,m,w,"10621613,10433957,9737789,9737810,9737809","437750.0,882750.0,1014750.0,1014750.0,1014750.0","RFA-AG-23-006,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007"
7858006,m,w,"7666647,7896707,8134761,7899804,8134473","730000.0,720000.0,1080000.0,1095000.0,1080000.0","RFA-AI-05-029,RFA-AI-05-029,RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003"
9304418,f,w,"9144909,8931045,9144907,9144905,9325559","1310000.0,1330000.0,1310000.0,1310000.0,1250000.0","RFA-HL-14-001,RFA-HL-14-001,RFA-HL-14-001,RFA-HL-14-001,RFA-HL-14-001"
8381763,m,w,"10514949,10680502,10686983,10706936,10526106","428000.0,412000.0,412000.0,412000.0,1605000.0","RFA-CA-21-020,RFA-CA-21-020,RFA-CA-21-020,RFA-CA-21-020,RFA-CA-21-048"
