APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-base(para)_p_wi,APPVAL_RECS_bert-base(para)_p_wi,FOA_RECS_bert-base(para)_p_wi
7939674,m,w,"8535734,8137172,7940799,7939683,7938743","675000.0,700000.0,720000.0,720000.0,720000.0","RFA-DK-08-012,RFA-DK-08-012,RFA-DK-08-012,RFA-DK-08-012,RFA-DK-08-012"
8787145,m,w,"10678972,10679106,10327453,10483210,10483139","206000.0,206000.0,232000.0,214000.0,214000.0","RFA-HL-21-015,RFA-HL-21-015,RFA-HL-21-015,RFA-HL-21-015,RFA-HL-21-015"
8461449,m,w,"9931772,9932633,9933445,9933416,9933326","369000.0,369000.0,369000.0,369000.0,369000.0","RFA-FD-19-018,RFA-FD-19-018,RFA-FD-19-018,RFA-FD-19-018,RFA-FD-19-018"
7993174,m,w,"10059150,10058401,10437043,10440430,10682839","861000.0,861000.0,749000.0,749000.0,749000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
8914613,m,w,"8913960,8627688,8733166,8734420,8924283","665000.0,675000.0,665000.0,665000.0,665000.0","RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014"
7901583,m,w,"8641002,9108553,9333732,9108766,9340828","1330000.0,1330000.0,1310000.0,1310000.0,1310000.0","RFA-TW-11-001,RFA-TW-11-001,RFA-TW-11-001,RFA-TW-11-001,RFA-TW-11-001"
7895082,m,w,"7658150,7882327,7882331,7649268,8725241","438000.0,432000.0,432000.0,438000.0,1662500.0","RFA-DA-06-008,RFA-DA-06-008,RFA-DA-06-008,RFA-DA-06-008,RFA-NS-11-010"
8544772,m,w,"8380037,8333446,8380622,8380613,8380616","1370000.0,1370000.0,1370000.0,1370000.0,1370000.0","RFA-NS-08-002,RFA-NS-08-002,RFA-NS-08-002,RFA-NS-08-002,RFA-NS-08-002"
10626077,m,a,"9563258,9784804,9868112,9994999,9994921","312500.0,307500.0,312500.0,307500.0,307500.0","RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003"
9180272,m,w,"8971761,9540701,9987199,9750688,9342869","1330000.0,1250000.0,1230000.0,1230000.0,1250000.0","RFA-DK-14-001,RFA-DK-14-001,RFA-DK-14-001,RFA-DK-14-001,RFA-DK-14-001"
8278099,m,w,"8365211,8092788,7961359,7625135,7961317","6650000.0,6650000.0,6935000.0,6935000.0,6935000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
8534738,m,b,"8137138,8721881,8534050,8534048,8527734","2100000.0,2025000.0,2025000.0,2025000.0,2025000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
9677064,f,w,"10610031,10580815,10414144,10414143,10414007","1030000.0,1030000.0,1070000.0,1070000.0,1070000.0","RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006"
10265521,f,w,"10263265,10200508,10473543,8306671,8135057","464000.0,464000.0,428000.0,274000.0,280000.0","RFA-FD-20-032,RFA-FD-20-032,RFA-FD-20-032,RFA-RR-10-004,RFA-RR-10-004"
9288183,f,w,"8857464,8723828,8829218,8854085,8851592","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008"
8501599,m,w,"10005050,9355688,9229421,9229199,9228902","984000.0,1000000.0,1048000.0,1048000.0,1048000.0","RFA-HD-16-013,RFA-HD-16-013,RFA-HD-16-013,RFA-HD-16-013,RFA-HD-16-013"
10592342,f,w,"10256062,10673067,10497336,10531974,10559817","232000.0,206000.0,214000.0,214000.0,214000.0","RFA-ES-19-011,RFA-ES-19-011,RFA-ES-19-011,RFA-ES-19-011,RFA-ES-19-011"
9061068,m,w,"10307397,10307472,10532212,10532202,10307483","535000.0,535000.0,515000.0,515000.0,535000.0","RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001"
8121479,f,w,"7876885,7882266,7895048,7637076,7649211","288000.0,288000.0,288000.0,292000.0,292000.0","RFA-RR-08-005,RFA-RR-08-005,RFA-RR-08-005,RFA-RR-08-005,RFA-RR-08-005"
10569080,f,h,"8541748,8536750,8539323,8539330,8535675","2025000.0,2025000.0,2025000.0,2025000.0,2025000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
9440349,f,w,"9031566,9236160,8839220,8842112,8829799","1572000.0,1500000.0,1596000.0,1596000.0,1596000.0","RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007"
9249640,m,w,"10348092,10348105,10348103,10348100,10348099","232000.0,232000.0,232000.0,232000.0,232000.0","RFA-HD-16-020,RFA-HD-16-020,RFA-HD-16-020,RFA-HD-16-020,RFA-HD-16-020"
10141198,m,w,"10135002,9691848,9893797,9893796,9312526","1160000.0,1230000.0,1230000.0,1230000.0,1250000.0","RFA-AI-16-022,RFA-AI-16-022,RFA-AI-16-022,RFA-AI-16-022,RFA-AI-16-022"
9562112,m,w,"8868954,8550801,8913107,8414034,8517895","997500.0,1012500.0,997500.0,1027500.0,1027500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
9429344,m,h,"8758050,9674261,9784662,10037760,10037854","332500.0,625000.0,625000.0,613770.0,613770.0","RFA-AG-14-012,RFA-AG-18-025,RFA-AG-18-025,RFA-NS-20-004,RFA-NS-20-004"
7937605,m,a,"8566255,8355524,8534277,8911359,8914664","303750.0,303750.0,303750.0,299250.0,299250.0","RFA-HL-12-023,RFA-HL-12-023,RFA-HL-12-023,RFA-HL-12-023,RFA-HL-12-023"
10689720,f,w,"10415065,10624969,10204491,10729695,10723148","5564000.0,5356000.0,6032000.0,515000.0,515000.0","RFA-AG-21-014,RFA-AG-21-014,RFA-AG-21-014,RFA-AG-23-024,RFA-AG-23-024"
10551227,m,w,"9238643,9438473,9433600,9442679,8807923","375000.0,375000.0,375000.0,375000.0,399000.0","RFA-AI-13-019,RFA-AI-13-019,RFA-AI-13-019,RFA-AI-13-019,RFA-AI-13-019"
10178881,m,w,"9693717,9903551,9750763,9750764,9750765","184500.0,184500.0,184500.0,184500.0,184500.0","RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002"
7928723,m,w,"8627986,8627315,8729480,9132205,9132248","337500.0,337500.0,332500.0,327500.0,327500.0","RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003"
8705384,m,w,"8795243,9553364,9553366,9553369,9553372","997500.0,937500.0,937500.0,937500.0,937500.0","RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010,RFA-CA-13-010"
9767653,m,w,"10361516,9950456,10576343,10126805,10565872","802500.0,922500.0,772500.0,869999.9999999999,515000.0","RFA-AI-19-011,RFA-AI-19-011,RFA-AI-19-011,RFA-AI-19-011,RFA-AI-20-055"
8843483,m,w,"8554790,8876753,8902236,9071533,8885862","607500.0,598500.0,598500.0,598500.0,598500.0","RFA-HD-12-203,RFA-HD-12-203,RFA-HD-12-203,RFA-HD-12-203,RFA-HD-12-203"
7893562,m,w,"8823045,9256455,8823040,8823037,8650816","498750.0,468750.0,498750.0,498750.0,498750.0","RFA-DA-13-001,RFA-DA-13-001,RFA-DA-13-001,RFA-DA-13-001,RFA-DA-13-001"
10681292,f,w,"10532119,10676907,8904327,8668569,8670377","534998.93,514998.97,665000.0,675000.0,675000.0","RFA-HD-22-020,RFA-HD-22-020,RFA-FD-13-030,RFA-FD-13-030,RFA-FD-13-030"
9884815,m,w,"8103206,7977301,7979735,8116503,7979323","280000.0,288000.0,288000.0,280000.0,360000.0","RFA-MH-10-011,RFA-MH-10-011,RFA-MH-10-011,RFA-MH-10-011,RFA-MH-10-010"
8533654,m,w,"7840740,7838126,7935432,7932180,8391026","1022000.0,1022000.0,1008000.0,1008000.0,959000.0","RFA-ES-09-005,RFA-ES-09-005,RFA-ES-09-005,RFA-ES-09-005,RFA-ES-09-005"
10482348,m,w,"10499289,10498483,10496255,10644378,10407081","214000.0,214000.0,214000.0,206000.0,444050.0","RFA-HG-21-002,RFA-HG-21-002,RFA-HG-21-002,RFA-HG-21-002,RFA-RM-18-022"
7683457,m,w,"8890180,8925858,8536036,9123843,8536037","665000.0,665000.0,685000.0,665000.0,685000.0","RFA-DK-10-014,RFA-DK-10-014,RFA-DK-10-014,RFA-DK-10-014,RFA-DK-10-014"
7911709,m,h,"7911708,8379290,8379282,8381398,8331019","1898000.0,1781000.0000000002,1781000.0000000002,1781000.0000000002,1820000.0","RFA-CA-08-002,RFA-CA-08-002,RFA-CA-08-002,RFA-CA-08-002,RFA-CA-08-002"
9291533,m,w,"10710052,10578616,10578579,10578526,10578468","515000.0,515000.0,515000.0,515000.0,515000.0","RFA-HG-21-041,RFA-HG-21-041,RFA-HG-21-041,RFA-HG-21-041,RFA-HG-21-041"
9259581,f,w,"8526391,8387978,8536291,8388796,8391285","270000.0,274000.0,270000.0,274000.0,274000.0","RFA-ES-11-010,RFA-ES-11-010,RFA-ES-11-010,RFA-ES-11-010,RFA-ES-11-010"
8053246,m,w,"10130852,10322155,10360627,10441141,10544320","578840.0,533930.0,533930.0,533930.0,513970.0","RFA-CA-20-032,RFA-CA-20-032,RFA-CA-20-032,RFA-CA-20-032,RFA-CA-20-032"
8929191,m,w,"10224785,10232302,10470121,10470119,10470116","1739999.9999999998,1739999.9999999998,1605000.0,1605000.0,1605000.0","RFA-CA-18-018,RFA-CA-18-018,RFA-CA-18-018,RFA-CA-18-018,RFA-CA-18-018"
9020439,m,w,"9591641,9788281,10152525,9927601,10369638","312500.0,307500.0,290000.0,307500.0,267500.0","RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031"
9086676,m,w,"10385797,10643964,10700038,10700039,10700041","535000.0,515000.0,515000.0,515000.0,515000.0","RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001"
10343839,m,w,"10437469,10437534,10213480,10045655,10008999","267500.0,267500.0,290000.0,307500.0,922500.0","RFA-CA-19-049,RFA-CA-19-049,RFA-CA-19-049,RFA-CA-19-053,RFA-CA-17-009"
9385963,m,w,"10203926,10392470,10673818,10673809,10373074","174000.0,160500.0,154500.0,154500.0,160500.0","RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002"
8656315,m,a,"7586571,7917417,8118445,8043666,8035283","730000.0,720000.0,700000.0,700000.0,700000.0","RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006"
8718939,f,w,"8692619,8693887,8539731,8544962,8534003","665000.0,665000.0,675000.0,675000.0,675000.0","RFA-AA-12-006,RFA-AA-12-006,RFA-AA-12-006,RFA-AA-12-006,RFA-AA-12-006"
10215201,m,w,"10366763,10234201,10557164,10054488,10685290","374500.0,406000.0,360500.0,430500.0,360500.0","RFA-HL-20-027,RFA-HL-20-027,RFA-HL-20-027,RFA-HL-20-027,RFA-HL-20-023"
8597683,m,w,"9230572,9355185,9355184,9353823,9355186","262000.0,250000.0,250000.0,250000.0,250000.0","RFA-DK-16-012,RFA-DK-16-012,RFA-DK-16-012,RFA-DK-16-012,RFA-DK-16-012"
10645172,f,w,"7857001,7922385,7626351,8247145,7813882","1095000.0,1095000.0,1095000.0,1027500.0,1080000.0","RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001"
8448229,m,w,"8482131,9253401,8427490,8482232,8482279","1485000.0,1375000.0,1485000.0,1485000.0,1485000.0","RFA-ES-12-002,RFA-ES-12-002,RFA-ES-12-002,RFA-ES-12-002,RFA-ES-12-002"
10393005,m,w,"9020318,9018607,9020657,9020796,9017247","299250.0,299250.0,299250.0,299250.0,299250.0","RFA-HL-15-028,RFA-HL-15-028,RFA-HL-15-028,RFA-HL-15-028,RFA-HL-15-028"
8734390,m,w,"8995457,9778524,8994668,8995465,9564668","1330000.0,1230000.0,1330000.0,1330000.0,1250000.0","RFA-DK-14-010,RFA-DK-14-010,RFA-DK-14-010,RFA-DK-14-010,RFA-DK-14-010"
8774929,f,w,"9180056,9195617,9179553,9188028,8776331","312500.0,312500.0,312500.0,312500.0,332500.0","RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002"
8471054,m,w,"9824335,9975697,9824342,9823548,9823381","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025"
7943860,m,w,"8432962,8433149,8433134,8433150,8433122","685000.0,685000.0,675000.0,675000.0,685000.0","RFA-ES-12-004,RFA-ES-12-004,RFA-ES-12-004,RFA-ES-12-004,RFA-ES-12-004"
10686920,f,h,"8063372,8331006,8290939,8330511,8330512","360000.0,350000.0,350000.0,350000.0,350000.0","RFA-AI-05-026,RFA-AI-05-026,RFA-AI-05-026,RFA-AI-05-026,RFA-AI-05-026"
8378288,m,w,"9205080,9548545,10006150,10006152,10006153","4585000.0,4375000.0,4305000.0,4305000.0,4305000.0","RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014"
10595344,m,w,"10297622,10690588,10486073,10486078,10487484","1160000.0,1030000.0,1070000.0,1070000.0,1070000.0","RFA-DK-20-008,RFA-DK-20-008,RFA-DK-20-008,RFA-DK-20-008,RFA-DK-20-008"
9970279,m,w,"10564169,10364172,10563166,10552680,10552062","721000.0,428000.0,412000.0,412000.0,412000.0","RFA-HG-20-014,RFA-HG-20-015,RFA-HG-20-015,RFA-HG-20-015,RFA-HG-20-015"
8364939,m,w,"10368712,10200307,8359701,8359702,8359703","274540.60000000003,297632.8,280000.0,280000.0,280000.0","RFA-HG-20-016,RFA-HG-20-016,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001"
8378013,f,w,"10005249,10005928,9787402,9787401,9783763","984000.0,984000.0,984000.0,984000.0,984000.0","RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033"
10459314,f,w,"9479576,9478417,9477877,9479993,9477918","375000.0,375000.0,375000.0,375000.0,375000.0","RFA-FD-17-010,RFA-FD-17-010,RFA-FD-17-010,RFA-FD-17-010,RFA-FD-17-010"
9150629,m,w,"10398975,10382374,10618172,10618169,10611401","133750.0,133750.0,128750.0,128750.0,128750.0","RFA-HD-21-010,RFA-HD-21-010,RFA-HD-21-010,RFA-HD-21-010,RFA-HD-21-010"
10360921,f,w,"9812381,10194494,10626760,10006880,10413850","861000.0,812000.0,721000.0,861000.0,749000.0","RFA-ES-18-010,RFA-ES-18-010,RFA-ES-18-010,RFA-ES-18-010,RFA-ES-18-010"
9850249,f,w,"9195132,8990494,8788949,8823639,9529663","312500.0,327500.0,332500.0,332500.0,312500.0","RFA-GM-14-001,RFA-GM-14-001,RFA-GM-14-001,RFA-GM-14-001,RFA-GM-14-001"
8056651,m,w,"9575111,10380759,10394946,9918856,9926819","937500.0,802500.0,802500.0,922500.0,922500.0","RFA-AI-17-017,RFA-AI-17-017,RFA-AI-17-017,RFA-AI-17-017,RFA-AI-17-017"
7672297,m,w,"8064787,8052924,8100489,8034380,8064771","560000.0,560000.0,560000.0,560000.0,560000.0","RFA-MD-07-003,RFA-MD-07-003,RFA-MD-07-003,RFA-MD-07-003,RFA-MD-07-003"
7858205,m,h,"7896848,7631353,7654129,7901634,9319349","720000.0,730000.0,730000.0,720000.0,327500.0","RFA-HL-06-002,RFA-HL-06-002,RFA-HL-06-002,RFA-HL-06-002,RFA-HL-12-032"
9523407,m,w,"10491910,10689331,10491917,10492497,10492504","2675000.0,2575000.0,2675000.0,2675000.0,2675000.0","RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015"
9497758,m,a,"8890093,9330269,9110210,9110894,9110892","718200.0,707400.0,707400.0,707400.0,707400.0","RFA-AI-11-001,RFA-AI-11-001,RFA-AI-11-001,RFA-AI-11-001,RFA-AI-11-001"
9321528,m,w,"7924078,7941034,8382516,8382507,8382511","109500.0,109500.0,102750.0,102750.0,102750.0","RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001"
8735867,m,w,"8182443,8722979,8535634,8535655,8535632","3240000.0,3037500.0,3037500.0,3037500.0,3037500.0","RFA-CA-09-009,RFA-CA-09-009,RFA-CA-09-009,RFA-CA-09-009,RFA-CA-09-009"
10676787,m,w,"8326736,8479321,8695291,8681154,8532647","548000.0,540000.0,532000.0,532000.0,540000.0","RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011"
8711442,m,w,"9534640,9540890,9540888,9535327,9534623","875000.0,875000.0,875000.0,875000.0,875000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
8173895,m,w,"7930668,8309825,8309807,7928491,7691765","1440000.0,1370000.0,1370000.0,1460000.0,1460000.0","RFA-CA-08-501,RFA-CA-08-501,RFA-CA-08-501,RFA-CA-08-501,RFA-CA-08-501"
8260384,m,w,"10203749,9307520,9765552,9474096,9476919","1392000.0,1500000.0,1500000.0,1500000.0,1500000.0","RFA-AI-16-003,RFA-AI-16-003,RFA-AI-16-003,RFA-AI-16-003,RFA-AI-16-003"
9691125,f,w,"9730766,10159209,10402544,10189480,10188400","307500.0,290000.0,290000.0,290000.0,290000.0","RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002"
8527645,m,w,"8874082,8489240,8690776,8676616,8730074","465500.0,472500.00000000006,465500.0,465500.0,465500.0","RFA-AG-11-003,RFA-AG-11-003,RFA-AG-11-003,RFA-AG-11-003,RFA-AG-11-003"
9569595,m,w,"9569595,8786631,9145187,9787466,8934089","5000000.0,5320000.0,5000000.0,4920000.0,5320000.0","RFA-HS-14-006,RFA-HS-14-006,RFA-HS-14-006,RFA-HS-14-006,RFA-HS-14-006"
7789568,m,w,"10828982,10830011,9341185,9143145,9146317","515000.0,515000.0,625000.0,655000.0,655000.0","RFA-HS-23-010,RFA-HS-23-010,RFA-HS-15-002,RFA-HS-15-002,RFA-HS-15-002"
10724152,m,w,"9270571,7742809,7742945,7742455,7742390","187500.0,730000.0,730000.0,730000.0,730000.0","RFA-RM-15-004,RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004"
8510633,m,w,"9977181,9977178,9766297,9766296,9589558","369000.0,369000.0,369000.0,369000.0,375000.0","RFA-RM-17-014,RFA-RM-17-014,RFA-RM-17-014,RFA-RM-17-014,RFA-RM-17-014"
9198798,m,w,"8481584,8451414,8287835,8282453,8287440","303750.0,303750.0,308250.0,308250.0,308250.0","RFA-MH-12-050,RFA-MH-12-050,RFA-MH-12-050,RFA-MH-12-050,RFA-MH-12-050"
9057934,f,h,"9001539,9001684,9506629,9507751,9698245","332500.0,332500.0,312500.0,312500.0,307500.0","RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008"
8301496,m,w,"9617156,9257685,9188572,9431063,9728748","123000.0,131000.0,125000.0,125000.0,615000.0","RFA-MD-15-006,RFA-MD-15-006,RFA-MD-15-006,RFA-MD-15-006,RFA-MD-17-003"
8441158,f,h,"9023567,8994292,8998961,9222023,9198989","327500.0,327500.0,327500.0,312500.0,312500.0","RFA-GM-14-011,RFA-GM-14-011,RFA-GM-14-011,RFA-GM-14-011,RFA-GM-14-011"
8840235,f,a,"10379210,10378934,10377742,10379613,8335406","274540.60000000003,274540.60000000003,274540.60000000003,274540.60000000003,274000.0","RFA-ES-21-003,RFA-ES-21-002,RFA-ES-21-002,RFA-ES-21-002,RFA-ES-11-005"
10599995,f,w,"9707647,9707646,9707463,9707462,9707461","492000.0,492000.0,492000.0,492000.0,492000.0","RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044"
7960757,m,w,"9568392,9449729,10207303,10207301,10207300","625000.0,625000.0,580000.0,580000.0,580000.0","RFA-MD-17-003,RFA-MD-17-003,RFA-MD-17-003,RFA-MD-17-003,RFA-MD-17-003"
8912699,m,w,"8098565,8572679,8100951,8100953,8136395","1152000.0,1080000.0,1152000.0,1152000.0,1152000.0","RFA-AG-10-009,RFA-AG-10-009,RFA-AG-10-009,RFA-AG-10-009,RFA-AG-10-009"
9067904,m,w,"9935964,9821890,10013122,9931155,9986687","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025"
9726443,m,w,"8316179,8102973,7756236,8316181,8102994","1918000.0,1960000.0,2044000.0,1918000.0,1960000.0","RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007"
8606518,m,h,"8606518,8416435,8628883,8252132,8232069","332500.0,337500.0,332500.0,342500.0,342500.0","RFA-NS-11-003,RFA-NS-11-003,RFA-NS-11-003,RFA-NS-11-003,RFA-NS-11-003"
9848611,m,w,"8246757,8333457,8550177,8266494,8541971","5950000.0,5822500.0,5822500.0,5822500.0,5822500.0","RFA-RM-08-001,RFA-RM-08-001,RFA-RM-08-001,RFA-RM-08-001,RFA-RM-08-001"
7932234,m,w,"9516960,9246760,10316999,9832193,10129530","62500.0,62500.0,53500.0,61500.0,61500.0","RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011"
8832733,m,w,"10393188,10610036,10610078,10610079,10610082","1070000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006"
8507791,m,w,"8033305,8501599,8523940,8501586,8516541","1080000.0,1012500.0,1012500.0,1012500.0,1012500.0","RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012,RFA-HD-09-012"
9737805,m,w,"10480007,10274937,10489744,10489769,10493321","535000.0,580000.0,535000.0,535000.0,535000.0","RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011"
7858006,m,w,"9329432,9145519,8991741,8989901,8991654","437500.0,458500.0,465500.0,465500.0,465500.0","RFA-OD-15-001,RFA-OD-15-001,RFA-OD-15-001,RFA-OD-15-001,RFA-OD-15-001"
9304418,f,w,"7755120,7758387,8082702,8082703,8116054","362080.0,362080.0,347200.0,347200.0,347200.0","RFA-HL-09-009,RFA-HL-09-009,RFA-HL-09-009,RFA-HL-09-009,RFA-HL-09-009"
8381763,m,w,"9453572,9031743,9248978,9247707,9037622","1500000.0,1572000.0,1500000.0,1500000.0,1572000.0","RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007"
8441494,f,w,"9242617,9024508,9024510,9098690,9024507","937500.0,982500.0,982500.0,982500.0,982500.0","RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022"
9145097,m,w,"9134823,8539809,8721461,8722990,8919827","786000.0,810000.0,798000.0,798000.0,798000.0","RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208"
9546668,m,w,"10672706,10672797,10673357,10673356,10673354","772500.0,772500.0,772500.0,772500.0,772500.0","RFA-DK-22-011,RFA-DK-22-011,RFA-DK-22-011,RFA-DK-22-011,RFA-DK-22-011"
9985131,m,w,"10379210,10379613,10378934,10377742,8990838","274540.60000000003,274540.60000000003,274540.60000000003,274540.60000000003,262000.0","RFA-ES-21-003,RFA-ES-21-002,RFA-ES-21-002,RFA-ES-21-002,RFA-ES-12-009"
8060627,m,w,"7931855,8118202,8291433,8523445,7691405","360000.0,350000.0,342500.0,342500.0,365000.0","RFA-RM-09-008,RFA-RM-09-008,RFA-RM-09-008,RFA-RM-09-008,RFA-RM-08-010"
7797253,m,w,"7939893,7940991,7798349,7796948,7792637","360000.0,360000.0,365000.0,365000.0,365000.0","RFA-AA-09-004,RFA-AA-09-004,RFA-AA-09-004,RFA-AA-09-004,RFA-AA-09-004"
7891390,m,a,"9547950,9547954,9899336,10141332,10142557","312500.0,312500.0,307500.0,290000.0,290000.0","RFA-TW-16-003,RFA-TW-16-003,RFA-TW-16-003,RFA-TW-16-003,RFA-TW-16-003"
9305529,m,w,"9150569,9051168,9348845,9346982,9351050","262000.0,266000.0,375000.0,375000.0,375000.0","RFA-RM-15-002,RFA-RM-15-002,RFA-RM-16-004,RFA-RM-16-004,RFA-RM-16-004"
8181979,m,w,"8306671,8135057,8137493,8725249,8676962","274000.0,280000.0,350000.0,332500.0,332500.0","RFA-RR-10-004,RFA-RR-10-004,RFA-RR-10-005,RFA-RR-10-005,RFA-RR-10-005"
9303517,m,w,"10369212,10574481,10447462,10505269,10505271","267500.0,257500.0,267500.0,267500.0,267500.0","RFA-HL-20-024,RFA-HL-20-024,RFA-HL-20-024,RFA-HL-20-024,RFA-HL-20-024"
9308687,m,h,"10163079,10233946,10164413,10233944,10233945","922500.0,869999.9999999999,922500.0,869999.9999999999,869999.9999999999","RFA-FD-20-028,RFA-FD-20-028,RFA-FD-20-028,RFA-FD-20-028,RFA-FD-20-028"
10486031,m,a,"10534670,10534683,10534685,10075852,10075860","1236000.0,1236000.0,1236000.0,1392000.0,1392000.0","RFA-AA-19-003,RFA-AA-19-003,RFA-AA-19-003,RFA-AA-19-003,RFA-AA-19-003"
10435463,m,w,"7867439,7664365,7672283,7664378,9955301","511000.0,511000.0,511000.0,511000.0,615000.0","RFA-HL-06-003,RFA-HL-06-003,RFA-HL-06-003,RFA-HL-06-003,RFA-HL-17-020"
8496713,f,h,"10562309,10563243,10564073,10565802,8137493","515000.0,515000.0,515000.0,515000.0,350000.0","RFA-AI-21-075,RFA-AI-21-075,RFA-AI-21-075,RFA-AI-21-075,RFA-RR-10-005"
8321219,m,w,"8081069,7922059,8116650,7913071,8249851","342500.0,360000.0,350000.0,360000.0,342500.0","RFA-DA-09-008,RFA-DA-09-008,RFA-DA-09-008,RFA-DA-09-008,RFA-DA-09-008"
8875062,m,a,"8067687,8538958,8146155,8151051,8151153","576000.0,540000.0,560000.0,560000.0,560000.0","RFA-RM-10-002,RFA-RM-10-002,RFA-RM-10-002,RFA-RM-10-002,RFA-RM-10-002"
10441633,f,h,"10534685,9917267,10441633,10075866,10075865","1236000.0,1476000.0,1392000.0,1392000.0,1392000.0","RFA-AA-19-003,RFA-AA-19-003,RFA-AA-19-003,RFA-AA-19-003,RFA-AA-19-003"
10136016,m,a,"8829841,8097850,8659451,8842744,8889479","2394000.0,2520000.0,2394000.0,2394000.0,2394000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
8860220,f,w,"7899299,7895014,7895018,8120321,8120322","1022000.0,1022000.0,1008000.0,1008000.0,1008000.0","RFA-AI-05-022,RFA-AI-05-022,RFA-AI-05-022,RFA-AI-05-022,RFA-AI-05-022"
