APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-base(para)_o_wi,APPVAL_RECS_bert-base(para)_o_wi,FOA_RECS_bert-base(para)_o_wi
10197904,m,a,"7809557,8055435,8060627,8060628,8060629","1825000.0,1800000.0,1800000.0,1800000.0,1800000.0","RFA-DK-06-012,RFA-DK-06-012,RFA-DK-06-012,RFA-DK-06-012,RFA-DK-06-012"
8520046,m,w,"8112010,8144354,8707506,8697072,7994580","1050000.0,1050000.0,997500.0,997500.0,1080000.0","RFA-HD-09-004,RFA-HD-09-004,RFA-HD-09-004,RFA-HD-09-004,RFA-HD-09-004"
9332366,f,w,"10002145,9828435,10463994,10229484,10921909","430500.0,430500.0,406000.0,406000.0,360500.0","RFA-DK-18-508,RFA-DK-18-508,RFA-DK-18-508,RFA-DK-18-508,RFA-DK-18-508"
8920545,m,w,"8627692,8627986,8920548,8920545,9325497","337500.0,337500.0,332500.0,332500.0,312500.0","RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003"
10013563,m,w,"10019836,10018175,9900560,9899532,9898607","276750.0,276750.0,276750.0,276750.0,276750.0","RFA-DA-19-036,RFA-DA-19-036,RFA-DA-19-036,RFA-DA-19-036,RFA-DA-19-029"
7778742,m,w,"7846858,7629001,8144540,8143936,8143938","1095000.0,1095000.0,1080000.0,1080000.0,1080000.0","RFA-DK-06-007,RFA-DK-06-007,RFA-DK-06-007,RFA-DK-06-007,RFA-DK-06-007"
8849042,m,w,"9088283,8848983,8848713,8846175,8849138","1310000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
8879187,f,b,"8997390,9319794,9565173,9323560,9145766","332500.0,312500.0,312500.0,312500.0,327500.0","RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024"
9612492,m,w,"9747163,8989448,9534476,9534469,9619138","246000.0,266000.0,250000.0,250000.0,250000.0","RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003"
7903428,f,w,"8119026,8327818,8381477,8381473,8381475","2880000.0,2740000.0,2740000.0,2740000.0,2740000.0","RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009"
8920695,m,h,"7682324,7686060,7684003,7847346,7935616","175200.0,175200.0,175200.0,175200.0,175200.0","RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013"
10245896,m,a,"10479001,9811952,9811315,10376602,10305191","695500.0,799500.0,799500.0,754000.0,754000.0","RFA-RM-18-028,RFA-RM-18-028,RFA-RM-18-028,RFA-RM-18-028,RFA-RM-18-028"
7573426,m,w,"8295248,8307552,7940359,7933449,7938359","432000.0,411000.00000000006,432000.0,432000.0,432000.0","RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007"
7656696,m,h,"8091299,8299497,8278512,8302285,8274632","350000.0,342500.0,342500.0,342500.0,342500.0","RFA-GM-06-005,RFA-GM-06-005,RFA-GM-06-005,RFA-GM-06-005,RFA-GM-06-005"
8376563,m,w,"7677678,8131747,7941920,8101084,8101086","584000.0,576000.0,576000.0,576000.0,576000.0","RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002"
9100656,m,h,"8874832,9484139,9484141,9544814,9655141","2327500.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016"
9067860,m,w,"8906816,8901076,8916648,8842104,8427229","399000.0,399000.0,399000.0,399000.0,411000.00000000006","RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003"
10439933,f,w,"10271164,10300626,10178968,10410374,10421358","174000.0,232000.0,232000.0,214000.0,214000.0","RFA-CA-20-021,RFA-CA-20-005,RFA-CA-20-005,RFA-CA-20-005,RFA-CA-20-005"
9893850,f,w,"9765880,10131155,9893850,10378747,10596565","615000.0,580000.0,615000.0,535000.0,515000.0","RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013"
9852507,f,w,"9852507,10163917,10610403,9986038,10401852","614998.77,579998.84,514998.97,614998.77,534998.93","RFA-MH-19-412,RFA-MH-19-412,RFA-MH-19-412,RFA-MH-19-412,RFA-MH-19-412"
7750586,m,w,"9237256,9118171,9882883,9875270,9868199","1250000.0,1310000.0,1230000.0,1230000.0,1230000.0","RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003"
9752514,m,w,"8730639,8399835,9143102,9349320,9136826","997500.0,1027500.0,982500.0,982500.0,982500.0","RFA-DK-11-009,RFA-DK-11-009,RFA-DK-11-009,RFA-DK-11-009,RFA-DK-11-009"
9547256,m,w,"10217982,9330470,9330625,10217983,9991734","406000.0,437500.0,437500.0,406000.0,430500.0","RFA-AI-16-008,RFA-AI-16-008,RFA-AI-16-008,RFA-AI-16-008,RFA-AI-16-008"
10691911,m,w,"10708051,10705713,10488322,10488451,10488452","515000.0,515000.0,535000.0,535000.0,535000.0","RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002"
9989552,m,w,"10242454,10242457,10250566,10251377,9449587","430500.0,430500.0,406000.0,406000.0,437500.0","RFA-CA-17-015,RFA-CA-17-015,RFA-CA-17-015,RFA-CA-17-015,RFA-CA-17-015"
8365163,m,w,"8137423,7961440,8366081,7961384,7961385","72000.0,73000.0,70000.0,73000.0,73000.0","RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002"
7905197,m,w,"7930610,8144396,7930608,7930607,7694268","1752000.0,1728000.0,1752000.0,1752000.0,1752000.0","RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007"
9533996,f,w,"10459874,10459875,10459658,10460076,10602740","1070000.0,1070000.0,1070000.0,1070000.0,1030000.0","RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013"
8056801,f,w,"8380702,8119026,8119028,8119030,8119031","2740000.0,2880000.0,2880000.0,2880000.0,2880000.0","RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009"
9475082,f,w,"9186341,10162305,10129311,10129312,10135020","1965000.0,1739999.9999999998,1739999.9999999998,1739999.9999999998,1739999.9999999998","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
7797602,f,b,"8639881,9204319,9188028,9179553,9188824","332500.0,312500.0,312500.0,312500.0,312500.0","RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002"
8691551,m,w,"8911263,9296605,8893911,8930126,8900958","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-HS-14-007,RFA-HS-14-007,RFA-HS-14-007,RFA-HS-14-007,RFA-HS-14-007"
7658237,m,w,"8416292,8416746,9129759,8717686,8717687","68500.0,68500.0,65500.0,66500.0,66500.0","RFA-RM-11-018,RFA-RM-11-018,RFA-RM-11-018,RFA-RM-11-018,RFA-RM-11-018"
8375469,f,w,"8038346,7670055,7670076,7670074,7670071","432000.0,438000.0,438000.0,438000.0,438000.0","RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002"
9900325,f,h,"9899532,9900560,10018175,10019836,10015572","276750.0,276750.0,276750.0,276750.0,276750.0","RFA-DA-19-036,RFA-DA-19-036,RFA-DA-19-036,RFA-DA-19-036,RFA-DA-19-029"
8659423,m,w,"9676277,9683910,9683914,9683915,9683916","2152500.0,2152500.0,2152500.0,2152500.0,2152500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
9978601,m,w,"8870246,9337015,8293711,8293709,8174078","1130500.0,1113500.0,1190000.0,1190000.0,1190000.0","RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005"
8399839,m,w,"9763557,10003860,9565981,9724665,9565980","922500.0,922500.0,937500.0,937500.0,937500.0","RFA-DK-16-032,RFA-DK-16-032,RFA-DK-16-032,RFA-DK-16-032,RFA-DK-16-032"
9565766,m,w,"9068122,8862486,8619149,8862484,8899537","1048000.0,1064000.0,1064000.0,1064000.0,1064000.0","RFA-ES-13-002,RFA-ES-13-002,RFA-ES-13-002,RFA-ES-13-002,RFA-ES-13-002"
9317706,f,w,"7960543,7960519,8168239,8168240,8168241","292000.0,292000.0,288000.0,288000.0,288000.0","RFA-RR-08-007,RFA-RR-08-007,RFA-RR-08-007,RFA-RR-08-007,RFA-RR-08-007"
9514768,f,w,"9782697,9205191,10006150,10006152,10006153","4305000.0,4375000.0,4305000.0,4305000.0,4305000.0","RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014"
9550778,m,b,"9450411,10242454,10250566,10251377,9449587","437500.0,430500.0,406000.0,406000.0,437500.0","RFA-CA-17-015,RFA-CA-17-015,RFA-CA-17-015,RFA-CA-17-015,RFA-CA-17-015"
8066691,m,h,"8192670,8454531,8661303,8701134,8655183","350000.0,337500.0,332500.0,332500.0,332500.0","RFA-MH-11-040,RFA-MH-11-040,RFA-MH-11-040,RFA-MH-11-040,RFA-MH-11-040"
9414391,m,w,"9558600,9558641,9414391,9413012,10454751","4125000.0,4125000.0,4125000.0,4125000.0,267500.0","RFA-AG-17-057,RFA-AG-17-057,RFA-AG-17-057,RFA-AG-17-057,RFA-AG-20-025"
9608711,m,w,"8668821,8378917,8467658,8467663,8467655","2394000.0,2466000.0,2430000.0,2430000.0,2430000.0","RFA-AA-10-003,RFA-AA-10-003,RFA-AA-10-003,RFA-AA-10-003,RFA-AA-10-003"
10404437,m,w,"10404440,10404412,10403255,10403254,10403253","1070000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-AR-22-001,RFA-AR-22-001,RFA-AR-22-001,RFA-AR-22-001,RFA-AR-22-001"
9522003,m,w,"10463795,10020813,10019407,10019408,10019460","1070000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
9263859,f,w,"9697246,9476194,9462786,9065444,9061526","1230000.0,1250000.0,1250000.0,1310000.0,1310000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
10525192,f,w,"10732992,10732988,10733312,10733311,10733236","834300.0,834300.0,834300.0,834300.0,834300.0","RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012"
8790574,m,h,"9619408,9476609,9843563,10075306,9554080","614998.77,624998.75,614998.77,579998.84,262000.0","RFA-HL-18-004,RFA-HL-18-004,RFA-HL-18-004,RFA-HL-18-004,RFA-HL-14-029"
9644048,f,a,"9336296,9550971,9147579,9146883,9147608","625000.0,625000.0,655000.0,655000.0,655000.0","RFA-DK-14-019,RFA-DK-14-019,RFA-DK-14-019,RFA-DK-14-019,RFA-DK-14-019"
8461242,f,w,"7845013,7845030,7789482,8011156,8140620","504000.0,504000.0,504000.0,504000.0,504000.0","RFA-DK-06-018,RFA-DK-06-018,RFA-DK-06-018,RFA-DK-06-018,RFA-DK-06-018"
9085450,m,w,"8338432,8339420,9284540,9285881,9293376","274000.0,274000.0,250000.0,250000.0,250000.0","RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008"
7941872,m,w,"7933941,7937071,7935431,7934575,7933804","1440000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
8894056,m,w,"10671574,10449905,10296340,10631108,10473735","309000.0,321000.0,812000.0,721000.0,749000.0","RFA-RM-21-020,RFA-RM-21-020,RFA-HG-20-043,RFA-HG-20-043,RFA-HG-20-043"
9052094,f,w,"8848980,9292227,9246409,9280764,9246416","1330000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
9985190,m,b,"9386868,10240496,10000996,10207707,10207708","312500.0,290000.0,307500.0,290000.0,290000.0","RFA-RM-16-016,RFA-RM-16-016,RFA-RM-16-016,RFA-RM-16-016,RFA-RM-16-016"
9352740,m,w,"8870246,9337015,8293711,8293709,8174078","1130500.0,1113500.0,1190000.0,1190000.0,1190000.0","RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005"
8690906,m,w,"8382503,8730671,8153280,8153297,8153300","2055000.0,1995000.0,2160000.0,2160000.0,2160000.0","RFA-GM-10-007,RFA-GM-10-007,RFA-GM-10-007,RFA-GM-10-007,RFA-GM-10-007"
9557571,f,w,"9150638,9150630,9039888,9041305,9041307","917000.0,917000.0,931000.0,931000.0,931000.0","RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009"
8377944,m,w,"10459581,10459584,10684010,10684021,10288582","1070000.0,1070000.0,1030000.0,1030000.0,1160000.0","RFA-AR-21-008,RFA-AR-21-008,RFA-AR-21-008,RFA-AR-21-008,RFA-AR-21-008"
7856355,f,w,"10740137,10742425,10447021,10260591,10217061","618000.0,618000.0,642000.0,696000.0,696000.0","RFA-CA-22-023,RFA-CA-22-023,RFA-CA-19-040,RFA-CA-19-040,RFA-CA-19-040"
8284352,m,h,"7758242,7560195,7848683,7996282,7779493","648000.0,657000.0,292000.0,288000.0,219000.0","RFA-DA-08-001,RFA-DA-08-001,RFA-EY-07-001,RFA-EY-07-001,RFA-NS-09-003"
7764313,f,w,"8134988,8525327,8527683,8527695,8525330","489600.0,459000.00000000006,459000.00000000006,459000.00000000006,459000.00000000006","RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
10499403,m,w,"9514115,9515931,10000637,9938144,9930943","187500.0,187500.0,184500.0,184500.0,184500.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
8337273,m,w,"10468327,10455006,10267034,10265521,10674548","1070000.0,1070000.0,1160000.0,1160000.0,1030000.0","RFA-TR-20-001,RFA-TR-20-001,RFA-TR-20-001,RFA-TR-20-001,RFA-TR-20-001"
8707989,f,w,"8744862,8182395,7942783,7941804,7941059","3037500.0,3240000.0,3240000.0,3240000.0,3240000.0","RFA-CA-09-009,RFA-CA-09-009,RFA-CA-09-009,RFA-CA-09-009,RFA-CA-09-009"
8231456,m,h,"9226049,9225185,9225189,9225190,9228362","8875000.0,8875000.0,8875000.0,8875000.0,8875000.0","RFA-DK-15-501,RFA-DK-15-501,RFA-DK-15-501,RFA-DK-15-501,RFA-DK-15-501"
8642228,m,w,"10594571,10450438,10574136,10598632,10595647","515000.0,535000.0,515000.0,515000.0,515000.0","RFA-OD-21-002,RFA-OD-21-002,RFA-OD-21-002,RFA-OD-21-002,RFA-OD-21-002"
9096099,f,w,"10198756,10669204,10696039,10696031,10696024","1160000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013"
9207637,f,w,"8056155,8053940,8055071,8055231,8059898","720000.0,720000.0,720000.0,720000.0,720000.0","RFA-HS-10-010,RFA-HS-10-010,RFA-HS-10-010,RFA-HS-10-010,RFA-HS-10-010"
8440888,m,w,"8662595,8574149,8450815,8460062,8459489","1330000.0,1350000.0,1350000.0,1350000.0,1350000.0","RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002,RFA-AG-10-002"
10065441,m,w,"9519854,9743067,9315726,9315771,9190794","4375000.0,4305000.0,4375000.0,4375000.0,4585000.0","RFA-AI-15-029,RFA-AI-15-029,RFA-AI-15-029,RFA-AI-15-029,RFA-AI-15-029"
10622128,f,w,"10677598,10429878,10612125,9859216,9854875","283250.0,294250.0,428000.0,492000.0,492000.0","RFA-HL-22-002,RFA-HL-22-002,RFA-AI-16-078,RFA-AI-16-078,RFA-AI-16-078"
9815293,f,w,"10434907,10491357,10048673,10048485,10048472","321000.0,321000.0,369000.0,369000.0,369000.0","RFA-HG-18-006,RFA-HG-18-006,RFA-HG-18-006,RFA-HG-18-006,RFA-HG-18-006"
10003455,m,w,"9415526,9746805,10008078,10003578,10002786","375000.0,375000.0,369000.0,369000.0,369000.0","RFA-RM-16-003,RFA-RM-16-003,RFA-RM-16-003,RFA-RM-16-003,RFA-RM-16-003"
10700012,m,a,"8380389,7938775,8538518,7939612,7929005","1712500.0000000002,1800000.0,1687500.0,1800000.0,1800000.0","RFA-OD-08-001,RFA-OD-08-001,RFA-OD-08-001,RFA-OD-08-001,RFA-OD-08-001"
9546849,m,w,"7664526,7664954,7682999,8690209,8862541","328500.0,328500.0,328500.0,532000.0,532000.0","RFA-MH-07-090,RFA-MH-07-090,RFA-MH-07-090,RFA-MH-14-050,RFA-MH-14-050"
10406901,f,w,"10162327,9930143,9693063,9693062,9693061","6913599.999999999,7330800.0,7330800.0,7330800.0,7330800.0","RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014"
8210201,m,w,"8867285,8495481,8495729,8821670,8838261","294750.0,303750.0,303750.0,299250.0,299250.0","RFA-MH-13-061,RFA-MH-13-061,RFA-MH-13-061,RFA-MH-13-061,RFA-MH-13-061"
10155547,m,w,"10400686,10646515,10632050,10632054,10632057","267500.0,257500.0,257500.0,257500.0,257500.0","RFA-HD-20-004,RFA-HD-20-004,RFA-HD-20-004,RFA-HD-20-004,RFA-HD-20-004"
10380652,f,w,"8137302,8137293,7674888,7674886,7674885","504000.0,504000.0,511000.0,511000.0,511000.0","RFA-AA-08-003,RFA-AA-08-003,RFA-AA-08-003,RFA-AA-08-003,RFA-AA-08-003"
8328121,m,w,"8150047,7938718,8144939,7616961,7943167","1800000.0,1800000.0,1750000.0,1825000.0,1825000.0","RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002"
9728688,f,w,"10433111,10609902,10115583,9471344,9497753","535000.0,515000.0,580000.0,625000.0,625000.0","RFA-AI-21-005,RFA-AI-21-005,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002"
9762768,f,a,"9266785,9267083,9267084,9266784,9267075","1250000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
10366039,m,w,"10170971,10583468,10577798,10577800,10577803","1739999.9999999998,1545000.0,1545000.0,1545000.0,1545000.0","RFA-AI-20-001,RFA-AI-20-001,RFA-AI-20-001,RFA-AI-20-001,RFA-AI-20-001"
8525585,m,w,"8524876,8525901,8521157,8526261,8525869","675000.0,675000.0,675000.0,675000.0,675000.0","RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008"
9149219,m,w,"9562343,9562352,9771474,9769738,9340220","875000.0,875000.0,861000.0,861000.0,875000.0","RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009"
9546829,f,w,"9151629,9344670,9755478,9546829,9015857","196500.0,187500.0,184500.0,187500.0,199500.0","RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031"
10578760,m,w,"9897616,9247816,9870863,9890987,9108584","430500.0,437500.0,430500.0,430500.0,458500.0","RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005"
7942235,m,w,"10685987,10085554,10085943,10085942,10085941","824000.0,984000.0,984000.0,984000.0,984000.0","RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016"
10707158,m,w,"10518174,10517258,10705122,10705116,10517260","909500.0,909500.0,875500.0,875500.0,909500.0","RFA-CA-21-052,RFA-CA-21-052,RFA-CA-21-052,RFA-CA-21-052,RFA-CA-21-052"
7919773,m,w,"7921446,8277527,7924178,8173837,8173838","72000.0,70000.0,72000.0,72000.0,72000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
8527695,f,w,"8519216,8527686,8382457,8381183,8379415","459000.00000000006,459000.00000000006,465800.00000000006,465800.00000000006,465800.00000000006","RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
10351931,f,w,"9895792,9257894,10179385,10179387,10451849","2152500.0,2187500.0,2030000.0,2030000.0,2030000.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
8119685,m,a,"8521355,7938709,7936895,8119685,8118867","708750.0,756000.0,756000.0,735000.0,735000.0","RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006"
8492194,m,w,"8651958,8272075,8837075,8835161,8651959","1330000.0,1370000.0,1330000.0,1330000.0,1330000.0","RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003"
8666752,m,w,"9689448,9689449,9536438,9694533,9536297","246000.0,246000.0,250000.0,250000.0,250000.0","RFA-ES-17-004,RFA-ES-17-004,RFA-ES-17-004,RFA-ES-17-004,RFA-ES-17-004"
7714604,m,w,"7668070,7879821,7913961,8509304,7714332","292000.0,292000.0,292000.0,274000.0,292000.0","RFA-HG-06-021,RFA-HG-06-021,RFA-HG-06-021,RFA-HG-08-009,RFA-HG-08-009"
9854274,m,a,"9852512,10523509,10167671,10105315,10088472","246000.0,206000.0,232000.0,232000.0,232000.0","RFA-OD-19-012,RFA-OD-19-012,RFA-OD-19-012,RFA-OD-19-012,RFA-OD-19-012"
7637402,f,w,"7629572,8089404,7617668,8125507,7871479","730000.0,700000.0,730000.0,720000.0,720000.0","RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004"
9193285,m,w,"10005497,9723229,10005492,9568048,9568032","369000.0,369000.0,369000.0,375000.0,375000.0","RFA-NS-17-011,RFA-NS-17-011,RFA-NS-17-011,RFA-NS-17-011,RFA-NS-17-011"
8543632,f,w,"7791003,7794516,7930592,7794724,8122324","219000.0,219000.0,216000.0,219000.0,420000.0","RFA-HS-09-002,RFA-HS-09-002,RFA-HS-09-002,RFA-HS-09-002,RFA-NR-09-005"
9699505,m,w,"9381160,9381126,10249151,10250499,10251215","312500.0,312500.0,290000.0,290000.0,290000.0","RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004"
10160883,f,w,"10407754,10407839,10622635,10622628,10622624","1070000.0,1070000.0,1030000.0,1030000.0,1030000.0","RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025"
8851574,m,w,"9339675,9901511,9461060,9462079,9542322","187500.0,184500.0,187500.0,187500.0,187500.0","RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002"
9717295,m,w,"10104344,10426754,10321656,10426540,10282846","232000.0,214000.0,214000.0,214000.0,232000.0","RFA-MH-20-351,RFA-MH-20-351,RFA-MH-20-351,RFA-MH-20-351,RFA-MH-20-351"
8538309,m,a,"10505677,10692841,10505679,10505676,10692836","770400.0,741600.0,770400.0,770400.0,741600.0","RFA-CA-21-038,RFA-CA-21-038,RFA-CA-21-038,RFA-CA-21-038,RFA-CA-21-038"
8663557,m,h,"8154990,8145493,8534049,8339429,8333396","420000.0,420000.0,405000.0,411000.00000000006,411000.00000000006","RFA-CA-10-004,RFA-CA-10-004,RFA-CA-10-004,RFA-CA-10-004,RFA-CA-10-004"
8659452,m,w,"10146394,9260445,9258545,9260442,9258542","2030000.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
8499148,f,w,"8884530,8881086,8887287,8876550,8322580","399000.0,399000.0,399000.0,399000.0,411000.00000000006","RFA-AI-10-017,RFA-AI-10-017,RFA-AI-10-017,RFA-AI-10-017,RFA-AI-10-017"
10201577,m,a,"9514139,8910692,9315142,9552403,9315185","332500.0,353780.0,332500.0,332500.0,332500.0","RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011,RFA-DK-13-011"
10090965,f,h,"9565384,9928385,9421907,9695908,10722706","437500.0,430500.0,437500.0,430500.0,309000.0","RFA-AG-17-002,RFA-AG-17-002,RFA-AG-17-002,RFA-AG-17-002,RFA-AG-23-013"
9350668,f,a,"10261859,10673883,10488296,10488669,10489314","812000.0,721000.0,749000.0,749000.0,749000.0","RFA-RM-20-011,RFA-RM-20-011,RFA-RM-20-011,RFA-RM-20-011,RFA-RM-20-011"
9109284,m,w,"10244946,9519556,9273214,9769503,10244945","522000.0,562500.0,562500.0,553500.0,522000.0","RFA-FD-16-022,RFA-FD-16-022,RFA-FD-16-022,RFA-FD-16-022,RFA-FD-16-022"
10242081,m,w,"8379002,7616961,8330246,8545225,8545224","1712500.0000000002,1825000.0,1712500.0000000002,1687500.0,1687500.0","RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002"
7942791,m,w,"7937102,7825747,7831173,7833333,7832662","1440000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
9969469,m,h,"9709325,9062411,9248431,9115368,9117248","430500.0,458500.0,437500.0,458500.0,458500.0","RFA-HG-14-004,RFA-HG-14-004,RFA-HG-14-004,RFA-HG-14-004,RFA-HG-14-004"
7626596,m,w,"8703156,8727829,8624982,8236680,9270754","1330000.0,1350000.0,1350000.0,1370000.0,982500.0","RFA-HG-10-019,RFA-HG-10-019,RFA-HG-10-019,RFA-HG-10-019,RFA-HG-10-018"
10134824,f,w,"9146201,9145863,9146147,9145862,9145866","1965000.0,1965000.0,1965000.0,1965000.0,1965000.0","RFA-MD-15-013,RFA-MD-15-013,RFA-MD-15-013,RFA-MD-15-013,RFA-MD-15-013"
9813755,m,a,"10424447,10601101,10212773,10630218,10297562","1070000.0,1030000.0,1160000.0,566500.0,638000.0","RFA-HG-20-001,RFA-HG-20-001,RFA-HG-20-001,RFA-HG-20-047,RFA-HG-20-047"
7924597,m,w,"7878744,7614372,7631377,7615108,7882867","360000.0,365000.0,365000.0,365000.0,365000.0","RFA-AA-06-002,RFA-AA-06-002,RFA-AA-06-002,RFA-AA-06-002,RFA-AA-06-002"
7937028,m,w,"7817854,7824462,7828431,7936844,7936183","1460000.0,1460000.0,1460000.0,1440000.0,1440000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
