APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-xx_r_w,APPVAL_RECS_bert-xx_r_w,FOA_RECS_bert-xx_r_w
9469505,m,w,"9440573,9655324,9756578,9455720,8799363","468750.0,461250.0,468750.0,468750.0,498750.0","RFA-ES-13-013,RFA-ES-13-013,RFA-ES-13-013,RFA-ES-13-013,RFA-ES-13-013"
10907056,m,a,"9988411,10463658,9810840,9810503,10335116","510450.0,444050.0,510450.0,510450.0,481400.0","RFA-RM-18-022,RFA-RM-18-022,RFA-RM-18-022,RFA-RM-18-022,RFA-RM-18-022"
9589322,m,w,"9194247,9358335,10011904,10248307,10237220","262000.0,250000.0,1476000.0,1392000.0,1392000.0","RFA-HD-16-004,RFA-HD-16-004,RFA-NS-17-021,RFA-NS-17-021,RFA-NS-17-021"
8508876,m,w,"9609262,10458119,9975693,10423663,9748426","625000.0,535000.0,615000.0,580000.0,615000.0","RFA-AI-17-013,RFA-AI-17-013,RFA-AI-17-013,RFA-AI-17-013,RFA-AI-17-013"
9729348,m,w,"10163674,9915895,9915897,9915899,9915900","87000.0,92250.0,92250.0,92250.0,92250.0","RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004"
9605770,m,w,"10443394,10649711,10659028,10659023,10659022","802500.0,772500.0,772500.0,772500.0,772500.0","RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004"
9119327,m,w,"10447429,10447463,10447530,10544753,10544758","802500.0,802500.0,802500.0,772500.0,772500.0","RFA-OD-21-008,RFA-OD-21-008,RFA-OD-21-008,RFA-OD-21-008,RFA-OD-21-008"
9001791,m,w,"10487962,10487754,10485672,10708819,10708040","749000.0,749000.0,749000.0,721000.0,721000.0","RFA-RM-21-015,RFA-RM-21-015,RFA-RM-21-015,RFA-RM-21-015,RFA-RM-21-015"
8317646,m,w,"10565872,10349839,10206685,10821572,10359831","515000.0,535000.0,348000.0,309000.0,321000.0","RFA-AI-20-055,RFA-AI-20-055,RFA-AI-20-003,RFA-AI-20-003,RFA-AI-20-003"
8625501,m,h,"10899817,10491225,10494214,10673719,10673884","309000.0,321000.0,321000.0,309000.0,309000.0","RFA-DK-20-013,RFA-DK-20-013,RFA-DK-20-013,RFA-DK-20-013,RFA-DK-20-013"
8019083,f,a,"10495241,10381145,10696260,10696258,10696257","1070000.0,1160000.0,1030000.0,1030000.0,1030000.0","RFA-HD-21-023,RFA-HD-21-023,RFA-HD-21-023,RFA-HD-21-023,RFA-HD-21-023"
9692535,f,w,"10037798,10229542,10247592,10247594,10038022","922500.0,869999.9999999999,869999.9999999999,869999.9999999999,922500.0","RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023"
9693080,f,h,"10299607,10356795,9891095,9937835,10551804","535000.0,535000.0,615000.0,615000.0,515000.0","RFA-MD-18-005,RFA-MD-18-005,RFA-MD-18-005,RFA-MD-18-005,RFA-MD-18-005"
8876933,m,w,"8472444,8854224,8477135,8286877,8306712","2430000.0,2394000.0,2430000.0,2466000.0,2466000.0","RFA-CA-10-010,RFA-CA-10-010,RFA-CA-10-010,RFA-CA-10-010,RFA-CA-10-010"
8037174,f,w,"7924078,7939189,8130690,8130689,8130688","109500.0,109500.0,108000.0,108000.0,108000.0","RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001"
8181655,f,w,"8516139,8415381,8516142,8414961,8414504","337500.0,342500.0,337500.0,342500.0,342500.0","RFA-RM-12-001,RFA-RM-12-001,RFA-RM-12-001,RFA-RM-12-001,RFA-RM-12-001"
9228821,f,w,"8316210,8316208,8316237,8316201,8316215","157550.0,157550.0,157550.0,157550.0,157550.0","RFA-HL-11-013,RFA-HL-11-013,RFA-HL-11-013,RFA-HL-11-013,RFA-HL-11-013"
8457694,m,h,"10673879,10490413,10394622,8450143,8675977","1957000.0,2033000.0,2204000.0,270000.0,266000.0","RFA-TW-21-003,RFA-TW-21-003,RFA-TW-21-003,RFA-TW-09-002,RFA-TW-09-002"
7938853,f,h,"8286778,7800692,8112502,8112693,8112621","315100.0,335800.0,322000.0,322000.0,322000.0","RFA-TW-09-001,RFA-TW-09-001,RFA-TW-09-001,RFA-TW-09-001,RFA-TW-09-001"
9318434,m,w,"9753826,9330038,9751706,9751705,9751704","1353000.0,1375000.0,1353000.0,1353000.0,1353000.0","RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018"
8719004,m,h,"9060558,10126014,9986470,9753662,9753619","4389000.0,232000.0,246000.0,246000.0,246000.0","RFA-ES-15-011,RFA-ES-19-009,RFA-ES-19-009,RFA-ES-18-006,RFA-ES-18-006"
10070075,m,w,"10306410,9873594,10533316,10533275,10533270","428000.0,492000.0,412000.0,412000.0,412000.0","RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046"
10416003,f,w,"9937535,10259671,10013216,8258576,8258932","819795.0,773140.0,819795.0,420000.0,420000.0","RFA-HS-19-002,RFA-HS-19-002,RFA-HS-19-002,RFA-NR-11-003,RFA-NR-11-003"
10149646,f,w,"9987322,9293815,9340007,9759653,9544701","984000.0,1048000.0,1000000.0,984000.0,1000000.0","RFA-FD-16-019,RFA-FD-16-019,RFA-FD-16-019,RFA-FD-16-019,RFA-FD-16-019"
9542406,m,w,"8783904,9542404,9335727,9334338,9335480","931000.0,875000.0,875000.0,875000.0,875000.0","RFA-TW-13-001,RFA-TW-13-001,RFA-TW-13-001,RFA-TW-13-001,RFA-TW-13-001"
7931753,m,w,"8233411,7779476,8238678,8233799,8235145","95900.0,100800.0,98000.0,98000.0,98000.0","RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001"
9282289,f,w,"10228509,10441432,10469319,10228319,10584936","928000.0,856000.0,856000.0,928000.0,515000.0","RFA-HG-20-037,RFA-HG-20-037,RFA-HG-20-037,RFA-HG-20-037,RFA-HG-22-001"
8359692,m,w,"9893850,10596565,10131155,9765880,10378747","615000.0,515000.0,580000.0,615000.0,535000.0","RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013"
8625413,m,w,"9987629,10205035,10205039,10205040,10205041","922500.0,869999.9999999999,869999.9999999999,869999.9999999999,869999.9999999999","RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005"
10021244,f,w,"9982474,9983640,9527049,9753164,9316562","922500.0,922500.0,937500.0,922500.0,937500.0","RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015"
9393649,m,w,"10703455,10493566,9129654,8775993,9333344","412000.0,428000.0,982500.0,997500.0,937500.0","RFA-DK-20-026,RFA-DK-20-026,RFA-DK-13-506,RFA-DK-13-506,RFA-DK-13-506"
9257419,f,w,"9948263,10210397,10171852,10171851,10598566","922500.0,869999.9999999999,869999.9999999999,869999.9999999999,772500.0","RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007"
9186640,f,w,"10290751,10290849,10290674,10290746,10290747","464000.0,464000.0,464000.0,464000.0,464000.0","RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002"
9547644,m,w,"10709636,10592780,8756563,9120351,8900971","772500.0,802500.0,665000.0,655000.0,665000.0","RFA-TR-22-012,RFA-TR-22-012,RFA-AT-14-003,RFA-AT-14-003,RFA-AT-14-003"
7787758,m,w,"8230342,8230328,8230305,8977573,8230320","210000.0,210000.0,210000.0,199500.0,210000.0","RFA-ES-10-009,RFA-ES-10-009,RFA-ES-10-009,RFA-ES-10-009,RFA-ES-10-009"
9978686,f,w,"8917065,8725987,8380415,8338916,8338897","997500.0,997500.0,1027500.0,1027500.0,1027500.0","RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022"
8672642,f,w,"9319420,9922256,9452944,9648120,10224900","312500.0,307500.0,312500.0,307500.0,580000.0","RFA-DA-17-007,RFA-DA-17-007,RFA-DA-17-007,RFA-DA-17-007,RFA-OD-17-004"
10675746,f,a,"8048103,8044782,7924443,7907245,8067130","210000.0,210000.0,219000.0,219000.0,210000.0","RFA-TW-06-004,RFA-TW-06-004,RFA-TW-06-004,RFA-TW-06-004,RFA-TW-06-004"
7816432,m,w,"9132020,8924793,8858137,9548409,8625826","1310000.0,1330000.0,1330000.0,1250000.0,172900.0","RFA-FD-14-024,RFA-FD-14-024,RFA-FD-14-024,RFA-FD-14-024,RFA-HL-12-009"
7997152,m,w,"8330552,8707957,8868018,8330535,8478040","274000.0,266000.0,266000.0,274000.0,270000.0","RFA-AI-11-023,RFA-AI-11-023,RFA-AI-11-023,RFA-AI-11-023,RFA-AI-11-023"
8377050,m,w,"10696751,10696373,10695612,10242790,10427408","412000.0,412000.0,412000.0,1392000.0,1284000.0","RFA-NS-23-004,RFA-NS-23-004,RFA-NS-23-004,RFA-AI-19-043,RFA-AI-19-043"
9278724,m,a,"9902185,9674237,9870921,10111500,10132288","615000.0,615000.0,615000.0,580000.0,580000.0","RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002"
7853372,f,w,"10694220,10666669,10525271,10524159,8136469","1030000.0,1030000.0,1070000.0,1070000.0,420000.0","RFA-DA-22-022,RFA-DA-22-022,RFA-DA-22-022,RFA-DA-22-022,RFA-DA-07-006"
10393674,f,h,"10617210,10620819,9731112,9731113,9731144","257500.0,257500.0,307500.0,307500.0,307500.0","RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002"
10426145,m,w,"9593885,9953960,10212850,9781460,9781458","2812500.0,2767500.0,2610000.0,2767500.0,2767500.0","RFA-AG-18-012,RFA-AG-18-012,RFA-AG-18-012,RFA-AG-18-012,RFA-AG-18-012"
10260511,f,w,"9768242,9356351,9989676,9545928,9272111","922500.0,937500.0,922500.0,937500.0,982500.0","RFA-NS-16-020,RFA-NS-16-020,RFA-NS-16-020,RFA-NS-16-020,RFA-NS-16-020"
10707971,m,b,"10021032,9811734,9811716,10172976,10168609","369000.0,369000.0,369000.0,348000.0,348000.0","RFA-LM-19-001,RFA-LM-19-001,RFA-LM-19-001,RFA-LM-19-001,RFA-LM-19-001"
9478451,m,w,"9646322,10449341,10087865,10219080,10228691","922500.0,802500.0,869999.9999999999,869999.9999999999,869999.9999999999","RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081"
8611916,m,w,"10582227,10576212,10576216,10576214,10582233","772500.0,772500.0,772500.0,772500.0,772500.0","RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026"
8450250,m,w,"9702001,9577979,9749167,9577443,8620470","1845000.0,1875000.0,1845000.0,1875000.0,303750.0","RFA-ES-17-007,RFA-ES-17-007,RFA-ES-17-007,RFA-ES-17-007,RFA-ES-13-003"
7938809,m,w,"8173749,8365005,7961509,7878907,7961510","3359999.52,3266666.2,3406666.18,3406666.18,3406666.18","RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002"
8705391,m,w,"9770847,9705957,10663977,10232690,10477230","307500.0,312500.0,515000.0,580000.0,535000.0","RFA-FD-18-017,RFA-FD-18-017,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003"
8211337,f,w,"10480792,10693795,10308198,10461148,10649583","534998.93,514998.97,579998.84,374500.0,360500.0","RFA-HD-21-006,RFA-HD-21-006,RFA-HD-21-006,RFA-DK-20-007,RFA-DK-20-007"
8876650,m,w,"8435054,8446549,9066643,8996156,8996161","411000.00000000006,67500.0,65500.0,65500.0,65500.0","RFA-DK-11-031,RFA-DK-11-015,RFA-DK-11-015,RFA-DK-11-015,RFA-DK-11-015"
9737974,f,a,"9145097,9528656,9528653,9532259,9528658","982500.0,937500.0,937500.0,937500.0,937500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
8380869,m,w,"10937020,10599677,9914054,10006319,9775234","257500.0,267500.0,307500.0,307500.0,615000.0","RFA-FD-22-014,RFA-FD-22-014,RFA-FD-19-008,RFA-FD-19-008,RFA-DK-14-019"
8235235,f,w,"8976073,8786413,8785031,8785038,8786412","196500.0,199500.0,199500.0,199500.0,199500.0","RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020"
9110809,m,b,"9287852,10134993,10134991,10134988,10132968","625000.0,580000.0,580000.0,580000.0,580000.0","RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002"
7928820,m,w,"8097331,7912897,8305150,8305152,8309360","700000.0,720000.0,685000.0,685000.0,685000.0","RFA-HD-08-008,RFA-HD-08-008,RFA-HD-08-008,RFA-HD-08-008,RFA-HD-08-008"
9229818,m,w,"8043666,7798143,8044067,8074528,8076829","700000.0,720000.0,700000.0,700000.0,700000.0","RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006"
9952381,f,w,"7691720,7777536,9342915,9554612,9552161","1752000.0,1752000.0,375000.0,375000.0,375000.0","RFA-RM-06-007,RFA-RM-06-007,RFA-ES-15-013,RFA-ES-15-013,RFA-ES-15-013"
8517254,f,h,"8330927,9103500,8533630,8528761,8534440","3192100.0000000005,3098900.0,3192100.0000000005,3192100.0000000005,3192100.0000000005","RFA-RM-09-002,RFA-RM-09-002,RFA-RM-09-002,RFA-RM-09-002,RFA-RM-09-002"
9707164,m,a,"9039599,9249555,9247946,9250144,9249552","196500.0,187500.0,187500.0,187500.0,187500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
9526967,m,w,"10017884,9810793,9810878,10475070,10668370","615000.0,615000.0,615000.0,535000.0,515000.0","RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007"
8830597,f,w,"8975583,9391174,8554494,9828646,9186941","24235000.0,23125000.0,24605000.0,22755000.0,23125000.0","RFA-AI-12-011,RFA-AI-12-011,RFA-AI-12-011,RFA-AI-12-011,RFA-AI-12-011"
8432558,f,b,"8432693,8432715,8601687,8432558,9132492","4725000.0,4725000.0,4655000.0,4725000.0,4655000.0","RFA-AI-12-002,RFA-AI-12-002,RFA-AI-12-002,RFA-AI-12-002,RFA-AI-12-002"
9267945,m,w,"10572302,10466580,10619007,10669557,10115781","158620.0,164780.0,158620.0,122570.0,138040.0","RFA-HL-22-012,RFA-HL-22-012,RFA-HL-22-012,RFA-HL-19-024,RFA-HL-19-024"
10686097,f,w,"9415414,9852588,9834825,9245391,9244294","500000.0,492000.0,492000.0,500000.0,500000.0","RFA-AI-15-058,RFA-AI-15-058,RFA-AI-15-058,RFA-AI-15-058,RFA-AI-15-058"
8574506,m,w,"9337516,9336368,9206106,9205554,9204993","312500.0,312500.0,327500.0,327500.0,327500.0","RFA-TR-16-001,RFA-TR-16-001,RFA-TR-16-001,RFA-TR-16-001,RFA-TR-16-001"
10044533,f,a,"9627673,10005929,9787401,9783763,9783761","1000000.0,984000.0,984000.0,984000.0,984000.0","RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033"
7937968,f,b,"10662502,10275726,10480007,10489744,10489769","515000.0,580000.0,535000.0,535000.0,535000.0","RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011"
8527853,m,w,"8521390,8527853,8705294,8338911,8339359","405000.0,405000.0,399000.0,411000.00000000006,411000.00000000006","RFA-NR-11-006,RFA-NR-11-006,RFA-NR-11-006,RFA-NR-11-006,RFA-NR-11-006"
9548409,f,w,"9132020,9548409,8924793,8858137,8286494","1310000.0,1250000.0,1330000.0,1330000.0,178100.0","RFA-FD-14-024,RFA-FD-14-024,RFA-FD-14-024,RFA-FD-14-024,RFA-HL-12-009"
8711728,m,w,"8883055,8881515,9124602,9124604,8925805","266000.0,266000.0,262000.0,262000.0,266000.0","RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082,RFA-FD-14-082"
10672705,m,w,"10895149,10617346,10001908,10001907,10001906","772500.0,772500.0,922500.0,922500.0,922500.0","RFA-DK-19-003,RFA-DK-19-003,RFA-DK-19-003,RFA-DK-19-003,RFA-DK-19-003"
10665942,m,w,"10130485,9512284,10436179,10372955,9684606","406000.0,437500.0,374500.0,374500.0,430500.0","RFA-DE-18-004,RFA-DE-18-004,RFA-DE-18-004,RFA-DE-18-004,RFA-DE-18-004"
8872957,m,w,"10661792,10289786,10289784,10285670,10285669","412000.0,464000.0,464000.0,464000.0,464000.0","RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002"
9267910,m,w,"10394455,10392181,10393892,10393982,10394474","3866666.28,3866666.28,3866666.28,3866666.28,3866666.28","RFA-AI-21-022,RFA-AI-21-022,RFA-AI-21-022,RFA-AI-21-022,RFA-AI-21-022"
9319725,m,w,"10310739,10700141,10700075,10700072,10491885","290000.0,257500.0,257500.0,257500.0,267500.0","RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003"
7892977,f,w,"7686631,7688237,8068361,8080344,7686565","730000.0,730000.0,700000.0,700000.0,730000.0","RFA-DA-09-001,RFA-DA-09-001,RFA-DA-09-001,RFA-DA-09-001,RFA-DA-09-001"
7941808,f,h,"8311941,8318982,8311950,8312849,9994735","245000.0,245000.0,245000.0,245000.0,984000.0","RFA-MD-11-007,RFA-MD-11-007,RFA-MD-11-007,RFA-MD-11-007,RFA-CA-17-033"
9352694,f,a,"10534651,10534906,10535197,10684235,10684298","181900.0,181900.0,181900.0,175100.0,175100.0","RFA-HD-22-021,RFA-HD-22-021,RFA-HD-22-021,RFA-HD-22-021,RFA-HD-22-021"
8173807,m,w,"7682909,8173873,8133865,8122327,8097983","73000.0,72000.0,70000.0,70000.0,70000.0","RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002"
9930147,f,w,"10733197,10733232,10732986,10732987,10732988","834300.0,834300.0,834300.0,834300.0,834300.0","RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012"
8726320,f,w,"8733136,9129532,9137512,8545703,8545096","665000.0,655000.0,655000.0,675000.0,675000.0","RFA-FD-12-023,RFA-FD-12-023,RFA-FD-12-023,RFA-FD-12-023,RFA-FD-12-023"
8033868,f,w,"8381395,8544801,8540838,8527733,8536745","2055000.0,2025000.0,2025000.0,2025000.0,2025000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
7782768,m,w,"7623056,7609151,7893972,7919722,7591140","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-AI-07-015,RFA-AI-07-015,RFA-AI-07-015,RFA-AI-07-015,RFA-AI-07-015"
9987626,m,a,"8513587,9261781,8682895,8841801,9062480","540000.0,524000.0,532000.0,532000.0,1310000.0","RFA-HG-12-007,RFA-HG-12-007,RFA-HG-12-007,RFA-HG-12-007,RFA-HG-13-004"
10335887,m,w,"7932231,7925688,8380903,8380896,8380894","1752000.0,1728000.0,1644000.0000000002,1644000.0000000002,1644000.0000000002","RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007"
8830369,f,w,"8913586,9459899,9044774,9044776,9044778","124147.52,116680.0,122280.64,122280.64,122280.64","RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004"
9162008,f,w,"7666133,7629047,8098436,7797479,7797541","511000.0,511000.0,504000.0,504000.0,504000.0","RFA-AG-06-002,RFA-AG-06-002,RFA-AG-06-002,RFA-AG-06-002,RFA-AG-06-002"
10164172,f,w,"8554393,8806614,8554931,8472329,8473040","266000.0,266000.0,266000.0,274000.0,274000.0","RFA-NS-12-010,RFA-NS-12-010,RFA-NS-12-010,RFA-NS-12-010,RFA-NS-12-010"
8081296,m,w,"7961835,8173878,8173697,8173698,7835867","6935000.0,6840000.0,6840000.0,6840000.0,6840000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
9364332,m,w,"9364332,9366140,9366382,9363731,9364868","93750.0,93750.0,93750.0,93750.0,93750.0","RFA-AG-17-012,RFA-AG-17-012,RFA-AG-17-012,RFA-AG-17-012,RFA-AG-17-012"
8865707,m,w,"9568050,9723232,9433159,9432740,9433160","375000.0,369000.0,375000.0,375000.0,375000.0","RFA-NS-17-011,RFA-NS-17-011,RFA-NS-17-011,RFA-NS-17-011,RFA-NS-17-011"
8507238,m,w,"9301390,9730238,9733025,9739290,9739377","393750.0,387450.0,387450.0,387450.0,387450.0","RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011"
7798138,m,w,"9955598,10171851,9962092,10355531,10355532","922500.0,869999.9999999999,922500.0,802500.0,802500.0","RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007"
9525227,f,h,"10493224,10692750,10692746,10692743,10687210","1230500.0,1184500.0,1184500.0,1184500.0,1184500.0","RFA-NS-21-003,RFA-NS-21-003,RFA-NS-21-003,RFA-NS-21-003,RFA-NS-21-003"
9589949,f,h,"8959886,8961416,9121688,9103741,9174325","99750.0,99750.0,99750.0,98250.0,98250.0","RFA-HL-15-005,RFA-HL-15-005,RFA-HL-15-005,RFA-HL-15-005,RFA-HL-15-005"
8391974,m,w,"8353779,8882535,9103179,8693647,8539071","685000.0,665000.0,655000.0,665000.0,675000.0","RFA-HL-12-016,RFA-HL-12-016,RFA-HL-12-016,RFA-HL-12-016,RFA-HL-12-016"
10646261,m,w,"8515877,9003016,9000605,8998905,9000606","6885000.0,6681000.0,6681000.0,6681000.0,6681000.0","RFA-AA-11-006,RFA-AA-11-006,RFA-AA-11-006,RFA-AA-11-006,RFA-AA-11-006"
9750733,f,h,"10058400,10427373,10633168,10223475,10223472","861000.0,749000.0,721000.0,861000.0,861000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
10758084,m,w,"7661424,8291644,8113081,7888569,8604168","730000.0,700000.0,720000.0,720000.0,532000.0","RFA-HD-06-001,RFA-HD-06-001,RFA-HD-06-001,RFA-HD-06-001,RFA-HD-10-007"
9519802,f,b,"8403952,9212081,8926488,9337600,9031018","15525000.000000002,14375000.0,15295000.0,15065000.0,15065000.0","RFA-AG-12-001,RFA-AG-12-001,RFA-AG-12-001,RFA-AG-12-001,RFA-AG-12-001"
10624199,f,w,"9750688,9987199,10201079,9342869,9329844","1230000.0,1230000.0,1230000.0,1250000.0,1310000.0","RFA-DK-14-001,RFA-DK-14-001,RFA-DK-14-001,RFA-DK-14-001,RFA-DK-14-001"
8566006,m,w,"10117747,10684730,10267723,10465187,8849448","492000.0,412000.0,464000.0,428000.0,332500.0","RFA-RM-20-006,RFA-RM-20-006,RFA-RM-20-006,RFA-RM-20-006,RFA-EY-12-001"
8451489,m,w,"9041610,9926972,9921561,9921562,9926408","196500.0,184500.0,184500.0,184500.0,184500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
7680460,f,w,"8112819,7840548,8078174,8078173,8078171","1368000.0,1368000.0,1368000.0,1368000.0,1368000.0","RFA-MD-06-002,RFA-MD-06-002,RFA-MD-06-002,RFA-MD-06-002,RFA-MD-06-002"
9462171,m,w,"7892935,7759549,7759425,7759706,7759069","576000.0,584000.0,584000.0,584000.0,584000.0","RFA-MH-09-120,RFA-MH-09-120,RFA-MH-09-120,RFA-MH-09-120,RFA-MH-09-120"
7993923,m,w,"9108891,8868954,8913107,8414034,8413975","982500.0,997500.0,997500.0,1027500.0,1027500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
9256414,m,h,"10450034,10035016,10038237,10220840,10220839","802500.0,922500.0,922500.0,869999.9999999999,869999.9999999999","RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023"
9546669,m,w,"8782594,10175633,8554419,9828042,9829067","6960332.890000001,6070666.279999999,6960332.890000001,6436999.59,6436999.59","RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008"
8005627,m,a,"10731255,10615485,10669767,10598626,10731789","206000.0,206000.0,206000.0,206000.0,206000.0","RFA-EY-21-001,RFA-EY-21-001,RFA-EY-21-001,RFA-EY-21-001,RFA-EY-21-001"
9250759,m,w,"9250760,9272872,9250759,9284465,9284466","937500.0,937500.0,937500.0,937500.0,937500.0","RFA-DK-13-007,RFA-DK-13-007,RFA-DK-13-007,RFA-DK-13-007,RFA-DK-13-007"
7892589,m,w,"8265042,8265114,8265066,8265056,8265048","1400000.0,1400000.0,1400000.0,1400000.0,1400000.0","RFA-HS-11-004,RFA-HS-11-004,RFA-HS-11-004,RFA-HS-11-004,RFA-HS-11-004"
9867656,f,a,"10203887,9814544,9973063,10163818,10187532","371200.0,393600.0,393600.0,371200.0,371200.0","RFA-RM-18-036,RFA-RM-18-036,RFA-RM-18-036,RFA-RM-18-036,RFA-RM-18-036"
8564760,f,b,"8695480,8476963,8795989,8795113,8791259","332500.0,337500.0,332500.0,332500.0,332500.0","RFA-MD-12-003,RFA-MD-12-003,RFA-MD-12-003,RFA-MD-12-003,RFA-MD-12-003"
9004629,m,w,"7845013,8288323,8281679,7617266,7617258","504000.0,479500.00000000006,479500.00000000006,511000.0,511000.0","RFA-DK-06-018,RFA-DK-06-018,RFA-DK-06-018,RFA-DK-06-018,RFA-DK-06-018"
9493482,m,w,"10691317,9944636,9708117,10168573,10457369","257500.0,307500.0,307500.0,290000.0,267500.0","RFA-GM-18-003,RFA-GM-18-003,RFA-GM-18-003,RFA-GM-18-003,RFA-GM-18-003"
9509521,m,a,"8617223,9000120,8509163,9213339,8794412","997500.0,982500.0,1012500.0,937500.0,997500.0","RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007"
8016148,m,w,"8265114,8265042,8265038,8265048,8265056","1400000.0,1400000.0,1400000.0,1400000.0,1400000.0","RFA-HS-11-004,RFA-HS-11-004,RFA-HS-11-004,RFA-HS-11-004,RFA-HS-11-004"
9926734,f,w,"10624351,10617370,10437135,10436554,10500864","515000.0,515000.0,535000.0,535000.0,148730.0","RFA-AG-22-020,RFA-AG-22-020,RFA-AG-22-020,RFA-AG-22-020,RFA-AG-22-009"
7798754,m,w,"8136440,7834502,8013820,8041055,8014913","719998.5599999999,719998.5599999999,699998.6,699998.6,699998.6","RFA-HL-10-001,RFA-HL-10-001,RFA-HL-10-001,RFA-HL-10-001,RFA-HL-10-001"
9532238,f,a,"8130678,7681811,7906667,7906666,7906665","108000.0,109500.0,109500.0,109500.0,109500.0","RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001"
