APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-xx_r_w,APPVAL_RECS_bert-xx_r_w,FOA_RECS_bert-xx_r_w
9404695,m,a,"9305807,9358715,9358721,9358717,9785386","884250.0,843750.0,843750.0,843750.0,830250.0","RFA-HS-16-002,RFA-HS-16-002,RFA-HS-16-002,RFA-HS-16-002,RFA-HS-16-002"
10113371,f,w,"9116945,9295911,8932846,8929133,8927066","327500.0,312500.0,332500.0,332500.0,332500.0","RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214"
7626248,f,w,"8544806,8538095,8382026,8379295,8382151","2025000.0,2055000.0,2055000.0,2055000.0,2055000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
8693901,m,w,"10489744,10697357,10480007,10277070,10275726","535000.0,515000.0,535000.0,580000.0,580000.0","RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011"
10556716,m,b,"10021032,9811734,9811716,10172976,10168609","369000.0,369000.0,369000.0,348000.0,348000.0","RFA-LM-19-001,RFA-LM-19-001,RFA-LM-19-001,RFA-LM-19-001,RFA-LM-19-001"
8204482,m,w,"8990854,10056253,9187879,9395915,8848554","1703000.0,1599000.0,1625000.0,1625000.0,1729000.0","RFA-HD-14-020,RFA-HD-14-020,RFA-HD-14-020,RFA-HD-14-020,RFA-HD-14-020"
10454365,f,w,"9406430,9751962,9986881,9988920,10216322","312500.0,307500.0,307500.0,307500.0,290000.0","RFA-HL-17-009,RFA-HL-17-009,RFA-HL-17-009,RFA-HL-17-009,RFA-HL-17-009"
9336886,m,w,"10218161,10687258,10058889,10457326,8658816","696000.0,618000.0,738000.0,642000.0,1330000.0","RFA-DK-19-011,RFA-DK-19-011,RFA-DK-19-011,RFA-DK-19-011,RFA-DK-12-505"
8846763,m,w,"9735446,9705804,10169501,10162653,9978910","615000.0,615000.0,580000.0,580000.0,615000.0","RFA-HL-18-007,RFA-HL-18-007,RFA-HL-18-007,RFA-HL-18-007,RFA-HL-18-007"
9739101,f,a,"8727829,8703156,8624982,8236680,10474459","1350000.0,1330000.0,1350000.0,1370000.0,588500.0","RFA-HG-10-019,RFA-HG-10-019,RFA-HG-10-019,RFA-HG-10-019,RFA-HG-20-047"
10242367,m,w,"10662146,9775201,9646223,10468773,9975804","257500.0,24600.0,25000.0,21400.0,24600.0","RFA-DE-23-001,RFA-DE-18-012,RFA-DE-18-012,RFA-DE-18-012,RFA-DE-18-012"
10610207,m,w,"10169443,10134350,10611444,10611453,10617821","1160000.0,1160000.0,1030000.0,1030000.0,1030000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
8322678,f,w,"9877227,10112706,10264945,10112090,10017208","184500.0,184500.0,174000.0,184500.0,184500.0","RFA-DK-17-018,RFA-DK-17-018,RFA-DK-17-018,RFA-DK-17-018,RFA-DK-17-018"
8381867,m,w,"8416328,8416329,8237596,8525502,8235263","1012500.0,1012500.0,1027500.0,1027500.0,1027500.0","RFA-HG-10-018,RFA-HG-10-018,RFA-HG-10-018,RFA-HG-10-018,RFA-HG-10-018"
8765706,f,w,"7848275,7932516,7809632,7674816,7588810","360000.0,365000.0,360000.0,365000.0,365000.0","RFA-DE-08-003,RFA-DE-08-003,RFA-DE-08-003,RFA-DE-08-003,RFA-DE-08-003"
8601381,f,w,"8080474,7693755,8127673,8127672,7845609","350000.0,365000.0,350000.0,350000.0,360000.0","RFA-AA-08-007,RFA-AA-08-007,RFA-AA-08-007,RFA-AA-08-007,RFA-AA-08-007"
8063556,f,h,"9918856,10170222,10380759,10394946,9926819","922500.0,869999.9999999999,802500.0,802500.0,922500.0","RFA-AI-17-017,RFA-AI-17-017,RFA-AI-17-017,RFA-AI-17-017,RFA-AI-17-017"
9474479,f,h,"10442765,10327920,10459630,10479062,10632081","240750.0,261000.0,240750.0,240750.0,231750.0","RFA-MH-21-150,RFA-MH-21-150,RFA-MH-21-150,RFA-MH-21-150,RFA-MH-21-150"
9248352,m,w,"8874104,8885651,8882257,8766909,8768636","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038,RFA-AI-13-038"
9380694,f,w,"10478056,10263369,10694022,10130130,9391482","1070000.0,1160000.0,1030000.0,1230000.0,250000.0","RFA-RM-20-007,RFA-RM-20-007,RFA-RM-20-007,RFA-RM-20-007,RFA-RM-16-023"
9194005,m,w,"9085433,8936254,8936250,8936252,8936251","327500.0,332500.0,332500.0,332500.0,332500.0","RFA-NS-14-011,RFA-NS-14-011,RFA-NS-14-011,RFA-NS-14-011,RFA-NS-14-011"
8378844,m,w,"8728236,8728858,8598612,8599113,8904013","266000.0,266000.0,270000.0,270000.0,266000.0","RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007"
9744629,m,w,"7688081,7683895,7643484,7615679,7659682","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-035,RFA-CA-07-035,RFA-CA-07-035,RFA-CA-07-035,RFA-CA-07-035"
9064040,m,w,"9826629,9824222,9896487,9897091,9985200","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511"
9020613,m,w,"8734420,9725888,8924283,8924248,9115575","665000.0,625000.0,665000.0,665000.0,655000.0","RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014,RFA-DK-12-014"
9989215,f,w,"10672798,10672794,10672705,10673358,10673357","772500.0,772500.0,772500.0,772500.0,772500.0","RFA-DK-22-011,RFA-DK-22-011,RFA-DK-22-011,RFA-DK-22-011,RFA-DK-22-011"
10559544,f,w,"9672426,9269755,9270925,9270972,9269865","1230000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001"
8068355,m,w,"8067079,7683245,8068355,8078183,8063046","490000.0,511000.0,490000.0,490000.0,490000.0","RFA-MH-08-070,RFA-MH-08-070,RFA-MH-08-070,RFA-MH-08-070,RFA-MH-08-070"
8468489,m,w,"8651874,8325213,8453238,8453237,9750887","1862000.0,1918000.0,1890000.0,1890000.0,1750000.0","RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013"
10222437,m,h,"10662455,10488714,10319758,10319735,10319713","257500.0,267500.0,290000.0,290000.0,290000.0","RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021"
9973053,f,w,"10266124,10700147,10094836,10092367,10683504","579998.84,514998.97,614998.77,614998.77,534998.93","RFA-AG-20-017,RFA-AG-20-017,RFA-AG-20-017,RFA-AG-20-017,RFA-AG-20-017"
9323220,m,w,"10583428,10583437,10583982,10581946,10581838","206000.0,206000.0,206000.0,206000.0,206000.0","RFA-AG-23-002,RFA-AG-23-002,RFA-AG-23-002,RFA-AG-23-002,RFA-AG-23-002"
10450034,m,w,"9914200,9737274,9899912,9902302,9891933","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003"
8889316,m,w,"7797933,7798326,7798339,8251714,8251698","4171428.78,4171428.78,4171428.78,70000.0,70000.0","RFA-DK-08-006,RFA-DK-08-006,RFA-DK-08-006,RFA-DK-11-007,RFA-DK-11-007"
9672435,m,w,"10414955,10394479,10414147,10414146,10414145","1070000.0,1070000.0,1070000.0,1070000.0,1070000.0","RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006"
7929534,m,h,"8970649,9242005,9648028,9627971,9624757","1330000.0,1250000.0,1230000.0,1230000.0,1230000.0","RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003,RFA-DE-15-003"
9745244,f,w,"7843465,7864217,7843464,7843463,7608741","1460000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-HD-07-003,RFA-HD-07-003,RFA-HD-07-003,RFA-HD-07-003,RFA-HD-07-003"
10691324,f,w,"9407343,10019311,10020295,10021534,10234021","312500.0,307500.0,307500.0,307500.0,290000.0","RFA-AA-17-015,RFA-AA-17-015,RFA-AA-17-015,RFA-AA-17-015,RFA-AA-17-015"
9542215,m,w,"7678125,7677679,8101086,8101084,7941920","584000.0,584000.0,576000.0,576000.0,576000.0","RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002"
10203749,m,w,"8680005,8495265,8879020,8865543,8881093","332500.0,337500.0,332500.0,332500.0,332500.0","RFA-AI-11-034,RFA-AI-11-034,RFA-AI-11-034,RFA-AI-11-034,RFA-AI-11-034"
7770832,m,w,"7942925,7854415,7861060,7863326,7863581","1440000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-004,RFA-OD-09-004,RFA-OD-09-004,RFA-OD-09-004,RFA-OD-09-004"
8033409,f,w,"9750235,9356542,9750233,9750232,9750231","984000.0,1000000.0,984000.0,984000.0,984000.0","RFA-HD-16-013,RFA-HD-16-013,RFA-HD-16-013,RFA-HD-16-013,RFA-HD-16-013"
7687462,f,w,"10350839,9360959,10245162,10163188,9995496","348000.0,375000.0,348000.0,348000.0,369000.0","RFA-ES-16-007,RFA-ES-16-007,RFA-ES-16-007,RFA-ES-16-007,RFA-ES-16-007"
9464396,m,w,"8368498,8625433,8535121,7922062,7668593","411000.00000000006,405000.0,405000.0,1095000.0,1095000.0","RFA-AG-12-007,RFA-AG-12-007,RFA-AG-12-007,RFA-OD-06-003,RFA-OD-06-003"
9350342,m,w,"8691551,8691332,8692115,8688718,8690346","1012500.0,1012500.0,1012500.0,1012500.0,1012500.0","RFA-HS-13-011,RFA-HS-13-011,RFA-HS-13-011,RFA-HS-13-011,RFA-HS-13-011"
8748717,m,a,"8726499,8831303,8850915,9052459,8278774","166250.0,166250.0,166250.0,166250.0,171250.0","RFA-NS-12-002,RFA-NS-12-002,RFA-NS-12-002,RFA-NS-12-002,RFA-NS-12-002"
9916276,f,w,"8720662,8572720,10087180,10264139,10424563","66500.0,67500.0,307500.0,290000.0,267500.0","RFA-AG-13-005,RFA-AG-13-005,RFA-AG-20-044,RFA-AG-20-044,RFA-AG-20-044"
9321515,f,b,"8471785,8309932,8469583,8209569,8209694","303750.0,308250.0,303750.0,315000.0,315000.0","RFA-MH-11-082,RFA-MH-11-082,RFA-MH-11-082,RFA-MH-11-082,RFA-MH-11-082"
10615675,m,w,"8728236,8728858,8904013,8599113,8598612","266000.0,266000.0,266000.0,270000.0,270000.0","RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007"
7660318,f,w,"9071253,9459934,9689471,9689555,9690087","982500.0,937500.0,922500.0,922500.0,922500.0","RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002"
9732555,f,w,"8381477,8381470,7905602,7905606,7905609","2740000.0,2740000.0,2920000.0,2920000.0,2920000.0","RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009"
8033712,m,w,"8852457,8851212,8852388,8849086,8853001","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
8842991,m,w,"10379210,10377742,10379613,10378934,9672408","274540.60000000003,274540.60000000003,274540.60000000003,274540.60000000003,1230000.0","RFA-ES-21-003,RFA-ES-21-002,RFA-ES-21-002,RFA-ES-21-002,RFA-ES-16-001"
8036016,m,w,"10625693,10625577,10625692,10625691,10625690","1030000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-AI-22-001,RFA-AI-22-001,RFA-AI-22-001,RFA-AI-22-001,RFA-AI-22-001"
9514114,m,w,"10394907,10617227,10601038,10601041,10615607","160500.0,154500.0,154500.0,154500.0,154500.0","RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002"
7696523,m,w,"8434537,8056668,8663177,7902985,7903020","685000.0,700000.0,665000.0,720000.0,720000.0","RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016"
8382101,f,a,"10197344,9658441,9526088,9524992,10398627","307500.0,307500.0,312500.0,312500.0,580000.0","RFA-AR-17-009,RFA-AR-17-009,RFA-AR-17-009,RFA-AR-17-009,RFA-NS-21-016"
10377360,f,h,"10494227,10437178,10662513,10676261,10676269","3210000.0,3479999.9999999995,3090000.0,3090000.0,3090000.0","RFA-MD-21-007,RFA-MD-21-007,RFA-MD-21-007,RFA-MD-21-007,RFA-MD-21-007"
8791171,m,w,"8758050,10388131,10390460,9672786,9788258","332500.0,535000.0,535000.0,625000.0,615000.0","RFA-AG-14-012,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027"
10610939,m,w,"9220846,9827572,9392920,9389516,9591340","500000.0,492000.0,500000.0,500000.0,492000.0","RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018"
10207300,f,w,"10764768,10765521,10878229,10639682,10638169","515000.0,515000.0,515000.0,535000.0,535000.0","RFA-FD-23-009,RFA-FD-23-009,RFA-FD-22-005,RFA-FD-22-005,RFA-FD-22-005"
9988327,m,a,"8758050,9672786,10388131,9788258,10150811","332500.0,625000.0,535000.0,615000.0,580000.0","RFA-AG-14-012,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027"
8573090,m,w,"10438814,9857767,10218053,10887661,10670069","267500.0,307500.0,290000.0,257500.0,257500.0","RFA-AG-19-015,RFA-AG-19-015,RFA-AG-19-015,RFA-AG-19-015,RFA-AG-19-015"
8132958,m,a,"8920543,8627986,8729480,9132205,9132248","332500.0,337500.0,332500.0,327500.0,327500.0","RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003"
8913893,f,w,"8912367,9519544,9293252,9101967,8754186","465500.0,437500.0,437500.0,458500.0,465500.0","RFA-AT-14-005,RFA-AT-14-005,RFA-AT-14-005,RFA-AT-14-005,RFA-AT-14-005"
9811922,f,w,"10165449,10413034,9753104,9927973,9597601","812000.0,749000.0,861000.0,861000.0,875000.0","RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016"
9544165,f,w,"9544165,9544145,9146312,9146308,9146309","1500000.0,1500000.0,1572000.0,1572000.0,1572000.0","RFA-DE-15-006,RFA-DE-15-006,RFA-DE-15-006,RFA-DE-15-006,RFA-DE-15-006"
9279195,m,b,"9832193,9394797,9646359,9246899,9517140","61500.0,62500.0,61500.0,62500.0,62500.0","RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011"
8726256,f,a,"10402400,10634523,10264042,10263366,10263309","267500.0,257500.0,290000.0,290000.0,290000.0","RFA-AG-20-039,RFA-AG-20-039,RFA-AG-20-039,RFA-AG-20-039,RFA-AG-20-039"
10494227,f,w,"10656505,10494288,10657711,10657710,10656519","3090000.0,3210000.0,3090000.0,3090000.0,3090000.0","RFA-MD-21-007,RFA-MD-21-007,RFA-MD-21-007,RFA-MD-21-007,RFA-MD-21-007"
9353754,m,w,"9894581,10492010,10588504,10662567,10695086","492000.0,321000.0,321000.0,309000.0,309000.0","RFA-AT-19-007,RFA-AT-19-006,RFA-AT-19-006,RFA-AT-19-006,RFA-AT-19-006"
9036863,f,w,"9605416,9914842,9908142,9908143,9908144","1500000.0,1476000.0,1476000.0,1476000.0,1476000.0","RFA-HD-18-008,RFA-HD-18-008,RFA-HD-18-008,RFA-HD-18-008,RFA-HD-18-008"
8829105,m,w,"7906378,7892346,8092609,8092610,8092611","1095000.0,1080000.0,1080000.0,1080000.0,1080000.0","RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010"
10165939,f,w,"10381734,10582554,10355531,10355532,9948263","802500.0,772500.0,802500.0,802500.0,922500.0","RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007"
8706184,m,a,"10783500,8710281,8337690,8508325,8541855","1030000.0,665000.0,685000.0,675000.0,675000.0","RFA-OD-23-005,RFA-RM-10-008,RFA-RM-10-008,RFA-RM-10-008,RFA-RM-10-008"
8443130,f,w,"8443565,8443545,8443130,8442723,8443510","236250.00000000003,236250.00000000003,236250.00000000003,236250.00000000003,236250.00000000003","RFA-MH-13-021,RFA-MH-13-021,RFA-MH-13-021,RFA-MH-13-021,RFA-MH-13-021"
9242660,m,w,"8644120,8053782,8055035,8055044,8053904","585200.0,616000.0,616000.0,616000.0,616000.0","RFA-HD-09-026,RFA-HD-09-026,RFA-HD-09-026,RFA-HD-09-026,RFA-HD-09-026"
7665190,f,w,"8851180,8853184,8849086,8852388,8852457","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
9706905,f,w,"8848144,8720831,8722779,8847406,9537273","66500.0,66500.0,66500.0,66500.0,312500.0","RFA-MH-14-200,RFA-MH-14-200,RFA-MH-14-200,RFA-MH-14-200,RFA-HD-15-017"
9492746,f,a,"8729741,9067317,8728432,8729765,9054935","299250.0,655000.0,665000.0,665000.0,655000.0","RFA-MH-14-182,RFA-MH-14-180,RFA-MH-14-180,RFA-MH-14-180,RFA-MH-14-180"
9111775,m,h,"8090481,8141821,8101110,8101109,8101108","210000.0,216000.0,216000.0,216000.0,216000.0","RFA-AG-07-005,RFA-AG-07-005,RFA-AG-07-005,RFA-AG-07-005,RFA-AG-07-005"
10045458,f,w,"9145624,9507751,9276547,9143829,9001539","327500.0,312500.0,312500.0,332500.0,332500.0","RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008"
9828762,m,w,"7919407,7921482,8127674,8135615,7692338","360000.0,360000.0,350000.0,350000.0,365000.0","RFA-AA-08-009,RFA-AA-08-009,RFA-AA-08-009,RFA-AA-08-009,RFA-AA-08-009"
10187890,f,w,"9609947,9608514,7555050,9419030,9564971","375000.0,375000.0,135185.78,375000.0,375000.0","RFA-MH-18-500,RFA-MH-18-500,RFA-AG-07-004,RFA-MH-17-260,RFA-MH-17-260"
8392954,m,w,"8416285,7742666,7996645,7996631,7994843","270000.0,288000.0,280000.0,280000.0,280000.0","RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002"
8624691,f,w,"10199636,10046236,10601041,10601038,10601031","184500.0,184500.0,154500.0,154500.0,154500.0","RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002"
7960554,m,w,"10738667,8729444,9132754,8610759,9334849","772500.0,2327500.0,2292500.0,2362500.0,2187500.0","RFA-DE-23-006,RFA-DE-13-001,RFA-DE-13-001,RFA-DE-13-001,RFA-DE-13-001"
9962210,m,w,"9514738,9514739,9514726,9514736,9514752","1250000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
9905213,m,w,"7684744,8114154,7884268,7882658,7687367","365000.0,350000.0,360000.0,360000.0,365000.0","RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004"
8103915,f,w,"10488320,10705722,10488452,10488453,10488454","535000.0,515000.0,535000.0,535000.0,535000.0","RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002,RFA-AR-22-002"
8507250,m,w,"8918306,8734922,8507791,8507787,8507790","997500.0,997500.0,1012500.0,1012500.0,1012500.0","RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022"
9329432,f,w,"9525321,9369244,9373582,10248390,10242763","625000.0,625000.0,625000.0,580000.0,580000.0","RFA-OD-16-013,RFA-OD-16-013,RFA-OD-16-013,RFA-OD-16-013,RFA-OD-16-013"
8127832,m,a,"9536297,9689448,9689449,9536438,9694533","250000.0,246000.0,246000.0,250000.0,250000.0","RFA-ES-17-004,RFA-ES-17-004,RFA-ES-17-004,RFA-ES-17-004,RFA-ES-17-004"
8382518,m,w,"9832193,10070100,9394797,9646359,9246899","61500.0,57999.99999999999,62500.0,61500.0,62500.0","RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011"
8465052,m,w,"8221187,7904169,7897724,8465052,7672344","576000.0,576000.0,576000.0,548000.0,584000.0","RFA-DC-07-002,RFA-DC-07-002,RFA-DC-07-002,RFA-DC-07-002,RFA-DC-07-002"
10458695,m,w,"10493382,10340783,10687248,10094515,10095572","831390.0,901320.0,800310.0,615000.0,615000.0","RFA-AG-21-027,RFA-AG-21-027,RFA-AG-21-027,RFA-AG-20-033,RFA-AG-20-033"
10623276,f,w,"8385088,8919827,8722990,8721461,9126574","822000.0000000001,798000.0,798000.0,798000.0,786000.0","RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208"
9381585,f,w,"7917389,7628431,7934479,7780326,7849767","504000.0,511000.0,504000.0,504000.0,504000.0","RFA-ES-06-004,RFA-ES-06-004,RFA-ES-06-004,RFA-ES-06-004,RFA-ES-06-004"
8441094,m,a,"9826629,9824222,10016163,9985200,9897091","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511"
9486002,f,b,"8791259,8476963,8695479,8708211,9242796","332500.0,337500.0,332500.0,332500.0,327500.0","RFA-MD-12-003,RFA-MD-12-003,RFA-MD-12-003,RFA-MD-12-003,RFA-MD-12-003"
7922150,m,w,"8669798,8464192,8843521,8857222,8857223","492100.0,499500.00000000006,492100.0,492100.0,492100.0","RFA-HL-12-005,RFA-HL-12-005,RFA-HL-12-005,RFA-HL-12-005,RFA-HL-12-005"
9743096,f,w,"9987210,10249327,10128522,9985371,10676780","492000.0,464000.0,464000.0,492000.0,515000.0","RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020,RFA-AR-21-003"
8516950,f,w,"9597601,10413034,9927973,10165449,9753104","875000.0,749000.0,861000.0,812000.0,861000.0","RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016"
8314067,f,b,"8379417,8137838,8133009,8133005,8133004","465800.00000000006,489600.0,489600.0,489600.0,489600.0","RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
8261207,f,w,"10688715,10688981,10706512,10481511,10479473","284038.98,284038.98,257500.0,267500.0,267500.0","RFA-CA-22-017,RFA-CA-22-017,RFA-RM-21-018,RFA-RM-21-018,RFA-RM-21-018"
9900762,f,w,"7617641,7673561,7646538,7683895,7688081","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-035,RFA-CA-07-035,RFA-CA-07-035,RFA-CA-07-035,RFA-CA-07-035"
9565667,m,w,"7872857,7693713,7841797,7841795,7841790","360000.0,365000.0,360000.0,360000.0,360000.0","RFA-MH-08-090,RFA-MH-08-090,RFA-MH-08-090,RFA-MH-08-090,RFA-MH-08-090"
8893066,m,w,"8969778,9194451,9191226,8970591,8969780","982500.0,982500.0,982500.0,982500.0,982500.0","RFA-DK-14-012,RFA-DK-14-012,RFA-DK-14-012,RFA-DK-14-012,RFA-DK-14-012"
8054192,m,w,"10802793,10698049,10694223,10585674,10581790","206000.0,206000.0,206000.0,214000.0,214000.0","RFA-DA-24-037,RFA-DA-22-038,RFA-DA-22-038,RFA-DA-22-038,RFA-DA-22-038"
7555189,f,w,"9045128,9050369,9050243,7878744,7615108","299250.0,299250.0,299250.0,360000.0,365000.0","RFA-AA-15-008,RFA-AA-15-008,RFA-AA-15-008,RFA-AA-06-002,RFA-AA-06-002"
10725821,m,w,"10130130,10478056,10263369,10694022,8050135","1230000.0,1070000.0,1160000.0,1030000.0,826000.0","RFA-RM-20-007,RFA-RM-20-007,RFA-RM-20-007,RFA-RM-20-007,RFA-CA-08-503"
8037613,m,w,"9526794,9212086,9257275,9242591,9257262","1875000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
8522175,f,w,"9129635,9113565,9066271,8919866,8920537","524000.0,524000.0,532000.0,532000.0,532000.0","RFA-CA-14-008,RFA-CA-14-008,RFA-CA-14-008,RFA-CA-14-008,RFA-CA-14-008"
10481868,f,b,"8454664,7623192,10740570,10740237,8718947","205500.00000000003,219000.0,721000.0,721000.0,665000.0","RFA-DA-06-001,RFA-DA-06-001,RFA-DA-23-026,RFA-DA-23-026,RFA-DA-10-001"
8111775,m,w,"9135441,8831313,8934125,8934113,8932684","327500.0,332500.0,332500.0,332500.0,332500.0","RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020"
9756283,m,h,"10491974,10374361,10514064,10701771,10665204","802500.0,869999.9999999999,535000.0,515000.0,206000.0","RFA-AG-21-033,RFA-AG-21-033,RFA-AG-22-019,RFA-AG-22-019,RFA-AG-23-011"
8737794,m,w,"8695261,8428031,8544963,8428627,8428142","2660000.0,2700000.0,2700000.0,2700000.0,2700000.0","RFA-AA-12-007,RFA-AA-12-007,RFA-AA-12-007,RFA-AA-12-007,RFA-AA-12-007"
8137136,m,w,"7687333,8173884,7893725,7961473,7961474","73000.0,72000.0,72000.0,73000.0,73000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
10526301,m,a,"10129504,10695965,10264159,10468294,9814531","2152500.0,1802500.0,2030000.0,1872500.0,184500.0","RFA-RM-20-008,RFA-RM-20-008,RFA-RM-20-008,RFA-RM-20-008,RFA-CA-18-021"
9244654,m,w,"9420368,9420764,9420111,9568754,9569692","375000.0,375000.0,375000.0,375000.0,375000.0","RFA-EB-17-001,RFA-EB-17-001,RFA-EB-17-001,RFA-EB-17-001,RFA-EB-17-001"
9645310,f,b,"8746034,8746191,8913111,8754302,8926921","1330000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-OD-13-014,RFA-OD-13-014,RFA-OD-13-014,RFA-OD-13-014,RFA-OD-13-014"
8053610,m,w,"10450010,10038021,10038023,10038236,10038237","802500.0,922500.0,922500.0,922500.0,922500.0","RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023,RFA-AG-20-023"
8840568,m,a,"8607541,7789337,8050090,8436322,8228170","665000.0,720000.0,700000.0,675000.0,685000.0","RFA-DK-08-009,RFA-DK-08-009,RFA-DK-08-009,RFA-DK-08-009,RFA-DK-08-009"
9839866,m,w,"8927931,9061354,9041617,9045625,9045630","199500.0,199500.0,196500.0,196500.0,196500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
