APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_biobert_r_wi,APPVAL_RECS_biobert_r_wi,FOA_RECS_biobert_r_wi
8573792,f,w,"9568823,9569726,9429358,9430880,8014566","62500.0,62500.0,62500.0,62500.0,1440000.0","RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-AG-10-002"
7903662,m,w,"8919932,8383180,8546440,9114634,8724985","430920.0,443880.00000000006,437400.0,424440.0,430920.0","RFA-HD-12-187,RFA-HD-12-187,RFA-HD-12-187,RFA-HD-12-187,RFA-HD-12-187"
10460076,m,w,"10654760,10599365,10599359,10599358,10599356","1030000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013"
8554927,m,h,"9084275,9276820,8927066,8935925,8931088","327500.0,312500.0,332500.0,332500.0,332500.0","RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214,RFA-MH-14-214"
9888512,m,w,"8474128,9024510,8889669,8889670,8611912","1012500.0,982500.0,997500.0,997500.0,997500.0","RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022"
8167975,m,w,"8360686,8360282,8168034,8168035,8168036","280000.0,280000.0,288000.0,288000.0,288000.0","RFA-RR-06-002,RFA-RR-06-002,RFA-RR-06-002,RFA-RR-06-002,RFA-RR-06-002"
9693721,f,w,"9390339,9530921,10000637,9938144,9930943","187500.0,187500.0,184500.0,184500.0,184500.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
8410036,m,w,"10743669,10744578,10744678,10493146,10489368","1030000.0,1030000.0,1030000.0,535000.0,535000.0","RFA-MH-22-190,RFA-MH-22-190,RFA-MH-22-190,RFA-CA-20-037,RFA-CA-20-037"
8141176,m,h,"7649268,7658150,7882327,7882331,9569732","438000.0,438000.0,432000.0,432000.0,250000.0","RFA-DA-06-008,RFA-DA-06-008,RFA-DA-06-008,RFA-DA-06-008,RFA-NS-17-015"
10212851,m,w,"8858686,8862197,8472259,8472300,8551727","465500.0,465500.0,479500.00000000006,479500.00000000006,472500.00000000006","RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010"
7936981,f,w,"7885513,7626251,8092477,8099727,8092476","720000.0,730000.0,700000.0,700000.0,700000.0","RFA-HS-08-001,RFA-HS-08-001,RFA-HS-08-001,RFA-HS-08-001,RFA-HS-08-001"
10488746,m,w,"10173994,10173111,10154294,10421358,10410374","232000.0,232000.0,232000.0,214000.0,214000.0","RFA-CA-20-005,RFA-CA-20-005,RFA-CA-20-005,RFA-CA-20-005,RFA-CA-20-005"
9129437,f,h,"9760233,9693472,9544140,9544188,9544139","492000.0,500000.0,500000.0,500000.0,500000.0","RFA-DA-17-014,RFA-DA-17-014,RFA-DA-17-014,RFA-DA-17-014,RFA-DA-17-014"
9673713,f,w,"8659467,8659405,8659380,8659465,8829832","2394000.0,2394000.0,2394000.0,2394000.0,2394000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
10727503,m,w,"7848683,7996282,9150320,9086004,9553870","292000.0,288000.0,1310000.0,1330000.0,1250000.0","RFA-EY-07-001,RFA-EY-07-001,RFA-NS-15-009,RFA-NS-15-009,RFA-NS-15-009"
9771325,f,w,"8269831,7924976,8091236,8069923,8324443","411000.00000000006,438000.0,420000.0,420000.0,420000.0","RFA-ES-06-008,RFA-ES-06-008,RFA-ES-06-008,RFA-ES-06-008,RFA-ES-06-008"
8705607,m,a,"8634875,7644345,8064304,7588853,7619475","270000.0,730000.0,700000.0,730000.0,730000.0","RFA-MH-13-140,RFA-MH-07-010,RFA-MH-07-010,RFA-MH-07-010,RFA-MH-07-010"
8378811,m,w,"8884532,8471053,8475557,8472439,8471640","399000.0,405000.0,405000.0,405000.0,405000.0","RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024"
8659449,m,w,"8229227,8229848,8514610,8514609,8335408","280000.0,280000.0,270000.0,270000.0,274000.0","RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005"
9098766,m,w,"8135057,8306671,8471579,8843059,8308332","280000.0,274000.0,337500.0,332500.0,342500.0","RFA-RR-10-004,RFA-RR-10-004,RFA-RR-10-005,RFA-RR-10-005,RFA-RR-10-005"
8723736,m,w,"9871744,10115797,9962486,10557121,10565893","434892.33,410142.36,434892.33,364178.13,364178.13","RFA-HL-18-023,RFA-HL-18-023,RFA-HL-18-023,RFA-HL-18-023,RFA-HL-18-023"
10213703,m,w,"10213068,9985879,10650740,10652514,10662330","4640000.0,4920000.0,4120000.0,4120000.0,4120000.0","RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006"
10003183,m,w,"10330342,10330219,10487531,10492637,10690696","579998.84,579998.84,534998.93,534998.93,514998.97","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
8694876,f,w,"10206685,10821572,10359831,9897616,9240573","348000.0,309000.0,321000.0,430500.0,437500.0","RFA-AI-20-003,RFA-AI-20-003,RFA-AI-20-003,RFA-AI-15-005,RFA-AI-15-005"
8607479,m,w,"9326322,8935892,8901503,8899195,8899681","3750000.0,3990000.0,3990000.0,3990000.0,3990000.0","RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016"
10002120,f,b,"8016507,8307888,8488469,8484429,8292162","360000.0,342500.0,337500.0,337500.0,342500.0","RFA-HL-10-027,RFA-HL-10-027,RFA-HL-10-027,RFA-HL-10-027,RFA-HL-10-027"
8468491,m,w,"8453238,8651878,8453240,8453235,8453239","1890000.0,1862000.0,1890000.0,1890000.0,1890000.0","RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013"
8513359,m,w,"10117398,10456277,10473744,10115995,10685554","492000.0,428000.0,428000.0,492000.0,412000.0","RFA-RM-20-005,RFA-RM-20-005,RFA-RM-20-005,RFA-RM-20-005,RFA-RM-20-005"
9455787,m,a,"9468430,10093134,10152382,9851000,9982445","625000.0,580000.0,535000.0,615000.0,615000.0","RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300"
9605470,f,w,"8724985,8919932,8383180,8546440,9114634","430920.0,430920.0,443880.00000000006,437400.0,424440.0","RFA-HD-12-187,RFA-HD-12-187,RFA-HD-12-187,RFA-HD-12-187,RFA-HD-12-187"
8915901,m,w,"8514955,7691233,7892383,7881417,7891363","877500.0,949000.0,936000.0,936000.0,936000.0","RFA-HL-08-003,RFA-HL-08-003,RFA-HL-08-003,RFA-HL-08-003,RFA-HL-08-003"
9565980,m,w,"9987331,10215266,9783777,9593805,10454343","307500.0,290000.0,307500.0,312500.0,267500.0","RFA-DK-17-034,RFA-DK-17-034,RFA-DK-17-034,RFA-DK-17-034,RFA-DK-17-034"
9375911,m,w,"9051168,9150569,7996282,7848683,10643463","266000.0,262000.0,288000.0,292000.0,103000.0","RFA-RM-15-002,RFA-RM-15-002,RFA-EY-07-001,RFA-EY-07-001,RFA-RM-22-006"
10707371,m,a,"9035747,9260763,9458148,10248332,10001973","393000.0,375000.0,375000.0,214000.0,246000.0","RFA-CA-15-005,RFA-CA-15-005,RFA-CA-15-005,RFA-CA-17-012,RFA-CA-17-012"
8449134,m,w,"9928392,9732844,9738384,9738357,9899912","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003"
8380242,f,w,"8606167,8606161,9197612,9197616,9197615","3990000.0,3990000.0,3750000.0,3750000.0,3750000.0","RFA-AI-12-003,RFA-AI-12-003,RFA-AI-12-003,RFA-AI-12-003,RFA-AI-12-003"
8294455,f,b,"8723688,8540178,8933610,8895786,8897885","6650000.0,6750000.0,6650000.0,6650000.0,6650000.0","RFA-MD-11-006,RFA-MD-11-006,RFA-MD-11-006,RFA-MD-11-006,RFA-MD-11-006"
8664391,m,w,"10294955,10135068,10127644,10621715,10552007","267500.0,290000.0,290000.0,257500.0,257500.0","RFA-ES-18-009,RFA-ES-18-009,RFA-ES-18-009,RFA-ES-18-009,RFA-ES-18-009"
8448146,f,w,"9526397,8849139,9686535,9686537,9686538","1250000.0,1330000.0,1230000.0,1230000.0,1230000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
8626073,m,w,"10707894,10339955,10456262,9752515,9750270","412000.0,428000.0,802500.0,922500.0,922500.0","RFA-DK-20-506,RFA-DK-20-506,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005"
10921909,f,w,"8774475,9137341,9554889,9735555,9332366","465500.0,465500.0,437500.0,437500.0,437500.0","RFA-DK-13-505,RFA-DK-13-505,RFA-DK-13-505,RFA-DK-13-505,RFA-DK-13-505"
9901508,m,w,"8668927,9132760,8513975,8486418,8486416","199500.0,196500.0,202500.0,202500.0,202500.0","RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012"
7961408,m,w,"8365152,8173928,8291599,8291601,8292301","7000000.0,7200000.0,7000000.0,7000000.0,7000000.0","RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004"
9932869,m,w,"9001756,9932272,9001462,9512632,9699998","665000.0,615000.0,665000.0,625000.0,615000.0","RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018"
7959851,m,w,"8229227,8229848,8514610,8514609,8335408","280000.0,280000.0,270000.0,270000.0,274000.0","RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005"
10913910,f,b,"10740570,10740237,10684535,10678256,8848508","721000.0,721000.0,231750.0,231750.0,665000.0","RFA-DA-23-026,RFA-DA-23-026,RFA-DA-23-010,RFA-DA-23-010,RFA-DA-13-009"
7933884,m,w,"7595042,7630571,7617099,7626014,7576119","365000.0,365000.0,365000.0,365000.0,365000.0","RFA-HL-06-012,RFA-HL-06-012,RFA-HL-06-012,RFA-HL-06-012,RFA-HL-06-012"
8656788,m,w,"8321526,8114029,7895839,7910620,7903988","342500.0,350000.0,360000.0,360000.0,360000.0","RFA-HL-08-002,RFA-HL-08-002,RFA-HL-08-002,RFA-HL-08-002,RFA-HL-08-002"
10264100,f,w,"8436052,8686992,8436004,10263317,10483133","6850000.000000001,6750000.0,6850000.000000001,116000.0,107000.0","RFA-DK-11-019,RFA-DK-11-019,RFA-DK-11-019,RFA-DK-19-026,RFA-DK-19-026"
8543040,f,w,"10410437,10066711,10066724,10620639,10626886","321000.0,369000.0,369000.0,309000.0,309000.0","RFA-ES-20-003,RFA-ES-20-003,RFA-ES-20-003,RFA-ES-20-003,RFA-ES-20-003"
9928487,m,a,"8317721,7736973,8320792,8319542,8318868","2055000.0,2190000.0,2055000.0,2055000.0,2055000.0","RFA-AI-08-015,RFA-AI-08-015,RFA-AI-08-015,RFA-AI-08-015,RFA-AI-08-015"
8725931,m,w,"8926217,8536211,9554219,8535607,8534027","532000.0,540000.0,500000.0,540000.0,540000.0","RFA-AR-12-002,RFA-AR-12-002,RFA-AR-12-002,RFA-AR-12-002,RFA-AR-12-002"
7935209,m,w,"9186491,8782607,9392124,9389475,9605108","6541666.25,6960332.890000001,6541666.25,6541666.25,6436999.59","RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008"
8663601,m,w,"8335406,8335408,8514609,8514610,8229227","274000.0,274000.0,270000.0,270000.0,280000.0","RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005"
7929915,f,w,"10226692,9748974,9748973,9748979,9748978","261000.0,1476000.0,1476000.0,1476000.0,1476000.0","RFA-HD-21-007,RFA-HD-18-008,RFA-HD-18-008,RFA-HD-18-008,RFA-HD-18-008"
9782986,f,w,"8600630,8402555,8607850,8587441,8588253","332500.0,337500.0,332500.0,332500.0,332500.0","RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001"
8413862,m,w,"9306760,9320745,9320750,9306758,9320739","23750000.0,23750000.0,23750000.0,23750000.0,23750000.0","RFA-AI-11-002,RFA-AI-11-002,RFA-AI-11-002,RFA-AI-11-002,RFA-AI-11-002"
9404695,m,a,"9220846,9222031,9827576,9827572,9247354","500000.0,500000.0,492000.0,492000.0,524000.0","RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018"
10113371,f,w,"10879351,10879238,10746646,10746527,8325094","154500.0,154500.0,154500.0,154500.0,342500.0","RFA-DA-23-037,RFA-DA-23-037,RFA-DA-23-037,RFA-DA-23-037,RFA-MH-11-040"
7626248,f,w,"10371944,10708885,10372530,10551646,10551936","749000.0,721000.0,749000.0,749000.0,749000.0","RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051,RFA-CA-20-051"
8693901,m,w,"10449365,9925783,10163762,9737783,9580260","374500.0,430500.0,406000.0,430500.0,437500.0","RFA-AG-18-008,RFA-AG-18-008,RFA-AG-18-008,RFA-AG-18-008,RFA-AG-18-008"
10556716,m,b,"8241641,8785040,9205955,8280413,8264501","342500.0,332500.0,332500.0,342500.0,342500.0","RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001"
8204482,m,w,"9610660,8854802,8854932,8857732,8858240","211560.0,228760.0,228760.0,228760.0,228760.0","RFA-HD-14-022,RFA-HD-14-022,RFA-HD-14-022,RFA-HD-14-022,RFA-HD-14-022"
10454365,f,w,"10454365,9405804,10454345,9571023,9571015","267500.0,312500.0,267500.0,312500.0,312500.0","RFA-HL-17-009,RFA-HL-17-009,RFA-HL-17-009,RFA-HL-17-009,RFA-HL-17-009"
9336886,m,w,"10059765,10214612,10686076,10475037,10456643","738000.0,696000.0,618000.0,642000.0,642000.0","RFA-DK-19-010,RFA-DK-19-010,RFA-DK-19-010,RFA-DK-19-010,RFA-DK-19-010"
8846763,m,w,"8600730,8779744,9131438,8699269,9105762","731500.0,731500.0,731500.0,731500.0,720500.0","RFA-MH-12-070,RFA-MH-12-070,RFA-MH-12-070,RFA-MH-12-070,RFA-MH-12-070"
9739101,f,a,"8537347,8414058,8540334,8550031,8549924","270000.0,274000.0,270000.0,270000.0,270000.0","RFA-RM-11-014,RFA-RM-11-014,RFA-RM-11-014,RFA-RM-11-014,RFA-RM-11-014"
10242367,m,w,"9741972,9741973,10347687,10337986,10188502","3936000.0,3936000.0,3712000.0,3712000.0,3712000.0","RFA-DE-19-001,RFA-DE-19-001,RFA-DE-19-001,RFA-DE-19-001,RFA-DE-19-001"
10610207,m,w,"7849586,8121757,7882145,7627360,8072944","612000.0,612000.0,620500.0,620500.0,612000.0","RFA-ES-06-013,RFA-ES-06-013,RFA-ES-06-013,RFA-ES-06-013,RFA-ES-06-013"
8322678,f,w,"8313990,8111454,8327891,8136204,8134250","959000.0,1008000.0,980000.0,980000.0,980000.0","RFA-RM-08-012,RFA-RM-08-012,RFA-RM-08-012,RFA-RM-08-012,RFA-RM-08-012"
8381867,m,w,"10693360,10518318,10657882,10662975,10450125","1133000.0,1177000.0,412000.0,412000.0,481500.0","RFA-HG-21-029,RFA-HG-21-029,RFA-RM-22-011,RFA-RM-22-011,RFA-RM-18-012"
8765706,f,w,"10249347,10450884,10242929,10669021,10663830","696000.0,642000.0,696000.0,618000.0,618000.0","RFA-AI-19-063,RFA-AI-19-063,RFA-AI-19-063,RFA-AI-19-063,RFA-AI-19-063"
8601381,f,w,"7693672,7693755,8314139,8274321,8318741","365000.0,365000.0,342500.0,342500.0,342500.0","RFA-AA-08-007,RFA-AA-08-007,RFA-AA-08-007,RFA-AA-08-007,RFA-AA-08-007"
8063556,f,h,"9522096,9502903,9965720,9978692,10183147","937500.0,937500.0,922500.0,922500.0,869999.9999999999","RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047"
9474479,f,h,"10744578,10744678,10743669,10163917,10610403","1030000.0,1030000.0,1030000.0,579998.84,514998.97","RFA-MH-22-190,RFA-MH-22-190,RFA-MH-22-190,RFA-MH-19-412,RFA-MH-19-412"
9248352,m,w,"9213339,8509163,8794412,9000120,8617223","937500.0,1012500.0,997500.0,982500.0,997500.0","RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007"
9380694,f,w,"9135981,8609469,9142087,9142381,9136237","327500.0,337500.0,327500.0,327500.0,327500.0","RFA-RM-12-018,RFA-RM-12-018,RFA-RM-12-018,RFA-RM-12-018,RFA-RM-12-018"
9194005,m,w,"10744965,9192832,9318599,9293384,9724563","1339000.0,524000.0,500000.0,500000.0,492000.0","RFA-NS-22-030,RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004"
8378844,m,w,"9783372,9783397,8686846,8230320,8230342","276750.0,276750.0,199500.0,210000.0,210000.0","RFA-ES-18-008,RFA-ES-18-008,RFA-ES-10-009,RFA-ES-10-009,RFA-ES-10-009"
9744629,m,w,"10330219,10690696,10487531,10330342,10700076","579998.84,514998.97,534998.93,579998.84,514998.97","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
9064040,m,w,"9823404,9896487,10016163,9824222,9826629","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511"
9020613,m,w,"10487569,10458143,10044560,10044927,10692694","433350.0,469800.0,498150.0,498150.0,417150.0","RFA-HL-20-030,RFA-HL-20-030,RFA-HL-20-030,RFA-HL-20-030,RFA-HL-20-030"
9989215,f,w,"8451288,8320684,8338009,9068077,9068078","1012500.0,1027500.0,1027500.0,982500.0,982500.0","RFA-DK-11-004,RFA-DK-11-004,RFA-DK-11-004,RFA-DK-11-004,RFA-DK-11-004"
10559544,f,w,"8840229,9461554,9458749,10000586,10000585","199500.0,187500.0,187500.0,184500.0,184500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
8068355,m,w,"9982445,9851000,10152382,9287024,9287534","615000.0,615000.0,535000.0,625000.0,625000.0","RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300"
8468489,m,w,"8651874,8651878,8453240,8453235,8453239","1862000.0,1862000.0,1890000.0,1890000.0,1890000.0","RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013"
10222437,m,h,"10622542,10318871,10626025,10319713,10319735","257500.0,290000.0,257500.0,290000.0,290000.0","RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021"
9973053,f,w,"10461867,10091228,10265545,10095390,10093706","428000.0,492000.0,464000.0,492000.0,307500.0","RFA-AG-20-037,RFA-AG-20-037,RFA-AG-20-037,RFA-AG-20-037,RFA-AG-20-038"
9323220,m,w,"10583428,10581838,10581946,10583437,10583982","206000.0,206000.0,206000.0,206000.0,206000.0","RFA-AG-23-002,RFA-AG-23-002,RFA-AG-23-002,RFA-AG-23-002,RFA-AG-23-002"
10450034,m,w,"8721802,8501212,8501202,8491997,8501190","1130500.0,1147500.0,1147500.0,1147500.0,1147500.0","RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005"
8889316,m,w,"9627114,9979867,9637673,9939013,9775448","625000.0,615000.0,625000.0,615000.0,615000.0","RFA-DK-17-011,RFA-DK-17-011,RFA-DK-17-011,RFA-DK-17-011,RFA-DK-17-011"
9672435,m,w,"10414147,10414004,10580807,10580804,10580803","1070000.0,1070000.0,1030000.0,1030000.0,1030000.0","RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006"
7929534,m,h,"8074970,8077324,8513900,8248824,8130799","210000.0,210000.0,202500.0,210000.0,210000.0","RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024"
9745244,f,w,"10133102,10372961,10133109,10133106,9748977","1392000.0,1284000.0,1392000.0,1392000.0,1476000.0","RFA-HD-18-008,RFA-HD-18-008,RFA-HD-18-008,RFA-HD-18-008,RFA-HD-18-008"
10691324,f,w,"9318375,8989456,9318372,8989447,9747163","250000.0,266000.0,250000.0,266000.0,246000.0","RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003"
9542215,m,w,"10477230,10236663,10663986,10676779,10676780","535000.0,580000.0,515000.0,515000.0,515000.0","RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003"
10203749,m,w,"9948556,9765552,9965813,9972883,10172832","1476000.0,1500000.0,1476000.0,1476000.0,1392000.0","RFA-AI-16-003,RFA-AI-16-003,RFA-AI-16-003,RFA-AI-16-003,RFA-AI-16-003"
7770832,m,w,"9655000,9928349,10704736,10624283,10574601","3936000.0,3936000.0,3296000.0,3296000.0,3296000.0","RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037,RFA-AI-17-037"
8033409,f,w,"8137112,8141177,7908734,7670295,7905960","1050000.0,1080000.0,1095000.0,1095000.0,1095000.0","RFA-HD-07-012,RFA-HD-07-012,RFA-HD-07-012,RFA-HD-07-012,RFA-HD-07-012"
7687462,f,w,"8526391,8390349,8507814,8387978,8539620","270000.0,274000.0,270000.0,274000.0,270000.0","RFA-ES-11-010,RFA-ES-11-010,RFA-ES-11-010,RFA-ES-11-010,RFA-ES-11-010"
9464396,m,w,"9605464,10133102,9908143,9908144,9908145","1500000.0,1392000.0,1476000.0,1476000.0,1476000.0","RFA-HD-18-008,RFA-HD-18-008,RFA-HD-18-008,RFA-HD-18-008,RFA-HD-18-008"
9350342,m,w,"8337824,8181332,8330801,8181241,10161413","274000.0,280000.0,274000.0,280000.0,12300000.0","RFA-RM-10-016,RFA-RM-10-016,RFA-RM-10-016,RFA-RM-10-016,RFA-FD-18-002"
8748717,m,a,"10152382,9982445,9515968,9468430,9692798","535000.0,615000.0,625000.0,625000.0,615000.0","RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300"
9916276,f,w,"10656450,10018627,9888751,9888862,9888902","257500.0,307500.0,307500.0,307500.0,307500.0","RFA-AG-19-029,RFA-AG-19-029,RFA-AG-19-029,RFA-AG-19-029,RFA-AG-19-029"
9321515,f,b,"10163917,10610403,9986038,10401852,9852507","579998.84,514998.97,614998.77,534998.93,614998.77","RFA-MH-19-412,RFA-MH-19-412,RFA-MH-19-412,RFA-MH-19-412,RFA-MH-19-412"
10615675,m,w,"8605752,9113017,8605677,8791686,8889677","266000.0,250000.0,266000.0,266000.0,266000.0","RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009"
7660318,f,w,"10596201,9624656,10550130,10334562,10335276","309000.0,369000.0,309000.0,321000.0,321000.0","RFA-AI-17-036,RFA-AI-17-036,RFA-AI-17-036,RFA-AI-17-036,RFA-AI-17-036"
9732555,f,w,"9969440,9078956,9071843,9071712,9071607","922500.0,982500.0,982500.0,982500.0,982500.0","RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002"
8033712,m,w,"8853184,8849086,8852457,8851180,9128128","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
8842991,m,w,"10000521,8831675,9458743,9458740,9459889","184500.0,199500.0,187500.0,187500.0,187500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
8036016,m,w,"8444617,8376957,8375455,8377665,8376729","405000.0,411000.00000000006,411000.00000000006,411000.00000000006,411000.00000000006","RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002"
9514114,m,w,"8657035,9044757,9044756,8509878,8501913","199500.0,196500.0,196500.0,202500.0,202500.0","RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004"
7696523,m,w,"9035354,9250067,9283308,9283312,9068795","2292500.0,2187500.0,2187500.0,2187500.0,2292500.0","RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016"
8382101,f,a,"8892703,8581952,8891636,8892748,8701574","133000.0,135000.0,133000.0,133000.0,133000.0","RFA-AR-13-003,RFA-AR-13-003,RFA-AR-13-003,RFA-AR-13-003,RFA-AR-13-003"
10377360,f,h,"8822523,9059157,9292356,8927672,10557179","455179.2,448334.4,427800.0,455179.2,329600.0","RFA-HL-14-021,RFA-HL-14-021,RFA-HL-14-021,RFA-HL-14-021,RFA-HL-19-002"
8791171,m,w,"8464336,8463781,8462809,8137168,8136264","1027500.0,1027500.0,1027500.0,350000.0,350000.0","RFA-OD-12-004,RFA-OD-12-004,RFA-OD-12-004,RFA-RM-08-029,RFA-RM-08-029"
10610939,m,w,"9055118,9827572,9833527,9055179,9247354","524000.0,492000.0,492000.0,524000.0,524000.0","RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018"
10207300,f,w,"10765521,10764768,10638169,10633534,10639682","515000.0,515000.0,535000.0,535000.0,535000.0","RFA-FD-23-009,RFA-FD-23-009,RFA-FD-22-005,RFA-FD-22-005,RFA-FD-22-005"
9988327,m,a,"8463781,8462809,8464336,8813518,8459290","1027500.0,1027500.0,1027500.0,1330000.0,1370000.0","RFA-OD-12-004,RFA-OD-12-004,RFA-OD-12-004,RFA-OD-12-003,RFA-OD-12-003"
8573090,m,w,"10355540,10166116,10560505,8566620,8573064","1070000.0,1160000.0,1030000.0,67500.0,67500.0","RFA-AG-21-008,RFA-AG-21-008,RFA-AG-21-008,RFA-AG-13-004,RFA-AG-13-004"
8132958,m,a,"9608674,9769696,10470777,9769675,9608084","312500.0,307500.0,267500.0,307500.0,312500.0","RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509"
8913893,f,w,"8754186,9101967,9293252,9519544,8912367","465500.0,458500.0,437500.0,437500.0,465500.0","RFA-AT-14-005,RFA-AT-14-005,RFA-AT-14-005,RFA-AT-14-005,RFA-AT-14-005"
9811922,f,w,"9927973,10165449,9753104,9597601,10413034","861000.0,812000.0,861000.0,875000.0,749000.0","RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016"
9544165,f,w,"9146312,9544145,9146308,9146309,9534314","1572000.0,1500000.0,1572000.0,1572000.0,1500000.0","RFA-DE-15-006,RFA-DE-15-006,RFA-DE-15-006,RFA-DE-15-006,RFA-DE-15-006"
