APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_biomedbert_o_w,APPVAL_RECS_biomedbert_o_w,FOA_RECS_biomedbert_o_w
8552185,f,w,"8975581,9389475,8975603,8552185,8554419","6855666.23,6541666.25,6855666.23,6960332.890000001,6960332.890000001","RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008"
8119032,m,w,"8381484,8119032,8130769,8119034,7715174","2740000.0,2880000.0,2800000.0,2800000.0,2920000.0","RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009"
9180126,m,w,"8510087,9257202,8642669,8642536,8642543","101250.0,93750.0,99750.0,99750.0,99750.0","RFA-HD-13-005,RFA-HD-13-005,RFA-HD-13-005,RFA-HD-13-005,RFA-HD-13-005"
8179611,m,w,"8695273,9298516,8471218,8673942,8673967","232750.0,218750.0,236250.00000000003,236250.00000000003,236250.00000000003","RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002"
10190904,m,w,"10216221,9749155,9390336,9514114,9515932","174000.0,184500.0,187500.0,187500.0,187500.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
8532849,f,w,"9345334,9550781,9345327,9101295,9101702","472500.0,472500.0,472500.0,502740.0,502740.0","RFA-FD-15-019,RFA-FD-15-019,RFA-FD-15-019,RFA-FD-15-019,RFA-FD-15-019"
7755169,m,w,"8103108,8301648,7755621,7755557,7755169","350000.0,342500.0,365000.0,365000.0,365000.0","RFA-HL-09-012,RFA-HL-09-012,RFA-HL-09-012,RFA-HL-09-012,RFA-HL-09-012"
9049484,f,w,"10622643,10669040,10408486,10408485,10408484","1030000.0,1030000.0,1070000.0,1070000.0,1070000.0","RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025"
8113282,m,w,"8493952,7728554,7942494,7727970,7942471","708750.0,766500.0,766500.0,766500.0,766500.0","RFA-AG-09-005,RFA-AG-09-005,RFA-AG-09-005,RFA-AG-09-005,RFA-AG-09-005"
9065493,m,a,"9252101,9361623,9658416,9246424,9252096","625000.0,625000.0,615000.0,625000.0,625000.0","RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025"
9999180,m,w,"9390338,10216225,10190901,10190902,10190903","187500.0,174000.0,174000.0,174000.0,174000.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
8368498,m,w,"8368498,8625433,8535121,8311634,8317550","411000.00000000006,405000.0,405000.0,68500.0,68500.0","RFA-AG-12-007,RFA-AG-12-007,RFA-AG-12-007,RFA-AG-11-007,RFA-AG-11-007"
9912802,m,w,"10672632,10672016,10672634,10672633,10672631","1133000.0,1133000.0,1133000.0,1133000.0,1133000.0","RFA-HD-23-007,RFA-HD-23-007,RFA-HD-23-007,RFA-HD-23-007,RFA-HD-23-007"
9718100,m,w,"9288124,9971432,9170246,9170079,9169832","437500.0,430500.0,458500.0,458500.0,458500.0","RFA-AI-15-023,RFA-AI-15-023,RFA-AI-15-023,RFA-AI-15-023,RFA-AI-15-023"
9729491,f,w,"8381174,7762461,7762450,7762449,7762448","465800.00000000006,496400.0,496400.0,496400.0,496400.0","RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
8528649,m,w,"8067700,8538958,8151153,8151084,8528649","576000.0,540000.0,560000.0,560000.0,540000.0","RFA-RM-10-002,RFA-RM-10-002,RFA-RM-10-002,RFA-RM-10-002,RFA-RM-10-002"
7894564,f,a,"9460978,8768418,9471781,9523158,8912972","250000.0,266000.0,250000.0,250000.0,266000.0","RFA-AG-14-014,RFA-AG-14-014,RFA-AG-14-014,RFA-AG-14-014,RFA-AG-14-014"
8826010,m,w,"8892047,9312385,9312388,9312390,9312386","2061500.0,2030500.0,2030500.0,2030500.0,2030500.0","RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013"
9462742,m,w,"8514261,8468475,8469380,8469376,8469381","1027500.0,1027500.0,1012500.0,1012500.0,1012500.0","RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001"
8070329,m,w,"7893786,8522127,8459018,8238380,8230601","432000.0,405000.0,405000.0,411000.00000000006,411000.00000000006","RFA-AI-08-001,RFA-AI-08-001,RFA-AI-08-001,RFA-AI-08-001,RFA-AI-08-001"
8565739,m,w,"8066105,8698730,8325285,8325286,8150919","1080000.0,997500.0,1050000.0,1050000.0,1050000.0","RFA-DK-09-013,RFA-DK-09-013,RFA-DK-09-013,RFA-DK-09-013,RFA-DK-09-013"
9813821,f,w,"9089977,9091419,9090018,9088344,8959631","393000.0,393000.0,393000.0,393000.0,399000.0","RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015"
8327271,m,w,"8466258,8520485,7944029,8136849,7780898","548000.0,548000.0,576000.0,560000.0,584000.0","RFA-RM-08-025,RFA-RM-08-025,RFA-RM-08-025,RFA-RM-08-025,RFA-RM-08-025"
8717561,m,w,"7782768,8069367,8701676,8225294,8247800","576000.0,560000.0,548000.0,548000.0,548000.0","RFA-AI-07-014,RFA-AI-07-014,RFA-AI-07-014,RFA-AI-07-014,RFA-AI-07-014"
10001475,f,w,"9446063,10005213,9722525,9722521,9729215","1000000.0,984000.0,1000000.0,1000000.0,1000000.0","RFA-CA-17-003,RFA-CA-17-003,RFA-CA-17-003,RFA-CA-17-003,RFA-CA-17-003"
7935335,m,w,"7941808,7815889,7827241,7818686,7817295","1440000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
7577305,m,w,"7577305,8065916,7577103,7577195,8247827","1460000.0,1400000.0,1460000.0,1460000.0,1370000.0","RFA-GM-08-010,RFA-GM-08-010,RFA-GM-08-010,RFA-GM-08-010,RFA-GM-08-010"
8732973,m,a,"9733869,9304732,9474576,9765552,9474096","1476000.0,1500000.0,1500000.0,1500000.0,1500000.0","RFA-AI-16-003,RFA-AI-16-003,RFA-AI-16-003,RFA-AI-16-003,RFA-AI-16-003"
8691506,m,w,"9914054,10006319,10469996,9913677,10224202","307500.0,307500.0,267500.0,307500.0,290000.0","RFA-FD-19-008,RFA-FD-19-008,RFA-FD-19-010,RFA-FD-19-010,RFA-FD-19-010"
8947313,f,w,"7741997,8090908,7918932,7903076,8091253","365000.0,360000.0,360000.0,360000.0,350000.0","RFA-GM-09-007,RFA-GM-09-007,RFA-GM-09-007,RFA-GM-09-007,RFA-GM-09-007"
8758187,m,b,"9730343,9766283,9532753,9528441,9507756","861000.0,861000.0,875000.0,875000.0,875000.0","RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006"
7679755,m,w,"9542496,9223657,9257275,9242591,9257262","1875000.0,1875000.0,1875000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
8726094,m,w,"10153659,10153664,9100651,9100656,9100653","139200.0,139200.0,157200.0,157200.0,157200.0","RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007"
7921005,f,w,"10107605,10106966,10107546,10107085,10104088","184500.0,184500.0,174000.0,174000.0,174000.0","RFA-DA-20-025,RFA-DA-20-025,RFA-DA-20-025,RFA-DA-20-025,RFA-DA-20-025"
10319858,m,a,"9880395,9654293,10091395,10584503,10335121","553500.0,553500.0,522000.0,463500.0,481500.0","RFA-AI-17-034,RFA-AI-17-034,RFA-AI-17-034,RFA-AI-17-034,RFA-AI-17-034"
7902967,m,w,"8464113,8832595,8839144,8839137,8832733","1485000.0,1463000.0,1463000.0,1463000.0,1463000.0","RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001"
8128601,f,h,"8262598,8448685,8466410,8467045,8462767","205500.00000000003,202500.0,202500.0,202500.0,202500.0","RFA-HL-12-004,RFA-HL-12-004,RFA-HL-12-004,RFA-HL-12-004,RFA-HL-12-004"
9979637,m,a,"10207601,9979637,10206102,9590771,9591450","754000.0,799500.0,754000.0,812500.0,812500.0","RFA-DK-17-505,RFA-DK-17-505,RFA-DK-17-505,RFA-DK-17-505,RFA-DK-17-505"
9608708,m,w,"9393540,9609408,9609410,9612482,9612486","1562500.0,1537500.0,1537500.0,1537500.0,1537500.0","RFA-AA-17-002,RFA-AA-17-002,RFA-AA-17-002,RFA-AA-17-002,RFA-AA-17-002"
9765880,f,w,"9765880,10131155,10596565,9893850,10378747","615000.0,580000.0,515000.0,615000.0,535000.0","RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013"
9789234,m,w,"8878809,7753247,8287483,7567947,8311540","532000.0,576000.0,532000.0,584000.0,548000.0","RFA-FD-08-001,RFA-FD-08-001,RFA-FD-08-001,RFA-FD-08-001,RFA-FD-08-001"
9750582,m,w,"9526366,9172551,9172119,9170763,9172554","1375000.0,1441000.0,1441000.0,1441000.0,1441000.0","RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018"
10704647,f,w,"10272392,10705104,10272390,10706501,10706497","1392000.0,1236000.0,1392000.0,1236000.0,1236000.0","RFA-CA-20-029,RFA-CA-20-029,RFA-CA-20-029,RFA-CA-20-029,RFA-CA-20-029"
9336338,m,h,"9224875,9353856,9350387,9438128,9329477","65500.0,62500.0,62500.0,62500.0,62500.0","RFA-HL-16-020,RFA-HL-16-020,RFA-HL-16-020,RFA-HL-16-020,RFA-HL-16-020"
8357036,m,w,"9352361,9756134,9745687,9747332,9748889","875000.0,861000.0,861000.0,861000.0,861000.0","RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006"
9015857,f,w,"9344670,9151629,9546829,9015857,9755478","187500.0,196500.0,187500.0,199500.0,184500.0","RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031"
9429474,m,a,"10192033,10197364,10194855,10208206,10762675","290000.0,290000.0,290000.0,290000.0,257500.0","RFA-AG-21-010,RFA-AG-21-010,RFA-AG-21-010,RFA-AG-21-010,RFA-AG-21-010"
9936105,f,a,"8120694,8134780,8134765,7929921,8134471","1080000.0,1080000.0,1080000.0,1080000.0,1080000.0","RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003"
10405585,m,w,"9531125,9040276,9145727,9143595,9145258","937500.0,997500.0,982500.0,982500.0,982500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
7940870,m,a,"7936140,7943979,7943051,7943990,7943045","1440000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
9857015,m,w,"10465271,9952554,9889884,9751599,8822937","515000.0,615000.0,615000.0,615000.0,1330000.0","RFA-AI-18-017,RFA-AI-18-017,RFA-AI-18-017,RFA-AI-18-017,RFA-MH-11-020"
8792969,f,h,"8053901,7868610,7869291,7845030,7789482","490000.0,511000.0,504000.0,504000.0,504000.0","RFA-DK-06-018,RFA-DK-06-018,RFA-DK-06-018,RFA-DK-06-018,RFA-DK-06-018"
9975112,m,w,"10267723,10465187,10117747,10684730,10479001","464000.0,428000.0,492000.0,412000.0,695500.0","RFA-RM-20-006,RFA-RM-20-006,RFA-RM-20-006,RFA-RM-20-006,RFA-RM-18-028"
10338361,m,w,"8477078,8527661,8014657,8013778,8014853","270000.0,270000.0,288000.0,288000.0,288000.0","RFA-AG-10-011,RFA-AG-10-011,RFA-AG-10-011,RFA-AG-10-011,RFA-AG-10-011"
8128396,m,a,"10704070,10017666,10704046,10704045,10703443","515000.0,615000.0,515000.0,515000.0,515000.0","RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002"
10276528,m,w,"10694027,10515786,10515763,10670378,10044922","1369900.0,1423100.0,214000.0,206000.0,984000.0","RFA-AG-22-023,RFA-AG-22-023,RFA-AG-22-028,RFA-AG-22-028,RFA-AG-20-020"
7945161,m,w,"8242102,8071138,7689051,7623993,7687879","342500.0,350000.0,365000.0,365000.0,365000.0","RFA-HL-08-001,RFA-HL-08-001,RFA-HL-08-001,RFA-HL-08-001,RFA-HL-08-001"
10688371,m,w,"10222103,10688399,10688388,10688389,10688390","1845000.0,1605000.0,1605000.0,1605000.0,1605000.0","RFA-CA-20-038,RFA-CA-20-038,RFA-CA-20-038,RFA-CA-20-038,RFA-CA-20-038"
9414450,f,w,"7901634,7654129,7896848,7631353,10618316","720000.0,730000.0,720000.0,730000.0,535600.0","RFA-HL-06-002,RFA-HL-06-002,RFA-HL-06-002,RFA-HL-06-002,RFA-HL-22-007"
8379437,f,w,"7907931,7663909,7931343,7931483,7664962","1080000.0,1095000.0,1095000.0,1095000.0,1095000.0","RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030"
9259579,m,w,"10203586,9673710,9672940,9672939,9917774","2152500.0,2152500.0,2152500.0,2152500.0,2152500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
8378292,m,w,"8467978,8467979,8469376,8460019,8469381","1050000.0,1050000.0,1012500.0,1012500.0,1012500.0","RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001"
8033599,f,w,"7884725,7884853,7883974,7883988,7882229","182500.0,182500.0,182500.0,182500.0,182500.0","RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008"
8377724,m,w,"8295031,8796288,8381375,8381053,8381055","1190000.0,1147500.0,1164500.0,1164500.0,1164500.0","RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005"
10304670,m,w,"10486087,10682451,10492530,10492531,10492535","1070000.0,1030000.0,1070000.0,1070000.0,1070000.0","RFA-AA-20-009,RFA-AA-20-009,RFA-AA-20-009,RFA-AA-20-009,RFA-AA-20-009"
10137948,m,w,"9259582,10179377,10145685,10145686,10146374","2187500.0,2030000.0,2030000.0,2030000.0,2030000.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
10159207,f,h,"10631980,9920102,9915865,9915866,9915867","257500.0,307500.0,307500.0,307500.0,307500.0","RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002"
9784578,f,w,"10404446,10404445,10404416,10404415,10404413","1070000.0,1070000.0,1030000.0,1030000.0,1030000.0","RFA-AR-22-001,RFA-AR-22-001,RFA-AR-22-001,RFA-AR-22-001,RFA-AR-22-001"
8099029,m,w,"8050542,8050543,8050544,8050546,7495040","720000.0,720000.0,720000.0,720000.0,720000.0","RFA-DA-05-009,RFA-DA-05-009,RFA-DA-05-009,RFA-DA-05-009,RFA-DA-05-009"
8500403,m,a,"8914660,8311411,8870950,8122622,8128554","1330000.0,1370000.0,1330000.0,1080000.0,1050000.0","RFA-HG-11-015,RFA-HG-11-015,RFA-HG-11-015,RFA-CA-08-012,RFA-CA-08-012"
9753276,f,w,"9142739,9140955,9142240,9140707,9142912","327500.0,327500.0,327500.0,327500.0,327500.0","RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003"
7914340,f,w,"7578075,8074461,8264209,7676800,7688137","365000.0,350000.0,342500.0,365000.0,365000.0","RFA-DA-08-024,RFA-DA-08-024,RFA-DA-08-024,RFA-DA-08-024,RFA-DA-08-024"
10207785,f,w,"9970254,10438796,10207783,10207782,10207779","1230000.0,1070000.0,1160000.0,1160000.0,1160000.0","RFA-NR-17-001,RFA-NR-17-001,RFA-NR-17-001,RFA-NR-17-001,RFA-NR-17-001"
7788202,m,w,"7614319,7603097,7788202,7879439,8822937","365000.0,365000.0,360000.0,360000.0,1330000.0","RFA-DE-06-001,RFA-DE-06-001,RFA-DE-06-001,RFA-DE-06-001,RFA-MH-11-020"
8590313,f,w,"8340889,8536362,8534816,8551670,8525420","274000.0,270000.0,270000.0,270000.0,270000.0","RFA-HD-12-204,RFA-HD-12-204,RFA-HD-12-204,RFA-HD-12-204,RFA-HD-12-204"
9689750,m,a,"10456785,9789182,9789169,9789170,9789171","1070000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004"
9181394,m,w,"8464066,9071407,8450725,9132233,9070605","202500.0,196500.0,202500.0,196500.0,196500.0","RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003"
10256085,f,w,"10684008,10674260,10470222,10475850,10261597","1030000.0,1070000.0,1070000.0,1070000.0,1160000.0","RFA-MH-20-205,RFA-MH-20-205,RFA-MH-20-205,RFA-MH-20-205,RFA-MH-20-205"
7905826,f,w,"8895787,8897885,8334478,8334479,8540178","6650000.0,6650000.0,6850000.000000001,6850000.000000001,6750000.0","RFA-MD-11-006,RFA-MD-11-006,RFA-MD-11-006,RFA-MD-11-006,RFA-MD-11-006"
9692616,m,w,"8295039,8318603,8381244,8380570,8380925","1190000.0,1164500.0,1164500.0,1164500.0,1164500.0","RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005"
10022174,f,w,"8930196,8927078,8934251,9338322,9342654","1662500.0,1662500.0,1662500.0,1562500.0,1562500.0","RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002"
9061789,m,w,"8268769,9135767,8365249,8365238,8365239","685000.0,2660000.0,2800000.0,2800000.0,2800000.0","RFA-RR-11-004,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001"
10046143,m,w,"9734422,9709264,9699476,9709258,9709259","187500.0,184500.0,184500.0,184500.0,184500.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
8230804,m,h,"10710201,10644944,10631693,9406051,9129353","1030000.0,1070000.0,1070000.0,437500.0,458500.0","RFA-MD-22-006,RFA-MD-22-006,RFA-MD-22-006,RFA-MD-15-010,RFA-MD-15-010"
10704599,f,w,"9744625,9736277,9743105,9743104,9743101","1845000.0,1845000.0,1845000.0,1845000.0,1845000.0","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
8188446,m,w,"10379348,10137294,9734499,9734498,9733612","1284000.0,1392000.0,1476000.0,1476000.0,1476000.0","RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017"
9390885,f,w,"10624762,10399633,10397668,10397647,10396120","772500.0,802500.0,802500.0,802500.0,802500.0","RFA-NS-20-030,RFA-NS-20-030,RFA-NS-20-030,RFA-NS-20-030,RFA-NS-20-030"
10589035,m,w,"10161614,9484896,9484402,9482284,9484496","1102000.0,1187500.0,1187500.0,1187500.0,1187500.0","RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005"
8288813,f,w,"9557074,9135150,9123504,9115055,9115056","1562500.0,1637500.0,1637500.0,1637500.0,1637500.0","RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002"
8840252,m,w,"9247942,9045631,9033905,9039601,9041617","187500.0,196500.0,196500.0,196500.0,196500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
8465810,m,a,"8440786,8036032,8043565,8043562,8043561","405000.0,432000.0,432000.0,432000.0,432000.0","RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002"
7686060,m,b,"8537384,8071411,8068502,8068504,8068507","168750.0,180000.0,180000.0,180000.0,180000.0","RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503"
9977779,m,w,"9977779,9589622,9783718,9781647,9776419","369000.0,375000.0,369000.0,369000.0,369000.0","RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010"
9143772,f,h,"9814451,9814449,10176493,10176491,10646279","861000.0,861000.0,812000.0,812000.0,721000.0","RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013"
8379662,m,w,"9553761,10179382,9256996,9517421,10451849","2187500.0,2030000.0,2187500.0,2187500.0,2030000.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
8662338,m,a,"8528611,8264613,8511668,8451284,8514000","337500.0,342500.0,337500.0,337500.0,337500.0","RFA-EY-11-001,RFA-EY-11-001,RFA-EY-11-001,RFA-EY-11-001,RFA-EY-11-001"
7853668,m,w,"8045885,8047396,8447165,8046856,8047311","1440000.0,1440000.0,1370000.0,1440000.0,1440000.0","RFA-OD-10-005,RFA-OD-10-005,RFA-OD-10-005,RFA-OD-10-005,RFA-OD-10-005"
7852885,m,w,"10205411,10223169,9394525,9393866,9743693","615000.0,580000.0,625000.0,625000.0,615000.0","RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038"
10375975,m,w,"10596875,10599385,10597790,10598312,10598724","214000.0,214000.0,214000.0,214000.0,214000.0","RFA-DE-22-011,RFA-DE-22-011,RFA-DE-22-011,RFA-DE-22-011,RFA-DE-22-011"
10174503,m,w,"9795162,9959372,10143208,10225309,10242748","246000.0,246000.0,232000.0,232000.0,232000.0","RFA-CA-18-002,RFA-CA-18-002,RFA-CA-18-002,RFA-CA-18-002,RFA-CA-18-002"
7988914,m,a,"10049114,10443389,10442938,10442940,10442941","869999.9999999999,802500.0,802500.0,802500.0,802500.0","RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004"
10541354,f,w,"10524319,10445419,10446346,10446697,10447235","240750.0,240750.0,240750.0,240750.0,240750.0","RFA-NS-21-014,RFA-NS-21-014,RFA-NS-21-014,RFA-NS-21-014,RFA-NS-21-014"
9509361,m,w,"9116106,9134546,9312222,9313194,9305057","1637500.0,1637500.0,1562500.0,1562500.0,1562500.0","RFA-OD-14-001,RFA-OD-14-001,RFA-OD-14-001,RFA-OD-14-001,RFA-OD-14-001"
9536781,f,w,"9186172,10343835,10142437,10142440,10142442","1965000.0,1605000.0,1739999.9999999998,1739999.9999999998,1739999.9999999998","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
7782686,m,w,"8049195,7643632,8129711,8036986,8037684","350000.0,365000.0,350000.0,350000.0,350000.0","RFA-AI-08-012,RFA-AI-08-012,RFA-AI-08-012,RFA-AI-08-012,RFA-AI-08-012"
10131128,f,h,"10619631,10434979,10612456,10444448,10435287","515000.0,535000.0,515000.0,535000.0,535000.0","RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004"
9187988,m,w,"9395918,8845788,8991000,9610660,9610661","215000.0,228760.0,225320.0,211560.0,211560.0","RFA-HD-14-022,RFA-HD-14-022,RFA-HD-14-022,RFA-HD-14-022,RFA-HD-14-022"
9725875,m,w,"9982746,10883873,9812148,9811610,9811200","276750.0,231750.0,276750.0,276750.0,276750.0","RFA-AG-19-017,RFA-AG-19-017,RFA-AG-19-017,RFA-AG-19-017,RFA-AG-19-017"
8538316,m,w,"9347018,9753164,9983640,9785838,9527049","982500.0,922500.0,922500.0,937500.0,937500.0","RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015"
9251145,m,w,"8676149,9475174,8676246,9462741,9472250","1330000.0,1250000.0,1330000.0,1250000.0,1250000.0","RFA-AG-13-019,RFA-AG-13-019,RFA-AG-13-019,RFA-AG-13-019,RFA-AG-13-019"
8037672,m,w,"8377683,8037622,8070322,8070321,8070320","411000.00000000006,432000.0,432000.0,432000.0,432000.0","RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002"
10240128,f,h,"10664230,10665221,10663020,10663455,10663514","772500.0,772500.0,772500.0,772500.0,772500.0","RFA-NS-22-038,RFA-NS-22-038,RFA-NS-22-038,RFA-NS-22-038,RFA-NS-22-038"
7820102,m,w,"7815787,7843130,7827314,7827373,7828479","1460000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
9212085,m,w,"7679755,7679763,7746212,7746211,7746210","2190000.0,2190000.0,2190000.0,2190000.0,2190000.0","RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013,RFA-AI-08-013"
9789177,f,a,"10491230,10375150,10491227,10375151,8566223","214000.0,232000.0,214000.0,232000.0,274000.0","RFA-DK-20-033,RFA-DK-20-033,RFA-DK-20-033,RFA-DK-20-033,RFA-DK-12-003"
8366093,m,w,"8173834,7896944,8173804,8173803,8173802","72000.0,73000.0,72000.0,72000.0,72000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
9462101,m,w,"9465465,9672428,9670837,9672308,9672310","1250000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-ES-15-007,RFA-ES-15-007,RFA-ES-15-007,RFA-ES-15-007,RFA-ES-15-007"
8912333,f,w,"7629804,8071037,7845599,7919250,8127673","365000.0,350000.0,360000.0,360000.0,350000.0","RFA-AA-07-007,RFA-AA-07-007,RFA-AA-07-007,RFA-AA-08-007,RFA-AA-08-007"
8519212,f,w,"9729406,9899927,9923555,9923553,9923551","1845000.0,1845000.0,1845000.0,1845000.0,1845000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
8128509,m,w,"8840566,9044757,9275975,9275968,9275976","199500.0,196500.0,187500.0,187500.0,187500.0","RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004"
8316361,f,w,"9534628,9325329,9320921,9321834,9320543","875000.0,875000.0,875000.0,875000.0,875000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
10016997,m,w,"10468911,9803948,10675475,10675472,9802534","1070000.0,1230000.0,1030000.0,1030000.0,1230000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
10532594,f,w,"7992459,8197900,8197472,8197873,7991378","77000.0,75350.0,75350.0,75350.0,77000.0","RFA-ES-06-009,RFA-ES-06-009,RFA-ES-06-009,RFA-ES-06-009,RFA-ES-06-009"
