APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_biomedbert_o_w,APPVAL_RECS_biomedbert_o_w,FOA_RECS_biomedbert_o_w
8378844,m,w,"8737348,7787768,7618056,7618050,7576249","1350000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-ES-07-008,RFA-ES-07-008,RFA-ES-07-008,RFA-ES-07-008,RFA-ES-07-008"
9744629,m,w,"9889673,10127601,10025960,10025872,9937217","246000.0,232000.0,246000.0,246000.0,246000.0","RFA-CA-19-019,RFA-CA-19-019,RFA-CA-19-019,RFA-CA-19-019,RFA-CA-19-019"
9064040,m,w,"8051721,7624886,7650816,7624034,7620491","1440000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-AG-09-001,RFA-AG-09-001,RFA-AG-09-001,RFA-AG-09-001,RFA-AG-09-001"
9020613,m,w,"9536589,9016165,9142352,9143168,9142354","375000.0,399000.0,393000.0,393000.0,393000.0","RFA-HL-15-022,RFA-HL-15-022,RFA-HL-15-022,RFA-HL-15-022,RFA-HL-15-022"
9989215,f,w,"8451288,8685244,8638920,8685243,8638924","1012500.0,997500.0,997500.0,997500.0,997500.0","RFA-DK-11-004,RFA-DK-11-004,RFA-DK-11-004,RFA-DK-11-004,RFA-DK-11-004"
10559544,f,w,"9043086,8463179,8461584,8548348,8548349","2358000.0,2430000.0,2430000.0,2430000.0,2430000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
8068355,m,w,"7862326,7555583,8841004,8460981,8530288","1440000.0,1460000.0,532000.0,540000.0,540000.0","RFA-MH-08-110,RFA-MH-08-110,RFA-MH-11-050,RFA-MH-11-050,RFA-MH-11-050"
8468489,m,w,"8822810,9750891,9037574,9037573,9038223","1862000.0,1750000.0,1834000.0,1834000.0,1834000.0","RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013"
10222437,m,h,"10688391,10221910,10221908,10221907,10222317","1605000.0,1845000.0,1845000.0,1845000.0,1845000.0","RFA-CA-20-038,RFA-CA-20-038,RFA-CA-20-038,RFA-CA-20-038,RFA-CA-20-038"
9973053,f,w,"8468477,8672570,8467977,8467978,8467979","1027500.0,997500.0,1050000.0,1050000.0,1050000.0","RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001"
9323220,m,w,"10388131,9672786,9788258,10150811,10147840","535000.0,625000.0,615000.0,580000.0,580000.0","RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027"
10450034,m,w,"8293631,8295038,8293716,8293715,8293712","1190000.0,1190000.0,1190000.0,1190000.0,1190000.0","RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005"
8889316,m,w,"9054855,9294131,8894934,9477618,9477580","393000.0,375000.0,399000.0,375000.0,375000.0","RFA-DK-14-003,RFA-DK-14-003,RFA-DK-14-003,RFA-DK-14-003,RFA-DK-14-003"
9672435,m,w,"9902428,9269755,9269858,9271016,9270929","1230000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001"
7929534,m,h,"7623056,7619103,7919722,7591140,7689165","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-AI-07-015,RFA-AI-07-015,RFA-AI-07-015,RFA-AI-07-015,RFA-AI-07-015"
9745244,f,w,"8837917,9036863,9039473,9036867,9039471","99750.0,98250.0,98250.0,98250.0,98250.0","RFA-HD-13-005,RFA-HD-13-005,RFA-HD-13-005,RFA-HD-13-005,RFA-HD-13-005"
10691324,f,w,"9670043,9206212,9544771,9334672,9757648","246000.0,262000.0,250000.0,250000.0,246000.0","RFA-AA-16-002,RFA-AA-16-002,RFA-AA-16-002,RFA-AA-16-002,RFA-AA-16-002"
9542215,m,w,"9318444,9765062,10000026,9352776,10000027","625000.0,615000.0,615000.0,625000.0,615000.0","RFA-AR-16-003,RFA-AR-16-003,RFA-AR-16-003,RFA-AR-16-003,RFA-AR-16-003"
10203749,m,w,"9304732,9743059,9703886,9939449,9948556","1500000.0,1476000.0,1476000.0,1476000.0,1476000.0","RFA-AI-16-003,RFA-AI-16-003,RFA-AI-16-003,RFA-AI-16-003,RFA-AI-16-003"
7770832,m,w,"7791286,8420264,8526319,7905270,8036986","360000.0,337500.0,337500.0,365000.0,350000.0","RFA-AI-08-012,RFA-AI-08-012,RFA-AI-08-012,RFA-AI-08-012,RFA-AI-08-012"
8033409,f,w,"8257680,8505519,8505511,8505515,8509730","1050000.0,1012500.0,1012500.0,1012500.0,1012500.0","RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022"
7687462,f,w,"9061041,8770165,8769410,8899551,8898806","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-ES-13-011,RFA-ES-13-011,RFA-ES-13-011,RFA-ES-13-011,RFA-ES-13-011"
9464396,m,w,"10613359,10157204,10157202,10157201,10157200","1030000.0,1160000.0,1160000.0,1160000.0,1160000.0","RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012,RFA-HD-21-012"
9350342,m,w,"9903883,9902825,10251968,10251914,10016289","768750.0,768750.0,725000.0,725000.0,768750.0","RFA-HS-19-001,RFA-HS-19-001,RFA-HS-19-001,RFA-HS-19-001,RFA-HS-19-001"
8748717,m,a,"10152382,9851000,9515968,9468430,9692798","535000.0,615000.0,625000.0,625000.0,615000.0","RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300"
9916276,f,w,"9116106,9509362,9512698,9509365,9517757","1637500.0,1562500.0,1562500.0,1562500.0,1562500.0","RFA-OD-14-001,RFA-OD-14-001,RFA-OD-14-001,RFA-OD-14-001,RFA-OD-14-001"
9321515,f,b,"8210130,8472537,8929385,8664432,8320113","700000.0,675000.0,665000.0,665000.0,685000.0","RFA-MH-11-080,RFA-MH-11-080,RFA-MH-11-080,RFA-MH-11-080,RFA-MH-11-080"
10615675,m,w,"10248534,10240601,10687222,10461056,10064434","464000.0,464000.0,412000.0,412000.0,492000.0","RFA-ES-18-007,RFA-ES-18-007,RFA-ES-18-007,RFA-ES-18-007,RFA-ES-18-007"
7660318,f,w,"9557555,9381124,9379470,9379402,9381527","312500.0,312500.0,312500.0,312500.0,312500.0","RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004"
9732555,f,w,"9459943,9989172,9977222,9978832,9978885","937500.0,922500.0,922500.0,922500.0,922500.0","RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002"
8033712,m,w,"8853184,8851786,9128128,8851211,8852809","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
8842991,m,w,"9056487,8548343,8548344,8463194,8463192","2358000.0,2430000.0,2430000.0,2430000.0,2430000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
8036016,m,w,"8070330,7807181,8037666,8037667,8037669","432000.0,432000.0,432000.0,432000.0,432000.0","RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002"
9514114,m,w,"9461061,9748500,9755416,9755413,9755411","187500.0,184500.0,184500.0,184500.0,184500.0","RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002"
7696523,m,w,"7701550,8501257,7894647,8114212,8114213","1460000.0,1350000.0,1440000.0,1440000.0,1440000.0","RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014"
8382101,f,a,"8915488,8343698,8525348,8531158,8734219","1330000.0,1370000.0,1350000.0,1350000.0,1330000.0","RFA-AR-11-002,RFA-AR-11-002,RFA-AR-11-002,RFA-AR-11-002,RFA-AR-11-002"
10377360,f,h,"10723951,10507440,10508601,10509149,10570379","154500.0,160500.0,160500.0,160500.0,154500.0","RFA-HL-22-011,RFA-HL-22-011,RFA-HL-22-011,RFA-HL-22-011,RFA-HL-22-011"
8791171,m,w,"7943063,7939804,7941824,7939677,7941750","1440000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-OD-09-004,RFA-OD-09-004,RFA-OD-09-004,RFA-OD-09-004,RFA-OD-09-004"
10610939,m,w,"10066357,10054957,9609522,9608760,10301354","493000.0,493000.0,522750.0,522750.0,454750.0","RFA-HD-18-011,RFA-HD-18-011,RFA-HD-18-011,RFA-HD-18-011,RFA-HD-18-011"
10207300,f,w,"9733764,10150477,10153469,10153468,10153467","1168500.0,1102000.0,1102000.0,1102000.0,1102000.0","RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005"
9988327,m,a,"10666025,10667123,10666871,10701771,10514064","515000.0,515000.0,515000.0,515000.0,535000.0","RFA-AG-23-010,RFA-AG-23-010,RFA-AG-23-010,RFA-AG-22-019,RFA-AG-22-019"
8573090,m,w,"9316428,8756107,9533952,8921935,8921934","218750.0,232750.0,218750.0,232750.0,232750.0","RFA-AG-14-007,RFA-AG-14-007,RFA-AG-14-007,RFA-AG-14-007,RFA-AG-14-007"
8132958,m,a,"10731609,10731578,10731469,10730426,8920545","257500.0,257500.0,257500.0,257500.0,332500.0","RFA-DK-22-013,RFA-DK-22-013,RFA-DK-22-013,RFA-DK-22-013,RFA-DK-13-003"
8913893,f,w,"8899446,8758441,8748752,8753690,8753489","299250.0,299250.0,299250.0,299250.0,299250.0","RFA-AT-14-004,RFA-AT-14-004,RFA-AT-14-004,RFA-AT-14-004,RFA-AT-14-004"
9811922,f,w,"9134020,8966527,9473731,9474555,9492678","262000.0,266000.0,250000.0,250000.0,250000.0","RFA-AG-15-017,RFA-AG-15-017,RFA-AG-15-017,RFA-AG-15-017,RFA-AG-15-017"
9544165,f,w,"8984140,9749074,8982779,9544148,9146312","1596000.0,1476000.0,1596000.0,1500000.0,1572000.0","RFA-DE-15-006,RFA-DE-15-006,RFA-DE-15-006,RFA-DE-15-006,RFA-DE-15-006"
9279195,m,b,"9264548,9251857,9265501,9252483,9071205","937500.0,937500.0,937500.0,937500.0,937500.0","RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002,RFA-GM-16-002"
8726256,f,a,"8698689,8698697,8698701,8700265,8698702","232750.0,232750.0,232750.0,232750.0,232750.0","RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002"
10494227,f,w,"10494171,10494254,10494212,10494216,10494219","3210000.0,3210000.0,3210000.0,3210000.0,3210000.0","RFA-MD-21-007,RFA-MD-21-007,RFA-MD-21-007,RFA-MD-21-007,RFA-MD-21-007"
9353754,m,w,"9143145,9353754,9151816,9145200,9147591","655000.0,625000.0,655000.0,655000.0,655000.0","RFA-HS-15-002,RFA-HS-15-002,RFA-HS-15-002,RFA-HS-15-002,RFA-HS-15-002"
9036863,f,w,"8510775,9257201,8510778,8510774,8510773","101250.0,93750.0,101250.0,101250.0,101250.0","RFA-HD-13-005,RFA-HD-13-005,RFA-HD-13-005,RFA-HD-13-005,RFA-HD-13-005"
8829105,m,w,"8672575,8662582,8672570,8662583,8013415","997500.0,997500.0,997500.0,997500.0,1080000.0","RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001"
10165939,f,w,"8838792,8482130,8482232,8482279,8482276","1463000.0,1485000.0,1485000.0,1485000.0,1485000.0","RFA-ES-12-002,RFA-ES-12-002,RFA-ES-12-002,RFA-ES-12-002,RFA-ES-12-002"
8706184,m,a,"8519973,8179895,8179657,8179703,8179588","337500.0,350000.0,350000.0,350000.0,350000.0","RFA-GM-11-003,RFA-GM-11-003,RFA-GM-11-003,RFA-GM-11-003,RFA-GM-11-003"
8443130,f,w,"8600321,8586359,8586360,8600323,8653989","232750.0,232750.0,232750.0,232750.0,232750.0","RFA-MH-13-021,RFA-MH-13-021,RFA-MH-13-021,RFA-MH-13-021,RFA-MH-13-021"
9242660,m,w,"8829690,8837911,9039470,9039471,9036867","99750.0,99750.0,98250.0,98250.0,98250.0","RFA-HD-13-005,RFA-HD-13-005,RFA-HD-13-005,RFA-HD-13-005,RFA-HD-13-005"
7665190,f,w,"8851212,8853116,8852884,8851991,8850656","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
9706905,f,w,"8729741,9353208,9353202,9206965,9207248","299250.0,2412500.0,2412500.0,2528300.0,2528300.0","RFA-MH-14-182,RFA-HD-16-035,RFA-HD-16-035,RFA-HD-16-035,RFA-HD-16-035"
9492746,f,a,"8318135,7749889,8288029,8298572,8303379","685000.0,730000.0,685000.0,685000.0,685000.0","RFA-HD-08-010,RFA-HD-08-010,RFA-HD-08-010,RFA-HD-08-010,RFA-HD-08-010"
9111775,m,h,"8906716,8395550,8534674,8534673,8374285","532000.0,548000.0,548000.0,548000.0,548000.0","RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012"
10045458,f,w,"10020302,10380685,10620670,10165429,9908447","3690000.0,3210000.0,3090000.0,3479999.9999999995,3690000.0","RFA-AG-19-030,RFA-AG-19-030,RFA-AG-19-030,RFA-AG-19-030,RFA-AG-19-030"
9828762,m,w,"8598248,9123495,8991271,9123500,9041461","2394000.0,2358000.0,2358000.0,2358000.0,2358000.0","RFA-AA-13-001,RFA-AA-13-001,RFA-AA-13-001,RFA-AA-13-001,RFA-AA-13-001"
10187890,f,w,"10523326,10188106,10660220,10505359,10509424","266430.0,57999.99999999999,53500.0,53500.0,53500.0","RFA-NS-19-044,RFA-NS-19-043,RFA-NS-19-043,RFA-NS-19-043,RFA-NS-19-043"
8392954,m,w,"8787342,8402566,8402794,8391251,8402567","266000.0,270000.0,270000.0,270000.0,270000.0","RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002"
8624691,f,w,"8625295,8446317,8797481,8814205,8814207","53200.0,54000.0,53200.0,53200.0,53200.0","RFA-DK-11-011,RFA-DK-11-011,RFA-DK-11-011,RFA-DK-11-011,RFA-DK-11-011"
7960554,m,w,"7959951,8168354,7959978,7959977,7959976","292000.0,288000.0,292000.0,292000.0,292000.0","RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001"
9962210,m,w,"9321087,9762765,9762768,9762770,9762771","1375000.0,1353000.0,1353000.0,1353000.0,1353000.0","RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018"
9905213,m,w,"8702454,8856283,8926197,8926038,9905213","2992500.0,2992500.0,299250.0,299250.0,738000.0","RFA-GM-14-002,RFA-GM-14-002,RFA-AT-15-003,RFA-AT-15-003,RFA-AT-19-002"
8103915,f,w,"7849039,7862568,7658184,7657333,7617881","360000.0,360000.0,365000.0,365000.0,365000.0","RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004"
8507250,m,w,"8883213,8507790,8505513,8505510,8505520","997500.0,1012500.0,1012500.0,1012500.0,1012500.0","RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022"
9329432,f,w,"9771327,9367498,9996351,9733999,9985767","615000.0,625000.0,615000.0,615000.0,615000.0","RFA-OD-16-013,RFA-OD-16-013,RFA-OD-16-013,RFA-OD-16-013,RFA-OD-16-013"
8127832,m,a,"8453235,9037575,8822815,8822810,9038228","1890000.0,1834000.0,1862000.0,1862000.0,1834000.0","RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013"
8382518,m,w,"8382535,8144380,7941032,7941031,7941030","102750.0,108000.0,109500.0,109500.0,109500.0","RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001"
8465052,m,w,"9823878,9022088,9406293,9388981,9620023","492000.0,524000.0,500000.0,500000.0,492000.0","RFA-DC-14-001,RFA-DC-14-001,RFA-DC-14-001,RFA-DC-14-001,RFA-DC-14-001"
10458695,m,w,"10264881,10458695,10087183,10670123,10687248","174000.0,160500.0,184500.0,154500.0,800310.0","RFA-AG-20-031,RFA-AG-20-031,RFA-AG-20-031,RFA-AG-20-031,RFA-AG-21-027"
10623276,f,w,"9967455,10625499,10632040,10632039,10625524","307500.0,257500.0,257500.0,257500.0,257500.0","RFA-HD-20-004,RFA-HD-20-004,RFA-HD-20-004,RFA-HD-20-004,RFA-HD-20-004"
9381585,f,w,"10222716,10229469,10234007,10234085,10234138","290000.0,290000.0,290000.0,290000.0,290000.0","RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004"
8441094,m,a,"8870256,8501216,8502594,8501219,8501175","1130500.0,1147500.0,1147500.0,1147500.0,1147500.0","RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005"
9486002,f,b,"9508119,9353459,9709319,9695061,9694729","62500.0,62500.0,61500.0,61500.0,61500.0","RFA-HL-16-020,RFA-HL-16-020,RFA-HL-16-020,RFA-HL-16-020,RFA-HL-16-020"
7922150,m,w,"7922139,8137724,8139165,7922150,7920965","288000.0,280000.0,274000.0,288000.0,288000.0","RFA-HL-06-108,RFA-HL-06-108,RFA-HL-06-108,RFA-HL-06-108,RFA-HL-06-108"
9743096,f,w,"10615219,10663986,10463725,10463724,10463723","515000.0,515000.0,535000.0,535000.0,535000.0","RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003"
8516950,f,w,"8755133,8755446,8748096,8753879,8757750","99750.0,99750.0,99750.0,99750.0,99750.0","RFA-AG-14-010,RFA-AG-14-010,RFA-AG-14-010,RFA-AG-14-010,RFA-AG-14-010"
8314067,f,b,"10149919,10595571,9990712,10588233,10588234","1739999.9999999998,1545000.0,1845000.0,1545000.0,1545000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
8261207,f,w,"9533888,9229110,9354195,9356576,9356549","625000.0,655000.0,625000.0,625000.0,625000.0","RFA-HD-16-014,RFA-HD-16-014,RFA-HD-16-014,RFA-HD-16-014,RFA-HD-16-014"
9900762,f,w,"10525193,10705775,10705788,10705796,10705800","1605000.0,1545000.0,1545000.0,1545000.0,1545000.0","RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048"
9565667,m,w,"10198354,10435632,10650695,10650032,10200405","580000.0,535000.0,515000.0,515000.0,580000.0","RFA-MH-20-525,RFA-MH-20-525,RFA-MH-20-525,RFA-MH-20-525,RFA-MH-20-525"
8893066,m,w,"8450726,8339398,8366200,8341156,8334773","202500.0,205500.00000000003,205500.00000000003,205500.00000000003,205500.00000000003","RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003"
8054192,m,w,"8484798,7681427,8471384,8255618,8255617","675000.0,730000.0,685000.0,685000.0,685000.0","RFA-DA-09-006,RFA-DA-09-006,RFA-DA-09-006,RFA-DA-09-006,RFA-DA-09-006"
7555189,f,w,"10056021,10425224,10425226,10425229,10425230","1334000.0,1230500.0,1230500.0,1230500.0,1230500.0","RFA-AA-20-001,RFA-AA-20-001,RFA-AA-20-001,RFA-AA-20-001,RFA-AA-20-001"
10725821,m,w,"10437469,10213480,10437534,10413651,10355901","267500.0,290000.0,267500.0,160500.0,160500.0","RFA-CA-19-049,RFA-CA-19-049,RFA-CA-19-049,RFA-CA-21-007,RFA-CA-21-007"
8037613,m,w,"8444611,7675505,7675197,7675198,7675200","405000.0,438000.0,438000.0,438000.0,438000.0","RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002"
8522175,f,w,"8733126,9483804,8552095,8367348,8367345","997500.0,937500.0,1027500.0,1027500.0,1027500.0","RFA-OD-11-003,RFA-OD-11-003,RFA-OD-11-003,RFA-OD-11-003,RFA-OD-11-003"
10481868,f,b,"10690762,10016727,10685925,10018304,10018290","257500.0,307500.0,257500.0,307500.0,307500.0","RFA-RM-19-008,RFA-RM-19-008,RFA-RM-19-008,RFA-RM-19-008,RFA-RM-19-008"
8111775,m,w,"8111772,7898860,7898857,7898855,7898854","5356800.0,5431200.0,5431200.0,5431200.0,5431200.0","RFA-DK-06-503,RFA-DK-06-503,RFA-DK-06-503,RFA-DK-06-503,RFA-DK-06-503"
9756283,m,h,"8514261,8468475,8469380,8469376,8460019","1027500.0,1027500.0,1012500.0,1012500.0,1012500.0","RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001"
8737794,m,w,"10213324,9590029,9792231,10245322,10459568","307500.0,312500.0,307500.0,290000.0,267500.0","RFA-AA-18-006,RFA-AA-18-006,RFA-AA-18-006,RFA-AA-18-006,RFA-AA-18-006"
8137136,m,w,"8365253,8365257,8262013,8365246,8365247","2800000.0,2800000.0,2800000.0,2800000.0,2800000.0","RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001,RFA-RM-10-001"
10526301,m,a,"10732988,10732991,10733312,10733236,10733232","834300.0,834300.0,834300.0,834300.0,834300.0","RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012"
9244654,m,w,"9734167,9974595,9969202,9957124,9205860","861000.0,861000.0,861000.0,861000.0,917000.0","RFA-MH-16-750,RFA-MH-16-750,RFA-MH-16-750,RFA-MH-16-750,RFA-MH-16-750"
9645310,f,b,"9746889,9646550,9935054,10103750,10219697","246000.0,250000.0,246000.0,246000.0,246000.0","RFA-OD-18-003,RFA-OD-18-003,RFA-OD-18-003,RFA-OD-18-003,RFA-OD-18-003"
8053610,m,w,"8662582,8013406,8455303,8455304,8013410","997500.0,1080000.0,1050000.0,1050000.0,1080000.0","RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001"
8840568,m,a,"7797454,7797453,7856107,7922355,8066756","1080000.0,1095000.0,1095000.0,1095000.0,1080000.0","RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021"
9839866,m,w,"9538744,9671895,9671898,9671899,9671910","2187500.0,2152500.0,2152500.0,2152500.0,2152500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
9143829,m,h,"9001684,9143829,9145624,9276547,9282384","332500.0,332500.0,327500.0,312500.0,312500.0","RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008"
9479911,m,w,"9570787,10248307,9479802,9479805,9479863","1500000.0,1392000.0,1500000.0,1500000.0,1500000.0","RFA-NS-17-021,RFA-NS-17-021,RFA-NS-17-021,RFA-NS-17-021,RFA-NS-17-021"
9522144,m,a,"9178478,10176782,9944529,9548075,9351177","655000.0,615000.0,615000.0,625000.0,625000.0","RFA-DK-15-015,RFA-DK-15-015,RFA-DK-15-015,RFA-DK-15-015,RFA-DK-15-015"
9533890,m,w,"9114642,9324029,9747330,9533890,8951512","352390.0,336250.0,330870.0,336250.0,357770.0","RFA-HL-15-012,RFA-HL-15-012,RFA-HL-15-012,RFA-HL-15-012,RFA-HL-15-012"
8037941,m,a,"8377473,8072522,8688941,8688960,8711073","2055000.0,2100000.0,1995000.0,1995000.0,1995000.0","RFA-CA-10-006,RFA-CA-10-006,RFA-CA-10-006,RFA-CA-10-006,RFA-CA-10-006"
10631873,m,h,"10378061,10691036,10739548,10739488,10739223","53500.0,51500.0,51500.0,51500.0,51500.0","RFA-NS-19-043,RFA-NS-19-043,RFA-NS-19-043,RFA-NS-19-043,RFA-NS-19-043"
10085601,m,w,"8894533,8507253,8507787,8507790,8507786","997500.0,1012500.0,1012500.0,1012500.0,1012500.0","RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022"
9355686,m,w,"8729887,8917062,8894537,8894536,9184669","997500.0,997500.0,997500.0,997500.0,997500.0","RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022"
8899539,m,w,"9270381,9269863,9671872,9671875,9671880","1250000.0,1250000.0,1230000.0,1230000.0,1230000.0","RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001"
7773862,m,h,"8327261,8089557,7766367,7765709,7765708","548000.0,560000.0,584000.0,584000.0,584000.0","RFA-MH-09-100,RFA-MH-09-100,RFA-MH-09-100,RFA-MH-09-100,RFA-MH-09-100"
9728689,m,w,"9982766,9729359,10458650,10399448,10399447","1845000.0,1845000.0,1605000.0,1605000.0,1605000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
8160643,m,a,"8333426,8453397,8474798,8453389,8500403","171250.0,168750.0,168750.0,168750.0,168750.0","RFA-RR-10-009,RFA-RR-10-009,RFA-RR-10-009,RFA-RR-10-009,RFA-RR-10-009"
9118997,m,w,"8963191,9321832,9320921,9321834,9320543","931000.0,875000.0,875000.0,875000.0,875000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
8910705,m,w,"9277468,8756564,9068109,9070730,9284475","187500.0,199500.0,196500.0,196500.0,187500.0","RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010"
8397669,m,b,"8232163,8609638,8036074,8208984,8452362","91790.0,90450.0,93800.0,91790.0,91790.0","RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006"
7819610,m,w,"7810127,7939638,7937944,7941801,7942838","1460000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
10136373,m,w,"8820238,9003024,9507759,9420513,9433510","665000.0,655000.0,625000.0,625000.0,625000.0","RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042"
9276839,m,w,"9459943,9994752,9978832,9978885,9984438","937500.0,922500.0,922500.0,922500.0,922500.0","RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002"
7905553,m,w,"8933659,9149308,9351548,9351542,9351545","6650000.0,6550000.0,6250000.0,6250000.0,6250000.0","RFA-GM-15-003,RFA-GM-15-003,RFA-GM-15-003,RFA-GM-15-003,RFA-GM-15-003"
9205193,m,w,"10003929,9390020,9781467,9781466,9781464","4305000.0,4375000.0,4305000.0,4305000.0,4305000.0","RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014"
8516963,m,w,"8516343,8707956,8195761,8195757,8164373","2092500.0,2061500.0,2170000.0,2170000.0,2170000.0","RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013"
