APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_spanbert_o_w,APPVAL_RECS_spanbert_o_w,FOA_RECS_spanbert_o_w
8211907,m,w,"8544021,8211903,8786575,8786578,8381557","5822500.0,5950000.0,5652500.0,5652500.0,5822500.0","RFA-HD-10-001,RFA-HD-10-001,RFA-HD-10-001,RFA-HD-10-001,RFA-HD-10-001"
7893133,m,w,"10434009,9940484,9941494,9941493,9941252","583150.0,670350.0,670350.0,670350.0,670350.0","RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001"
9731412,m,w,"9502903,9357870,10202410,10183147,9978692","937500.0,937500.0,869999.9999999999,869999.9999999999,922500.0","RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047"
7944083,m,b,"7831862,7833128,7821933,7820824,7818882","1460000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
9988789,m,w,"9810412,9624983,10087166,10139007,8466370","153750.0,153750.0,615000.0,580000.0,337500.0","RFA-HL-19-027,RFA-HL-18-008,RFA-FD-20-005,RFA-FD-20-005,RFA-HL-12-012"
9207386,f,w,"10479062,10459630,10442765,10686097,10327920","240750.0,240750.0,240750.0,231750.0,261000.0","RFA-MH-21-150,RFA-MH-21-150,RFA-MH-21-150,RFA-MH-21-150,RFA-MH-21-150"
8521077,f,a,"7645326,7798215,7845017,7932903,7807118","438000.0,432000.0,432000.0,432000.0,432000.0","RFA-AI-08-001,RFA-AI-08-001,RFA-AI-08-001,RFA-AI-08-001,RFA-AI-08-001"
8137712,m,w,"7940922,8120910,8082721,8137746,8137712","360000.0,350000.0,350000.0,350000.0,350000.0","RFA-GM-09-012,RFA-GM-09-012,RFA-GM-09-012,RFA-GM-09-012,RFA-GM-09-012"
8360254,m,h,"8142446,8364953,8364908,8129737,8364917","1080000.0,1050000.0,1050000.0,1050000.0,1050000.0","RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005"
8131749,m,w,"10415108,10643966,10643963,10643961,10618820","535000.0,515000.0,515000.0,515000.0,515000.0","RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001"
9047231,m,w,"10451579,10087865,10326787,10449341,9841903","802500.0,869999.9999999999,802500.0,802500.0,922500.0","RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081"
10544317,m,w,"9618622,9393655,9393539,9393540,9393538","1537500.0,1562500.0,1562500.0,1562500.0,1562500.0","RFA-AA-17-002,RFA-AA-17-002,RFA-AA-17-002,RFA-AA-17-002,RFA-AA-17-002"
10491230,f,w,"10167931,10265573,10133362,10133363,10133364","246000.0,232000.0,246000.0,246000.0,246000.0","RFA-DK-19-033,RFA-DK-19-033,RFA-DK-19-033,RFA-DK-19-033,RFA-DK-19-033"
8651474,m,w,"7617798,7926628,7790090,7790082,7790073","1460000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-ES-07-008,RFA-ES-07-008,RFA-ES-07-008,RFA-ES-07-008,RFA-ES-07-008"
10653246,m,w,"10505790,10506984,10506986,10506987,10508311","3745000.0,3745000.0,3745000.0,3745000.0,3745000.0","RFA-AI-21-030,RFA-AI-21-030,RFA-AI-21-030,RFA-AI-21-030,RFA-AI-21-030"
10215448,m,a,"10441650,9659552,10026443,10026444,10215448","464000.0,500000.0,492000.0,492000.0,464000.0","RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025,RFA-RM-17-025"
9039781,m,w,"9761534,9127945,9124876,9124872,9124875","430500.0,458500.0,458500.0,458500.0,458500.0","RFA-DK-14-004,RFA-DK-14-004,RFA-DK-14-004,RFA-DK-14-004,RFA-DK-14-004"
9530592,f,w,"9350524,9684591,9186336,9186252,9663917","1875000.0,1845000.0,1965000.0,1965000.0,1845000.0","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
10217380,m,a,"8018676,7837305,7681127,7569019,7591711","350000.0,365000.0,365000.0,365000.0,365000.0","RFA-HL-05-019,RFA-HL-05-019,RFA-HL-05-019,RFA-HL-05-019,RFA-HL-05-019"
9570790,m,w,"9479863,9479861,9479864,9479804,9479803","1500000.0,1500000.0,1500000.0,1500000.0,1500000.0","RFA-NS-17-021,RFA-NS-17-021,RFA-NS-17-021,RFA-NS-17-021,RFA-NS-17-021"
10134208,m,b,"9707004,9707377,9707379,9707461,9707462","492000.0,492000.0,492000.0,492000.0,492000.0","RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044"
9351543,m,w,"8933662,9149302,9149299,9149312,9149311","6650000.0,6550000.0,6550000.0,6550000.0,6550000.0","RFA-GM-15-003,RFA-GM-15-003,RFA-GM-15-003,RFA-GM-15-003,RFA-GM-15-003"
8134004,m,w,"10005511,9723226,9723231,9723232,9778907","369000.0,369000.0,369000.0,369000.0,369000.0","RFA-NS-17-011,RFA-NS-17-011,RFA-NS-17-011,RFA-NS-17-011,RFA-NS-17-011"
8329573,m,w,"7779963,8225371,8038321,7779486,8033468","100800.0,95900.0,98000.0,100800.0,100800.0","RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001"
10440734,m,w,"10369292,10611826,10611827,10369502,10718170","928000.0,824000.0,824000.0,928000.0,257500.0","RFA-NS-21-005,RFA-NS-21-005,RFA-NS-21-005,RFA-NS-21-005,RFA-HL-23-019"
9318376,m,w,"9404934,9201287,9404935,9404930,9404929","9250000.0,9250000.0,9250000.0,9250000.0,9250000.0","RFA-AA-15-002,RFA-AA-15-002,RFA-AA-15-002,RFA-AA-15-002,RFA-AA-15-002"
9838214,m,w,"10576212,10576213,10582233,10582232,10582231","772500.0,772500.0,772500.0,772500.0,772500.0","RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026"
8377664,m,w,"8380693,8534170,8534169,8534177,8534148","2740000.0,2700000.0,2700000.0,2700000.0,2700000.0","RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009"
7944145,m,w,"7941830,7939811,7939787,7939846,7939777","1440000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-OD-09-004,RFA-OD-09-004,RFA-OD-09-004,RFA-OD-09-004,RFA-OD-09-004"
7879914,f,w,"8092729,8101894,7625124,7648045,7625925","700000.0,700000.0,730000.0,730000.0,730000.0","RFA-HS-08-001,RFA-HS-08-001,RFA-HS-08-001,RFA-HS-08-001,RFA-HS-08-001"
10136137,f,w,"8705113,9244667,9044594,9039481,9044593","99750.0,93750.0,98250.0,98250.0,98250.0","RFA-HD-14-017,RFA-HD-14-017,RFA-HD-14-017,RFA-HD-14-017,RFA-HD-14-017"
10412013,f,w,"10724185,10724213,10286424,10509614,10509989","234662.84,234662.84,139200.0,128400.0,128400.0","RFA-HL-23-007,RFA-HL-23-007,RFA-HL-20-006,RFA-HL-20-006,RFA-HL-20-006"
10693809,m,w,"9552841,9260362,9257878,9258540,9260363","2187500.0,2187500.0,2187500.0,2187500.0,2187500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
7895650,m,h,"7667939,7681091,7657334,7666833,7664279","365000.0,365000.0,365000.0,365000.0,365000.0","RFA-GM-08-002,RFA-GM-08-002,RFA-GM-08-002,RFA-GM-08-002,RFA-GM-08-002"
9325317,m,a,"10450726,10180783,10185038,10256676,10598730","4280000.0,4920000.0,4920000.0,4640000.0,267500.0","RFA-FD-20-030,RFA-FD-20-030,RFA-FD-20-030,RFA-FD-20-030,RFA-FD-22-022"
9755212,f,w,"9606323,9760003,10175058,10175056,10175055","312500.0,307500.0,290000.0,290000.0,290000.0","RFA-NR-17-002,RFA-NR-17-002,RFA-NR-17-002,RFA-NR-17-002,RFA-NR-17-002"
9404930,m,w,"10350583,10544318,10056071,10056070,10056069","1337500.0,1287500.0,1450000.0,1450000.0,1450000.0","RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002,RFA-AA-20-002"
10456243,m,w,"8817233,8468485,9204383,9243953,8469996","1330000.0,1350000.0,1250000.0,1250000.0,1350000.0","RFA-AI-12-006,RFA-AI-12-006,RFA-AI-12-006,RFA-AI-12-006,RFA-AI-12-006"
7822886,m,w,"8958119,9120741,8957709,8958950,8956917","99750.0,98250.0,99750.0,99750.0,99750.0","RFA-AG-15-007,RFA-AG-15-007,RFA-AG-15-007,RFA-AG-15-007,RFA-AG-15-007"
8725121,m,w,"10290454,10480949,10704638,10704634,10693163","464000.0,428000.0,412000.0,412000.0,412000.0","RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002"
10491225,m,w,"10899817,10673719,10491225,10673884,10356656","309000.0,309000.0,321000.0,309000.0,348000.0","RFA-DK-20-013,RFA-DK-20-013,RFA-DK-20-013,RFA-DK-20-013,RFA-DK-20-013"
9341011,m,w,"9965956,9733760,9406041,9406040,9405262","615000.0,615000.0,625000.0,625000.0,625000.0","RFA-HD-17-007,RFA-HD-17-007,RFA-HD-17-007,RFA-HD-17-007,RFA-HD-17-007"
10386937,f,w,"10260829,10253526,10261980,10261979,10634525","395560.0,395560.0,395560.0,395560.0,351230.0","RFA-LM-20-001,RFA-LM-20-001,RFA-LM-20-001,RFA-LM-20-001,RFA-LM-20-001"
10222528,m,w,"7935410,7795530,8325453,7796968,8333258","576000.0,584000.0,548000.0,584000.0,548000.0","RFA-AT-09-001,RFA-AT-09-001,RFA-AT-09-001,RFA-AT-09-001,RFA-AT-09-001"
8509012,f,h,"7875387,7940949,7875425,7940935,9130901","10950000.0,10800000.0,10950000.0,10800000.0,262000.0","RFA-RR-09-009,RFA-RR-09-009,RFA-RR-09-009,RFA-RR-09-009,RFA-HG-14-009"
8462439,m,a,"10479165,10700877,10314540,8339359,8728671","722250.0,695250.0,783000.0,411000.00000000006,399000.0","RFA-HL-21-001,RFA-HL-21-001,RFA-HL-21-001,RFA-NR-11-006,RFA-NR-11-006"
8116009,m,w,"7660428,8128568,7913858,7909643,7909565","1387000.0,1368000.0,1387000.0,1387000.0,1387000.0","RFA-MD-06-003,RFA-MD-06-003,RFA-MD-06-003,RFA-MD-06-003,RFA-MD-06-003"
8493916,f,w,"9941251,9941539,9942165,9941915,9941793","670350.0,670350.0,670350.0,670350.0,670350.0","RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001"
8382387,f,w,"8534047,8541726,8381169,8381139,8535667","2025000.0,2055000.0,2055000.0,2055000.0,2055000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
7886891,m,w,"9318377,9318375,9619138,9534469,9534476","250000.0,250000.0,250000.0,250000.0,250000.0","RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003"
9329430,m,w,"9990809,9702850,9749975,9749197,9749196","307500.0,307500.0,307500.0,307500.0,307500.0","RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004,RFA-GM-17-004"
7858043,m,a,"8707400,8699693,8014602,8149926,8532854","887110.0,887110.0,960480.0,933800.0,900450.0000000001","RFA-CA-09-026,RFA-CA-09-026,RFA-CA-09-026,RFA-CA-09-026,RFA-CA-09-026"
7694270,m,w,"8090453,8298603,8492327,8298183,7694985","350000.0,342500.0,342500.0,342500.0,365000.0","RFA-MH-08-130,RFA-MH-08-130,RFA-MH-08-130,RFA-MH-08-130,RFA-MH-08-130"
10094387,f,h,"10264171,10095260,10093338,10094326,10094387","57999.99999999999,61500.0,61500.0,61500.0,61500.0","RFA-AG-20-027,RFA-AG-20-027,RFA-AG-20-027,RFA-AG-20-027,RFA-AG-20-027"
8085749,m,w,"8378562,8306790,8508643,8707646,8503590","2123500.0,2123500.0,2092500.0,2092500.0,2092500.0","RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013"
10486078,m,w,"10455099,10670366,10455017,10053158,10053258","481500.0,463500.0,481500.0,553500.0,553500.0","RFA-DK-19-015,RFA-DK-19-015,RFA-DK-19-015,RFA-DK-19-015,RFA-DK-19-015"
10260481,m,w,"8572684,8100949,8122825,8122841,8122845","1080000.0,1152000.0,1152000.0,1152000.0,1152000.0","RFA-AG-10-009,RFA-AG-10-009,RFA-AG-10-009,RFA-AG-10-009,RFA-AG-10-009"
9128650,m,w,"8970990,9330189,8973019,8971383,9333417","199500.0,187500.0,199500.0,199500.0,187500.0","RFA-GM-15-006,RFA-GM-15-006,RFA-GM-15-006,RFA-GM-15-006,RFA-GM-15-006"
8153254,m,w,"9986920,9811315,10479001,10486041,10677057","799500.0,799500.0,695500.0,695500.0,695500.0","RFA-RM-18-028,RFA-RM-18-028,RFA-RM-18-028,RFA-RM-18-028,RFA-RM-18-028"
8168043,f,w,"8138958,8364952,8364908,8129737,8364917","1080000.0,1050000.0,1050000.0,1050000.0,1050000.0","RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005"
9771467,m,w,"10669014,10407868,10408481,10408484,10408485","1030000.0,1070000.0,1070000.0,1070000.0,1070000.0","RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025"
10318843,m,h,"10059052,9984536,10643965,10631143,10626123","1230000.0,1230000.0,1030000.0,1030000.0,1030000.0","RFA-MH-19-242,RFA-MH-19-242,RFA-MH-19-242,RFA-MH-19-242,RFA-MH-19-242"
8301620,f,w,"7670058,8135908,8377066,8234070,8247682","438000.0,432000.0,411000.00000000006,411000.00000000006,411000.00000000006","RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002"
9095001,m,w,"10199548,10166829,9390338,9515928,9514113","184500.0,174000.0,187500.0,187500.0,187500.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
10666656,f,w,"10650888,10641982,10641986,10641987,10641988","3605000.0,3605000.0,3605000.0,3605000.0,3605000.0","RFA-AI-21-030,RFA-AI-21-030,RFA-AI-21-030,RFA-AI-21-030,RFA-AI-21-030"
10433227,f,w,"9971086,10259828,10263907,10433227,9970999","246000.0,232000.0,232000.0,232000.0,246000.0","RFA-AG-20-014,RFA-AG-20-014,RFA-AG-20-014,RFA-AG-20-014,RFA-AG-20-014"
9109463,m,w,"10488593,10706299,10667408,10667409,10667608","337050.0,324450.0,324450.0,324450.0,324450.0","RFA-HD-20-013,RFA-HD-20-013,RFA-HD-20-013,RFA-HD-20-013,RFA-HD-20-013"
9695060,f,w,"10255155,10112639,10646467,10625296,10400006","267960.0,267960.0,237930.0,237930.0,247170.0","RFA-HL-19-023,RFA-HL-19-023,RFA-HL-19-023,RFA-HL-19-023,RFA-HL-19-023"
9897624,f,h,"10619631,10612456,10598580,10444448,10435287","515000.0,515000.0,515000.0,535000.0,535000.0","RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004"
7921324,f,w,"7652417,7921324,7858114,8195442,8443447","1138800.0,1138800.0,1123200.0,1092000.0,1068600.0","RFA-HG-07-015,RFA-HG-07-015,RFA-HG-07-015,RFA-HG-07-015,RFA-HG-07-015"
8131011,m,w,"8381091,8897850,8380125,8381193,8381642","2123500.0,2061500.0,2123500.0,2123500.0,2123500.0","RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013,RFA-AI-10-013"
10146543,f,a,"10132477,8929638,9100652,9102878,9100646","147600.0,159600.0,157200.0,157200.0,157200.0","RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007"
10191936,m,a,"10160782,9729353,9731085,9731084,9731082","87000.0,92250.0,92250.0,92250.0,92250.0","RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004"
10458119,f,h,"10308059,10304132,10064126,10531132,10523539","534998.93,534998.93,579998.84,514998.97,514998.97","RFA-AI-18-053,RFA-AI-18-053,RFA-AI-18-053,RFA-AI-18-053,RFA-AI-18-053"
8928464,m,w,"8625158,8906829,8737813,8664100,8738826","270000.0,266000.0,266000.0,266000.0,266000.0","RFA-CA-13-001,RFA-CA-13-001,RFA-CA-13-001,RFA-CA-13-001,RFA-CA-13-001"
8136556,m,w,"8461655,8179329,8517049,8519973,8510600","337500.0,350000.0,337500.0,337500.0,337500.0","RFA-GM-11-003,RFA-GM-11-003,RFA-GM-11-003,RFA-GM-11-003,RFA-GM-11-003"
9690262,f,w,"9520295,9526493,9518899,9526494,9537513","1562500.0,1562500.0,1562500.0,1562500.0,1562500.0","RFA-ES-14-002,RFA-ES-14-002,RFA-ES-14-002,RFA-ES-14-002,RFA-ES-14-002"
8214049,f,w,"8929335,9341983,8929336,8929332,9559435","332500.0,312500.0,332500.0,332500.0,312500.0","RFA-RM-13-019,RFA-RM-13-019,RFA-RM-13-019,RFA-RM-13-019,RFA-RM-13-019"
8125708,f,w,"8376084,8077448,8661773,8662289,8661780","205500.00000000003,210000.0,199500.0,199500.0,199500.0","RFA-HG-09-003,RFA-HG-09-003,RFA-HG-09-003,RFA-HG-09-003,RFA-HG-09-003"
8817231,f,w,"8822807,8822808,8325195,8325208,8325213","1862000.0,1862000.0,1918000.0,1918000.0,1918000.0","RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013"
10401497,f,w,"10684249,10456314,10458886,10459715,10463711","206000.0,214000.0,214000.0,214000.0,214000.0","RFA-CA-20-028,RFA-CA-20-028,RFA-CA-20-028,RFA-CA-20-028,RFA-CA-20-028"
9054704,m,w,"9486451,9903304,9904638,9904639,9904641","1250000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-ES-17-003,RFA-ES-17-003,RFA-ES-17-003,RFA-ES-17-003,RFA-ES-17-003"
8687528,m,w,"8471335,8472661,8471317,8470311,8471334","657600.0,657600.0,657600.0,657600.0,657600.0","RFA-NR-12-006,RFA-NR-12-006,RFA-NR-12-006,RFA-NR-12-006,RFA-NR-12-006"
8135254,m,w,"7907927,7907880,7931343,7931483,7664962","1095000.0,1095000.0,1095000.0,1095000.0,1095000.0","RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030"
7879409,f,w,"7743196,7742819,7840696,7883329,7883557","292000.0,292000.0,292000.0,288000.0,288000.0","RFA-DE-08-005,RFA-DE-08-005,RFA-DE-08-005,RFA-DE-08-005,RFA-DE-08-005"
8501259,m,b,"9100647,9293235,10153664,10153665,10345983","157200.0,150000.0,139200.0,139200.0,139200.0","RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007"
8461585,m,w,"8650450,8651088,8651090,8649932,8651085","199500.0,199500.0,199500.0,199500.0,199500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
8849110,m,w,"9054067,9706068,9267084,9266784,9267075","1310000.0,1230000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
7943017,m,w,"7881408,8298603,8492327,8298183,7694985","360000.0,342500.0,342500.0,342500.0,365000.0","RFA-MH-08-130,RFA-MH-08-130,RFA-MH-08-130,RFA-MH-08-130,RFA-MH-08-130"
8527646,m,w,"8532772,8319387,7730223,7942435,8381845","405000.0,411000.00000000006,438000.0,438000.0,411000.00000000006","RFA-AG-09-008,RFA-AG-09-008,RFA-AG-09-008,RFA-AG-09-008,RFA-AG-09-008"
10375776,m,w,"10401904,10631838,10612403,10375776,10134078","10700000.0,10700000.0,10300000.0,11600000.0,86100.0","RFA-FD-21-028,RFA-FD-21-028,RFA-FD-21-028,RFA-FD-21-028,RFA-FD-20-012"
7795070,m,w,"8851991,8852418,8852388,8852457,8851180","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
10513696,f,w,"10516667,10518585,10517212,10708049,10704763","107000.0,107000.0,107000.0,103000.0,103000.0","RFA-AG-22-027,RFA-AG-22-027,RFA-AG-22-027,RFA-AG-22-027,RFA-AG-22-027"
8698695,m,w,"9550896,9170158,10128359,10128358,10128357","1000000.0,1048000.0,928000.0,928000.0,928000.0","RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011"
9551493,f,w,"10513696,10338361,10672245,10672459,10694173","240750.0,261000.0,231750.0,231750.0,231750.0","RFA-AG-21-021,RFA-AG-21-021,RFA-AG-21-021,RFA-AG-21-021,RFA-AG-21-021"
9110171,f,w,"9085207,9301406,9525226,9539655,9530516","65500.0,62500.0,62500.0,62500.0,62500.0","RFA-AG-14-004,RFA-AG-14-004,RFA-AG-14-004,RFA-AG-14-004,RFA-AG-14-004"
10307483,f,w,"10542343,10307472,10307474,10307481,10307482","515000.0,535000.0,535000.0,535000.0,535000.0","RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001"
10488739,f,w,"9627574,9627275,10441646,9627727,9627418","2000000.0,2000000.0,1856000.0,2000000.0,2000000.0","RFA-CA-17-035,RFA-CA-17-035,RFA-CA-17-035,RFA-CA-17-035,RFA-CA-17-035"
10512955,f,w,"9330189,9144427,8971383,8973019,8970990","187500.0,196500.0,199500.0,199500.0,199500.0","RFA-GM-15-006,RFA-GM-15-006,RFA-GM-15-006,RFA-GM-15-006,RFA-GM-15-006"
8247651,m,w,"7687610,7928986,8446144,7683526,7683454","584000.0,576000.0,1350000.0,1460000.0,1460000.0","RFA-HD-05-040,RFA-HD-05-040,RFA-HD-08-001,RFA-HD-08-001,RFA-HD-08-001"
10471965,m,w,"10261555,9774335,10488764,10488765,10488766","10904000.0,11562000.0,10058000.0,10058000.0,10058000.0","RFA-OD-16-006,RFA-OD-16-006,RFA-OD-16-006,RFA-OD-16-006,RFA-OD-16-006"
10335888,f,w,"9544226,9675288,9683898,9683899,9683900","2187500.0,2152500.0,2152500.0,2152500.0,2152500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
7816653,m,w,"10285670,10289789,10289786,10289785,10470281","464000.0,464000.0,464000.0,464000.0,428000.0","RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002"
10407758,f,w,"10669014,10407756,10407861,10407844,10407843","1030000.0,1070000.0,1070000.0,1070000.0,1070000.0","RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025,RFA-DK-20-025"
9573392,m,a,"8089430,7896673,8305426,7684207,7685462","350000.0,360000.0,342500.0,365000.0,365000.0","RFA-DE-08-006,RFA-DE-08-006,RFA-DE-08-006,RFA-DE-08-006,RFA-DE-08-006"
9784579,f,w,"9569261,10466816,10017049,9851219,10017045","625000.0,535000.0,615000.0,615000.0,615000.0","RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002"
10084624,m,w,"10598770,10598939,10598936,10598374,10598376","824000.0,824000.0,824000.0,824000.0,824000.0","RFA-CA-22-011,RFA-CA-22-011,RFA-CA-22-011,RFA-CA-22-011,RFA-CA-22-011"
9670837,f,w,"10150000,10598518,10600145,10600136,10600122","1160000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
9828770,m,w,"10439334,10612954,10440618,10442288,10625373","321000.0,309000.0,321000.0,321000.0,309000.0","RFA-AI-21-007,RFA-AI-21-007,RFA-AI-21-007,RFA-AI-21-007,RFA-AI-21-007"
9332420,m,a,"10352659,10107358,10176560,10424547,9893161","8560000.0,9280000.0,9280000.0,8560000.0,9840000.0","RFA-HL-20-012,RFA-HL-20-012,RFA-HL-20-012,RFA-HL-20-012,RFA-HL-20-012"
9893788,f,a,"8378484,8377853,8249159,8320322,8300168","1370000.0,1370000.0,1370000.0,1370000.0,1370000.0","RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014,RFA-AI-08-014"
9357644,m,w,"9974348,9357642,9536061,9536064,9737953","1230000.0,1250000.0,1250000.0,1250000.0,1230000.0","RFA-HD-16-009,RFA-HD-16-009,RFA-HD-16-009,RFA-HD-16-009,RFA-HD-16-009"
7936275,m,w,"9903229,10630245,10396550,10398188,10398218","307500.0,257500.0,267500.0,267500.0,267500.0","RFA-AI-18-003,RFA-AI-18-003,RFA-AI-18-003,RFA-AI-18-003,RFA-AI-18-003"
8381495,f,w,"10865202,8255223,8735667,8339892,8339880","1030000.0,420000.0,399000.0,411000.00000000006,411000.00000000006","RFA-HS-23-012,RFA-NR-11-008,RFA-NR-11-008,RFA-NR-11-008,RFA-NR-11-008"
9037143,m,w,"7892992,8294733,8097413,8101888,8089394","360000.0,342500.0,350000.0,350000.0,350000.0","RFA-MH-09-030,RFA-MH-09-030,RFA-MH-09-030,RFA-MH-09-030,RFA-MH-09-030"
8686946,m,w,"8260683,8261299,8261635,8261165,8260783","1534400.0000000002,1534400.0000000002,1534400.0000000002,1534400.0000000002,1534400.0000000002","RFA-LM-11-001,RFA-LM-11-001,RFA-LM-11-001,RFA-LM-11-001,RFA-LM-11-001"
8723293,m,w,"8576089,8576073,8723293,8723288,8723289","1120500.0,1120500.0,1103900.0,1103900.0,1103900.0","RFA-HL-13-014,RFA-HL-13-014,RFA-HL-13-014,RFA-HL-13-014,RFA-HL-13-014"
7847547,m,h,"8005977,7683921,7613514,7618247,7694362","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033"
9336274,m,w,"10084557,10652371,10691312,10691309,10691307","984000.0,824000.0,824000.0,824000.0,824000.0","RFA-CA-20-001,RFA-CA-20-001,RFA-CA-20-001,RFA-CA-20-001,RFA-CA-20-001"
9706095,m,w,"9706079,9706072,9266789,9266786,9267086","1230000.0,1230000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
9476269,m,w,"9812105,10470432,9975112,10483185,9347029","799500.0,754000.0,799500.0,695500.0,655000.0","RFA-RM-18-027,RFA-RM-18-027,RFA-RM-18-027,RFA-RM-18-027,RFA-RM-14-015"
10005238,m,w,"9985275,10242645,10242649,10251041,10251044","984000.0,928000.0,928000.0,928000.0,928000.0","RFA-CA-17-003,RFA-CA-17-003,RFA-CA-17-003,RFA-CA-17-003,RFA-CA-17-003"
8722523,m,a,"8653953,8461691,8655532,8653556,8189772","665000.0,675000.0,665000.0,665000.0,700000.0","RFA-DA-11-001,RFA-DA-11-001,RFA-DA-11-001,RFA-DA-11-001,RFA-DA-11-001"
10415883,f,a,"10450438,10598632,10594571,10594564,10574136","535000.0,515000.0,515000.0,515000.0,515000.0","RFA-OD-21-002,RFA-OD-21-002,RFA-OD-21-002,RFA-OD-21-002,RFA-OD-21-002"
