APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-xx_r_wi,APPVAL_RECS_bert-xx_r_wi,FOA_RECS_bert-xx_r_wi
8520046,m,w,"9206767,9707600,9345790,9492381,9501559","917000.0,861000.0,875000.0,875000.0,875000.0","RFA-HD-16-017,RFA-HD-16-017,RFA-HD-16-017,RFA-HD-16-017,RFA-HD-16-017"
9332366,f,w,"9529867,9548217,9548214,9733435,9733443","281250.0,281250.0,281250.0,281250.0,281250.0","RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012"
8920545,m,w,"9132205,8627986,8717635,8717634,8729479","327500.0,337500.0,332500.0,332500.0,332500.0","RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003"
10013563,m,w,"10017222,10219251,9831503,9831424,10219955","246000.0,232000.0,246000.0,615000.0,580000.0","RFA-AG-19-023,RFA-AG-19-023,RFA-AG-19-023,RFA-AG-19-022,RFA-AG-19-022"
7778742,m,w,"8575382,8892210,8867882,8867258,8887351","168750.0,166250.0,166250.0,166250.0,166250.0","RFA-GM-13-010,RFA-GM-13-010,RFA-GM-13-010,RFA-GM-13-010,RFA-GM-13-010"
8849042,m,w,"9066557,9480677,9462776,9462796,9462700","1310000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
8879187,f,b,"9323560,9319794,9144844,9145766,9565173","312500.0,312500.0,327500.0,327500.0,312500.0","RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024"
9612492,m,w,"9318371,9534468,9534477,9534476,9534469","250000.0,250000.0,250000.0,250000.0,250000.0","RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003"
7903428,f,w,"7903428,8132418,8132421,7757815,7903427","1781200.0,1756800.0,1708000.0,1781200.0,1781200.0","RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002"
8920695,m,h,"8382628,8538772,8027518,8027520,8034131","2055000.0,2055000.0,2160000.0,2160000.0,2160000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
10245896,m,a,"8336846,8189006,8332244,8338848,8326059","1027500.0,1050000.0,1027500.0,274000.0,274000.0","RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-001,RFA-CA-10-001"
7573426,m,w,"8396376,8893847,8586256,8598467,8410576","337500.0,332500.0,332500.0,332500.0,337500.0","RFA-DC-11-001,RFA-DC-11-001,RFA-DC-11-001,RFA-DC-11-001,RFA-DC-11-001"
7656696,m,h,"10630618,10701083,8662788,8664917,8894597","133750.0,128750.0,332500.0,332500.0,332500.0","RFA-LM-22-001,RFA-LM-22-001,RFA-LM-11-002,RFA-LM-11-002,RFA-LM-11-002"
8376563,m,w,"9376270,9376249,8122854,8125905,8519060","281250.0,281250.0,910000.0,910000.0,540000.0","RFA-AR-17-005,RFA-AR-17-005,RFA-AR-11-004,RFA-AR-11-004,RFA-AR-08-002"
9100656,m,h,"10356645,10202410,9543960,9747678,9731412","869999.9999999999,869999.9999999999,937500.0,922500.0,922500.0","RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047"
9067860,m,w,"8307313,8289419,8850986,8854195,8145432","2466000.0,2466000.0,2394000.0,2394000.0,2520000.0","RFA-CA-10-010,RFA-CA-10-010,RFA-CA-10-010,RFA-CA-10-010,RFA-CA-10-010"
10439933,f,w,"10410374,10154294,10173111,10173994,10178968","214000.0,232000.0,232000.0,232000.0,232000.0","RFA-CA-20-005,RFA-CA-20-005,RFA-CA-20-005,RFA-CA-20-005,RFA-CA-20-005"
9893850,f,w,"10318902,10684278,10474478,10491098,10541061","580000.0,515000.0,535000.0,535000.0,535000.0","RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046"
9852507,f,w,"9658129,10038590,9657864,9658384,9783884","437500.0,430500.0,437500.0,437500.0,430500.0","RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004"
7750586,m,w,"9525284,9564864,9762886,9743693,9393866","625000.0,625000.0,615000.0,615000.0,625000.0","RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038"
9752514,m,w,"8726385,8726384,8912150,8434054,8912162","997500.0,997500.0,997500.0,1027500.0,997500.0","RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008"
9547256,m,w,"8317544,9087856,9130492,8292196,8380343","1507000.0000000002,1463000.0,1463000.0,1507000.0000000002,1507000.0000000002","RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041"
10691911,m,w,"10704363,10704276,10704364,10704365,10704366","515000.0,515000.0,515000.0,515000.0,515000.0","RFA-AR-23-002,RFA-AR-23-002,RFA-AR-23-002,RFA-AR-23-002,RFA-AR-23-002"
9989552,m,w,"10305567,10694181,10696183,10696181,10695224","348000.0,309000.0,309000.0,309000.0,309000.0","RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047"
8365163,m,w,"7961845,7920763,7961832,7941329,7919757","6935000.0,6935000.0,6935000.0,6935000.0,6935000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
7905197,m,w,"7932237,8144397,7930608,7930607,7694268","1728000.0,1728000.0,1752000.0,1752000.0,1752000.0","RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007"
9533996,f,w,"9605055,8552185,9828042,9187857,8782594","6436999.59,6960332.890000001,6436999.59,6541666.25,6960332.890000001","RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008,RFA-AI-12-008"
8056801,f,w,"7900589,7640777,7805577,7918923,7661516","288000.0,292000.0,288000.0,288000.0,292000.0","RFA-AI-05-042,RFA-AI-05-042,RFA-AI-05-042,RFA-AI-05-042,RFA-AI-05-042"
9475082,f,w,"10294555,10293808,9362809,9767101,9537490","290000.0,290000.0,937500.0,922500.0,937500.0","RFA-CA-20-044,RFA-CA-20-044,RFA-CA-16-014,RFA-CA-16-014,RFA-CA-16-014"
7797602,f,b,"7884853,7884725,7883974,7883988,7882229","182500.0,182500.0,182500.0,182500.0,182500.0","RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008"
8691551,m,w,"8415993,8415605,8415611,8414453,8415616","164400.0,164400.0,164400.0,164400.0,164400.0","RFA-HS-12-002,RFA-HS-12-002,RFA-HS-12-002,RFA-HS-12-002,RFA-HS-12-002"
7658237,m,w,"9646359,10070100,9394797,9832193,10129530","61500.0,57999.99999999999,62500.0,61500.0,61500.0","RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011"
8375469,f,w,"8301986,9041508,8841436,8478039,8471053","411000.00000000006,393000.0,399000.0,405000.0,405000.0","RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024"
9900325,f,h,"9831503,10219251,10017222,10421390,9831424","246000.0,232000.0,246000.0,535000.0,615000.0","RFA-AG-19-023,RFA-AG-19-023,RFA-AG-19-023,RFA-AG-19-022,RFA-AG-19-022"
8659423,m,w,"8904013,8599113,8598612,8728858,8728236","266000.0,270000.0,270000.0,266000.0,266000.0","RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007"
9978601,m,w,"10340783,10687248,10493382,10087183,10458695","901320.0,800310.0,831390.0,184500.0,160500.0","RFA-AG-21-027,RFA-AG-21-027,RFA-AG-21-027,RFA-AG-20-031,RFA-AG-20-031"
8399839,m,w,"8548320,8730638,8926143,8916682,8916681","1012500.0,997500.0,997500.0,997500.0,997500.0","RFA-DK-11-009,RFA-DK-11-009,RFA-DK-11-009,RFA-DK-11-009,RFA-DK-11-009"
9565766,m,w,"10355531,10355532,9948263,9955598,9962092","802500.0,802500.0,922500.0,922500.0,922500.0","RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007"
9317706,f,w,"10579863,10134232,10113525,10113529,10113531","154500.0,174000.0,174000.0,174000.0,174000.0","RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040"
9514768,f,w,"8492001,8182814,8676615,8676618,8183661","472500.00000000006,490000.0,465500.0,465500.0,490000.0","RFA-AG-11-003,RFA-AG-11-003,RFA-AG-11-003,RFA-AG-11-003,RFA-AG-11-003"
9550778,m,b,"7641128,7808848,8065503,7808807,7795130","365000.0,360000.0,350000.0,360000.0,360000.0","RFA-CA-07-046,RFA-CA-07-046,RFA-CA-07-046,RFA-CA-07-046,RFA-CA-07-046"
8066691,m,h,"9559675,9560835,9566019,9536803,9557050","250000.0,250000.0,250000.0,250000.0,250000.0","RFA-EY-17-001,RFA-EY-17-001,RFA-EY-17-001,RFA-EY-17-001,RFA-EY-17-001"
9414391,m,w,"10150811,10147840,9788258,9672786,10388131","580000.0,580000.0,615000.0,625000.0,535000.0","RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027"
9608711,m,w,"8400641,8720745,8550036,8401990,8720744","1335750.0,1296750.0,1316250.0,1335750.0,1296750.0","RFA-HL-12-037,RFA-HL-12-037,RFA-HL-12-037,RFA-HL-12-037,RFA-HL-12-037"
10404437,m,w,"10463725,10236872,10663986,10676779,10676780","535000.0,580000.0,515000.0,515000.0,515000.0","RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003"
9522003,m,w,"9756482,9528695,9756479,9355719,9357407","615000.0,625000.0,615000.0,625000.0,625000.0","RFA-NS-16-021,RFA-NS-16-021,RFA-NS-16-021,RFA-NS-16-021,RFA-NS-16-021"
9263859,f,w,"9514748,9266788,9514729,9514749,9514735","1250000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
10525192,f,w,"10304516,10300626,10178968,10173994,10173111","232000.0,232000.0,232000.0,232000.0,232000.0","RFA-CA-20-005,RFA-CA-20-005,RFA-CA-20-005,RFA-CA-20-005,RFA-CA-20-005"
8790574,m,h,"8521356,8521355,8308466,8308465,7797129","708750.0,708750.0,719250.0,719250.0,766500.0","RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006"
9644048,f,a,"10150302,9874247,9787503,9674154,10238128","615000.0,615000.0,615000.0,615000.0,580000.0","RFA-DK-17-038,RFA-DK-17-038,RFA-DK-17-038,RFA-DK-17-038,RFA-DK-17-038"
8461242,f,w,"8867258,8575280,8910764,8892210,9268688","166250.0,168750.0,166250.0,166250.0,166250.0","RFA-GM-13-010,RFA-GM-13-010,RFA-GM-13-010,RFA-GM-13-010,RFA-GM-13-010"
9085450,m,w,"10744965,8550171,8338822,9308007,8539105","1339000.0,2397500.0,2397500.0,2187500.0,2362500.0","RFA-NS-22-030,RFA-NS-11-009,RFA-NS-11-009,RFA-NS-11-009,RFA-NS-11-009"
7941872,m,w,"8145493,8154990,8534049,8339429,8333396","420000.0,420000.0,405000.0,411000.00000000006,411000.00000000006","RFA-CA-10-004,RFA-CA-10-004,RFA-CA-10-004,RFA-CA-10-004,RFA-CA-10-004"
8894056,m,w,"9303419,9307934,9116910,9320330,9071599","625000.0,625000.0,655000.0,655000.0,655000.0","RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013"
9052094,f,w,"8331123,8883732,9120433,9120434,9091654","685000.0,665000.0,655000.0,655000.0,655000.0","RFA-NS-12-003,RFA-NS-12-003,RFA-NS-12-003,RFA-NS-12-003,RFA-NS-12-003"
9985190,m,b,"9823548,9823598,10013122,9821890,9986687","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025"
9352740,m,w,"10340783,10687248,10493382,10087183,10458695","901320.0,800310.0,831390.0,184500.0,160500.0","RFA-AG-21-027,RFA-AG-21-027,RFA-AG-21-027,RFA-AG-20-031,RFA-AG-20-031"
8690906,m,w,"7932410,8119429,8132417,8132418,8132419","1781200.0,1756800.0,1756800.0,1756800.0,1756800.0","RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002"
9557571,f,w,"9554964,10214647,10261372,10261371,10261370","625000.0,580000.0,580000.0,580000.0,580000.0","RFA-HD-17-007,RFA-HD-17-007,RFA-HD-17-007,RFA-HD-17-007,RFA-HD-17-007"
8377944,m,w,"8136500,8079051,7640704,7582243,7673872","350000.0,350000.0,365000.0,365000.0,365000.0","RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001"
7856355,f,w,"7692847,7940246,7896620,7660795,7586435","292000.0,292000.0,288000.0,292000.0,292000.0","RFA-CA-08-007,RFA-CA-08-007,RFA-CA-08-007,RFA-CA-08-007,RFA-CA-08-007"
8284352,m,h,"9830090,10059279,10079659,9161256,9156742","922500.0,869999.9999999999,922500.0,937500.0,937500.0","RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001"
7764313,f,w,"8133005,7764319,8525329,8525332,8519216","489600.0,496400.0,459000.00000000006,459000.00000000006,459000.00000000006","RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
10499403,m,w,"9889116,9259935,9341211,9259937,9339675","184500.0,187500.0,187500.0,187500.0,187500.0","RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002"
8337273,m,w,"7656760,8468331,7656766,8067056,8121471","51100.0,47950.00000000001,51100.0,49000.0,49000.0","RFA-HD-06-018,RFA-HD-06-018,RFA-HD-06-018,RFA-HD-06-018,RFA-HD-06-018"
8707989,f,w,"10410374,10421358,10304516,10300626,10178968","214000.0,214000.0,232000.0,232000.0,232000.0","RFA-CA-20-005,RFA-CA-20-005,RFA-CA-20-005,RFA-CA-20-005,RFA-CA-20-005"
8231456,m,h,"8853001,8852809,8852336,8853116,8851806","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
8642228,m,w,"9338197,9162164,9537482,9537423,9976120","625000.0,655000.0,625000.0,625000.0,615000.0","RFA-CA-15-011,RFA-CA-15-011,RFA-CA-15-011,RFA-CA-15-011,RFA-CA-15-011"
9096099,f,w,"7899803,7922062,7918130,7918129,7918128","1095000.0,1095000.0,1095000.0,1095000.0,1095000.0","RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003"
9207637,f,w,"10037510,10683990,10491121,10491124,10491131","984000.0,824000.0,856000.0,856000.0,856000.0","RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034"
8440888,m,w,"8458092,7650831,7624798,7624797,7624796","1350000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-AG-09-001,RFA-AG-09-001,RFA-AG-09-001,RFA-AG-09-001,RFA-AG-09-001"
10065441,m,w,"9105753,9323489,9757795,9563295,8990689","1441000.0,1375000.0,1353000.0,1375000.0,1463000.0","RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027"
10622128,f,w,"10369638,9927601,10152525,9788281,9591641","267500.0,307500.0,290000.0,307500.0,312500.0","RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031"
9815293,f,w,"10228509,10469319,10441432,10228319,8874245","928000.0,856000.0,856000.0,928000.0,1330000.0","RFA-HG-20-037,RFA-HG-20-037,RFA-HG-20-037,RFA-HG-20-037,RFA-HG-13-004"
10003455,m,w,"9051168,9150569,9849351,10221392,10225151","266000.0,262000.0,307500.0,307500.0,307500.0","RFA-RM-15-002,RFA-RM-15-002,RFA-RM-17-010,RFA-RM-17-010,RFA-RM-17-010"
10700012,m,a,"7691828,7691831,8064565,8064557,8064562","365000.0,365000.0,360000.0,360000.0,360000.0","RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040"
9546849,m,w,"9894581,9869524,10588504,10662567,10695086","492000.0,369000.0,321000.0,309000.0,309000.0","RFA-AT-19-007,RFA-AT-19-006,RFA-AT-19-006,RFA-AT-19-006,RFA-AT-19-006"
10406901,f,w,"8792948,9119054,9317526,9536880,8930466","199500.0,196500.0,187500.0,187500.0,199500.0","RFA-HL-14-020,RFA-HL-14-020,RFA-HL-14-020,RFA-HL-14-020,RFA-HL-14-020"
8210201,m,w,"8697158,9090182,8564334,8563631,9316738","1064000.0,1048000.0,1080000.0,1080000.0,1000000.0","RFA-NS-13-003,RFA-NS-13-003,RFA-NS-13-003,RFA-NS-13-003,RFA-NS-13-003"
10155547,m,w,"10212847,10426143,10212851,10212850,10212849","2610000.0,2407500.0,2610000.0,2610000.0,2610000.0","RFA-AG-18-012,RFA-AG-18-012,RFA-AG-18-012,RFA-AG-18-012,RFA-AG-18-012"
10380652,f,w,"9340059,9339461,9337320,9264744,9264346","250000.0,250000.0,250000.0,262000.0,262000.0","RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009"
8328121,m,w,"10727983,10725869,10728179,10711291,10724152","103000.0,103000.0,103000.0,103000.0,103000.0","RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030"
9728688,f,w,"10597146,9731078,9729353,9729352,9729350","77250.0,92250.0,92250.0,92250.0,92250.0","RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004,RFA-AI-18-004"
9762768,f,a,"10057082,9569726,9568823,9429358,9430880","615000.0,62500.0,62500.0,62500.0,62500.0","RFA-NS-20-005,RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016"
10366039,m,w,"10087865,10449341,9841903,9846198,9970405","869999.9999999999,802500.0,922500.0,922500.0,922500.0","RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081"
8525585,m,w,"10001323,10005291,9210974,9353344,9763504","405900.0,405900.0,432300.0,412500.0,405900.0","RFA-CA-15-020,RFA-CA-15-020,RFA-CA-15-020,RFA-CA-15-020,RFA-CA-15-020"
9149219,m,w,"10250550,10251338,10455057,10455589,10456145","812000.0,812000.0,749000.0,749000.0,749000.0","RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004"
9546829,f,w,"9384724,9555026,10219339,9957191,9723180","335625.0,335625.0,311460.0,330255.0,330255.0","RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014"
10578760,m,w,"9450465,9668995,9870863,9890987,9897616","437500.0,430500.0,430500.0,430500.0,430500.0","RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005"
7942235,m,w,"10240000,10669140,10455675,10455676,10455679","928000.0,824000.0,856000.0,856000.0,856000.0","RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009"
10707158,m,w,"9745503,9766283,9551573,9535089,9532753","861000.0,861000.0,875000.0,875000.0,875000.0","RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006"
7919773,m,w,"10669710,10267034,10455006,10468327,10265521","1030000.0,1160000.0,1070000.0,1070000.0,1160000.0","RFA-TR-20-001,RFA-TR-20-001,RFA-TR-20-001,RFA-TR-20-001,RFA-TR-20-001"
8527695,f,w,"9729357,10144821,10671509,10671511,10671514","1845000.0,1739999.9999999998,1545000.0,1545000.0,1545000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
10351931,f,w,"8548341,8659435,8263077,8262932,8263074","2430000.0,2394000.0,2466000.0,2466000.0,2466000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
8119685,m,a,"8308466,7797129,7938709,7936895,8308465","719250.0,766500.0,756000.0,756000.0,719250.0","RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006"
8492194,m,w,"8207937,8492194,8829934,8788563,8261666","256875.00000000003,253125.00000000003,249375.0,249375.0,256875.00000000003","RFA-RR-10-002,RFA-RR-10-002,RFA-RR-10-002,RFA-RR-10-002,RFA-RR-10-002"
8666752,m,w,"10220028,10057238,10055884,10055883,10055882","812000.0,861000.0,861000.0,861000.0,861000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
7714604,m,w,"9316364,9472952,10428680,9171847,9536875","1250000.0,1250000.0,428000.0,917000.0,875000.0","RFA-HG-15-039,RFA-HG-15-039,RFA-HG-21-008,RFA-HG-15-032,RFA-HG-15-032"
9854274,m,a,"8033503,8031017,8032864,8033020,8033641","191999.52,191999.52,191999.52,191999.52,191999.52","RFA-OD-10-003,RFA-OD-10-003,RFA-OD-10-003,RFA-OD-10-003,RFA-OD-10-003"
7637402,f,w,"9575666,10630048,10196932,9918850,9922858","937500.0,772500.0,802500.0,922500.0,922500.0","RFA-AI-17-014,RFA-AI-17-014,RFA-AI-17-014,RFA-AI-17-014,RFA-AI-17-014"
9193285,m,w,"9402662,9380976,9402661,9606101,9606100","500000.0,500000.0,500000.0,492000.0,492000.0","RFA-NS-14-013,RFA-NS-14-013,RFA-NS-14-013,RFA-NS-14-013,RFA-NS-14-013"
8543632,f,w,"8710281,8337692,8508325,8541855,8541057","665000.0,685000.0,675000.0,675000.0,675000.0","RFA-RM-10-008,RFA-RM-10-008,RFA-RM-10-008,RFA-RM-10-008,RFA-RM-10-008"
9699505,m,w,"10138971,9577408,10393529,9918850,9922858","869999.9999999999,937500.0,802500.0,922500.0,922500.0","RFA-AI-17-014,RFA-AI-17-014,RFA-AI-17-014,RFA-AI-17-014,RFA-AI-17-014"
10160883,f,w,"9994921,9562067,9354443,9344615,9354452","307500.0,312500.0,312500.0,312500.0,312500.0","RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003,RFA-DK-15-003"
8851574,m,w,"8840569,8501913,8840564,8840568,8840570","199500.0,202500.0,199500.0,199500.0,199500.0","RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004"
9717295,m,w,"9055902,9485396,9148202,9136863,9148194","266000.0,250000.0,262000.0,262000.0,262000.0","RFA-EY-15-001,RFA-EY-15-001,RFA-EY-15-001,RFA-EY-15-001,RFA-EY-15-001"
8538309,m,a,"7692438,7862496,8005498,7795088,7798156","730000.0,720000.0,720000.0,720000.0,720000.0","RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006"
8663557,m,h,"10045655,10437469,10213480,10437534,9789242","307500.0,267500.0,290000.0,267500.0,522750.0","RFA-CA-19-053,RFA-CA-19-049,RFA-CA-19-049,RFA-CA-19-049,RFA-CA-17-052"
8659452,m,w,"8913590,8618291,8620435,8617527,8620470","997500.0,303750.0,303750.0,303750.0,303750.0","RFA-ES-14-005,RFA-ES-13-003,RFA-ES-13-003,RFA-ES-13-003,RFA-ES-13-003"
8499148,f,w,"9459844,9869164,9108588,9252374,9240573","437500.0,430500.0,458500.0,437500.0,437500.0","RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005"
10201577,m,a,"10412106,10411979,10634669,10634645,10632146","856000.0,856000.0,824000.0,824000.0,824000.0","RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501"
10090965,f,h,"10091650,10646448,10265515,10436348,10432077","307500.0,257500.0,290000.0,267500.0,267500.0","RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036"
9350668,f,a,"10837481,10837461,8679838,8679822,8928229","412000.0,412000.0,332500.0,332500.0,332500.0","RFA-FD-23-028,RFA-FD-23-028,RFA-RM-13-003,RFA-RM-13-003,RFA-RM-13-003"
9109284,m,w,"9334602,9110357,9771087,9135238,9135242","937500.0,997500.0,937500.0,982500.0,982500.0","RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021"
10242081,m,w,"9214259,9402658,10023938,10024067,9859231","281250.0,281250.0,246000.0,246000.0,246000.0","RFA-MH-17-205,RFA-MH-17-205,RFA-MH-19-121,RFA-MH-19-121,RFA-MH-19-121"
7942791,m,w,"10369638,9927601,10152525,9788281,9591641","267500.0,307500.0,290000.0,307500.0,312500.0","RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031,RFA-CA-17-031"
9969469,m,h,"7581016,7533499,7770893,7748978,7871430","182500.0,182500.0,180000.0,180000.0,180000.0","RFA-RR-06-004,RFA-RR-06-004,RFA-RR-06-004,RFA-RR-06-004,RFA-RR-06-004"
7626596,m,w,"8358264,8727801,8355924,8355616,8355324","411000.00000000006,411000.00000000006,411000.00000000006,411000.00000000006,411000.00000000006","RFA-RM-11-005,RFA-RM-11-005,RFA-RM-11-005,RFA-RM-11-005,RFA-RM-11-005"
10134824,f,w,"10044533,10263341,10472697,10472698,10472703","984000.0,928000.0,856000.0,856000.0,856000.0","RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034"
9813755,m,a,"7930575,7930530,8284912,8137215,7807595","1440000.0,1440000.0,1400000.0,1400000.0,1460000.0","RFA-DK-09-001,RFA-DK-09-001,RFA-DK-09-001,RFA-DK-09-001,RFA-DK-09-001"
7924597,m,w,"7666251,7849341,8536992,7924597,7900507","365000.0,365000.0,360000.0,360000.0,360000.0","RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004"
7937028,m,w,"10696152,10479040,10320527,10320642,10320714","386250.0,401250.0,435000.0,435000.0,435000.0","RFA-AT-21-003,RFA-AT-21-003,RFA-AT-21-003,RFA-AT-21-003,RFA-AT-21-003"
10221177,f,w,"8150381,8074721,8680048,8294891,8509531","280000.0,288000.0,665000.0,685000.0,675000.0","RFA-NR-10-007,RFA-NR-10-007,RFA-NR-10-006,RFA-NR-10-006,RFA-NR-10-006"
9998690,f,w,"10240003,10678894,10454194,10454197,10455675","928000.0,824000.0,856000.0,856000.0,856000.0","RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009"
