APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_spanbert_r_wi,APPVAL_RECS_spanbert_r_wi,FOA_RECS_spanbert_r_wi
9533890,m,w,"8502189,8698805,8818109,8137463,8138083","540000.0,532000.0,532000.0,560000.0,560000.0","RFA-HL-11-005,RFA-HL-11-005,RFA-HL-11-005,RFA-HL-11-005,RFA-HL-11-005"
8037941,m,a,"8711069,8289409,8504991,8504992,8504993","1995000.0,2055000.0,2025000.0,2025000.0,2025000.0","RFA-CA-10-006,RFA-CA-10-006,RFA-CA-10-006,RFA-CA-10-006,RFA-CA-10-006"
10631873,m,h,"10009336,10007281,9999583,10002240,9615376","307500.0,307500.0,307500.0,307500.0,312500.0","RFA-EB-17-005,RFA-EB-17-005,RFA-EB-17-005,RFA-EB-17-005,RFA-EB-17-005"
10085601,m,w,"10451565,10454197,10686095,10686085,10451566","856000.0,856000.0,824000.0,824000.0,856000.0","RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009,RFA-HD-21-009"
9355686,m,w,"10426316,10085944,10633160,10661668,10661696","856000.0,984000.0,824000.0,824000.0,824000.0","RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016"
8899539,m,w,"10219251,10017222,9831503,8814559,9591339","232000.0,246000.0,246000.0,631750.0,584250.0","RFA-AG-19-023,RFA-AG-19-023,RFA-AG-19-023,RFA-ES-13-014,RFA-ES-13-014"
7773862,m,h,"9759771,9607832,9606262,9606201,9607756","246000.0,250000.0,250000.0,250000.0,250000.0","RFA-RM-17-028,RFA-RM-17-028,RFA-RM-17-028,RFA-RM-17-028,RFA-RM-17-028"
9728689,m,w,"10625690,10625692,10625689,10625688,10625686","1030000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-AI-22-001,RFA-AI-22-001,RFA-AI-22-001,RFA-AI-22-001,RFA-AI-22-001"
8160643,m,a,"10709532,10708013,10498020,10498726,10498859","515000.0,515000.0,535000.0,535000.0,535000.0","RFA-HG-21-001,RFA-HG-21-001,RFA-HG-21-001,RFA-HG-21-001,RFA-HG-21-001"
9118997,m,w,"10058994,10654778,10634606,10636644,10640195","861000.0,721000.0,721000.0,721000.0,721000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
8910705,m,w,"7761262,7847080,8115467,8118649,8105727","288000.0,292000.0,288000.0,288000.0,288000.0","RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006,RFA-ES-06-006"
8397669,m,b,"8595325,8036992,8436275,8423800,8036074","89110.0,93800.0,90450.0,90450.0,93800.0","RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006"
7819610,m,w,"8731796,8909002,8655452,8655958,8657343","299250.0,299250.0,303750.0,303750.0,303750.0","RFA-DA-13-013,RFA-DA-13-013,RFA-DA-13-013,RFA-DA-13-013,RFA-DA-13-013"
10136373,m,w,"9393866,9394525,10205411,10223169,9525284","625000.0,625000.0,615000.0,580000.0,625000.0","RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038"
9276839,m,w,"10667181,7886194,7843094,7677500,7684281","309000.0,730000.0,730000.0,511000.0,511000.0","RFA-RM-22-014,RFA-GM-06-001,RFA-GM-06-001,RFA-HG-07-029,RFA-HG-07-029"
7905553,m,w,"9142825,9335976,9141667,9142862,9142682","327500.0,312500.0,327500.0,327500.0,327500.0","RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003"
9205193,m,w,"10698166,10673857,10515569,10515457,10509428","513970.0,513970.0,533930.0,533930.0,533930.0","RFA-NS-22-006,RFA-NS-22-006,RFA-NS-22-006,RFA-NS-22-006,RFA-NS-22-006"
8516963,m,w,"7900897,8316181,7900938,7903201,8102973","2016000.0,1918000.0,2016000.0,2016000.0,1960000.0","RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007,RFA-HL-09-007"
7910673,f,w,"8660270,8660269,8471639,8471645,8079550","1596000.0,1596000.0,1620000.0,1620000.0,1680000.0","RFA-AI-08-057,RFA-AI-08-057,RFA-AI-08-057,RFA-AI-08-057,RFA-AI-08-057"
9999951,m,w,"8336846,8189006,8332244,10709532,10498726","1027500.0,1050000.0,1027500.0,515000.0,535000.0","RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-013,RFA-HG-21-001,RFA-HG-21-001"
8437252,f,a,"10202410,9357870,9950980,9965720,9978692","869999.9999999999,937500.0,922500.0,922500.0,922500.0","RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047"
8132830,m,w,"9822162,10231198,9433483,9618893,9605303","430500.0,406000.0,437500.0,430500.0,430500.0","RFA-NS-17-002,RFA-NS-18-006,RFA-NS-17-002,RFA-NS-17-002,RFA-NS-17-002"
9686546,f,w,"9737153,9914197,9735601,9899185,9902303","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002"
8308480,m,w,"7826703,8360595,8360597,8360598,8097291","288000.0,280000.0,280000.0,280000.0,280000.0","RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001"
9932374,m,w,"7759549,7759425,7759706,7759069,7892935","584000.0,584000.0,584000.0,584000.0,576000.0","RFA-MH-09-120,RFA-MH-09-120,RFA-MH-09-120,RFA-MH-09-120,RFA-MH-09-120"
9125784,m,a,"8332244,8336846,8189006,7623951,7692257","1027500.0,1027500.0,1050000.0,292000.0,292000.0","RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-013,RFA-CA-07-033,RFA-CA-07-033"
7687685,f,a,"10264945,10112706,10017208,10112090,9877227","174000.0,184500.0,184500.0,184500.0,184500.0","RFA-DK-17-018,RFA-DK-17-018,RFA-DK-17-018,RFA-DK-17-018,RFA-DK-17-018"
8724857,m,w,"8815431,7687233,8825205,8033582,8037252","93100.0,102200.0,93100.0,100800.0,100800.0","RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001,RFA-NS-09-001"
8425082,m,h,"10488978,10263699,10263653,10263628,10488972","267500.0,290000.0,290000.0,290000.0,267500.0","RFA-EB-20-002,RFA-EB-20-002,RFA-EB-20-002,RFA-EB-20-002,RFA-EB-20-002"
10465271,m,h,"9323755,9733123,9989770,9989766,9989762","1250000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028"
9332664,m,w,"8890015,8423706,8515878,8515873,8529401","6783000.0,6885000.0,6885000.0,6885000.0,6885000.0","RFA-AA-11-006,RFA-AA-11-006,RFA-AA-11-006,RFA-AA-11-006,RFA-AA-11-006"
9250815,m,w,"10459630,10328173,10328020,10327920,10686097","240750.0,261000.0,261000.0,261000.0,231750.0","RFA-MH-21-150,RFA-MH-21-150,RFA-MH-21-150,RFA-MH-21-150,RFA-MH-21-150"
8458494,m,w,"9505777,9706898,9706895,9706894,9706893","2412500.0,2373900.0,2373900.0,2373900.0,2373900.0","RFA-HD-16-035,RFA-HD-16-035,RFA-HD-16-035,RFA-HD-16-035,RFA-HD-16-035"
9605038,m,w,"8451683,8474135,8889668,8889671,8889669","1012500.0,1012500.0,997500.0,997500.0,997500.0","RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022,RFA-DK-11-022"
9067247,m,w,"10248347,10248346,10021457,10197166,10197167","1160000.0,1160000.0,1230000.0,1160000.0,1160000.0","RFA-AR-18-001,RFA-AR-18-001,RFA-AR-18-001,RFA-AR-18-001,RFA-AR-18-001"
8462049,f,w,"9103992,9546412,9137623,9137625,9137626","199500.0,187500.0,196500.0,196500.0,196500.0","RFA-FD-15-023,RFA-FD-15-023,RFA-FD-15-023,RFA-FD-15-023,RFA-FD-15-023"
7677676,m,h,"9770847,9705957,9985371,9987210,10128522","307500.0,312500.0,492000.0,492000.0,464000.0","RFA-FD-18-017,RFA-FD-18-017,RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020"
8662246,f,w,"8794452,9274351,9462188,9910430,10357581","262000.0,250000.0,250000.0,492000.0,428000.0","RFA-HL-13-022,RFA-HL-13-022,RFA-HL-13-022,RFA-HL-19-009,RFA-HL-19-009"
7878744,m,w,"9339517,9340059,9265633,9265281,9264346","250000.0,250000.0,262000.0,262000.0,262000.0","RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009"
7856109,m,w,"8052770,8052773,8054181,8054182,8054183","1080000.0,1080000.0,1080000.0,1080000.0,1080000.0","RFA-DK-04-020,RFA-DK-04-020,RFA-DK-04-020,RFA-DK-04-020,RFA-DK-04-020"
7905771,m,w,"7901589,7499110,7905771,7835730,7901595","180000.0,182500.0,180000.0,180000.0,180000.0","RFA-TW-08-001,RFA-TW-08-001,RFA-TW-08-001,RFA-TW-08-001,RFA-TW-08-001"
8508802,m,w,"10655239,10655674,10359831,10821572,10206685","515000.0,515000.0,321000.0,309000.0,348000.0","RFA-AI-22-020,RFA-AI-22-020,RFA-AI-20-003,RFA-AI-20-003,RFA-AI-20-003"
9728367,m,w,"8179247,8280312,8675946,8269630,8320145","560000.0,548000.0,532000.0,548000.0,548000.0","RFA-MH-11-050,RFA-MH-11-050,RFA-MH-11-050,RFA-MH-11-050,RFA-MH-11-050"
9370388,m,w,"9401128,9401321,9401783,9401936,10361499","937500.0,937500.0,937500.0,937500.0,802500.0","RFA-TR-16-017,RFA-TR-16-017,RFA-TR-16-017,RFA-TR-16-017,RFA-TR-16-017"
10063779,m,b,"8065761,8547629,8548290,8150388,8150412","180000.0,168750.0,168750.0,175000.0,175000.0","RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503"
9533675,f,b,"9743834,9225112,9925574,9225145,8464235","922500.0,982500.0,922500.0,982500.0,202500.0","RFA-HL-15-030,RFA-HL-15-030,RFA-HL-15-030,RFA-HL-15-030,RFA-HL-12-008"
9547566,m,w,"10684235,10684298,10688078,10534906,10534651","175100.0,175100.0,175100.0,181900.0,181900.0","RFA-HD-22-021,RFA-HD-22-021,RFA-HD-22-021,RFA-HD-22-021,RFA-HD-22-021"
9291486,m,w,"8141265,8126357,7684808,7938906,7938904","1440000.0,1440000.0,1460000.0,1460000.0,1460000.0","RFA-NS-08-002,RFA-NS-08-002,RFA-NS-08-002,RFA-NS-08-002,RFA-NS-08-002"
8681331,m,w,"9609262,9975693,10458119,10423663,9748426","625000.0,615000.0,535000.0,580000.0,615000.0","RFA-AI-17-013,RFA-AI-17-013,RFA-AI-17-013,RFA-AI-17-013,RFA-AI-17-013"
8535754,m,h,"8105124,7892950,7675307,7664608,7889020","700000.0,720000.0,730000.0,730000.0,730000.0","RFA-RR-06-003,RFA-RR-06-003,RFA-RR-06-003,RFA-RR-06-003,RFA-RR-06-003"
9741496,f,h,"8994640,8994598,8994370,8994511,8994651","399000.0,399000.0,399000.0,399000.0,399000.0","RFA-MD-15-002,RFA-MD-15-002,RFA-MD-15-002,RFA-MD-15-002,RFA-MD-15-002"
8724343,m,w,"10300784,10300924,10466983,10466918,10466916","116000.0,116000.0,107000.0,107000.0,107000.0","RFA-AG-21-023,RFA-AG-21-023,RFA-AG-21-023,RFA-AG-21-023,RFA-AG-21-023"
8469386,m,w,"8706767,8486379,8676643,8320328,8508841","1596000.0,1620000.0,1596000.0,1644000.0000000002,1620000.0","RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030"
8533634,f,w,"8121359,8134838,8319440,8139122,8541005","1440000.0,1400000.0,1370000.0,1370000.0,1350000.0","RFA-HL-08-013,RFA-HL-08-013,RFA-HL-08-013,RFA-HL-08-013,RFA-HL-08-013"
8137222,m,h,"8725996,8339423,8337838,8339420,8338437","266000.0,274000.0,274000.0,274000.0,274000.0","RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008"
9542219,f,h,"8098870,7685933,7675594,7668115,8044802","560000.0,584000.0,584000.0,584000.0,560000.0","RFA-AR-08-003,RFA-AR-08-003,RFA-AR-08-003,RFA-AR-08-003,RFA-AR-08-003"
9931063,m,h,"9689266,9058578,9253031,9473658,8909903","246000.0,262000.0,250000.0,250000.0,266000.0","RFA-HD-14-034,RFA-HD-14-034,RFA-HD-14-034,RFA-HD-14-034,RFA-HD-14-034"
9869416,f,b,"10170284,9882365,9936433,9894581,9867903","580000.0,615000.0,615000.0,492000.0,369000.0","RFA-AT-18-001,RFA-AT-18-001,RFA-AT-18-001,RFA-AT-19-007,RFA-AT-19-006"
9343464,m,w,"10058400,10058112,10058951,10058950,10058949","861000.0,861000.0,861000.0,861000.0,861000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
8173669,f,w,"8365086,8365115,8365168,8365169,8365170","6650000.0,6650000.0,6650000.0,6650000.0,6650000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
10493217,f,a,"10197918,9766297,9589557,9589556,9589558","348000.0,369000.0,375000.0,375000.0,375000.0","RFA-RM-17-014,RFA-RM-17-014,RFA-RM-17-014,RFA-RM-17-014,RFA-RM-17-014"
8395388,m,w,"9313189,9273327,9537403,9298513,9279020","1000000.0,1000000.0,1000000.0,1000000.0,1000000.0","RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003"
8381765,f,w,"10492046,10696176,10362384,10362243,10491881","128400.0,123600.0,139200.0,139200.0,128400.0","RFA-RM-20-022,RFA-RM-20-022,RFA-RM-20-022,RFA-RM-20-022,RFA-RM-20-022"
7824652,f,w,"10668770,10668665,10669493,10669495,10668768","5150000.0,5150000.0,5150000.0,5150000.0,5150000.0","RFA-RM-22-015,RFA-RM-22-015,RFA-RM-22-015,RFA-RM-22-015,RFA-RM-22-015"
7626008,m,w,"9041010,8877436,8451833,8644874,8281251","458500.0,465500.0,472500.00000000006,465500.0,479500.00000000006","RFA-HL-12-007,RFA-HL-12-007,RFA-HL-12-007,RFA-HL-12-007,RFA-HL-12-007"
9900304,f,w,"10018175,9900560,9899532,10019836,10166116","276750.0,276750.0,276750.0,276750.0,1160000.0","RFA-DA-19-036,RFA-DA-19-036,RFA-DA-19-036,RFA-DA-19-036,RFA-AG-21-008"
7800263,m,w,"9145745,9145744,9016021,9503015,9513580","655000.0,655000.0,665000.0,625000.0,625000.0","RFA-HD-15-030,RFA-HD-15-030,RFA-HD-15-030,RFA-HD-15-030,RFA-HD-15-030"
10672245,f,h,"10687272,10689331,10491908,10491910,10491915","2575000.0,2575000.0,2675000.0,2675000.0,2675000.0","RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015,RFA-AG-21-015"
7809634,m,w,"7812201,7812197,7812196,7770859,8043510","1131500.0,1131500.0,1131500.0,1116000.0,1116000.0","RFA-AI-06-009,RFA-AI-06-009,RFA-AI-06-009,RFA-AI-06-009,RFA-AI-06-009"
8533563,f,a,"8721875,8027428,8323614,8318400,8323608","2025000.0,2160000.0,2100000.0,2100000.0,2100000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
9306216,f,w,"10021452,10479087,10479090,10480086,10480092","1230000.0,1070000.0,1070000.0,1070000.0,1070000.0","RFA-AR-18-001,RFA-AR-18-001,RFA-AR-18-001,RFA-AR-18-001,RFA-AR-18-001"
8572250,m,w,"9349629,9248089,9353278,10424593,10649614","524000.0,524000.0,500000.0,856000.0,824000.0","RFA-AG-16-012,RFA-AG-16-012,RFA-AG-16-012,RFA-AG-20-020,RFA-AG-20-020"
7860706,m,w,"8706704,8780399,8310798,8208998,8307239","332500.0,332500.0,342500.0,342500.0,342500.0","RFA-MD-10-005,RFA-MD-10-005,RFA-MD-10-005,RFA-MD-10-005,RFA-MD-10-005"
8757385,f,a,"7691833,7940507,7893813,7691405,7691838","292000.0,365000.0,360000.0,365000.0,365000.0","RFA-RM-08-011,RFA-RM-08-010,RFA-RM-08-010,RFA-RM-08-010,RFA-RM-08-010"
9122292,f,w,"8689869,8395388,9111762,9113508,8534652","532000.0,548000.0,524000.0,524000.0,540000.0","RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012"
8534198,m,w,"10434907,10632145,10434956,10047717,10048325","321000.0,309000.0,321000.0,369000.0,369000.0","RFA-HG-18-006,RFA-HG-18-006,RFA-HG-18-006,RFA-HG-18-006,RFA-HG-18-006"
8132461,m,w,"8316225,8111864,8132927,8132496,8132938","342500.0,350000.0,350000.0,350000.0,350000.0","RFA-AG-09-010,RFA-AG-09-010,RFA-AG-09-010,RFA-AG-09-010,RFA-AG-09-010"
9690526,m,a,"10621613,9095197,9519763,9519756,9533956","437750.0,1048000.0,1000000.0,1000000.0,1000000.0","RFA-AG-23-006,RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003"
7852689,m,w,"10428680,9142918,9982383,9142757,9140873","428000.0,327500.0,307500.0,327500.0,327500.0","RFA-HG-21-008,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003,RFA-GM-16-003"
7762460,f,b,"8137731,8527687,8525335,7764322,7764319","489600.0,459000.00000000006,459000.00000000006,496400.0,496400.0","RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
9444338,m,w,"10562309,10563243,10564073,10565802,10400905","515000.0,515000.0,515000.0,515000.0,802500.0","RFA-AI-21-075,RFA-AI-21-075,RFA-AI-21-075,RFA-AI-21-075,RFA-AI-20-028"
9154523,f,w,"8895762,8306773,8667522,8795862,8181198","399000.0,411000.00000000006,405000.0,405000.0,420000.0","RFA-DC-11-002,RFA-DC-11-002,RFA-DC-11-002,RFA-DC-11-002,RFA-DC-11-002"
8141164,m,h,"10085501,10426154,10227212,10226349,10226348","984000.0,856000.0,928000.0,928000.0,928000.0","RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016"
8695281,m,w,"10632827,10631274,9211282,9283316,8474396","669500.0,669500.0,937500.0,937500.0,1012500.0","RFA-AI-22-010,RFA-AI-22-010,RFA-AI-12-017,RFA-AI-12-017,RFA-AI-12-017"
9745509,m,w,"10195946,10390333,10465054,10393048,10208206","290000.0,267500.0,267500.0,267500.0,290000.0","RFA-AG-21-010,RFA-AG-21-010,RFA-AG-21-010,RFA-AG-21-010,RFA-AG-21-010"
9022512,f,h,"7846162,7677647,8447022,8447024,7837591","153000.0,155125.0,143437.5,143437.5,153000.0","RFA-HL-08-016,RFA-HL-08-016,RFA-HL-08-016,RFA-HL-08-016,RFA-HL-08-016"
7686391,m,w,"8265020,8101321,8365134,8365133,8365132","7000000.0,7000000.0,7000000.0,7000000.0,7000000.0","RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004"
8874376,f,h,"8638928,9069795,9069804,9049477,8469493","1662500.0,1637500.0,1637500.0,1637500.0,1687500.0","RFA-DK-11-002,RFA-DK-11-002,RFA-DK-11-002,RFA-DK-11-002,RFA-DK-11-002"
8367393,f,w,"8137746,7936820,7724798,7714312,7714040","350000.0,360000.0,365000.0,365000.0,365000.0","RFA-GM-09-012,RFA-GM-09-012,RFA-GM-09-012,RFA-GM-09-012,RFA-GM-09-012"
10021452,m,w,"10707046,10248357,10242081,10242127,10242128","1030000.0,1160000.0,1160000.0,1160000.0,1160000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
7571124,f,w,"8415736,8516141,8414504,8415397,8415401","342500.0,337500.0,342500.0,342500.0,342500.0","RFA-RM-12-001,RFA-RM-12-001,RFA-RM-12-001,RFA-RM-12-001,RFA-RM-12-001"
9145725,f,a,"9999623,9767802,10003353,10224695,10248391","879450.0,879450.0,879450.0,829400.0,829400.0","RFA-HD-17-021,RFA-HD-17-021,RFA-HD-17-021,RFA-HD-17-021,RFA-HD-17-021"
10558689,m,w,"10017222,10219251,9831503,9607225,9657775","246000.0,232000.0,246000.0,250000.0,246000.0","RFA-AG-19-023,RFA-AG-19-023,RFA-AG-19-023,RFA-ES-16-005,RFA-ES-16-005"
9693083,m,w,"9899756,9765391,10367988,10397977,9892887","430500.0,430500.0,374500.0,374500.0,430500.0","RFA-MD-18-003,RFA-MD-18-003,RFA-MD-18-003,RFA-MD-18-003,RFA-MD-18-003"
8885020,m,w,"10596289,10559687,10560517,10560501,10560500","1802500.0,1802500.0,1802500.0,1802500.0,1802500.0","RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002"
7797766,m,w,"8814466,9591339,8991052,8991919,9267742","631750.0,584250.0,622250.0,622250.0,622250.0","RFA-ES-13-014,RFA-ES-13-014,RFA-ES-13-014,RFA-ES-13-014,RFA-ES-13-014"
10218046,f,h,"8994391,9281737,9702660,9702658,9702656","1330000.0,1250000.0,1230000.0,1230000.0,1230000.0","RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010"
7928810,m,w,"9761971,10087862,10326787,10449341,10451579","922500.0,869999.9999999999,802500.0,802500.0,802500.0","RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081"
8366089,f,w,"7924178,7982174,7674822,7674514,7689400","72000.0,73000.0,73000.0,73000.0,73000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
9985221,f,a,"10753650,10731254,10731013,10730758,10454150","257500.0,952750.0,952750.0,875500.0,802500.0","RFA-DK-23-002,RFA-DK-22-504,RFA-DK-22-504,RFA-DK-22-505,RFA-DK-17-502"
8081728,f,w,"9336778,8926819,8926833,8926810,8926823","150000.0,159600.0,159600.0,159600.0,159600.0","RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005,RFA-AG-14-005"
8887115,f,w,"10430118,10430120,10015282,10015284,10646273","749000.0,749000.0,861000.0,861000.0,721000.0","RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013"
8136684,m,w,"10105688,10111866,10104902,10108026,10109293","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-RM-19-012,RFA-RM-19-012,RFA-RM-19-012,RFA-RM-19-012,RFA-RM-19-012"
8568549,m,w,"7848665,8250226,7848626,7853987,7855815","438000.0,438000.0,438000.0,438000.0,438000.0","RFA-RM-09-003,RFA-RM-09-003,RFA-RM-09-003,RFA-RM-09-003,RFA-RM-09-003"
7586366,m,w,"7618247,7613514,8005977,7683921,7603122","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033"
10460117,f,w,"10828283,10828201,10829501,10829093,10829008","581950.0,581950.0,581950.0,581950.0,581950.0","RFA-FD-23-027,RFA-FD-23-027,RFA-FD-23-027,RFA-FD-23-027,RFA-FD-23-027"
10018960,m,a,"9547530,9542907,9557068,9750427,9545507","1562500.0,1562500.0,1562500.0,1562500.0,1562500.0","RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002"
8469004,m,w,"10631693,10644944,10710201,10650016,9001115","1070000.0,1070000.0,1030000.0,515000.0,299250.0","RFA-MD-22-006,RFA-MD-22-006,RFA-MD-22-006,RFA-HS-22-001,RFA-MD-15-004"
10615091,f,b,"10355468,9923555,9923559,9982766,9982771","1605000.0,1845000.0,1845000.0,1845000.0,1845000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
9502004,f,w,"9854644,9854804,9854089,9854091,9854092","1230000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013"
10319430,f,w,"8893071,8247241,8536282,8331068,8331061","665000.0,700000.0,675000.0,700000.0,700000.0","RFA-DK-10-013,RFA-DK-10-013,RFA-DK-10-013,RFA-DK-10-013,RFA-DK-10-013"
10703463,m,w,"8152818,8299469,10570228,10570855,10374385","315000.0,308250.0,515000.0,515000.0,535000.0","RFA-MH-10-050,RFA-MH-10-050,RFA-MH-21-160,RFA-MH-21-160,RFA-MH-21-160"
10224633,m,w,"8970229,8970232,9383155,8970233,9526425","1596000.0,1596000.0,1572000.0,1596000.0,1500000.0","RFA-AI-14-047,RFA-AI-14-047,RFA-AI-14-047,RFA-AI-14-047,RFA-AI-14-047"
10475234,f,w,"10672570,10672015,10672012,10672634,10672633","1133000.0,1133000.0,1133000.0,1133000.0,1133000.0","RFA-HD-23-007,RFA-HD-23-007,RFA-HD-23-007,RFA-HD-23-007,RFA-HD-23-007"
10129467,m,w,"8911353,8889280,8895774,8889277,9313272","1596000.0,1596000.0,1596000.0,1596000.0,1500000.0","RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016,RFA-HD-13-016"
10017232,f,a,"10544355,10700084,8699878,8829129,9128440","214000.0,206000.0,3192000.0,3192000.0,982500.0","RFA-CA-21-047,RFA-CA-21-047,RFA-AI-13-010,RFA-AI-13-010,RFA-CA-13-010"
9123353,f,b,"7675931,8138826,7862391,7922127,7922921","730000.0,720000.0,720000.0,720000.0,730000.0","RFA-AI-05-014,RFA-AI-05-014,RFA-AI-05-014,RFA-AI-05-014,RFA-AI-05-014"
7658743,m,w,"9812865,9813589,9813714,9813753,9813755","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-RM-18-021,RFA-RM-18-021,RFA-RM-18-021,RFA-RM-18-021,RFA-RM-18-021"
8712334,f,w,"7682873,8131008,7908691,8122270,8122271","1387000.0,1368000.0,1368000.0,1368000.0,1368000.0","RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027"
10200808,m,w,"8142860,7762265,8252113,8288832,8133477","175000.0,180000.0,171250.0,171250.0,175000.0","RFA-RR-09-001,RFA-RR-09-001,RFA-RR-09-001,RFA-RR-09-001,RFA-RR-09-001"
8749196,f,w,"8618291,8618274,8620435,8620276,8620564","303750.0,303750.0,303750.0,303750.0,303750.0","RFA-ES-13-003,RFA-ES-13-003,RFA-ES-13-003,RFA-ES-13-003,RFA-ES-13-003"
8533927,m,w,"10827782,10830141,10828079,10828091,10828130","370800.0,370800.0,370800.0,370800.0,370800.0","RFA-FD-23-019,RFA-FD-23-019,RFA-FD-23-019,RFA-FD-23-019,RFA-FD-23-019"
9990719,m,w,"8738123,8738629,9069778,9125784,9112786","266000.0,266000.0,262000.0,262000.0,262000.0","RFA-CA-13-001,RFA-CA-13-001,RFA-CA-13-001,RFA-CA-13-001,RFA-CA-13-001"
7936830,m,w,"7680226,7893865,7922550,7784449,7803674","365000.0,360000.0,360000.0,360000.0,360000.0","RFA-GM-08-002,RFA-GM-08-002,RFA-GM-08-002,RFA-GM-08-002,RFA-GM-08-002"
