APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_distilbert_r_wi,APPVAL_RECS_distilbert_r_wi,FOA_RECS_distilbert_r_wi
10197904,m,a,"9336385,9334851,8927633,9552803,8813276","1310000.0,1250000.0,1330000.0,1250000.0,1330000.0","RFA-DK-13-013,RFA-DK-13-013,RFA-DK-13-013,RFA-DK-13-013,RFA-DK-13-013"
8520046,m,w,"9953826,9963299,9206810,9206382,9206379","861000.0,861000.0,917000.0,917000.0,917000.0","RFA-HD-16-017,RFA-HD-16-017,RFA-HD-16-017,RFA-HD-16-017,RFA-HD-16-017"
9332366,f,w,"9329517,8774782,9529788,9530728,9529867","294750.0,299250.0,281250.0,281250.0,281250.0","RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012"
8920545,m,w,"8330952,8132960,8132962,8132865,8132943","685000.0,700000.0,700000.0,700000.0,700000.0","RFA-DK-07-012,RFA-DK-07-012,RFA-DK-07-012,RFA-DK-07-012,RFA-DK-07-012"
10013563,m,w,"10744469,10744468,10744467,7900929,7900931","14420000.0,14420000.0,14420000.0,1460000.0,1460000.0","RFA-OD-22-021,RFA-OD-22-021,RFA-OD-22-021,RFA-ES-05-004,RFA-ES-05-004"
7778742,m,w,"10456128,10127119,10704049,10264960,8717636","856000.0,984000.0,824000.0,928000.0,6650000.0","RFA-RM-20-003,RFA-RM-20-003,RFA-RM-20-003,RFA-RM-20-003,RFA-DK-09-504"
8849042,m,w,"10493382,10687248,10340783,10087183,10264881","831390.0,800310.0,901320.0,184500.0,174000.0","RFA-AG-21-027,RFA-AG-21-027,RFA-AG-21-027,RFA-AG-20-031,RFA-AG-20-031"
8879187,f,b,"9509503,9335971,9313927,9089463,9090775","562500.0,562500.0,562500.0,589500.0,589500.0","RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001"
9612492,m,w,"8989456,9318375,9139407,9139405,9318370","266000.0,250000.0,262000.0,262000.0,250000.0","RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003"
7903428,f,w,"7915187,7757815,8119428,8119429,7915188","1781200.0,1781200.0,1756800.0,1756800.0,1756800.0","RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002"
8920695,m,h,"9627677,9630121,9630125,9627384,9994735","1000000.0,1000000.0,1000000.0,1000000.0,984000.0","RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033"
10245896,m,a,"9329340,8758187,9149314,9116934,9317535","875000.0,931000.0,917000.0,917000.0,875000.0","RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006"
7573426,m,w,"8277997,7792370,7640190,8470154,8073974","685000.0,720000.0,730000.0,675000.0,700000.0","RFA-DC-08-003,RFA-DC-08-003,RFA-DC-08-003,RFA-DC-08-003,RFA-DC-08-003"
7656696,m,h,"10701083,10630618,9132271,8829370,8935844","128750.0,133750.0,262000.0,266000.0,266000.0","RFA-LM-22-001,RFA-LM-22-001,RFA-HG-14-009,RFA-HG-14-009,RFA-HG-14-009"
8376563,m,w,"9985371,10249327,9987210,10128522,8068693","492000.0,464000.0,492000.0,464000.0,826000.0","RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020,RFA-CA-08-503"
9100656,m,h,"10070075,10533275,10142234,10070077,10492078","464000.0,412000.0,464000.0,464000.0,428000.0","RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046"
9067860,m,w,"10248080,10590657,10250764,10250264,10393060","4640000.0,4120000.0,4640000.0,4640000.0,4280000.0","RFA-CA-20-033,RFA-CA-20-033,RFA-CA-20-033,RFA-CA-20-033,RFA-CA-20-033"
10439933,f,w,"7897686,8314113,8309338,7693834,7691805","576000.0,548000.0,548000.0,584000.0,584000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
9893850,f,w,"10684229,10684278,10686217,10690756,10737872","515000.0,515000.0,515000.0,515000.0,515000.0","RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046"
9852507,f,w,"9654469,9783891,10141077,10180770,9901363","562500.0,553500.0,522000.0,553500.0,553500.0","RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002"
7750586,m,w,"9564864,9762886,10205411,10223169,9394525","625000.0,615000.0,615000.0,580000.0,625000.0","RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038,RFA-AI-16-038"
9752514,m,w,"8899511,8625457,8733665,8734393,8733669","997500.0,1012500.0,997500.0,997500.0,997500.0","RFA-DK-12-008,RFA-DK-12-008,RFA-DK-12-008,RFA-DK-12-008,RFA-DK-12-008"
9547256,m,w,"8120322,7899299,8100582,7911742,7895018","1008000.0,1022000.0,1008000.0,1008000.0,1008000.0","RFA-AI-05-022,RFA-AI-05-022,RFA-AI-05-022,RFA-AI-05-022,RFA-AI-05-022"
10691911,m,w,"8735068,8472893,8501983,8501984,8475794","66500.0,67500.0,67500.0,67500.0,67500.0","RFA-AR-13-001,RFA-AR-13-001,RFA-AR-13-001,RFA-AR-13-001,RFA-AR-13-001"
9989552,m,w,"9658483,9050643,8890125,8828634,8827308","1045500.0,1113500.0,1130500.0,1130500.0,1130500.0","RFA-CA-13-006,RFA-CA-13-006,RFA-CA-13-006,RFA-CA-13-006,RFA-CA-13-006"
8365163,m,w,"8089758,7858405,7847417,7938809,7835871","6840000.0,6840000.0,6840000.0,6840000.0,6840000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
7905197,m,w,"7930610,8144398,7930609,7930608,7930607","1752000.0,1680000.0,1752000.0,1752000.0,1752000.0","RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007"
9533996,f,w,"9316526,9316525,8889592,8875608,8910624","3750000.0,3750000.0,3990000.0,3990000.0,3990000.0","RFA-AI-13-023,RFA-AI-13-023,RFA-AI-13-023,RFA-AI-13-023,RFA-AI-13-023"
8056801,f,w,"10062837,9384981,9222665,9222517,9231219","348000.0,375000.0,375000.0,375000.0,375000.0","RFA-AI-15-054,RFA-AI-15-054,RFA-AI-15-054,RFA-AI-15-054,RFA-AI-15-054"
9475082,f,w,"10743626,10743501,10740079,10633383,9382207","206000.0,206000.0,206000.0,206000.0,125000.0","RFA-CA-22-021,RFA-CA-22-021,RFA-CA-22-021,RFA-CA-22-021,RFA-CA-16-015"
7797602,f,b,"10555416,10556823,10556513,10556514,10556580","267500.0,267500.0,267500.0,267500.0,267500.0","RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002"
8691551,m,w,"8308497,8473230,7741943,8074433,7896634","1096000.0,1080000.0,1168000.0,1120000.0,1152000.0","RFA-HD-08-022,RFA-HD-08-022,RFA-HD-08-022,RFA-HD-08-022,RFA-HD-08-022"
7658237,m,w,"8831085,9123591,8832139,8831966,8934125","332500.0,327500.0,332500.0,332500.0,332500.0","RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020"
8375469,f,w,"8839873,8475557,8471053,8475556,8466282","399000.0,405000.0,405000.0,405000.0,405000.0","RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024"
9900325,f,h,"10744469,10744468,10744467,7645742,7900931","14420000.0,14420000.0,14420000.0,1460000.0,1460000.0","RFA-OD-22-021,RFA-OD-22-021,RFA-OD-22-021,RFA-ES-05-004,RFA-ES-05-004"
8659423,m,w,"8910705,9277468,8758156,8756564,8758202","199500.0,187500.0,199500.0,199500.0,199500.0","RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010"
9978601,m,w,"10493382,10340783,10687248,10458695,10087183","831390.0,901320.0,800310.0,160500.0,184500.0","RFA-AG-21-027,RFA-AG-21-027,RFA-AG-21-027,RFA-AG-20-031,RFA-AG-20-031"
8399839,m,w,"10707894,10339955,10053258,10455017,10248537","412000.0,428000.0,553500.0,481500.0,522000.0","RFA-DK-20-506,RFA-DK-20-506,RFA-DK-19-015,RFA-DK-19-015,RFA-DK-19-015"
9565766,m,w,"10450248,9517894,9960555,9097289,9730475","696000.0,750000.0,738000.0,786000.0,738000.0","RFA-ES-15-002,RFA-ES-15-002,RFA-ES-15-002,RFA-ES-15-002,RFA-ES-15-002"
9317706,f,w,"9129759,8547084,8912500,8914639,8416746","65500.0,67500.0,66500.0,66500.0,68500.0","RFA-RM-11-018,RFA-RM-11-018,RFA-RM-11-018,RFA-RM-11-018,RFA-RM-11-018"
9514768,f,w,"10621613,8898692,8901869,8901867,8901877","437750.0,232750.0,232750.0,232750.0,232750.0","RFA-AG-23-006,RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002"
9550778,m,b,"8145432,8472444,8850986,8850954,8854224","2520000.0,2430000.0,2394000.0,2394000.0,2394000.0","RFA-CA-10-010,RFA-CA-10-010,RFA-CA-10-010,RFA-CA-10-010,RFA-CA-10-010"
8066691,m,h,"8742026,8640692,9128454,9120848,8639766","332500.0,337500.0,327500.0,327500.0,337500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
9414391,m,w,"10037854,10037968,10031380,10037760,10205959","613770.0,613770.0,613770.0,613770.0,3828000.0","RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-AG-18-021"
9608711,m,w,"7652440,7919244,7926024,8099721,8137945","365000.0,360000.0,365000.0,350000.0,350000.0","RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011"
10404437,m,w,"10249327,10128522,9987210,9985371,8381453","464000.0,464000.0,492000.0,492000.0,548000.0","RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020,RFA-AR-11-010"
9522003,m,w,"10295716,10295867,10520457,10108885,10294431","232000.0,232000.0,214000.0,246000.0,232000.0","RFA-OD-20-004,RFA-OD-20-004,RFA-OD-20-004,RFA-OD-20-004,RFA-OD-20-004"
9263859,f,w,"9246411,9066556,9686554,9686556,9692504","1250000.0,1310000.0,1230000.0,1230000.0,1230000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
10525192,f,w,"7923478,7760679,7596197,7670247,7673858","365000.0,360000.0,365000.0,365000.0,365000.0","RFA-CA-07-005,RFA-CA-07-005,RFA-CA-07-005,RFA-CA-07-005,RFA-CA-07-005"
8790574,m,h,"8308465,7936895,8308466,8521355,8521356","719250.0,756000.0,719250.0,708750.0,708750.0","RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006"
9644048,f,a,"9767599,9911989,10001556,9333488,9333907","369000.0,369000.0,369000.0,375000.0,375000.0","RFA-HD-17-011,RFA-HD-17-011,RFA-HD-17-011,RFA-HD-17-011,RFA-HD-17-011"
8461242,f,w,"7932719,8121481,8121489,8121488,8121487","109500.0,108000.0,108000.0,108000.0,108000.0","RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001"
9085450,m,w,"10744965,7676781,7631260,7807901,7807906","1339000.0,292000.0,292000.0,288000.0,288000.0","RFA-NS-22-030,RFA-NS-06-009,RFA-NS-06-009,RFA-NS-06-009,RFA-NS-06-009"
7941872,m,w,"10694159,10355559,10491933,10491914,10694161","309000.0,348000.0,321000.0,321000.0,309000.0","RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040,RFA-CA-20-040"
8894056,m,w,"8064565,8064557,8064562,7892940,7892941","360000.0,360000.0,360000.0,360000.0,360000.0","RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040"
9052094,f,w,"10301286,10681389,10302137,10301870,10301346","1160000.0,1030000.0,1160000.0,1160000.0,1160000.0","RFA-AG-21-025,RFA-AG-21-025,RFA-AG-21-025,RFA-AG-21-025,RFA-AG-21-025"
9985190,m,b,"8911854,9552433,8738707,9119536,9346753","1330000.0,1250000.0,1330000.0,1310000.0,1310000.0","RFA-RM-12-006,RFA-RM-12-006,RFA-RM-12-006,RFA-RM-12-006,RFA-RM-12-006"
9352740,m,w,"10493382,10340783,10687248,10458695,10087183","831390.0,901320.0,800310.0,160500.0,184500.0","RFA-AG-21-027,RFA-AG-21-027,RFA-AG-21-027,RFA-AG-20-031,RFA-AG-20-031"
8690906,m,w,"9333130,9730343,9632850,9316653,9344658","875000.0,861000.0,861000.0,875000.0,875000.0","RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006"
9557571,f,w,"9406042,9732323,9979912,9979914,9997691","625000.0,615000.0,615000.0,615000.0,615000.0","RFA-HD-17-007,RFA-HD-17-007,RFA-HD-17-007,RFA-HD-17-007,RFA-HD-17-007"
8377944,m,w,"8044806,8664185,7796669,7869255,8136500","350000.0,350000.0,360000.0,360000.0,350000.0","RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001"
7856355,f,w,"8314113,8309338,7693834,7691805,8137663","548000.0,548000.0,584000.0,584000.0,560000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
8284352,m,h,"10653699,9716798,10247044,10183351,10842106","5150000.0,6150000.0,5800000.0,5800000.0,5150000.0","RFA-NS-18-018,RFA-NS-18-018,RFA-NS-18-018,RFA-NS-18-018,RFA-NS-18-018"
7764313,f,w,"8379413,8525327,8519216,8525332,8525329","465800.00000000006,459000.00000000006,459000.00000000006,459000.00000000006,459000.00000000006","RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
10499403,m,w,"8657034,8501913,8840567,8840569,9275970","199500.0,202500.0,199500.0,199500.0,187500.0","RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004"
8337273,m,w,"8768204,8768959,8769006,8767346,8768514","1330000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-TW-13-002,RFA-TW-13-002,RFA-TW-13-002,RFA-TW-13-002,RFA-TW-13-002"
8707989,f,w,"8948649,8758187,9149314,9116934,9317535","931000.0,931000.0,917000.0,917000.0,875000.0","RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006,RFA-RM-13-006"
8231456,m,h,"9868297,9223684,9228363,9225189,9225190","8733000.0,8875000.0,8875000.0,8875000.0,8875000.0","RFA-DK-15-501,RFA-DK-15-501,RFA-DK-15-501,RFA-DK-15-501,RFA-DK-15-501"
8642228,m,w,"10907172,10413694,10524770,9249022,9355145","257500.0,267500.0,257500.0,93750.0,93750.0","RFA-FD-22-002,RFA-FD-22-002,RFA-FD-22-002,RFA-OD-15-004,RFA-OD-15-004"
9096099,f,w,"8641479,8642414,8642431,8642401,8642427","1330000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-OD-12-007,RFA-OD-12-007,RFA-OD-12-007,RFA-OD-12-007,RFA-OD-12-007"
9207637,f,w,"8379207,8309794,7833740,7822111,7786725","376750.00000000006,376750.00000000006,401500.0,401500.0,401500.0","RFA-CA-09-501,RFA-CA-09-501,RFA-CA-09-501,RFA-CA-09-501,RFA-CA-09-501"
8440888,m,w,"9784662,9674261,9654946,9787107,9936112","625000.0,625000.0,625000.0,615000.0,615000.0","RFA-AG-18-025,RFA-AG-18-025,RFA-AG-18-024,RFA-AG-18-024,RFA-AG-18-024"
10065441,m,w,"9105753,9323489,8990689,9563295,9757795","1441000.0,1375000.0,1463000.0,1375000.0,1353000.0","RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027"
10622128,f,w,"9330326,9087856,9130492,8317544,8292196","1441000.0,1463000.0,1463000.0,1507000.0000000002,1507000.0000000002","RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041"
9815293,f,w,"9062480,9316690,9688386,8874245,8682896","1310000.0,1250000.0,1250000.0,1330000.0,1330000.0","RFA-HG-13-004,RFA-HG-13-004,RFA-HG-13-004,RFA-HG-13-004,RFA-HG-12-006"
10003455,m,w,"8551301,8294095,8484469,8551302,8551306","1350000.0,1370000.0,1350000.0,1350000.0,1350000.0","RFA-NS-11-011,RFA-NS-11-011,RFA-NS-11-011,RFA-NS-11-011,RFA-NS-11-011"
10700012,m,a,"7942840,7942845,7942862,7942895,7942848","720000.0,720000.0,720000.0,720000.0,720000.0","RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004,RFA-DK-08-004"
9546849,m,w,"7851185,7691350,7849074,7849076,8075097","360000.0,365000.0,360000.0,360000.0,350000.0","RFA-DA-08-014,RFA-DA-08-014,RFA-DA-08-014,RFA-DA-08-014,RFA-DA-08-014"
10406901,f,w,"8464191,9061769,8662295,8670764,8670765","499500.00000000006,484700.0,492100.0,492100.0,492100.0","RFA-HL-12-005,RFA-HL-12-005,RFA-HL-12-005,RFA-HL-12-005,RFA-HL-12-005"
8210201,m,w,"7678012,7687399,7676685,7782591,7779493","365000.0,365000.0,365000.0,219000.0,219000.0","RFA-DA-08-017,RFA-DA-08-017,RFA-DA-08-017,RFA-NS-09-003,RFA-NS-09-003"
10155547,m,w,"8675008,8858686,8680060,9088128,9087039","465500.0,465500.0,465500.0,458500.0,458500.0","RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010"
10380652,f,w,"9265633,9339517,9340059,9339461,9337320","262000.0,250000.0,250000.0,250000.0,250000.0","RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009"
8328121,m,w,"10480849,10264852,9803971,9803970,9803969","1070000.0,1160000.0,1230000.0,1230000.0,1230000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
9728688,f,w,"7897749,8026868,7626484,7680023,7664978","432000.0,420000.0,438000.0,438000.0,438000.0","RFA-AI-06-041,RFA-AI-06-041,RFA-AI-06-041,RFA-AI-06-041,RFA-AI-06-041"
9762768,f,a,"9791152,9789161,10200658,10176330,10174671","430500.0,430500.0,406000.0,406000.0,406000.0","RFA-AG-18-030,RFA-AG-18-030,RFA-AG-18-030,RFA-AG-18-030,RFA-AG-18-030"
10366039,m,w,"10170970,10357966,10577806,10577803,10577800","1739999.9999999998,1605000.0,1545000.0,1545000.0,1545000.0","RFA-AI-20-001,RFA-AI-20-001,RFA-AI-20-001,RFA-AI-20-001,RFA-AI-20-001"
8525585,m,w,"8524956,8525682,8521157,8526261,8525869","675000.0,675000.0,675000.0,675000.0,675000.0","RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008"
9149219,m,w,"8958153,9562352,9562351,9340220,9562344","931000.0,875000.0,875000.0,875000.0,875000.0","RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009"
9546829,f,w,"9145739,8936260,8936340,9145709,9723180","524000.0,532000.0,532000.0,524000.0,330255.0","RFA-EB-14-002,RFA-EB-14-002,RFA-EB-14-002,RFA-EB-14-002,RFA-HL-17-014"
10578760,m,w,"9656931,9870863,9247816,9240573,9252374","430500.0,430500.0,437500.0,437500.0,437500.0","RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005"
7942235,m,w,"7664962,8130758,7905968,7905969,7905970","1095000.0,1080000.0,1095000.0,1095000.0,1095000.0","RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030"
10707158,m,w,"9472109,9571254,9472656,9568054,7690330","500000.0,500000.0,500000.0,500000.0,1022000.0","RFA-TR-17-007,RFA-TR-17-007,RFA-TR-17-007,RFA-TR-17-007,RFA-RR-07-003"
7919773,m,w,"7961355,8173694,7860456,8173709,8173710","6935000.0,6840000.0,6840000.0,6840000.0,6840000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
8527695,f,w,"9729369,9900728,9923559,9923558,9923555","1845000.0,1845000.0,1845000.0,1845000.0,1845000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
10351931,f,w,"8889475,8659405,8885021,8659402,8659375","2394000.0,2394000.0,2394000.0,2394000.0,2394000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
8119685,m,a,"8308466,8521355,8521356,7805955,7797129","719250.0,708750.0,708750.0,766500.0,766500.0","RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006"
8492194,m,w,"8183595,8183624,8188836,8186130,8182529","685000.0,685000.0,700000.0,700000.0,700000.0","RFA-RR-10-011,RFA-RR-10-011,RFA-RR-10-011,RFA-RR-10-011,RFA-RR-10-011"
8666752,m,w,"10126014,9986470,9689448,9689449,9536438","232000.0,246000.0,246000.0,246000.0,250000.0","RFA-ES-19-009,RFA-ES-19-009,RFA-ES-17-004,RFA-ES-17-004,RFA-ES-17-004"
7714604,m,w,"9316364,9472952,10428680,10582330,8728983","1250000.0,1250000.0,428000.0,721000.0,1995000.0","RFA-HG-15-039,RFA-HG-15-039,RFA-HG-21-008,RFA-HG-21-006,RFA-HG-10-012"
9854274,m,a,"9981830,10224900,9577581,9773226,7918936","615000.0,580000.0,625000.0,615000.0,3456000.0","RFA-OD-17-004,RFA-OD-17-004,RFA-OD-17-004,RFA-OD-17-004,RFA-GM-07-005"
7637402,f,w,"8089404,7776951,7848268,7579128,7637402","700000.0,720000.0,720000.0,730000.0,730000.0","RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004"
9193285,m,w,"8804967,9247855,9234073,9032546,9043209","465500.0,437500.0,437500.0,458500.0,458500.0","RFA-NS-13-009,RFA-NS-13-009,RFA-NS-13-009,RFA-NS-13-009,RFA-NS-13-009"
8543632,f,w,"10889043,10256724,10687330,10687345,10118771","412000.0,464000.0,428000.0,428000.0,492000.0","RFA-RM-20-001,RFA-RM-20-001,RFA-RM-20-001,RFA-RM-20-001,RFA-RM-20-001"
9699505,m,w,"10783500,9564894,10476525,10015261,9762097","1030000.0,2000000.0,1712000.0,1968000.0,1968000.0","RFA-OD-23-005,RFA-RM-16-026,RFA-RM-16-026,RFA-RM-16-026,RFA-RM-16-026"
10160883,f,w,"8775657,8443946,9283521,9213365,9262209","66500.0,67500.0,62500.0,62500.0,62500.0","RFA-DK-11-015,RFA-DK-11-015,RFA-DK-11-015,RFA-DK-11-015,RFA-DK-11-015"
8851574,m,w,"8665740,8132727,8132705,8132706,8132707","1012500.0,1050000.0,1050000.0,1050000.0,1050000.0","RFA-DK-10-003,RFA-DK-10-003,RFA-DK-10-003,RFA-DK-10-003,RFA-DK-10-003"
9717295,m,w,"9564971,9419223,9993927,9419500,9419030","375000.0,375000.0,369000.0,375000.0,375000.0","RFA-MH-17-260,RFA-MH-17-260,RFA-MH-17-260,RFA-MH-17-260,RFA-MH-17-260"
8538309,m,a,"7613514,8005977,7694362,7692257,7623951","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033,RFA-CA-07-033"
8663557,m,h,"9094237,9277432,9277638,9752954,9567938","262000.0,250000.0,375000.0,369000.0,375000.0","RFA-CA-15-004,RFA-CA-15-004,RFA-CA-16-004,RFA-CA-16-004,RFA-CA-16-004"
8659452,m,w,"8379666,8889475,8659377,8450243,8659455","2466000.0,2394000.0,2394000.0,2430000.0,2394000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
8499148,f,w,"9502903,9950980,9747678,9731412,9724344","937500.0,922500.0,922500.0,922500.0,922500.0","RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047"
10201577,m,a,"10200016,10019514,9827708,9827715,9827745","928000.0,984000.0,984000.0,984000.0,984000.0","RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501"
10090965,f,h,"10264033,10090965,10265515,10264871,10656200","290000.0,307500.0,290000.0,290000.0,257500.0","RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036"
9350668,f,a,"10267723,10684730,10117747,10465187,7935567","464000.0,412000.0,492000.0,428000.0,511000.0","RFA-RM-20-006,RFA-RM-20-006,RFA-RM-20-006,RFA-RM-20-006,RFA-RM-07-016"
9109284,m,w,"9135230,9135238,9334615,9334616,9334610","982500.0,982500.0,937500.0,937500.0,937500.0","RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021"
10242081,m,w,"10245103,9860951,10449324,10475146,10011854","580000.0,615000.0,535000.0,535000.0,615000.0","RFA-MH-19-120,RFA-MH-19-120,RFA-MH-19-120,RFA-MH-19-120,RFA-MH-19-120"
7942791,m,w,"10130130,10263369,10694022,10478056,8311650","1230000.0,1160000.0,1030000.0,1070000.0,411000.00000000006","RFA-RM-20-007,RFA-RM-20-007,RFA-RM-20-007,RFA-RM-20-007,RFA-CA-10-002"
9969469,m,h,"9248421,9248415,9901569,9901621,9969469","437500.0,437500.0,430500.0,430500.0,430500.0","RFA-HG-14-004,RFA-HG-14-004,RFA-HG-14-004,RFA-HG-14-004,RFA-HG-14-004"
7626596,m,w,"8509003,8656741,7939718,8105340,7834466","42525000.0,41895000.0,45360000.0,44100000.0,45990000.0","RFA-HL-09-005,RFA-HL-09-005,RFA-HL-09-005,RFA-HL-09-005,RFA-HL-09-005"
10134824,f,w,"7682324,7935616,7686060,7684003,7847346","175200.0,175200.0,175200.0,175200.0,175200.0","RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013"
9813755,m,a,"9637861,9627114,10227178,10242772,9774044","625000.0,625000.0,580000.0,580000.0,615000.0","RFA-DK-17-011,RFA-DK-17-011,RFA-DK-17-011,RFA-DK-17-011,RFA-DK-17-011"
7924597,m,w,"7924597,8536992,8153648,7849341,7939058","360000.0,360000.0,360000.0,365000.0,365000.0","RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004"
7937028,m,w,"9130302,9552932,9144476,9124945,8956326","917000.0,875000.0,917000.0,917000.0,931000.0","RFA-NS-14-006,RFA-NS-14-006,RFA-NS-14-006,RFA-NS-14-006,RFA-NS-14-006"
10221177,f,w,"10256798,10254418,10636807,10221177,10213963","406000.0,406000.0,360500.0,430500.0,430500.0","RFA-NR-20-001,RFA-NR-20-001,RFA-NR-20-001,RFA-NR-20-001,RFA-NR-20-001"
